restaurant;address1;address2
Crosby at Parisi Bakery;290 Elizabeth St;At Houston St
Croton Reservoir Tavern;108 W 40th St;Btwn Bway & 6th Ave
Crowe's Nest;1804 2nd Ave;Btwn 93rd & 94th St
Crown Fried Chicken;39 Madison St;At James St
Crown Gourmet;1674 Broadway;At 52nd St
Crown Palace;748 E 9th St;At Ave D
Croxley Ales;28 Avenue B;Btwn 2nd & 3rd St
Cru;24 5th Ave;At 9th St
Crumbs;87 Beaver St;Btwn Wall & Hanover St
Crumbs;124 University Pl;
Crumbs;321 Amsterdam Ave;At 75th St
Crumbs;501 Madison Ave;At 52nd St
Crumbs;37 E 8th St;Btwn Greene St & University Pl
Crumbs;1379 3rd Ave;Btwn 78th & 79th St
Crumbs;43 W 42nd St;Btwn 5th & 6th Ave
Crumbs137;9 3rd Ave;
Crumbs37 E;8th St;
Crumbs43 W;42nd St;
Crystal Cafe;229 W 57th St;Btwn 7th Ave & Bway
Cub Room;131 Sullivan St;At Prince St
Cuba;222 Thompson St;Btwn Bleecker & W 3rd St
Cuba Cafe;200 8th Ave;Btwn 20th & 21st St
Cubana Cafe;110 Thompson St;Btwn Prince & Spring St
Cube;6363 Clinton St;Btwn Rivington & Stanton St
Cucina & Co.;200 Park Ave;At 45th St
Cucina & Company;30 Rockefeller Center;Btwn 49th & 50th St
Cucina Bene;41 Exchange Pl;Btwn Broad & William St
Cucina Di Pesce;87 E 4th St;Btwn 2nd & 3rd Ave
Cucina Gourmet;54 W 56th St;Btwn 5th & 6th Ave
Cucina Gourmet;153 E 53rd St;Btwn 3rd & Lexington Ave
Cucina Vivolo;138 E 74th St;Btwn Lexington & Park Ave
Cucina Vivolo;222 E 58th St;Btwn 2nd & 3rd Ave
Cup;212 Avenue B;
Cup & Saucer;89 Canal St;At Eldridge St
Cupcake Cafe;545 9th Ave;Btwn 40th & 41st St
Curly's Vegetarian Lunch;328 E 14th St;Btwn 1st & 2nd Ave
Curry & Curry;153 E 33rd St;Btwn 3rd & Lexington Ave
Curry & Kabab;931 Amsterdam Ave;Btwn 105th & 106th St
Curry Dream;66 W 39th St;Btwn 5th & 6th Ave
Curry Express;130 E 29th St;At Lexington Ave
Curry In A Hurry;119 Lexington Ave;At 28th St
Curry Leaf;99 Lexington Ave;At 27th St
Curry-Ya;214 E 10th St;Btwn 1st & 2nd Ave
D;6 (Dublin 6)575 Hudson St;Btwn W 11th & Bank St
D;6 0(Dublin 6)575 Hudson St;
D&S Market Place;34 W 56th St;Btwn 5th & 6th Ave
D'Aiuto's Pastry Corporation;405 8th Ave;At 30th St
D'Vinci's Restaurant;1091 St. Nicholas Ave;Btwn 164th & 165th St
D.J. Reynolds;351 W 57th St;Btwn 8th & 9th Ave
D6 (Dublin;6)575 Hudson St;
DB Bistro Moderne;55 W 44th St;Btwn 5th & 6th Ave
DJ Cafe;23 Lexington Ave;At 23rd St
Da Andrea;35 W 13th St;
Da Andrea;557 Hudson St;Btwn Perry St & 11th St
Da Andrea (CLOSED);557 Hudson St;Btwn Perry St & 11th St
Da Ciro;229 Lexington Ave;Btwn 33rd & 34th St
Da Ciro22;9 Lexington Ave;
Da Filippo;1315 2nd Ave;At 69th St
Da Marino;220 W 49th St;Btwn Bway & 8th Ave
Da Nico;164 Mulberry St;Btwn Grand & Broome St
Da Nico16;4 Mulberry St;
Da Rosina;342 W 46th St;Btwn 8th & 9th Ave
Da Silvano;260 6th Ave;Btwn Houston & Bleecker St
Da Silvano Bistecca;260 6th Ave;At MacDougal St
Da Tommaso;903 8th Ave;Btwn 53rd & 54th St
Da Umberto;107 W 17th St;At 6th Ave
Da Vinci;40 Beaver St;Btwn William & Broad St
Da' Giulio;176 Lexington Ave;Btwn 30th & 31st St
Daddy-O;44 Bedford St;Btwn Leroy & Carmine St
Dae Dong;17 W 32nd St;Btwn 5th Ave & Bway
Dai-Hachi;303 E 56th St;
Daikichi Sushi;1407 Broadway;Btwn 38th & 39th St
Daikichi Sushi;469 7th Ave;Btwn 35th & 36th St
Daikichi Sushi;122 E 42nd St;Btwn Lexington & Park Ave
Daikichi Sushi;173 Broadway;At Cortlandt St
Daily Soup;241 W 54th St;Btwn Broadway & 8th Ave
Daily Soup;134 E 43rd St;Btwn Lexington & 3rd Ave
Daioh Sushi;300 W 23rd St;Btwn 8th & 9th Ave
Daisy May's BBQ USA;623 11th Ave;At 46th St
Dakshin;1713 1st Ave;Btwn 88th & 89th St
Dakshin II;1154 1st Ave;Btwn 63rd & 64th St
Dakshin17;13 1st Ave;
Dalga Seafood Grill;401 E 62nd St;Btwn 1st Ave & York Ave
Dallas BBQ;3956 Broadway;At 166th St
Dallas BBQ;241 W 42nd St;Btwn 7th & 8th Ave
Dallas BBQ;132 2nd Ave;At St Marks Pl
Dallas BBQ;1265 3rd Ave;At 73rd St
Dallas BBQ;261 8th Ave;At 23rd St
Dallas BBQ;27 W 72nd St;Btwn CPW & Columbus Ave
Dallas Jones Bar-B-Q;178 W Houston St;At Bedford St
Dalton's;611 9th Ave;Btwn 43rd & 44th St
Damask Falafel;89 Avenue A;Btwn 5th & 6th St
Dan Japanese Restaurant;2018 Broadway;At 69th St
Danal;59 5th Ave;At 13th St
Dang Lai Palace;180 3rd Ave;Btwn 16th & 17th St
Daniel;60 E 65th St;Btwn Madison & Park Ave
Daniel's Bagels;569 3rd Ave;Btwn 37th & 38th St
Daniel60 E;65th St;
Daniela's;728 8th Ave;Btwn 45th & 46th St
Daniello's;70 W 95th St;At Columbus Ave
Danku;47 W 57th St;Btwn 5th & 6th Ave
Danku47 W;57th St;
Danny Ng Restaurant;34 Pell St;Btwn Mott & Doyers St
Danny's Gourmet;224 W 47th St;Btwn 8th Ave & Broadway
Dante's;166 William St;At Ann St
Dante's16;6 William St;
Daphne's Caribbean Express;233 E 14th St;Btwn 2nd & 3rd Ave
Darbar;152 E 46th St;Btwn 3rd & Lex Ave
Darbar Grill;157 E 55th St;Btwn Lexington & 3rd Ave
Darbar152 E;46th St;
Dardanel;1071 1st Ave;Btwn 58th & 59th St
Darna;600 Columbus Ave;At 89th St
Daruma;227 Mott St;Btwn Spring & Prince St
Dave & Buster's;234 W 42nd St;Btwn 7th & 8th Ave
David Burke at Bloomingdale's;150 E 59th St;Btwn Lexington & 3rd Ave
David Copperfield's;1394 York Ave;At 74th St
David's Bagels;331 1st Ave;Btwn 19th & 20th St
Dawat;210 E 58th St;Btwn 2nd & 3rd Ave
Dawat210 E;58th St;
Daydream;110 3rd Ave;Btwn 13th & 14th St
De Fonte Sandwich Shop;61 3rd Ave;At 11th St
De Fonte Sandwich Shop;261 3rd Ave;
De Santos;139 W 10th St;Btwn Waverly Pl & Greenwich Ave
DeRobertis Caffe;176 1st Ave;Btwn 10th & 11th St
Dead Poet;450 Amsterdam Ave;Between 81st & 82nd St
Dean's;215 W 85th St;Btwn Bway & Amsterdam Ave
Dean's;801 2nd Ave;Btwn 42nd & 43rd St
Dean's;349 Greenwich St;Btwn Harrison & Jay St
Dean's215 W;85th St;
Dean's801;2nd Ave;
Death & Co.;433 E 6th St;Btwn 1st Ave & Ave A
Deborah;43 Carmine St;Btwn Bedford & Bleecker St
Deborah (CLOSED);43 Carmine St;Btwn Bedford & Bleecker St
Decker Restaurant;1746 2nd Ave;At 91st St
Deepam;106 Lexington Ave;Btwn 27th & 28th St
Defonte's Sandwich Shop;261 3rd Ave;
Degustation;239 E 5th St;Btwn Bowery & 2nd Ave
Del Frisco's;1221 6th Ave;At 49th St
Del Pallaro;224 W 35th St;Btwn 7th & 8th Ave
Del Posto;85 10th Ave;Btwn 15th & 16th St
Delectica;564 3rd Ave;At 38th St
Deli & Grill;133 E 55th St;Btwn Park & Lexington Ave
Deli & Salad;94 Fulton St;Btwn Gold & William St
Deli Kasbah;251 W 85th St;Btwn Bway & W End Ave
Deli Marche;182 5th Ave;Btwn 22nd St & 23rd St
Deli Market;839 2nd Ave;At 45th St
Deli Plus;18 Lexington Ave;Corner of 23rd St
Deli on Madison;420 Madison Ave;Btwn 48th & 49th St
Delicatessen;54 Prince St;At Lafayette St
Delicatessen & Gourmet Cafe;810 7th Ave, NY;Btwn 52nd & 53rd St
Delicia Brazil;322 W 11th St;Btwn Greenwich St & Washington St
Delicioso III;251 Church St;Btwn Leonard & Franklin St
Delizia;921762 2nd Ave;At 92nd St
Delizia Ristorante & Pizza;1374 1st Ave;Btwn 73rd & 74th St
Dell'Anima;38 8th Ave;At Jane St
Delmonico Gourmet;375 Lexington Ave;Btwn 41st & 42nd St
Delmonico Gourmet;55 E 59th St;Btwn Park & Madison Ave
Delmonico's;56 Beaver St;At William St
Delta Grill;700 9th Ave;At 48th St
Deluxe;2896 Broadway;Btwn 112th & 113th St
Deluxe289;6 Broadway;
Demarchelier;50 E 86th St;Btwn Madison & Park Ave
Demare;181 E 78th St;Btwn Lexington & 3rd Ave
Demare181 E;78th St;
Demel;1 W 58th St;
Demel1 W;58th St;
Dempsey's Pub;61 2nd Ave;Btwn 3rd & 4th St
Dennis Foy;313 Church St;Btwn Walker & Lispenard St
Dennis Foy (CLOSED);313 Church St;
Derik's Open Flame;413 2nd Ave;Btwn 23rd & 24th St
Derik's Open Flame (CLOSED);413 2nd Ave;
Dervish;146 W 47th St;Btwn 6th & 7th Ave
Dervish14;6 W 47th St;
Desi Deli;724 10th Ave;Btwn 49th & 50th St
Desi Junction;688 10th Ave;Btwn 48th & 49th St
Desmond's Tavern;433 Park Ave S;Btwn 29th & 30th St
Despana;408 Broome St;Btwn Cleveland Pl & Lafayette St
Despana40;8 Broome St;
Dessert Delivery;360 E 55th St;Btwn 1st & 2nd Ave
Dessert TruckE;55th St;
Dessert TruckPark Ave;At;51st St
Dessert TruckPark Ave;0 At 51st St;
Destino;891 1st Ave;At E 50th St
Destino89;1 1st Ave;
Deux Amis;356 E 51st St;Btwn 1st & 2nd Ave
Devi;8 E 18th St;Btwn 5th Ave & Bway
Devi8 E 1;8th St;
Devin Tavern;363 Greenwich St;Btwn Harrison & Franklin St
Devin Tavern (CLOSED);363 Greenwich St;Btwn Harrison & Franklin St
Devin's Fish & Chips;747 St Nicholas Ave;Btwn 147th & 148th St
Devon & Blakely;250 Park Ave;At 47th St & Vanderbilt Ave
Devon & Blakely;140 E 45th St;Btwn Lexington & 3rd Ave
Devon & Blakely;3 World Financial Center;At Vesey & West St
Devon & Blakely;461 5th Ave;Btwn 40th & 41st St
Devon & Blakely;134 E 43rd St;Btwn Lexington & 3rd Ave
Devon & Blakely;780 3rd Ave;At 49th St
Devon & Blakely;650 5th Ave;At 52nd St
Dewey's Flatiron;210 5th Ave;Btwn 25th & 26th St
Dhaba;108 Lexington Ave;Btwn 27th & 28th St
Di Fiore Marquet;15 E 12th St;Btwn University Pl & 5th Ave
Diablo Royale;189 W 10th St;Btwn W 4th & Bleecker St
Diamond Dairy;4 W 47th St;Btwn 5th & 6th Ave
Dibiterie Cheikh;231 W 116th St;Btwn 7th & Lenox Ave
Dieci;228 E 10th St;Btwn 1st & 2nd Ave
Dieci228 E;10th St;
Digby's;666 5th Ave;At 52nd St
Digby's66;6 5th Ave;
Dim Sum go go;5 E Broadway;Btwn Catherine St & Chatham Sq
Dinastia China;145 W 72nd St;Btwn Columbus & Amsterdam Ave
Dinersty Restaurant;411 8th Ave;Btwn 30th & 31st St
Dining Room Management Group;102 Mott St;Btwn Hester & Canal St
Dinosaur Bar-B-Que;646 W 131st St;At 12th Ave
Dirt Candy;430 E 9th St;Btwn 1st Ave & Ave A
Dirty Bird;204 W 14th St;At 7th Ave
Disiac;402 W 54th St;Btwn 9th &10th Ave
Disiac402 W;54th St;
District;130 W 46th St;Btwn 6th & 7th Ave
Ditch Plains;29 Bedford St;At Downing St
Diva;341 W Broadway;Btwn Grand & Broome St
Divalicious Chocolate;365 Broome St;Btwn Mott & Elizabeth St
Dive;75101 W 75th St;At Columbus Ave
Dive 7510;1 W 75th St;
Dive Bar;732 Amsterdam Ave;Btwn 95th & 96th St
Divine Bar West;236 W 54th St;Btwn Bway & 8th Ave
Divino;1556 2nd Ave;Btwn 80th & 81st St
Divino155;6 2nd Ave;
Division Street;49 Division St;Btwn Catherine & Market St
Diwali;106 Lexington Ave;Btwn 27th & 28th St
Diwali (CLOSED);106 Lexington Ave;Btwn 27th & 28th St
Diwan-E-Khaas;53 Nassau St;Btwn Maiden Ln & Liberty St
Diwan-E-Khaas;26 Cedar St;Btwn William & Pearl St
Diwan-E-Khaas;26 S William St;Btwn Broad & William St
Dizzy Izzy's;185 Varick St;Corner of King St
Dizzy's Club Coca Cola;33 W 60th St;At Bway
Djerdan Burek;221 W 38th St;Btwn 7th & 8th Ave
Do Hwa;55 Carmine St;Btwn Bedford St & 7th Ave S
Do Re Mi Pizza;1760 1st Ave;Btwn 91st & 92nd St
DoSirak;30 E 13th St;Btwn 5th Ave & University Pl
DoSirak30 E;13th St;
Doc Watson's;1490 2nd Ave;Btwn 77th & 78th St
Docks;2427 Broadway;Btwn 89th & 90th St
Docks;633 3rd Ave;At 40th St
Docks (CLOSED);2427 Broadway;
Docks633;3rd Ave;
Dogmatic Sausage System;26 E 17th St;Btwn 5th Ave & Broadway
Dojo;14 W 4th St;Btwn Bway & Mercer St
Dojo14 W;4th St;
Dok Suni;119 1st Ave;Btwn 7th St & St Marks Pl
Dolce Vita;181 Grand St;Btwn Mulberry & Baxter St
Dolce Vita (CLOSED);181 Grand St;
Dolcino Trattoria Toscana;517 2nd Ave;Btwn 28th & 29th St
Doma;17 Perry St;At 7th Ave S
Domani;709 2nd Ave;Btwn 38th & 39th St
Domani709;2nd Ave;
Domenico's;120 E 40th St;Btwn Park & Lexington Ave
Dominick;0(One Dominick)1 Dominick St;
Dominick (One Dominick);1 Dominick St;At 6th Ave
Dominick's Deli;1109 1st Ave;At E 61st St
Don Filippo;1133 Lexington Ave;Btwn 78th & 79th St
Don Giovanni Ristorante;358 W 44th St;Btwn 8th & 9th Ave
Don Giovanni Ristorante;214 10th Ave;Btwn 22nd & 23rd St
Don Pedro's;1865 2nd Ave;At 96th St
Don Ricardo's Steakhouse;4460 Broadway;At Fairview Ave
Don Ricardo's Steakhouse (CLOSED);4460 Broadway;At Fairview Ave
Don Veitia;860 2nd Ave;At 46th St
Don's Bogam BBQ & Wine Bar;17 E 32nd St;Btwn Madison & 5th Ave
Donald Sacks;220 Vesey St;At West St
Dong Hai Grill;108 W 39th St;Btwn 6th Ave & Bway
Donna's Deli;327 1st Ave;At 19th St
Doo Zo;216 Thompson St;Btwn W 3rd St & Bleecker St
Dorian's Seafood Market;1580 York Ave;Btwn 83rd & 84th St
Dos Caminos Park;373 Park Ave S;Btwn 26th & 27th St
Dos Caminos Soho;475 W Broadway;At Houston St
Dos Caminos Third Avenue;825 3rd Ave;At 50th St
Double Crown;316 Bowery;At Bleecker St
Double Dragon;2037 1st Ave;Btwn 105th & 106th St
Doughnut Plant;379 Grand St;Btwn Essex & Norfolk St
Dougies BBQ & Grill NYC;74 W 47th St;Btwn 5th & 6th Ave
Dovetail;103 W 77th St;At Columbus Ave
Downing;10 Downing St;At 6th Ave
Downtown Bakery;69 1st Ave;Btwn 4th & 5th St
Downtown Deli;27 Park Pl;At Church St
Doyers;11 Doyers St;Btwn Pell St & Bowery
Dragon Gate Restaurant;94 Elizabeth St;Btwn Hester & Grand St
Dreamer's Pizza;1850 3rd Ave;At 102nd St
Dresner's Restaurant;1479 York Ave;Btwn 78th & 79th St
Drom;85 Ave A;Btwn 5th & 6th St
Druids;736 10th Ave;Btwn 50th & 51st St
Druids736;10th Ave;
Duane Park;157 Duane St;Btwn W Bway & Hudson St
Duck River;64 Fulton St;At Gold St
Due;1396 3rd Ave;Btwn 79th & 80th St
Due Amici;304 W 14th St;Btwn 8th & 9th Ave
Due Amici;88 3rd Ave;At 12th St
Duke's;99 E 19th St;At Park Ave S
Duke's;560 3rd Ave;At 37th St
Duke's (fka Earl's);560 3rd Ave;At 37th St
Duke's560;3rd Ave;
Duke's99 E;19th St;
Dumpling House;118 Eldridge St;Btwn Grand & Broome St
Dumpling King;1580 1st Ave;Btwn 82nd & 83rd St
Dumpling Man;100 Saint Marks Pl;Btwn 1st Ave & Ave A
Dyckman;9St;
Dyckman St;0 Btwn Nagle & Post Ave;
Dyckman St;0;Btwn Nagle & Post Ave
Dylan Prime;62 Laight St;At Greenwich St
Dynasty's Cafe;600 E 14th St;At Ave B
Dynasty's Cafe (CLOSED);600 E 14th St;At Ave B
E;57th St;Btwn Madison & Park Ave
E;65th St;
E.A.T.;1064 Madison Ave;Btwn 80th & 81st St
E.A.T.106;4 Madison Ave;
EJ's Luncheonette;447 Amsterdam Ave;Btwn 81st & 82nd St
EJ's Luncheonette;1271 3rd Ave;At 73rd St
EN Japanese Brasserie;435 Hudson St;Btwn Leroy & Morton St
ESPN Zone;1472 Broadway;At 42nd St
Eamonn's Bar & Grill;9 E 45th St;Btwn 5th & Madison Ave
Earth NYC;116A 10th Ave;Btwn 17th & 18th St
Earth NYC (CLOSED);116A 10th Ave;
Earthen Oven;53 W 72nd St;At Columbus Ave
Earthmatters;177 Ludlow St;Btwn Houston & Stanton St
East;53 Teriyaki House220 E 53rd St;Btwn 2nd & 3rd Ave
East;15 E 15th St;Btwn 5th Ave & Union Sq W
East Bay;491 1st Ave;At E 29th St
East Boat Lobster Restaurant;72 Kenmare St;Btwn Mulberry & Mott St
East Broadway;40 E Broadway;Btwn Catherine & Market St
East End Bar & Grill;1664 1st Ave;At 87th St
East Japanese;253 W 55th St;Btwn 8th Ave & B'way
East Japanese Restaurant;354 E 66th St;Btwn 1st & 2nd Ave
East Japanese Restaurant;210 E 44th St;Btwn 2nd & 3rd Ave
East Japanese Restaurant;366 3rd Ave;Btwn 26th & 27th St
East Kitchen & Bar;365 1st Ave;Btwn 21st & 22nd St
East Palace;819 2nd Ave;Btwn 43rd & 44th St
East River Cafe;1111 1st Ave;At 61st St
East Seafood Restaurant;17 Division St;Btwn Catherine & Market St
East Side Bagel And Appetizing;1496 1st Ave;At 78th St
East Side Cafe;352 E 23rd St;Btwn 1st & 2nd Ave
East Side Poultry;1522 1st Ave;Btwn 79th & 80th St
East Village Pizza & Kebabs;145 1st Ave;At 9th St
East Village Tavern;158 Avenue C;At 10th St
East Village Thai;32 E 7th St;Btwn 2nd & 3rd Ave
East of Eighth;254 W 23rd St;Btwn 7th & 8th Ave
East15 E;15th St;
Eastern;4740 Broadway;Btwn Broadway & Thayer
Eastern47;40 Broadway;
Eat;1429 3rd Avenue;At 81st St
Eat;1429 3rd Ave;
Eat Here Now;839 Lexington Ave;At 64th St
Eat-pisode;123 Ludlow St;Btwn Rivington & Delancey St
Eat@Saks;611 5th Ave;Btwn 49th & 50th St
Eata Pita;0Grand Central Terminal;At 42nd St
Eata Pita;0grand central terminal;
Eata PitaGrand Central Terminal;1 At 42nd St;
Eatery;798 9th Ave;At 53rd St
Eatery798;9th Ave;
Ecco Restaurant;124 Chambers St;Btwn Church St & W Bway
Ecco-La;1660 3rd Ave;At 93rd St
Ecco-La16;60 3rd Ave;
Ecuatoriana Restaurant;1685 Amsterdam Ave;Btwn 143rd & 144th St
Ed's Lobster Bar;222 Lafayette St;At Spring St
Eden Wok;43 E 34th St;Btwn Park & Madison Ave
Edgar's Cafe;255 W 84th St.;Btwn Bway & W End Ave
Edmonds' Cafe;286 Lenox Ave;Btwn 124th & 125th St
Edward's;136 W Broadway;Btwn Thomas & Duane St
Effy's Cafe;1638 3rd Ave;Btwn 91st & 92nd St
Eight Mile Creek;240 Mulberry St;Btwn Prince & Spring St
Eighty Madison Deli;80 Madison Ave;Btwn 28th St & 29th St
Eighty One;0(81)45 W 81st St;
Eighty One (;81)45 W 81st St;Btwn Columbus Ave & CPW
Eileen's Cheesecake;17 Cleveland Pl;At Kenmare & Centre St
Eisenberg's Sandwich Shop;174 5th Ave;Btwn 22nd & 23rd St
El Bacan Restaurant;2112 Amsterdam Ave;At 165th St
El Barrio Juice Bar;308 E 116th St;Btwn 1st & 2nd Ave
El Cantinero;86 University Pl;Btwn 11th & 12th St
El Capri;1342 St Nicholas Ave;At 172nd St
El Caribeno;1675 Lexington Ave;At 105th St
El Castillo De Jagua;113 Rivington St;Corner of Essex St
El Centro;824 9th Ave;At W 54th St
El Charro Espanol;4 Charles St;Btwn 7th Ave & Greenwich Ave
El Cocotero;228 W 18th St;Btwn 7th & 8th Ave
El Conde;4139 Broadway Ave;At 175th St
El Conde;4311 Broadway;At 184th St
El Conde;4139 Broadway;At 175th St
El Deportivo;701 9th Ave;At 48th St
El Faro;823 Greenwich St;Btwn Horatio & Jane St
El Faro82;3 Greenwich St;
El Garden;2026 2nd Ave;Btwn 104th & 105th St
El Maguey Y La Tuna;321 E Houston St;Btwn Ridge & Attorney St
El Monte;2153 Amsterdam Ave;Btwn 166th & 167th St
El Nido's;314 W 52nd St;Btwn 8th & 9th Ave
El Nuevo Amanecer;117 Stanton St;At Essex St
El Nuevo Caridad;2257-59 2nd Ave;At 116th St
El Nuevo Caridad;4073 Broadway;Btwn 172nd & 173rd St
El Nuevo Castillo;125 Avenue D;Btwn 8th & 9th St
El Nuevo Harlem;1794 Amsterdam Ave;At 149th St
El Papasito;346 W 53rd St;Btwn 8th & 9th Ave
El Parador;325 E 34th St;Btwn 1st & 2nd Ave
El Paso;1642 Lexington Ave;Btwn 103rd &104th St
El Paso;134 W Houston St;Btwn MacDougal & Sullivan St
El Paso Taqueria;237 E 116th St;
El Paso Taqueria;64 E 97th St;Btwn Park & Madison Ave
El Paso13;4 W Houston St;
El Paso16;42 Lexington Ave;
El Pique Pizza;3887 Broadway;Btwn 162nd & 163rd St
El Pollo Dorado;1497 St Nicholas Ave;At 185th St
El Pote Espanol;718 2nd Ave;Btwn 38th & 39th St
El Presidente;3938 Broadway;At W 165th St
El Quijote;226 W 23rd St;Btwn 7th & 8th Ave
El Quinto Pino;401 W 24th St;At 9th Ave
El Rancho Jubilee;10 Hillside Ave;Btwn Nagle Ave & Bogardus Pl
El Rey de la Caridad;973 Amsterdam Ave;At 108th St
El Rey del Sol;232 W 14th St;Btwn 7th & 8th Ave
El Rinconcito;408 E 10th St;Btwn Ave C & Ave D
El Rio Grande;160 E 38th St;Btwn Lexington & 3rd Ave
El Sabroso Restaurant;265 W 37th St;
El Salvadoreno;1229 St Nicholas Ave;Btwn 171st & 172nd St
El Sombrero;108 Stanton St;Corner of Ludlow St
El Tapatio;209 E 116th St;Btwn 2nd & 3rd Ave
El Tequilazo;43 W 46th St;Btwn 5th & 6th Ave
El Tina;511 W 125th St;Btwn Amsterdam & Broadway
El Tina51;1 W 125th St;
El Toro Partido;3431 Broadway;Btwn 139th & 140th St
Elaine's;1703 2nd Ave;Btwn 88th & 89th St
Eldridge Coffee Shop;3 Eldridge St;At Division St
Elephant & Castle;68 Greenwich Ave;At 7th Ave & 11th St
Elettaria;33 W 8th St;At MacDougal St
Eleven Madison Park;11 Madison Ave;At 24th St
Eleven b;174 Avenue B;At 11th St
Eli's New York Deli;153 E 53rd St;Lex Ave Btwn E 53rd & E 54th St
Eli's Vinegar Factory;431 E 91st St;Btwn 1st & York Ave
Elio's;1621 2nd Ave;At 84th St
Elio's162;1 2nd Ave;
Elite Cafe;185 Columbus Ave;Btwn 68th & 69th St
Elite Food Bar;325 E 48th St;Btwn 1st & 2nd Ave
Elixir Juice;225 Liberty St;At Liberty & West St
Elizabeth;265 Elizabeth St;Btwn Houston & Prince St
Ella;9 Avenue A;Btwn 1st & 2nd St
Ellen's Stardust Diner;1650 Broadway;At 51st St
Elmo;156 7th Ave;Btwn 19th & 20th St
Elsa;217 E. 3rd St;Btwn Ave B & Ave C
Elsa217 E.;3rd St;
Elvalle;3340 Broadway;At 135th St
Elvalle33;40 Broadway;
Elvie's turo-turo;214 1st Ave;Btwn 12th & 13th St
Emack & Bolio's;1562 1st Ave;At E 81st St
Emack & Bolio's;389 Amsterdam Ave;Btwn 78th & 79th St
Emack & Bolio's;73 W Houston St;At W Broadway
Emerald Pub;308 Spring St;Btwn Greenwich & Renwick St
Emilou's Cafe;827 W 181st St;Btwn Cabrini Blvd & Pinehurst Ave
Emma's Dilemma;270 Park Ave S;Btwn 21st & 22nd St
Emmett O'Lunney's Harmony View Bar & Grill;210 W 50th St;Btwn Bway & 8th Ave
Emmett O'Lunney's Harmony View Bar & Grill;210 W 50th St 1 Btwn Bway & 8th Ave;
Empanada Joe's;683 8th Ave;Btwn 43rd & 44th St
Empanada Joe's;668 6th Ave;At 21st St
Empanada Joe's;2857 Broadway;At 111th St
Empanada Joe's (CLOSED);683 8th Ave;
Empanada Mama;763 9th Ave;Btwn 51st & 52nd St
Emperor Japanese Tapas Shabu;96 Bowery;Btwn Hester & Grand St
Empire;4041 Broadway;At 170th St
Empire City Bagel;729 6th Ave;At 24th St
Empire Corner;935 Amsterdam Ave;At 106th St
Empire Corner;1415 5th Ave;At 116th St
Empire Diner;210 10th Ave;At 22nd St
Empire Gourmet Deli;245 9th Ave;Corner of 25th St
Empire Pizza;314 5th Ave;Btwn 31st & 32nd St
Empire Szechuan Gourmet;2642 Broadway;At 100th St
Empire Szechuan Kyoto;193 Columbus Ave;Btwn 68th & 69th St
Empire Szechuan Village;173 7th Ave S;At Perry St
Empire Wok;1567 2nd Ave;Btwn 81st & 82nd St
Empire404;1 Broadway;
Employees Only;510 Hudson St;Btwn 10th & Christopher St
Emporium Brasil;15 W 46th St;Btwn 5th & 6th Ave
Energy Kitchen;71 Nassau St;Btwn John & Fulton St
Energy Kitchen;300 E 41st St;At 2nd Ave
Energy Kitchen;1089 2nd Ave;Btwn 57th & 58th St
Energy Kitchen;82 Christopher St;Btwn 7th Ave S & Bleecker St
Energy Kitchen;307 W 17th St;Btwn 8th & 9th Ave
Enfin Cafe;61 Lexington Ave;At 25th St
Ennio & Michael Ristorante;539 Laguardia Pl;Btwn Bleecker & W 3rd St
Ennju;20 E 17th St;Btwn 5th Ave & Bway
Ennju20 E;17th St;
Enoteca Barbone;186 Avenue B;Btwn 11th & 12th St
Enzo's;50 2nd Ave;Btwn 2nd & 3rd St
Enzo's50;2nd Ave;
Epicerie Cafe Charbon;170 Orchard St;At Stanton St
Epices;103 W 70th St;Btwn Broadway & Columbus Ave
Epices103 W;70th St;
Epistrophy;200 Mott St;
Erawan;316 W 36th St;
Erawan316 W;36th St;
Eretz;692 Columbus Ave;At 94th St
Erminia;250 E 83rd St;Btwn 2nd & 3rd Ave
Erminia25;0 E 83rd St;
Eros Cafe;190 7th Ave;Btwn 21st & 22nd St
Esca;402 W 43rd St;At 9th Ave
Esca402 W;43rd St;
Eskimix;318 Bleecker St;Btwn Christopher & Grove St
Eskimix31;8 Bleecker St;
Esperanto;145 Avenue C;At 9th St
Espinal's Caribbean Deli;411 E 70th St;Btwn 1st & York Ave
Ess-a-Bagel;359 1st Ave;At 21st St
Ess-a-Bagel;831 3rd Ave;At 51st St
Essex;120 Essex St;At Rivington St
Essex World Cafe;112 Liberty St;Btwn Trinity Pl & Greenwich St
Essex on Coney Downtown;17 Trinity Pl;At Edgar St
Essex on Coney Downtown (CLOSED);17 Trinity Pl;At Edgar St
Estancia;460 (fka Sosa Borella)460 Greenwich St;Btwn Watts & Desbro
Estancia;460460 Greenwich St;Btwn Watts & Desbrosses St
Estiatorio Milos;125 W 55th St;Btwn 6th & 7th Ave
Estihana;221 W 79th St;Btwn Bway & Amsterdam Ave
Etats-Unis;242 E 81st St;Btwn 2nd & 3rd Ave
Etcetera Etcetera;352 W 44th St;Btwn 8th & 9th Ave
Ethos;495 3rd Ave;Btwn 33rd & 34th St
Ethos;905 1st Ave;At 51st St
Ethos495;3rd Ave;
Ethos905;1st Ave;
Etrusca;125 W 53rd St;At 6th Ave
