restaurant;address;country
Chan's Kitchen;155 Sherman Avenue # A;New York
Chandni Food Inc;11 West 29;New York
Chandresh Food Corporation;28 Water Street;New York
Chang Mi Restaurant;46 W 56th St;New York
Chang NING Corporation;106 West 32nd Street;New York
Chango;239 Park Ave South;New York
Channel Deli Grocery;1618 Madison Avenue;New York
Chanpen Thai Restaurant;761 9th Avenue;New York
Chans Garden Restaurant;1003 Columbus Ave;New York
Chantales Cajun Kitchen;510 9th Ave;New York
Chanterelle;2 Harrison St;New York
Chao Chow;111 Mott Street Frnt;New York
Chardy Deli Grocery;1694 Park Avenue;New York
Charisma Group Inc;2370 Adam Clayton Powell Jr Bl;New York
Charles Southern Style Kitchen;2837 Frederick Douglass B Frnt;New York
Charles West Delicatessen;690 Washington Street;New York
Charleston Bistro;345 7th Avenue;New York
Charley Os;9 Pennsylvania Plz;New York
Charley Os Shubert Alley At 45;218 W 45th St;New York
Charlie Mom;47 7th Ave S # 1;New York
Charlie Mom Chinese Cuisine;464 Avenue Of The Americ;New York
Charlie Mom Chinese Restaurant;408 8th Ave;New York
Charlie Mom Noodle Shop;404 Ave Of The Americas # 10011;New York
Charlie Mom Restaurant;1491 1st Avenue Frnt;New York
Charlie's Pizza;1501 Saint Nicholas Avenue;New York
Charlies;110 Trinity Place;New York
Charlies On Fifth Ave Inc;2014 5th Ave;New York
Charro Mexicano Inc;564 Amsterdam Avenue;New York
Chat 'n' Chew;10 E 16th St;New York
Chatham and Campbell Oriental Caffes Lim;95 1st Avenue;New York
Chatkhara;103 Lexington Ave;New York
Chaz & Wilsons Grill;201 W 79th St;New York
Che 2020;149 8th Ave;New York
Che' Bella Pizza;1215 Amsterdam Avenue;New York
Cheap Shots Inc;140 1 Av;New York
Checkerboard Gourmet;519 Madison Ave;New York
Checkers;62 West 62nd Street;New York
Checkers Chargrilled Chicken & Ribs;201 East 34th Street;New York
Checkmate;150 West 82nd Street;New York
Cheesy Pizza Inc;2640 Broadway;New York
Chef & Company;8 West 18th Street;New York
Chef 28 Restaurant;29 East 28th Street Frnt;New York
Chef 93;1424 Lexington Ave;New York
Chef Cafe Intl;184 11th Ave;New York
Chef Ho's Chinese Restaurant;1720 2nd Avenue;New York
Chef's Kitchen;58 E 56th St;New York
Chefs 93;1424 Lexington Ave;New York
Chelsea Better Burger Corporation;265 West 19th Street;New York
Chelsea Bistro & Bar;358 West 23rd Street;New York
Chelsea Brewing;Pier 62;New York
Chelsea Commons Restaurant;242 10th Ave;New York
Chelsea Commons Restaurant;463 W 24th St;New York
Chelsea Cottage Chinese Restaurant;206 9th Avenue Frnt;New York
Chelsea Feast;505 W 23rd St;New York
Chelsea Gallery Restaurant;72 7th Avenue;New York
Chelsea Golden Wok;209 8th Ave;New York
Chelsea Gourmet Deli;259 7th Avenue;New York
Chelsea Gourmet Deli Inc;234 8 Av;New York
Chelsea Grill;135 8th Ave;New York
Chelsea Grill;135 Eighth Avenue;New York
Chelsea Lobster Co;156 7th Ave;New York
Chelsea Matchbox Limited;403 West 24th Street;New York
Chelsea Morans Sea Food Inc;146 10th Ave;New York
Chelsea SQ Restaurant;368 West 23rd Street Frnt;New York
Chelsea Trattoria;108 8th Avenue Frnt;New York
Chelseas Choice Inc;210 7th Ave;New York
Chen Chang HUA;2133 3rd Avenue;New York
Chen Chinese Restaurant;1495 St Nicholas Av;New York
Chen Express Kitchen;199 7 Av;New York
Chen Hall Restaurant;10 Murray Street;New York
Chen Wong Restaurant;197 Madison Street;New York
Chen Zhi Cheng;60 Mulberry St;New York
Chen's Garden Restaurant;1902 Adam Clayton Powell;New York
Chen's Gourmet;1097 2nd Avenue;New York
Chenab Restaurant;540 9th Avenue;New York
Chenab Restaurant Inc;540 9th Avenue;New York
Cheng Restaurant;1614 Saint Nicholas Avenue;New York
Chennai Garden Inc;129 East 27;New York
Chens Garden Restaurant;1902 7th Ave;New York
Cherin Sushi;306 East 6;New York
Cherry Chinese Rest;2468 7th Ave # 1;New York
Cherry Tavern;441 East 6th Street Frnt;New York
Cherry at W New York the Tuscany Hotel;120 East 39th Street;New York
Chester Fried Chicken;384 Grand Street;New York
Cheung Hing Chinese Restaurant;213 East Broadway;New York
Cheung Seng Restaurant;24 8th Ave;New York
Cheung Shing Restaurant;452 Amsterdam Avenue;New York
Chevy's Fresh Mex;102 North End Avenue;New York
Chevys Fresh Mex Restaurant;259 West 42nd Street;New York
Chevys Lunchnette;798 9th Ave;New York
Cheyenne Diner;411 9th Avenue;
Chez Bernard;323 W Broadway;
Chez Bernard;323 West Broadway;
Chez Brigitte Restaurant;77 Greenwich Avenue;New York
Chez Gourmet;281 5th Avenue;New York
Chez Jacqueline;72 Macdougal St;New York
Chez Josephine Limited;414 West 42nd Street Frnt;New York
Chez Laurence Patisserie Inc;245 Madison Avenue;New York
Chez Le Chef Inc;127 Lexington Avenue;New York
Chez Michallet Restaurant;90 Bedford St;New York
Chez Paris Cafe;135 West 56th Street;New York
Chez Suzette Restaurant;675 9th Avenue;New York
Chez Suzette Restaurant;675 9th Avenue Frnt;New York
Chiam Restaurant;160 East 48th Street;New York
Chicago Blues;73 8th Ave;New York
Chichi Steak;135 Christopher Street Frnt;New York
Chick Chuck Chicken Inc;121 University Pl;New York
Chicken Bar;145 E 52nd St # 1;New York
Chicken Delight;269 8th Ave # 1;New York
Chicken Fair;2071 Broadway # 1;New York
Chicken Fair Inc;2393 Broadway;New York
Chicken House;270 West 36th Street;New York
Chicken Kitchen;980 2nd Ave;New York
Chicken Kitchen;42 E 23rd St;New York
Chicken Kitchen On Second;1177 2nd Avenue;New York
Chicken Stop;584 Amsterdam Avenue;New York
Chickenfest;2818 Broadway;New York
Chickenfest Garden Cafe;413 E 71st St;New York
Chickie Pig's Brick Oven;121 Ludlow Street;New York
Chicky's On 86 Street;355 East 86th Street;New York
Chicos Pizza & Mexican Food;343 Saint Nicholas Avenue;New York
Chihuahua Mexican Place;1452 2nd Avenue;New York
ChikaLicious Dessert Bar;203 E 10th St;
Chikibu 2;188 2nd Ave;New York
Chikubu Japanese Restaurant;12 East 44th Street Frnt;New York
Childs Restaurant;27 W 34th St;New York
Childs Restaurant;604 5th Ave;New York
Childs Restaurant;560 5th Ave;New York
Chili Peppers;198 Orchard Street;New York
Chimichurri Grill Corporation;606 9th Avenue Apt 4;New York
Chin-Chin Restaurant Inc;216 East 49th Street Frnt;New York
Chin-Ya Restaurant;210 West 55th Street;New York
China 1;50 Avenue B;New York
China 1 Kitchen;609 Main Street;New York
China 59 Restaurant;59 Nassau Street Bsmt;New York
China 99 Restaurant;64 Fulton Street;New York
China Cafe;205 Pearl Street;New York
China Chalet;47 Broadway;New York
China Chalet;90 Broad Street;New York
China Chalet Restaurant;110 John Street;New York
China Club;268 West 47th Street Floor 2;New York
China Cottage;316 W 36th St;New York
China Evian Restaurant Inc;144 W 46th St;New York
China Express;435 Park Avenue;New York
China Fun;246 Columbus Avenue;New York
China Fun;250 E 65th St;New York
China Gourmet Chinese Restaurant;877 8th Avenue;New York
China Grill;60 West 53rd Street;New York
China House Restaurant;353 Grand St;New York
China Inn Chinese Restaurant;38 Monroe St # Ef4;New York
China Internet Cafe Bar;33 Henry;New York
China King;1415 5th Ave;New York
China Kitchen Restaurant;1 West 125th Street;New York
China Lantern Express;2245 1 Av;New York
China Moon;38 Avenue B;New York
China Moon;1946 1st Avenue;New York
China Moon;7 East 47;New York
China Palace;21 East 33rd Street;New York
China Place;3141 Broadway;New York
China Red Restaurant;118 Chambers Street;New York
China Regency Restaurant;850 7th Avenue Frnt 1;New York
China Seas Inc;152 Madison Avenue;New York
China Shalom Glatt Kosher Inc;686 Columbus Ave;New York
China Star;595 West 207th Street;New York
China Star Restaurant;330 8th Avenue;New York
China Stop;330 8th Ave;New York
China Taste On Bleeker Restaurant;277 Bleecker St;New York
China Wok Restaurant;816 West 187th Street;New York
China Woks;221 Avenue B Frnt;New York
Chinar India Sweets And Restaurant;156 W 29th St;New York
Chinar India Sweets And Restaurant;204 W 50th St;New York
Chinatown Brokerage House;197 Worth Street;New York
Chinatown Chinese Restaurant;250 East Houston Street Frnt 4;New York
Chinatown East;1650 3 Av;New York
Chinatown East;1650 3rd Ave # 1;New York
Chinatown Kitchen;514 Amsterdam Ave;New York
Chinatown Palace Chinese Fast Food Inc;592 8th Avenue;New York
Chinatown Restaurant;47 W 14th St;New York
Chinatown Restaurant;259 East Broadway;New York
Chinatown Restaurant;238 E 14th St;New York
Chinatown Restaurant;219 East 23;New York
Chinese American Brother Enterprise Inc;295 Grand Street;New York
Chinese Chicken Inc;230 7th Avenue Frnt;New York
Chinese Fried Chicken;908 Saint Nicholas Ave;New York
Chinese Mirch;120 Lexington Avenue;New York
Chinese Museum & Chinese Dragon;8 Mott Street;New York
Chinese Restaurant;152 E 110th St;New York
Chino's Asian Tapas;173 Third Avenue;New York
Chipotle;150 East 52nd Street;New York
Chipotle;19 Saint Marks Place;New York
Chipotle Mexican Grill;283 7 Av;New York
Chipotle Mexican Grill;200 Varick;New York
Chipotle Mexican Grill;510 Avenue Of The Americas;New York
Chipotle Mexican Grill 0681;620 9 Av;New York
Chirping Chicken;42 W 33rd St;New York
Chirping Chicken;377 1st Ave;New York
Chirping Chicken;350 Amsterdam Avenue;New York
Chirping Chicken Lexington Corporation;1260 Lexington Avenue;New York
Chitose Japanese Rstrnt;1144 1st Ave;New York
Chiu Fai Kitchen;142 Hamilton Pl;New York
Choi Jade Garden;4093 Broadway;New York
Choice Grocery & Deli;2224 1st Avenue;New York
Choice Kitchen & Cocktails;380 Third Ave;New York
Chola Eclectic Indian Cuisine;232 East 58th Street Frnt;New York
Chop Stick House;128 West 36;New York
Chop'T Creative Salad Co LLC;60 East 56;New York
Chop't Creative Salad CO;24 East 17th Street;New York
Chopstick On First Av;259 1st Ave # 1;New York
Choshi;77 Irving Place;New York
Chosun Deli;405 East 42nd Street;New York
Chow Bar;230 West 4th Street;New York
Chow GUI Ping;90 Worth Street;New York
Chow Time Noodle N Grill;141 Fulton Street;New York
Christer's Restaurant;145 West 55 Street;New York
Christina's;606 2nd Ave;New York
Christines Polish American;208 1st Ave;New York
Christopher St Food & Deli Corp;501 Hudson;New York
Christopher's Golden Woks;159 Christopher Street;New York
Christy William Internet Cafe;159 Avenue Centre;New York
Chu Garden;222 1st Ave;New York
Chuen Mei Corp;33 Catherine St;New York
Chumley's;86 Bedford St;New York
Chun Fu;2033 1st Ave;New York
Chun Jee Inc;20 W 33rd St;New York
Chung LAN Gardens;454 Malcolm X Boulevard;New York
Chung Moo Ro BBQ Restaurant;10 West 32;New York
Chung Wah Restaurant;854 Amsterdam Avenue Frnt;New York
Chung Wah Restaurant;844 Amsterdam Ave;New York
Chung Wah Restaurant;23 W 100th St;New York
Chung Yung Tsuang Inc;103 W 27th St;New York
Church & Dey-Restaurant;55 Church Street;New York
Churrascaria Plantation;150 Central Park South;New York
Churrascaria Plataforma;316 W 49th St;New York
Churrascaria Plataforma Tribeca;221 West Broadway;New York
Chutney Mary;40 East 20th Street Frnt;New York
Ciao Europa;63 W 54th St;New York
Ciao West;185 Bleecker Street;New York
Cibao Restaurant;72 Clinton Street Ofc;New York
Cibar;56 Irving Place;New York
Cibo;767 Second Avenue;New York
Ciccio & Tonis Ii;561 3rd Ave # 1;New York
Cielito Lindo Restaurant;1354 Amsterdam Av;New York
Cigar Room at Trumpets;Park Avenue At Grnd;
Cigar Room at Trumpets;(212) 850-5999;
Cilantro;1321 1st Avenue;New York
Cilantro;1712 2nd Avenue Frnt;New York
Cima;378 Greenwich;New York
Cinderella Falafel;129 2nd Avenue;New York
Cindy Lou Restaurant;38 8th Ave;New York
Cindys Hideaway Bar & Rstrnt;32 W 37th St;New York
Cinecitta Cafe;1134 1st Ave;New York
Cinema;1315 Second Avenue;New York
Cinema Cafe;45 East 60th St;New York
Cinema Cafe On 34th;505 3rd Avenue;New York
Cinema Cafe On 45th;2 East 45th Street;New York
Cinema Cafe On 70th;1327 2 Av;New York
Cinema Restaurant;2 East 45th St;New York
Cinque Terre;22 E 38th St;New York
Cipriani;781 5th Avenue;New York
Cipriani At 55 Wall;55 Wall St;New York
Cipriani Dolci;89 East 42nd Street;New York
Circa NY;22 West 33rd Street;New York
Circa NY;35 West 33;New York
Circa by Dey;5 Dey Street;New York
Circle Industries Corp;242 E 58th St;New York
Circo Restaurant Inc;120 West 55th Street;New York
Circus;808 Lexington Ave;New York
Circus Restaurant;808 Lexington Ave;New York
Cirella Sal;488 3rd Avenue;New York
Ciro;813 8th Ave;New York
Cite;120 W 51st St;New York
Cite Grille;120 West 51st Street;New York
Citi Deli & Grocery Inc;423 9 Av;New York
Citron 47;401 W 47th St;New York
Citrus Bar & Grill;320 Amsterdam Av;New York
City Bite;2061 Broadway;New York
City Chow # 2 LLC;1633 Broadway;New York
City Chow Cafe;140 East 63rd Street;New York
City Chow Cafe;895 Broadway;New York
City Crab & Seafood Company;235 Park Ave South;New York
City Diner;2441 Broadway;New York
City Dragon Corporation;913 2nd Avenue;New York
City Food Bar;11 Penn Plaza Bsmt 105;New York
City Food Deli & Market;1370 1st Avenue;New York
City Garden Express Restaurant Inc;96 Walker St;New York
City Grill;269 Columbus Ave;New York
City Hall Restaurant;131 Duane St;New York
City Hall the Restaurant;131 Duane Street Frnt;New York
City Lobster & Crab CO;1251 Avenue Of The Americ;New York
City Market Cafe;1100 Madison Avenue Ph;New York
City Perk;11 Penn Plaza;New York
City Perk;1740 Broadway;New York
City Perk;15 Penn Plaza;New York
City Pie;166 West 72nd Street Ph;New York
Ckl Co;23 W 32nd St;New York
Clancy's;978 2nd Avenue Frnt;New York
Classic Burrito;235 East 53rd Street;New York
Classic Burrito;235 East 53;New York
Classic Coffee Shop;56 Hester Street;New York
Classico;166 William Street;New York
Claudio Pizzeria;598 10th Ave.;New York
Clay Oven;1007 2nd Ave;New York
Clay Restaurant;202 Mott St;New York
Clayee Restaurant;2360 8th Ave;New York
Clementine;1 5th Ave;New York
Cleopatras Needle Restaurant;2485 Broadway;New York
Cloisters Restaurant Pizza;4754 Broadway;New York
Clover Delicatessen Inc;621 2 Av;New York
Clownee Bistro & Bar;28 Avenue B;New York
Club 44;689 8th Ave;New York
Club 58;40 E 58th St;New York
Club Bar & Grill-madison Sq;4 Penn Plz;New York
Club Enclare;211 E 43rd St;New York
Club Metropolitan Tower Inc;146 W 57th St # 30;New York
Club Saikai;141 E 45th St # 2;New York
Coastal At Lincoln Plaza;1900 Broadway;New York
Coco Gourmet Deli;5 West 51st Street;New York
Coco Japanese Restaurant;154 West 26th Street;New York
Coco Marina;2 World Financial Ctr;New York
Coco Pazzo;23 E 74th St;New York
Coconut Grill;1481 2nd Ave;New York
Codys Bar & Grill;282 Hudson St;New York
Coffee Craze Ny;166 E 33rd St;New York
Col Legno Restaurant;231 E 9th St;New York
Colas;148 8th Ave;New York
Colbeh Restaurant;43 W 39th St;New York
Cold Cut House Inc;2067 2 Av;New York
Coldwaters Restaurant;988 2nd Ave;New York
Coleman Delicatessen;50 East End Avenue;New York
College Board;45 Columbus Avenue;New York
Colley Group;4259 Broadway;New York
Colluck Food;14 Elizabeth St;New York
Colosseo Romano Restaurant Pizzeria Inc;886 Amsterdam Ave;New York
Columbia Cottage;1034 Amsterdam Ave;New York
Columbus Bakery;474 Columbus Ave;New York
Columbus Cafe;556 Columbus Ave;New York
Columbus Gourmet Food;261 Columbus Avenue;New York
Columbus Sandwiches;923 Columbus Ave;New York
Comfort Diner;214 E 45th St;New York
Comix Comedy Night Club;353 West 14th Street;New York
Common Market Cafe;709 Lexington Ave;New York
Commonwealth Grill & Brewery;35 W 48th St # 1;New York
Community Bar & Grill;216 7th Ave;New York
Commuters Cafe & Lounge;;New York
Commuters Cafe & Lounge;Commuters Cafe & Lounge;
Commuters Cafe Inc;Path Terminal World Trade Ct;
Commuters Cafe Inc;(212) 432-1633;
Conca Doro Pizza Restaurant;63 W Broadway;New York
Concord Garden Restaurant;990 Amsterdam Ave # 2;New York
Concorde Cafe;349 Lexington Ave;New York
Condotti;237 E 53rd St;New York
Confetti Pasta;5 E 38th St;New York
Cong Ly Restaurant;124 Hester S # 1;New York
Congee Village Inc;100 Orchard St;New York
Connecticut Muffin;10 Prince St;New York
Connolly Bar & Restaurant;14 E 47th St;New York
Connollys;44 W 54th St;New York
Conservatory Restaurant;15 Central Park W;New York
Constantin Cafe;546 Main St # 1;New York
Continental Divide;25 3rd Ave;New York
Contrapunto Restaurant;200 E 60th St;New York
Coogans;4015 Broadway;New York
Cool Breeze;147 W 145th St;New York
Cooper Square Restaurant;87 2nd Ave;New York
Coopertown Restaurant;339 1st Ave;New York
Copa Cabana;617 W 57th St;New York
Copeland Country Kitchen;549 W 145th St;New York
Copper Chimney;126 East 28th Street;New York
Coppolas East;378 3rd Ave;New York
Coppolas Pizzeria Restaurant;206 W 79th St;New York
Corbet & Conley LTD;120 Cedar St;New York
Corinell Delicatessen Inc;1216 1st Ave;New York
Corniche Gourmet;375 Hudson St Main;New York
Cornucopia Inc;1412 Broadway;New York
Cornucopiaon Park Avenue;450 Park Ave S;New York
Corona Grocery & Deli;2121 1st Avenue;New York
Corrado Bakery & Gramercy Cafe;120 E 15th St;New York
Corrado Cafe;1013 3rd Ave;New York
Corrado Cafe 68;1160 3rd Ave;New York
Cosi Sandwich Bar Inc;11 W 42nd St;New York
Cosi Sandwich Bar Inc;38 E 45th St;New York
Cosi Sandwich Bar Inc;60 E 56th St # 1;New York
Cosi Sandwich Bar Incorporated;200 Vesey;New York
Cosmic Cantina;105 3rd Ave;
Cosmic Coffee Shop;130 W 30th St;New York
Cosmic Restaurant;1775 Broadway;New York
Cosmo Deli;95 West Broadway;New York
Cosmos Restaurant;248 E 23rd St;New York
Costa Azzurra Restaurant Inc;134 Mulberry St;New York
Costa Del Sol Restaurant;742 9th Avenue;New York
Costa El Sol;132 East 45 St;New York
Cotan Restaurant;121 W 3rd St;New York
Cote Sud Restaurant;181 E 78th St;New York
Cottage;33 Irving Pl;New York
Cottage East;713 2nd Ave;New York
Cottage Noodle Shop;596 9th Ave;
Cottage Restaurant;360 Amsterdam Ave # 1;New York
Country Cafe;60 Wall St;New York
Country Cafe;80 Maiden Ln;New York
Country Cafe;69 Thompson St;
Country Cafe;44 Gold St;New York
Country Home Cafe;43 W 22nd St;New York
Courtney Restaurant;55 W 14th St;New York
Cove Diner;2 S End Ave;New York
Cowgirl Hall Of Fame;519 Hudson St;New York
Coyote Ugly;153 1st Ave;New York
Cozy Soup & Burger Inc;739 Broadway;New York
Crab House Seafood Restaurant;61 Chelsea Piers;New York
Craft;43 East 19th Street;New York
Cranberry Gourmet Deli;115 West 45th Street Frnt;New York
Crazy Horse Too;409 W 14th St;New York
Crazy Nannys;21 7th Ave S;New York
Cremcaffe;65 2nd Ave;New York
Cremetago;68 2nd Ave;New York
Cronies Restaurant;1695 2nd Ave;New York
Crosby Connection;172 Crosby Street;New York
Croton Reservoir Tavern;108 West 40th Street;New York
