restaurant;address;country;addressGoogle
Girasole;151 East 82nd Street;New York, NY, 10028;151 E 82nd St
Giuliano's Pizzeria And Deli;88 Broad Street;New York, NY, 10004;88 Broad St
Glaser's Bake Shop;1670 1st Avenue;New York, NY, 10128;1670 1st Avenue
Gnocco Caffe;337 East 10th Street;New York, NY, 10009;337 E 10th St
Go;30 Saint Mark's Place;New York, NY, 10003;30 St Marks Pl
Go Noodle;1069 1st Avenue;New York, NY, 10022;1069 1st Avenue
Go Sushi;982 2nd Avenue;New York, NY, 10022;982 2nd Ave
Go Sushi;3 Greenwich Avenue;New York, NY, 10014;3 Greenwich Ave
Go Sushi;511 3rd Avenue;New York, NY, 10016;511 3rd Ave
Go Sushi;756 9th Avenue;New York, NY, 10019;756 9th Ave
Go Sushi;1649 2nd Avenue;New York, NY, 10028;1649 2nd Ave
Goa;306 East 6th Street;New York, NY, 10003;306 E 6th St
Gobo;401 6th Avenue;New York, NY, 10014;401 6th Ave
Gobo;1426 3rd Avenue;New York, NY, 10028;1426 3rd Ave
Gobo Upper East;1426 3rd Avenue;New York, NY, 10028;1426 3rd Ave
Gold St;2 Gold Street;New York, NY, 10038;2 Gold St
Gold St.;255 West 36th Street;New York, NY, 10018;255 W 36th St
Golden Bridge Restaurant;50 Bowery, 2nd floor;New York, NY, 10013;50 Bowery
Golden Unicorn;18 East Broadway, 2nd fl.;New York, NY, 10002;18 E Broadway 2nd fl
Gonzo;140 West 13th Street;New York, NY, 10011;140 W 13th St
Good;89 Greenwich Avenue;New York, NY, 10014;89 Greenwich Ave
Good & Plenty To Go;410 West 43rd Street;New York, NY, 10036;410 W 43rd St
Good Enough To Eat;483 Amsterdam Avenue;New York, NY, 10024;483 Amsterdam Ave
Good World Bar & Grill;3 Orchard Street;New York, NY, 10002;3 Orchard St
Goodburger;800 2nd Avenue;New York, NY, 10017;800 2nd Ave
Goodburger;870 Broadway;New York, NY, 10009;870 Broadway
Goodies;1 East Broadway;New York, NY, 10038;1 E Broadway
Googie's;1491 2nd Avenue;New York, NY, 10021;1491 2nd Ave
Gotham Bar & Grill;12 East 12th Street;New York, NY, 10003;12 E 12th St
Gottino;52 Greenwich Avenue;New York, NY, 10014;52 Greenwich Ave
Gourmet Gal Inc;504 East 12th Street;New York, NY, 10009;504 E 12th St
Gourmet Wok;597 10th Avenue;New York, NY, 10036;597 10th Ave
Grace;114 Franklin Street;New York, NY, 10013;114 Franklin St
Grace's Marketplace;1237 3rd Avenue;New York, NY, 10021;1237 3rd Ave
Gracefully;28 Avenue A;New York, NY, 10009;28 Avenue A
Gracie Mews Restaurant Corporation;1550 1ST Avenue;New York, NY, 10028;1550 1st Avenue
Gracies Corner Restaurant;352 East 86th Street;New York, NY, 10028;352 East 86th St
Gradisca;126 West 13th Street;New York, NY, 10011;126 W 13th St
Graffiti;224 E 10th Street;New York, NY, 10009;224 E 10th St
Gramercy 24;Marcel Hotel 323 3rd Avenue;New York, NY, 10010;201 E 24th St
Gramercy Park Hotel Roof Club;2 Lexington Avenue;New York, NY, 10010;2 Lexington Ave
Gramstand;214 Avenue A;New York, NY, 10009;214 Avenue A
Grand Central Market;Lexington Avenue and 43rd Street;New York, NY, 10036;Lexington Ave & E 43rd St
Grand Central Oyster Bar & Restaurant;42nd Street;New York, NY, 10017;W 42nd St
Grand Eastern;1509 Lexington Avenue;New York, NY, 10029;1509 Lexington Ave
Grand Sichuan;227 Lexington Avenue;New York, NY, 10016;227 Lexington Ave
Grand Sichuan;15 Seventh Ave. South, nr. Leroy St.;New York, NY, 10014;15 7th Ave S
Grand Sichuan;125 Canal Street;New York, NY, 10002;125 Canal St
Grand Sichuan at 50th;745 9th Avenue;New York, NY, 10019;745 9th Ave
Grand Sichuan at 55th;1049 2nd Avenue;New York, NY, 10022;1049 2nd Ave
Grand Sichuan on 24th;229 9th Avenue;New York, NY, 10001;229 9th Ave
Grand Sichuan on St. Marks;19-23 St. Marks Place;New York, NY, 10003;19-23 Saint Marks Place
Grand Street Sausages;198 Grand Street;New York, NY,;198 Grand St
Grandaisy Bakery;73 Sullivan Street;New York, NY, 10012;73 Sullivan St
Grano;21 Greenwich Avenue;New York, NY, 10014;21 Greenwich Ave
Gray's Papaya;2090 Broadway,Fl. 1;New York, NY, 10023;2090 Broadway Fl. 1
Gray's Papaya;402 West 8th Street;New York, NY, 10001;W 8th St
Gray's Papaya;539 8th Avenue;New York, NY, 10018;539 8th Ave
Grayz;13-15 West 54th Street;New York, NY, 10019;13 W 54th St
Great American Health Bar;35 West 57th Street;New York, NY, 10019;35 W 57th St
Great NY Noodle Town;28½ Bowery;New York, NY, 10013;28½ Bowery
Green Kitchen;1477 1st Avenue;New York, NY, 10021;1477 1st Avenue
Green Pea;435 5th Avenue;New York, NY, 10016;435 5th Ave
Green Symphony;255 West 43rd Street;New York, NY, 10036;255 W 43rd St
Green Tea Café;45 Mott Street;New York, NY, 10013;45 Mott St
Greenwich Treehouse;46 Greenwich Ave.;New York, NY, 10011;46 Greenwich Ave
Greenwich Village Bistro;13 Carmine Street;New York, NY, 10014;13 Carmine St
Grey Dog;90 University Place;New York, NY, 10001;90 University Pl
Grey Dog;33 Carmine Street;New York, NY, 10014;33 Carmine St
Grifone;244 East 46th Street;New York, NY, 10017;244 E 46th St
Grill 44;160 East 44th Street;New York, NY, 10017;160 E 44th St
Grill Room;World Financial Ctr.;New York, NY, 10281;230 Vesey St
Grilled Cheese;168 Ludlow Street;New York, NY, 10022;168 Ludlow St
Grom;2165 Broadway;New York, NY, 10024;2165 Broadway
Grotta Azzurra;177 Mulberry Street;New York, NY, 10013;177 Mulberry St
Grotta Del Mare;307 East 77th Street;New York, NY, 10021;307 E 77th St
Gus Place;192 Bleecker Street;New York, NY, 10012;192 Bleecker St
Gus's Figs;250 West 27th Street;New York, NY, 10001;250 W 27th St
Guss' Pickles;85 -87 Orchard Street;New York, NY,;85 Orchard St
Gusto;60 Greenwich Avenue;New York, NY, 10011;60 Greenwich Ave
Gusto Va Mare;237 East 53rd Street;New York, NY, 10022;237 E 53rd St
Guy and Gallard;475 Park Avenue South;New York, NY, 10016;475 Park Ave S
Gyro Uno;237 East 53rd Street Basement;New York, NY, 11103;237 E 53rd St
Gyu Kaku Japanese Bbq Dining;805 3rd Avenue 2nd Floor Midtown;New York, NY, 10022;805 3rd Ave 2nd Floor
Gyu-Kaku;34 Cooper Square;New York, NY, 10003;34 Cooper Sq
H & H Bagels;639 West 46th Street;New York, NY, 10036;639 W 46th St
H & H Bagels;2239 Broadway;New York, NY, 10024;2239 Broadway
HQ;90 Thompson Street;New York, NY, 10012;90 Thompson St
HSF;46 Bowery;New York, NY, 10013;46 Bowery
Haandi;113 Lexington Avenue;New York, NY, 10016;113 Lexington Ave
Haandi Restaurant;113 Lexington Avenue;New York, NY, 10016;113 Lexington Ave
Habib's Place;89 Ave. A;New York, NY, 10009;89 Avenue A
Hacienda at 40C;40 Avenue C;New York, NY, 10009;40 Loisaida Ave
Hahn Ah Reum;25 West32nd Street;New York, NY, 10001;25 W 32nd St
Hai Thanh Seafood Co.;17B Catherine Street;New York, NY, 10002;17 Catherine St
Haikara Grill;206 East 63rd Street;New York, NY, 10021;206 E 63rd St
Hakata Grill;230 West 48th Street;New York, NY, 10036;230 W 48th St
Halal Indo-Pak;1750 1st Avenue;New York, NY, 10128;1750 1st Avenue
Halal Roti;2345 8th Avenue;New York, NY, 10027;2345 Frederick Douglass Blvd
Hale & Hearty Soups;55 West 56th Street;New York, NY, 10019;55 W 56th St
Hale & Hearty Soups;49 West 42nd Street;New York, NY, 10036;49 W 42nd St
Hale & Hearty Soups;55 Broad Street;New York, NY, 10004;55 Broad St
Hale & Hearty Soups;Chelsea Mkt. 75 9th Avenue;New York, NY, 10011;75 9th Ave
Hale & Hearty Soups;685 2nd Avenue;New York, NY, 10016;685 2nd Ave
Hale & Hearty Soups;Grand Central;New York, NY, 10017;89 E 42nd St
Hale & Hearty Soups;30 Rockefeller Plaza;New York, NY, 10012;30 Rockefeller Plaza
Hale & Hearty Soups;462 7th Avenue;New York, NY, 10018;462 7th Ave
Hale And Hearty Soups;75 9th Avenue;New York, NY, 10011;75 9th Ave
Hale And Hearty Soups;849 Lexington Avenue;New York, NY, 10021;849 Lexington Ave
Hale And Hearty Soups;22 East47th Street;New York, NY, 10017;22 E 47th St
Hallo Berlin;626 10th Avenue;New York, NY, 10036;626 10th Ave
Hallo Berlin Cart;West 54th Street;New York, NY, 10019;W 54th St
Hamachi Japanese Restaurant Sushi Bar;34 East 20th Street;New York, NY, 10003;34 E 20th St
Hampton Chutney Co.;68 Prince Street;New York, NY, 10012;68 Prince St
Hampton Chutney Co.;464 Amsterdam Avenue;New York, NY, 10024;464 Amsterdam Ave
Hamptons Gourmet;755 9th Avenue;New York, NY, 10019;755 9th Ave
Han Bat;53 West 35th Street;New York, NY, 10001;53 W 35th St
Hana Sushi;211 7th Avenue;New York, NY, 10011;211 7th Ave
Hanami;525 6th Avenue;New York, NY, 10011;525 6th Ave
Hane Sushi on 20th;346 1st Avenue;New York, NY, 10009;346 1st Avenue
Hane Sushi on 38th;581B 3rd Avenue;New York, NY, 10016;581 3rd Ave
Hangawi;12 East 32nd Street;New York, NY, 10016;12 E 32nd St
Hapon Japanese Restaurant;211 East 43rd Street;New York, NY, 10017;211 E 43rd St
Happy Shabu Shabu;54 Canal Street;New York, NY, 10002;54 Canal St
Harbour Caf;29 Peck Slip;New York, NY, 10038;29 Peck Slip
Hard Rock Café;1501 Broadway;New York, NY, 10036;1501 Broadway
Harlem Grill;2247 Adam Clayton Powell Jr. Blvd.;New York, NY, 10027;2247 Adam Clayton Powell Jr Blvd
Harlem Windows Restaurant;163 W 125th St;New York, NY, 10027;Adam Clayton Powell Jr. State Office Building
Harmony Palace;98 Mott Street;New York, NY, 10013;98 Mott St
Harmony View Bar Grill;94 Mott Street;New York, NY, 10036;94 Mott St
Harriet's Kitchen;502 Amsterdam Avenue at 84th Street;New York, NY, 10024;502 Amsterdam Ave
Harry's Burrito;241 Columbus Avenue at 71st Street;New York, NY, 10023;241 Columbus Ave
Harry's Burritos;76 West 3rd Street,;New York, NY, 10012;76 W 3rd St
Harry's Cafe;1 Hanover Square;New York, NY, 10004;1 Hanover Square
Harry's Houdini;18 Magical Wand;New York, NY, 10002;18 Magical Wand
Haru Sake Bar;1327 3rd Avenue;New York, NY, 10017;1327 3rd Ave
Hasaki;210 East 9th Street;New York, NY, 10003;210 E 9th St
Hatsuhana;237 Park Avenue;New York, NY, 10017;237 Park Ave
Hatsuhana;17 East 48th Street;New York, NY, 10017;17 E 48th St
Havana Alma De Cuba;94 Christopher Street;New York, NY, 10014;94 Christopher St
Havana Central;22 East 17th Street;New York, NY, 10003;22 E 17th St
Havana Central;151 West 46th Street;New York, NY, 10036;151 W 46th St
Havana Central at The West End;2911 Broadway;New York, NY, 10025;2911 Broadway
Havana Chelsea (CLOSED);190 8th Avenue;New York, NY, 10011;190 8th Ave
Havana New York;27 West 38th Street;New York, NY, 10018;27 W 38th St
Havana Pies;219 East 23rd Street;New York, NY,;219 E 23rd St
Haveli;100 2nd Avenue;New York, NY, 10003;100 2nd Ave
Hawaii Sushi;1477 2nd Avenue;New York, NY, 10021;1477 2nd Ave
Hawaiian Tropic Zone;729 7th Avenue;New York, NY, 10036;729 7th Ave
Hay Wun Loy Restaurant;28 Pell Street;New York, NY, 10013;28 Pell St
Health & Harmony;470 Hudson Street;New York, NY, 10014;470 Hudson St
Healthy Chelsea;248 West 23rd Street;New York, NY, 10011;248 W 23rd St
Healthy Choice;341 7th Avenue;New York, NY, 10001;341 7th Ave
Heartbeat;149 East 49th Street At Lexington Avenue;New York, NY, 10017;149 East 49th Street At Lexington Avenue
Hearth;403 East 12th Street;New York, NY, 10009;403 E 12th St
Heartland Brewery;35 Union Square West;New York, NY, 10003;35 Union Square W
Heartland Brewery;Empire Streetate Bldg.;New York, NY, 10001;20 W 34th St
Heartland Brewery;93 South Street;New York, NY, 10038;93 South St
Heartland Brewery;127 West 43rd Street;New York, NY, 10036;127 W 43rd St
Heartland Brewery;1285 5th Avenue;New York, NY, 10019;1285 5th Ave
Heartland Brewery Radio City;1285 6th Avenue;New York, NY, 10019;1285 6th Ave
Heavenly Bamboo;10 East 39th Street;New York, NY, 10016;10 E 39th St
Heidelberg;1648 2nd Avenue;New York, NY, 10028;1648 2nd Ave
Heirloom;191 Orchard Street;New York, NY, 10002;191 Orchard St
Henry's Evergreen;1288 1st Avenuenear 70th Street;New York, NY, 10021;1288 1st Avenue
Herban Kitchen;290 Hudson Street at Spring Street;New York, NY,;290 Hudson St
Highline;835 Washington Street;New York, NY, 10014;835 Washington St
Highpoint Gourmet;250 East 40th Street;New York, NY, 10016;250 E 40th St
Hip Hop Chow;129 2nd Avenue;New York, NY, 10003;129 2nd Ave
Hiroshi Japanese Fusion;585 3rd Avenue;New York, NY, 10016;585 3rd Ave
Hizen Japanese Restaurant;203 East 45TH Street;New York, NY, 10017;203 E 45th St
Hoi An;135 West Broadway;New York, NY, 10013;135 W Broadway
Hollywood Diner;574 6th Avenue;New York, NY, 10011;574 6th Ave
Holy Basil;149 2nd Avenue, 2nd fl;New York, NY, 10003;149 2nd Ave 2nd fl
Holy Basil Thai Bar & Restaurant;149 2nd Avenue;New York, NY, 10003;149 2nd Ave
Home;20 Cornelia Street;New York, NY, 10014;20 Cornelia St
Home On 8th;391 8th Avenue;New York, NY, 10001;391 8th Ave
Homers;487 Amsterdam Avenue;New York, NY, 10024;487 Amsterdam Ave
Homes kitchen;22 East 21,st Street;New York, NY, 10010;22 E 21st St
Hon Wong Restaurant;224 Canal Street at Centre Street;New York, NY,;224 Canal St
Hong Kong Seafood And Meat Market;75 Mulberry Street;New York, NY, 10013;75 Mulberry St
Hong Kong Station;128 Hester Street;New York, NY, 10012;128 Hester St
Hong Kong Supermarket;109 East Broadway;New York, NY, 10002;109 E Broadway
Honmura An;170 Mercer Street, 2nd fl.;New York, NY, 10012;170 Mercer St 2nd fl
Hoomoos Asli;100 Kenmare Street;New York, NY, 10012;100 Kenmare St
Hoosmoos Asli;100 Kenmare Street;New York, NY, 10012;100 Kenmare St
Hop Kee Restaurant;21 Mott Street;New York, NY, 10013;21 Mott St
Horus Cafe;93 Avenue B;New York, NY, 10009;93 Avenue B
Hourglass Tavern;373 West 46TH Street;New York, NY, 10036;373 W 46th St
House Of Pita;32 West 48th Street;New York, NY, 10036;32 W 48th St
House Of Vegetarian;68 Mott Street;New York, NY, 10013;68 Mott St
Houston's;Citigroup Ctr. 153 East 53rd Street;New York, NY, 10022;Citigroup Ctr. 153 East 53rd Street
Houston's;NY Life Bldg.;New York, NY, 10016;NY Life Bldg.
Hudson Cafeteria;Hudson Hotel;New York, NY, 10019;356 W 58th St
Hudson Corner Cafe;570 Hudson Street;New York, NY, 10014;570 Hudson St
Hudson Diner;468 Hudson Street;New York, NY, 10014;468 Hudson St
Hudson Falafel;516 Hudson Street at Chrispopher Street;New York, NY, 10014;516 Hudson Street at Chrispopher Street
Hudson River Cafe;697 West 133rd Street;Harlem, NY, 10027;697 W 133rd St
Hummus Place;109 St. Mark's Place;New York, NY, 10009;109 St Marks Pl
Hummus Place;99 MacDougal Street;New York, NY, 10012;99 MacDougal St
Hunan 5th Avenue (CLOSED);323 5th Avenue;New York, NY, 10016;323 5th Ave
Hunan Balcony;2596 Broadway;New York, NY, 10025;2596 Broadway
Hunan Park;721 Columbus Avenue at 95th Street;New York, NY, 10025;721 Columbus Ave
Hunan Park;235 Columbus Avenue;New York, NY, 10023;235 Columbus Ave
Hundred Acres;38 Macdougal St., nr. Prince St.;New York, NY, 10012;38 MacDougal St
Hurapan Kitchen;29 7th Avenue South;New York, NY, 10014;29 7th Ave S
Hyo Dong Gak Inc.;51 West 35th Street;New York, NY, 10001;51 W 35th St
I Coppi;432 East 9th Street;New York, NY, 10009;432 E 9th St
I Tre Merli Bistro;183 West 10th Street;New York, NY, 10014;183 W 10th St
I Tre Merli Restaurant & Bar;463 West Broadway;New York, NY, 10012;463 W Broadway
I Trulli;122 East 27th Street;New York, NY, 10016;122 E 27th St
Ichiro;1694 2nd Avenue;New York, NY, 10128;1694 2nd Ave
Icon;West Court Hotel, 130 East 39th Street;New York, NY, 10016;120 E 39th St
Ideal Cheese Shop;942 1st Avenue at 52nd Street;New York, NY, 10022;942 1st Avenue
Ideya;349 West Broadway;New York, NY, 10013;349 W Broadway
Ido Sushi;29 7th Avenue South;New York, NY, 10014;29 7th Ave S
Iggy's Karaoke Bar & Grille;1452 2nd Avenue;New York, NY, 10021;1452 2nd Ave
Il Bagatto;192 East 2nd Street;New York, NY, 10009;192 E 2nd St
Il Bastardo;191 7th Avenue;New York, NY, 10001;191 7th Ave
Il Brigante;214 Front Street;New York, NY, 10038;214 Front St
Il Buco;47 Bond Street;New York, NY, 10012;47 Bond St
Il Campanello;47 Bond Street;New York, NY, 10001;47 Bond St
Il Cantinori;32 East 10th Street;New York, NY, 10003;32 E 10th St
Il Corallo Trattoria;176 Prince Street;New York, NY, 10012;176 Prince St
Il Cortile;125 Mulberry Street;New York, NY, 10013;125 Mulberry St
Il Covo Dell'Est;210 Avenue A at 13th Street;New York, NY,;210 Avenue A
Il Fornaio;132A Mulberry Street;New York, NY, 10013;132A Mulberry St
Il Giglio;81 Warren Street;New York, NY, 10007;81 Warren St
Il Laboratorio Del Gelato;95 Orchard Street;New York, NY, 10002;95 Orchard St
Il Mattone;413 Greenwich Street;New York, NY, 10013;413 Greenwich St
Il Melograno;501 W. 51st St.;New York, NY, 10019;501 W 51st St
Il Mulino;86 West 3rd Street;New York, NY, 10012;86 W 3rd St
Il Nido;251 East 53rd Street;New York, NY, 10022;251 E 53rd St
Il Palazzo;151 Mulberry Street;New York, NY, 10013;151 Mulberry St
Il Postino;337 East 49th Street;New York, NY, 10017;337 E 49th St
Il Posto Accanto;190 East 2nd Street near Avenue B;New York, NY, 10009;194 E 2nd St
Il Riccio;152 East 79th Street;New York, NY, 10021;152 E 79th St
Il Sogno Ristorante;222 East 39th Street;New York, NY, 10016;222 E 39th St
Il Valentino;Sutton Hotel, 330 East56th Street Near 1st Avenue;New York, NY, 10022;330 E 56th St
Ilo;Bryant Park Hotel, 40 West 40th Street;New York, NY, 10018;40 W 40th St
Imagine Bar & Grill;112 1st Avenue;New York, NY, 10003;112 1st Avenue
Imperial Pizza;517 3RD Avenue;New York, NY, 10016;517 3rd Ave
Impress Deli;401 East 34th Street;New York, NY, 10016;401 E 34th St
Inase Sushi Restaurant;1586 1st Avenue;New York, NY, 10028;1586 1st Avenue
Incredi Fusion;363 3rd Avenue;New York, NY, 10016;363 3rd Ave
Indian Bread Co.;194 Bleecker Street;New York, NY, 10012;194 Bleecker St
Indian Cafe;2791 Broadway;New York, NY, 10025;2791 Broadway
Indian Tanpura;564 Amsterdam Avenue;New York, NY, 10024;564 Amsterdam Ave
Indochine;430 Lafayette Street;New York, NY, 10003;430 Lafayette St
Indus Valley;2636 Broadway;New York, NY, 10025;2636 Broadway
Industria Argentina;329 Greenwich Street;New York, NY, 10013;329 Greenwich St
Inside;9 Jones Street;New York, NY, 10014;9 Jones St
Integral Yoga Natural Foods;229 West 13th Street;New York, NY, 10013;229 W 13th St
Intermezzo;202 8th Avenue;New York, NY, 10011;202 8th Ave
Ipanema;13 West 46th Street;New York, NY, 10036;13 W 46th St
Ipn Deli;350 Greenwich Street;New York, NY, 10013;350 Greenwich St
Iroha;152 West 49th Street;New York, NY, 10019;152 W 49th St
Iron Sushi;355 East 78th Street;New York, NY, 10021;355 E 78th St
Iron Sushi;440 3rd Avenue;New York, NY, 10016;440 3rd Ave
Is Wine;225 East 5th Street;New York, NY, 10003;225 E 5th St
Ise Japanese Restaurant;58 West 56TH Street Streete 1;New York, NY, 10019;58 West 56TH Street Streete 1
Ise Restaurant;56 Pine Street;New York, NY, 10005;56 Pine St
Ise Restaurant Inc;151 East 49TH Street;New York, NY, 10017;151 E 49th St
Isis Seafood;171 Avenue A;New York, NY, 10009;171 Avenue A
Isla;39 Downing Street;New York, NY, 10014;39 Downing St
Island Burgers And Shakes;766 9th Avenue;New York, NY, 10001;766 9th Ave
Isle;282 Bleecker Street;New York, NY, 10014;282 Bleecker St
Isle Of Capri;1028 3rd Avenue;New York, NY, 10021;1028 3rd Ave
Isohama;1666 3rd Avenue;New York, NY, 10128;1666 3rd Ave
Isola;485 Columbus Avenue;New York, NY, 10025;485 Columbus Ave
Istanbul;310 West 14th Street;New York, NY, 10014;310 W 14th St
It's A Dominican Thing;144 West 19th Street;New York, NY, 10011;144 W 19th St
It's A Wrap;2012 Broadway;New York, NY, 10023;2012 Broadway
Italian Village Pizzeria;1526 1ST Avenue;New York, NY, 10021;1526 1st Avenue
Italian Wine Merchants;108 East 16th Street;New York, NY, 10003;108 E 16th St
Italianissimo Ristorante;307 East 84th Street;New York, NY, 10028;307 E 84th St
Ithaka;308 East 86th Street;New York, NY, 10028;308 East 86th St
Ithaka;48 Barrow Street;New York, NY, 10014;48 Barrow St
Ito En;822 Madison Avenue at 69th Street;New York, NY, 10021;822 Madison Ave
Itzocan;1575 Lexington Avenue;New York, NY, 10029;1575 Lexington Ave
Itzocan;438 East 9th Street;New York, NY, 10009;438 E 9th St
Ivo & Lulu;558 Broome Street;New York, NY, 10013;558 Broome St
