restaurant;in;address1;address2;address3;neighborhood;phone;type;addressGoogle
DB Bistro Moderne;;55 W 44th St;between Fifth and Sixth Aves;;Midtown West;(212-391-2400);French;55 W 44th St
Da Andrea;35 W 13th St;;;;;;;
Da Andrea (CLOSED);;557 Hudson St;between Perry and W 11th Sts;;West Village;(212-367-1979);Italian;557 Hudson St
Da Nico;;164 Mulberry St;between Broome and Grand Sts;;Chinatown/Little Italy;(212-343-1212);Italian;164 Mulberry St
Da Silvano;;260 Sixth Ave;between Bleecker and Houston Sts;;Greenwich Village;(212-982-2343);Italian;260 6th Ave
Da Silvano Bistecca;;260 Sixth Ave;between Bleecker and W Houston Sts;;Greenwich Village;(212-844-0282);Steakhouses;260 6th Ave
Da Silvano Next Door;;260 Sixth Ave;between Bleecker and Houston Sts;;Greenwich Village;(212-844-0282);Italian;260 6th Ave
Da Tommaso;;903 Eighth Ave;between 53rd and 54th Sts;;Midtown West;(212-265-1890);Italian;903 8th Ave
Dae Dong Restaurant (CLOSED);;17 W 32nd St;between Fifth Ave and Broadway;;Midtown West;(212-967-1900);Korean;17 W 32nd St
Dainobu;;129 E 47th St;between Lexington and Third Aves;;Midtown East;(212-755-7380);Japanese;129 E 47th St
Daisy May’s BBQ USA;;623 Eleventh Ave;at 46th St;;Midtown West;(212-977-1500);Barbeque;623 11th Ave
Dakshin Indian Bistro;;1713 First Ave;between 88th and 89th Sts;;Upper East Side;(212-987-9839);Indian;1713 1st Avenue
Dakshin Indian Bistro (CLOSED);;741 Ninth Ave;at 50th St;;Midtown West;(212-421-1919);Indian;741 9th Ave
Dallas Jones;178 W Houston St;;;;;;;
Danal;;90 E 10th St;between Third and Fourth Aves;;East Village;(212-982-6930);French;90 E 10th St
Dani (CLOSED);;333 Hudson St;at Charlton St;;Soho;(212-633-9333);Mediterranean;333 Hudson St
Daniel;;60 E 65th St;between Madison and Park Aves;;Upper East Side;(212-288-0033);French;60 E 65th St
Danku;;47 W 57th St;between Fifth and Sixth Aves;;Midtown West;(212-888-3777);Eclectic;47 W 57th St
Danube (CLOSED);;30 Hudson St;at Duane St;;Tribeca;(212-791-3771);Austrian;30 Hudson St
Daphne’s Caribbean Express;;233 E 14th St;between Second and Third Aves;;Gramercy/Flatiron;(212-228-6144);Caribbean;233 E 14th St
Darbar;;152 E 46th St;between Lexington and Third Aves;;Midtown East;(212-681-4500);Indian;152 E 46th St
Darbar Grill;;157 E 55th St;between Lexington and Third Aves;;Midtown East;(212-751-4600);Indian;157 E 55th St
Dardanel;;1071 First Ave;between 58th and 59th Sts;;Midtown East;(212-888-0809);Mediterranean;1071 1st Avenue
Darna;;600 Columbus Ave;at 89th St;;Upper West Side;(212-721-9123);Kosher;600 Columbus Ave
Daruma;;227 Mott St;between Prince and Spring Sts;;Soho;(212-219-9288);Japanese;227 Mott St
Dash Dogs;;127 Rivington St;between Essex and Norfolk Sts;;Lower East Side;(212-254-8885);American;127 Rivington St
Dave & Buster's;;234 W 42nd St;between Seventh and Eighth Aves;;Midtown West;;American;234 W 42nd St
Dave & Buster’s;;234 W 42nd St;between Seventh and Eighth Aves;;Midtown West;(646-495-2015);American;234 W 42nd St
Dawat;;210 E 58th St;between Second and Third Aves;;Midtown East;(212-355-7555);Indian;210 E 58th St
Day-O;;103 Greenwich Ave;at 12th St;;West Village;(212-924-3160);Caribbean: Jamaican;103 Greenwich Ave
Day-O (CLOSED);103 Greenwich Ave;;;;;;;
Daydream Frozen Yogurt;;110 Third Ave;at 13th St;;East Village;(212-228-4288);Food or Beverage Shop;110 3rd Ave
De Santos;;139 W 10th St;between Greenwich Ave and Waverly Pl;;Greenwich Village;(212-206-9229);Italian;139 W 10th St
DeMarco’s Pizzeria and Restaurant;;146 W Houston St;at Macdougal St;;Greenwich Village;(212-253-2290);Italian: Pizza;146 W Houston St
DeMarco’s Pizzeria and Restaurant (CLOSED);;146 W Houston St;at Macdougal St;;Greenwich Village;(212-253-2290);Italian: Pizza;146 W Houston St
Dean & DeLuca;New York Times Building;;620 Eighth Ave;at 48th St;Midtown West;(212-221-0308);Food or Beverage Shop;
Dean’s;;215 W 85th St;between Amsterdam Ave and Broadway;;Upper West Side;(212-875-1100);Italian: Pizza;215 W 85th St
Dean’s;;349 Greenwich St;between Harrison and Jay Sts;;Tribeca;(212-966-3200);Italian: Pizza;349 Greenwich St
Deborah;;43 Carmine St;between Bedford and Bleecker Sts;;West Village;(212-242-2606);American;43 Carmine St
Deborah (CLOSED);;43 Carmine St;between Bedford and Bleecker Sts;;West Village;(212-242-2606);American;43 Carmine St
Deb’s;;200 Varick St;between Houston and King Sts;;Soho;(212-675-4550);American;200 Varick St
Deepam;106 Lexington Ave;;;;;;;
Defonte’s of Brooklyn;261 Third Ave;;;;;;;
Degustation;;239 E 5th St;between Second and Third Aves;;East Village;(212-979-1012);Spanish;239 E 5th St
Del Frisco’s Double Eagle Steak House;;1221 Sixth Ave;at 49th St;;Midtown West;(212-575-5129);Steakhouses;1221 6th Ave
Del Posto;;85 Tenth Ave;between 15th and 16th Sts;;Chelsea;(212-497-8090);Italian;US-NYC-8510
Delicatessen;;54 Prince St;at Lafayette St;;Soho;(212-226-0211);Eclectic;54 Prince St
Delicia Brazil;;322 W 11th St;at Hudson St;;West Village;(212-242-2002);Brazilian;322 W 11th St
Delmonico’s;;56 Beaver St;at South William St;;Financial District;(212-509-1144);American;56 Beaver St
Delta Grill;;700 Ninth Ave;at 48th St;;Midtown West;(212-956-0934);American Regional;700 9th Ave
Demarchelier;;50 E 86th St;between Madison and Park Aves;;Upper East Side;(212-249-6300);French;50 East 86th St
Demel;The Plaza Retail Collection;;1 W 58th St;at Fifth Ave;basement;Midtown West;(212-572-0989);
Dennis Foy;;313 Church St;between Lispenard and Walker Sts;;Tribeca;(212-625-1007);American;313 Church St
Dennis Foy (CLOSED);313 Church St;;;;;;;
Desnuda;;122 E 7th St;between First Ave and Ave A;;East Village;(212-254-3515);Eclectic;122 E 7th St
DessertTruck;;8th St;at University Pl;;Greenwich Village;(no phone);Food or Beverage Shop;E 8th St
Devin Tavern (CLOSED);;363 Greenwich St;between Franklin and Harrison Sts;;Tribeca;(212-334-7337);American;363 Greenwich St
Dhaba;;108 Lexington Ave;between 27th and 28th Sts;;Gramercy/Flatiron;(212-679-1284);Indian;108 Lexington Ave
DiPalo Fine Foods;;200 Grand St;at Mott St;;Chinatown/Little Italy;(212-226-1033);Food or Beverage Shop;200 Grand St
Diablo Royale;;189 W 10th Street;between W 4th and Bleecker;;West Village;(212-620-0223);Mexican;189 W 10th St
Diablo’s Cantina;;180 West Broadway;at Leonard St;;Tribeca;(212-966-1800);Mexican;180 W Broadway
Dibiterie Cheikh;;231 West 116th St;between 7th and Lenox Aves;;Harlem;(212-663-0717);African: Senegalese;231 W 116th St
Dim Sum Go Go;;5 East Broadway;between Catherine and Oliver Sts;;Chinatown/Little Italy;(212-732-0797);Chinese;5 E Broadway
Diner 24 (CLOSED);;102 Eighth Ave;at 15th St;;Chelsea;(212-242-7773);American Creative;102 8th Ave
Dinosaur Bar-B-Que;;646 W 131st St;between Broadway and Riverside Dr;;Columbia University–City College;(212-694-1777);Barbeque;646 W 131st St
Dirt Candy;;430 E 9th St;between First Ave and Ave A;;East Village;(212-228-7732);Vegetarian & Organic;430 E 9th St
Dirty Bird to Go;;204 W 14th St;between Seventh and Eighth Aves;;Chelsea;(212-620-4836);American Regional;204 W 14th St
District;The Muse;;130 W 46th St;between Sixth and Seventh Aves;Midtown West;(212-485-2999);American;
Ditch Plains;;29 Bedford St;at Downing St;;West Village;(212-633-0202);Seafood;29 Bedford St
Diva;;341 West Broadway;between Broome and Grand Sts;;Soho;(212-941-9024);Italian;341 W Broadway
Diwan Restaurant;;148 E 48th St;between Lexington and Third Aves;;Midtown East;(212-593-5425);Indian;148 E 48th St
Django (CLOSED);;480 Lexington Ave;at 46th St;;Midtown East;(212-871-6600);Mediterranean;480 Lexington Ave
Djerdan Burek;;221 W 38th St;between Seventh and Eighth Aves;;Midtown West;(212-921-1183);Eastern European;221 W 38th St
Do Hwa;;55 Carmine St;at Bedford St;;West Village;(212-414-1224);Korean;55 Carmine St
DoSirak;;30 E 13th St;between Fifth Ave and University Pl;;Greenwich Village;(646-336-1685);Korean;30 E 13th St
Docks Oyster Bar & Seafood Grill;;2427 Broadway;between 89th and 90th Sts;;Upper West Side;(212-724-5588);Seafood;2427 Broadway
Docks Oyster Bar & Seafood Grill;;633 Third Ave;at 40th St;;Midtown East;(212-986-8080);Seafood;633 3rd Ave
Docks Oyster Bar & Seafood Grill (CLOSED);2427 Broadway;;;;;;;
Doc’s;1902 Seventh Ave;;;;;;;
Dogmatic;Bleecker Park;;Bleecker St;at Hudson St;West Village;;American;
Dogmatic Gourmet Sausage System;;26 E 17th St;between Fifth Ave and Broadway;;Gramercy/Flatiron;(212-414-0600);American;26 E 17th St
Dojo West;;14 W 4th St;between Broadway and Mercer St;;Greenwich Village;(212-505-8934);American;14 West 4th Street
Dok Suni’s;;119 First Ave;between St. Marks Pl and E 7th St;;East Village;(212-477-9506);Korean;119 1st Avenue
DolceVita Restaurant;;181 Grand St;between Baxter and Mulberry Sts;;Chinatown/Little Italy;(646-688-4110);Italian;181 Grand St
Dolcino;;517 Second Ave;between 28th and 29th Sts;;Gramercy/Flatiron;(212-448-9505);Italian;517 2nd Ave
Doma Cafe and Gallery;;17 Perry St;at Seventh Ave South;;West Village;(212-929-4339);Cafés;17 Perry St
Donguri;;309 E 83rd St;between First and Second Aves;;Upper East Side;(212-737-5656);Japanese;309 E 83rd St
Donut Pub;;203 W 14th St;at Seventh Ave;;Chelsea;(212-929-0126);Cafés & diners;203 W 14th St
Don’s Bogam BBQ & Wine Bar;;17 E 32nd St;between Fifth and Madison Aves;;Midtown West;(212-683-2200);Korean;17 E 32nd St
Dos Caminos;;373 Park Ave South;between 26th and 27th Sts;;Gramercy/Flatiron;(212-294-1000);Mexican;373 Park Ave S
Dos Caminos;;825 Third Ave;at 50th St;;Midtown East;(212-336-5400);Mexican;825 3rd Ave
Dos Caminos Soho;;475 West Broadway;at Houston St;;Soho;(212-277-4300);Mexican;475 W Broadway
Double Crown;;316 Bowery;at Bleecker St;;East Village;(212-254-0350);Australian & New Zealand;316 Bowery
Doughnut Plant;;379 Grand St;at Norfolk St;;Lower East Side;(212-505-3700);Cafés & diners;379 Grand St
Dousoeur de Paris;;652 Tenth Ave;at 46th St;;Midtown West;(212-315-4543);French;652 10th Ave
Dovetail;;103 W 77th St;at Columbus Ave;;Upper West Side;(212-362-3800);American;103 W 77th St
Downtown Cipriani;;376 West Broadway;between Broome and Spring Sts;;Soho;(212-343-0999);Italian;376 W Broadway
Doyers Vietnamese Restaurant;;11 Doyers St;between Bowery and Pell St;;Chinatown/Little Italy;(212-513-1521);Vietnamese;11 Doyers St
Dragonfly;;47-49 Seventh Ave South;at Morton St;;West Village;(212-255-2848);Vegetarian & Organic;47 7th Ave S
Druids;;736 Tenth Ave;between 50th and 51st Sts;;Midtown West;(212-307-6410);American;736 Amsterdam Ave
Duane Park;;157 Duane St;between West Broadway and Hudson St;;West Village;;American Regional;157 Duane St
Ducale;;392 Columbus Ave;at 79th St;;Upper West Side;(212-787-7150);Italian;392 Columbus Ave
Duke’s;;99 E 19th St;between Park Ave South and Irving Pl;;Gramercy/Flatiron;(212-260-2922);American Regional;99 E 19th St
Dumpling Man;;100 St Marks Pl;between First Ave and Ave A;;East Village;(212-505-2121);Asian: Pan-Asian;100 St Marks Pl
Duvet;;45 W 21st St;between Fifth and Sixth Aves;;Gramercy/Flatiron;(212-989-2121);American Creative;45 W 21st St
Dylan Prime;;62 Laight St;between Greenwich and Hudson Sts;;Tribeca;(212-334-4783);Steakhouses;62 Laight St
Dylan's Candy Bar;1011 Third Ave;;;;;;;
Dylan’s Candy Bar;;1011 Third Ave;at 60th St;;Upper East Side;(646-735-0078);Food or Beverage Shop;1011 3rd Ave
Dévi;;8 E 18th St;between Fifth Ave and Broadway;;Gramercy/Flatiron;(212-691-1300);Indian;8 E 18th St
EN Japanese Brasserie;;435 Hudson St;at Leroy St;;West Village;(212-647-9196);Japanese;435 Hudson St
Earl’s;;560 Third Ave;at 37th St;;Midtown East;(212-949-5400);American Regional;560 3rd Ave
Earth NYC;;116A Tenth Ave;between 17th and 18th Sts;;Chelsea;(212-337-0016);Indian;116 Amsterdam Ave
Earthen Oven;;53 W 72nd St;at Columbus Ave;;Upper West Side;(212-579-8888);Indian;53 W 72nd St
East Boat Lobster Restaurant;;72 Kenmare St;between Mott and Mulberry Sts;;Chinatown/Little Italy;(212-226-8881);Seafood;72 Kenmare St
East Village Cheese;;40 Third Ave;between 9th and 10th Sts;;East Village;(212-477-2601);Food or Beverage Shop;40 3rd Ave
East Village Ice Cream Factory;;218 Ave B;between 13th and 14th Sts;;East Village;(212-673-6030);Food or Beverage Shop;218 Avenue B
East Village Meat Market;;139 Second Ave;between St. Marks Pl and E 9th St;;East Village;(212-228-5590);Food or Beverage Shop;139 2nd Ave
East of Eighth;;254 W 23rd St;between Seventh and Eighth Aves;;Chelsea;(212-352-0075);American;254 W 23rd St
Eastern Noodles;;28 Forsyth St;at Canal St;;Lower East Side;(212-941-7678);Chinese;28 Forsyth St
Eat-pisode;;123 Ludlow St;between Delancey and Rivington Sts;;Lower East Side;(212-677-7624);Thai;123 Ludlow St
Eatery;;798 Ninth Ave;at 53rd St;;Midtown West;(212-765-7080);Eclectic;798 9th Ave
Ecco;;124 Chambers St;between Church St and West Broadway;;Tribeca;(212-227-7074);Italian;124 Chambers St
Economy Candy;;108 Rivington St;between Ludlow and Essex Sts;;Lower East Side;(800-352-4544);American;108 Rivington St
Eden Wok;;43 E 34th St;between Madison and Park Aves;;Midtown East;(212-725-8100);Kosher;43 E 34th St
Edward’s;;136 West Broadway;between Duane and Thomas Sts;;Tribeca;(212-233-6436);American;136 W Broadway
Eemo;;107 First Ave;between 6th and 7th Sts;;East Village;(212-505-7974);Korean;107 1st Avenue
Egg Custard King Cafe;;271 Grand St;between Eldridge and Forsyth Sts;;Chinatown/Little Italy;(212-226-8882);Cafés;271 Grand St
Eight Mile Creek;;240 Mulberry St;between Prince and Spring Sts;;Chinatown/Little Italy;(212-431-4635);Australian & New Zealand;240 Mulberry St
Eisenberg’s Sandwich Shop;;174 Fifth Ave;at 22nd St;;Gramercy/Flatiron;(212-675-5096);Cafés & diners;174 5th Ave
El Atazcon;125 First Ave;;;;;;;
El Atazcon (CLOSED);125 First Ave;;;;;;;
El Castillo de Jagua;;113 Rivington St;between Essex and Ludlow Sts;;Lower East Side;(212-982-6412);Caribbean: Dominican;113 Rivington St
El Centro;;824 Ninth Ave;at 54th St;;Midtown West;(646-763-6585);Mexican;824 9th Ave
El Cocotero;;228 W 18th St;between Seventh and Eighth Aves;;Chelsea;(212-206-8930);Latin American: Venezuelan;228 W 18th St
El Dar Restaurant & Café;;171 Ave A;at 11th St;;East Village;(212-353-5327);Mediterranean;171 Avenue A
El Faro;;823 Greenwich St;at Horatio St;;Meatpacking District;(212-929-8210);Spanish;823 Greenwich St
El Maguey y La Tuna;;321 E Houston St;between Attorney and Ridge Sts;;Lower East Side;(212-473-3744);Mexican;321 E Houston St
El Malecon No. 2;764 Amsterdam Ave;;;;;;;
El Malecon Restaurant;4141 Broadway;;;;;;;
El Parador Cafe;;325 E 34th St;between First and Second Aves;;Midtown East;(212-679-6812);Mexican;325 E 34th St
El Paso;;134 W Houston St;between MacDougal and Sullivan Sts;;Greenwich Village;(212-673-0828);Mexican;134 W Houston St
El Paso Taqueria;;64 E 97th St;between Madison and Park Aves;;Upper East Side;(212-996-1739);Mexican;64 E 97th St
El Portal Restaurant (CLOSED);;95 Allen St;between Broome and Delancey Sts;;Lower East Side;(212-226-2345);Mexican;95 Allen St
El Quijote;;226 W 23rd St;between Seventh and Eighth Aves;;Chelsea;(212-929-1855);Spanish;226 W 23rd St
El Quinto Pino;;401 W 24th St;at Ninth Ave;;Chelsea;(212-206-6900);Spanish;401 W 24th St
El Ranchito;;4129 Broadway;between 174th and 175th Sts;;Washington Heights;(212-928-0866);Latin American: El Salvadoran;4129 Broadway
El Rey del Sol;;232 W 14th St;between Seventh and Eighth Aves;;West Village;(212-229-0733);Mexican;232 W 14th St
El Toro Partido;;3431 Broadway;between 139th and 140th Sts;;Columbia University–City College;(212-281-1587);Mexican;3431 Broadway
Elaine’s;;1703 Second Ave;between 88th and 89th Sts;;Upper East Side;(212-534-8103);Italian;1703 2nd Ave
Elephant & Castle;;68 Greenwich Ave;between Sixth Ave and Seventh Ave South;;West Village;(212-243-1400);American;68 Greenwich Ave
Elettaria;;33 W 8th St;between Fifth and Sixth Aves;;Greenwich Village;(212-677-3833);Eclectic;33 W 8th St
Eleven Madison Park;;11 Madison Ave;at 24th St;;Gramercy/Flatiron;(212-889-0905);American Creative;11 Madison Ave
Elio’s;;1621 Second Ave;between 84th and 85th Sts;;Upper East Side;(212-772-2242);Italian;1621 2nd Ave
Elizabeth;;265 Elizabeth St;between E Houston and Prince Sts;;Chinatown/Little Italy;(212-334-2426);Eclectic;265 Elizabeth St
Elmo;;156 Seventh Ave;between 19th and 20th Sts;;Chelsea;(212-337-8000);American;156 7th Ave
Elvie’s Turo-Turo;;214 First Ave;between 12th and 13th Sts;;East Village;(212-473-7785);Asian: Filipino;214 1st Avenue
Elyssa Dido;;85 Orchard St;between Broome and Grand Sts;;Lower East Side;(212-991-9880);Middle Eastern;85 Orchard St
Elyssa Dido (CLOSED);85 Orchard St;;;;;;;
Emilio’s Ballato;;55 E Houston St;between Mott and Mulberry Sts;;Chinatown/Little Italy;(212-274-8881);Italian;55 E Houston St
Empanada Joe’s;;683 Eighth Ave;at 43rd St;;Midtown West;(212-977-2600);Latin American;683 8th Ave
Empanada Joe’s (CLOSED);683 Eighth Ave;;;;;;;
Empanada Mama;;793 Ninth Ave;at 51st St;;Midtown West;(212-698-9008);Latin American;793 9th Ave
Empire Diner;;210 Tenth Ave;at 22nd St;;Chelsea;(212-243-2736);Cafés & diners;210 Amsterdam Ave
Empire Szechuan;;193 Columbus Ave;between 68th and 69th Sts;;Upper West Side;(212-496-8778);Chinese;193 Columbus Ave
Employees Only;;510 Hudson St;between Christopher and W 10th Sts;;West Village;(212-242-3021);American Creative;510 Hudson St
Energy Kitchen;;417 W 47th St;between Ninth and Tenth Aves;;Midtown West;(212-333-3500);American;417 W 47th St
Energy Kitchen;;764 Second Ave;between 40th and 41st Sts;;Midtown East;(212-687-4100);American;764 2nd Ave
English is Italian (CLOSED);;622 Third Ave;at 40th St;;Midtown East;(212-404-1700);Italian;622 3rd Ave
Ennio & Michael;;539 La Guardia Pl;between Bleecker and W 3rd Sts;;Greenwich Village;(212-677-8577);Italian;539 LaGuardia Pl
Ennju;;20 E 17th St;between Sixth Ave and Broadway;;Gramercy/Flatiron;(646-336-7004);Japanese;20 E 17th St
Enoteca DiPalo;;200 Grand St;at Mott St;;Lower East Side;(no phone yet);Food or Beverage Shop;200 Grand St
Enoteca i Trulli;;124 E 27th St;between Park Ave South and Lexington Ave;;Gramercy/Flatiron;(212-481-7372);Italian;27th and lex
Epicerie;;168–170 Orchard St;at Stanton St;;Lower East Side;(212-420-7520);French;168 Orchard St
Epices du Traiteur;;103 W 70th St;between Columbus Ave and Broadway;;Upper West Side;(212-579-5904);Mediterranean;103 W 70th St
Epistrophy;;200 Mott St;between Kenmare and Spring Sts;;Chinatown/Little Italy;(212-966-0904);Cafés & diners;200 Mott St
Erminia;;250 E 83rd St;between Second and Third Aves;;Upper East Side;(212-879-4284);Italian;250 E 83rd St
Esashi;;32 Ave A;between 2nd and 3rd Sts;;East Village;(212-505-8726);Japanese;32 Avenue A
Esca;;402 W 43rd St;at Ninth Ave;;Midtown West;(212-564-7272);Italian;402 W 43rd St
Esperanto;;145 Ave C;at 9th St;;East Village;(212-505-6559);Latin American;145 Loisaida Ave
Essex;;120 Essex St;at Rivington St;;Lower East Side;(212-533-9616);Eclectic;120 Essex St
Estancia 460;;460 Greenwich St;between Desbrosses and Watts Sts;;Tribeca;(212-431-5093);Argentine;460 Greenwich St
