restaurant;address;addressFix
Burritoville;866 3rd Avenue Lbby;866 3rd Ave, New York, NY 10022, United States
Burritoville;298 Bleecker Street;298 Bleecker St, New York, NY 10014, USA
Burritoville;36 Water Street;36 Water St, Vancouver, BC V6B 0B7, Canada
Burritoville;1606 3rd Ave;1606 3rd Ave
Burritoville;20 John Street;20 John St, Toronto, ON M5V 0G5, Canada
Burritoville;116 Chambers;116 Chambers St, New York, NY 10007, USA
Burritoville;625 9th Avenue Frnt;625 9th Ave, New York, NY 10036, USA
Burritoville;141 2nd Avenue Frnt;141 2nd Ave, New York, NY 10003, USA
Burritoville;166 West 72nd Street Ph;166 W 72nd St, New York, NY 10023, USA
Burritoville Inc;1487 2nd Avenue;1487 2nd Ave, New York, NY 10075, USA
Bus Stop;597 Hudson Street;597 Hudson St, New York, NY 10014, USA
Bus Stop Luncheonette;2082 Lexington Avenue;2082 Lexington Ave, New York, NY 10035, USA
Bus Stop Restaurant;3341 Broadway;3341 Broadway, New York, NY 10031, USA
Business Center at the Pierre;2 East 61st Street;2 E 61st St, New York, NY 10065, USA
Bussola Bar & Grill;65 4th Avenue Frnt;65 4th Ave, New York, NY 10003, USA
Butai Restaurant;115 East 18;115 E 18th St, New York, NY 10003, USA
Butcher Block Coffee Shop;258 West 31st Street;258 W 31st St, Chicago, IL 60616, USA
Butler Restaurant;145 Fulton St;145 Fulton St
Butter Restaurant;415 Lafayette Street;415 Lafayette St, New York, NY 10003, USA
Buttercup Bake Shop;973 2 Av;973 2 Av
Butterfield 8;170 E 81st St;170 E 81st St, New York, NY 10028, USA
Butterfield 8;5 Eeast 38th Street;E 38th St, New York, NY 10016, USA
Butterfly Grill Inc;189 Bleecker;189 Bleecker St, New York, NY 10012, USA
Buzina Pop;1022 Lexington A Avenue @ 73rd St;1022 Lexington Ave, New York, NY 10021, USA
Byblos Restaurant Inc;200 E 39th St # 1;200 E 39th St #1, New York, NY 10016, USA
C & F Restaurant;171 Hester Street Frnt;171 Hester St, New York, NY 10013, USA
C 3 Restaurant & Lounge;103 Waverly Pl;103 Waverly Pl, New York, NY 10011, USA
C B G B Pizza;315 Bowery Frnt;315 Bowery Frnt
C Js Bar Grill;390 8th Ave;390 8th Ave, New York, NY 10001, USA
C T Cafe;201 Clinton;201 Clinton Ave, Brooklyn, NY 11205, USA
C'Est Bon Cafe;11 East 55th Street;11 E 55th St, New York, NY 10022, USA
C-Note Corporation;157 Avenue Centre;157 Avenue Centre
CARA MIA;654 9th Avenue;654 9th Ave, New York, NY 10036, USA
CBGB;315 Bowery;315 Bowery
CECI Restaurant;78 Sherman Avenue;78 Sherman Ave, Jersey City, NJ 07307, USA
CHA Cha's in Bocca AL LUPO;113 Mulberry Street;113 Mulberry St, New York, NY 10013, USA
CHO GA Restaurant;145 Bleecker Street;145 Bleecker St, New York, NY 10012, USA
CHOY GUNN Heung Vegetarian Restaurant;48 Bowery;48 Bowery, New York, NY 10013, USA
COSI Sandwich Bar Inc;257 Park Avenue South;257 Park Ave S, New York, NY 10010, USA
COSI Sandwich Shop;165 East 52nd Street;165 E 52nd St, New York, NY 10022, USA
Cabana;1022 Third Avenue;1022 3rd Ave, New York, NY 10065, USA
Cabana;89 South St;89 South St, New York, NY 10038, USA
Cabana Carioca;123 West 45th Street;123 W 45th St, New York, NY 10036, USA
Cabrini Grocery;71 Cabrini Blvd;71 Cabrini Blvd
Cacique Jamaican Restaurant Inc;94 Greenwich Street;94 Greenwich St, New York, NY 10013, USA
Cactus Cafe;1 W 3rd St;1 W 3rd St
Caesar's;58 E 34th St;58 E 34th St, New York, NY 10016, USA
Caeser's Palace Pizza;493 Amstrdm Av;493 Amsterdam Ave, New York, NY 10024, USA
Cafe 114 Mac Dougal Inc;114 Macdougal Street Frnt;114 MacDougal St, New York, NY 10012, United States
Cafe 18 Giovi;8 E 18th St;8 E 18th St, New York, NY 10003, USA
Cafe 2000;204 West 79th Street;204 W 79th St, New York, NY 10024, USA
Cafe 201;201 Varick Street;201 Varick St, New York, NY 10014, USA
Cafe 21;21 W 58th St;21 W 58th St, New York, NY 10019, USA
Cafe 22;2309 Adam Clayton Powell;2309 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA
Cafe 27;250 West 27th Street;250 W 27th St, New York, NY 10001, USA
Cafe 34;250 West 34th Street;250 W 34th St, New York, NY 10119, USA
Cafe 39 Gourmet Deli;62 West 39th Street;62 W 39th St, New York, NY 10018, USA
Cafe 50 West;50 West 22nd Street;50 W 22nd St, New York, NY 10010, USA
Cafe 79;1514 1st Avenue;1514 1st Avenue, New York, NY 10075, USA
Cafe 900;900 1st Avenue;900 1st Avenue
Cafe Alrgo;3387 Broadway;3387 Broadway, New York, NY 10031, USA
Cafe Alyss;222 Thompson St;222 Thompson St, New York, NY 10012, USA
Cafe Ametller;35 Christopher;35 Christopher St, New York, NY 10014, USA
Cafe Amore Pizza Restaurant;104 East 14th Street;104 E 14th St, New York, NY 10003, USA
Cafe Angelique;68 Bleecker Street;68 Bleecker St, New York, NY 10012, USA
Cafe Asean;117 West 10th Street;117 W 10th St, New York, NY 10011, USA
Cafe Atomico;225 5th Ave;225 5th Ave, New York, NY 10010, USA
Cafe Barbizon;140 E 63rd St;140 E 63rd St, New York, NY 10065, USA
Cafe Basil;762 3 Av;762 3 Av
Cafe Biondo;141 Mulberry St;141 Mulberry St, New York, NY 10013, USA
Cafe Bistro;15 Penn Plz;401 7th Ave, New York, NY 10001, United States
Cafe Bonjour;20 East 39th Street;20 E 39th St, New York, NY 10016, USA
Cafe Bonjour Deli & Pizza;18 West 38;18 W 38th St, New York, NY 10018, USA
Cafe Bonjour Too;2 East 39th Street;2 E 39th St, New York, NY 10016, USA
Cafe Borgia;185 Bleecker St;185 Bleecker St, New York, NY 10012, USA
Cafe Borgia II;161 Prince Street;161 Prince St, New York, NY 10012, USA
Cafe Botanica;160 Central Park S;160 Central Park S, New York, NY 10019, USA
Cafe Boulud;20 East 76th Street;20 E 76th St, New York, NY 10021, USA
Cafe Brasil;746 9th Ave;746 9th Ave, New York, NY 10019, USA
Cafe Bravo;52 Broadway;52 Broadway, New York, NY 10004, USA
Cafe Bubuline Inc;115 East 57th Street;115 E 57th St, New York, NY 10022, USA
Cafe Buon Gusto Due Inc;249 West 26;249 W 26th St, New York, NY 10001, USA
Cafe Buon Gusto Due Inc;249 W 26th St;249 W 26th St, New York, NY 10001, USA
Cafe Cafe;470 Broome Street;470 Broome St, New York, NY 10013, USA
Cafe Carlyle;35 East 76th Street;35 E 76th St, New York, NY 10021, USA
Cafe Centosette;160 2nd Avenue;160 2nd Avenue
Cafe Centro;200 Park Ave Metlife Bldg;200 Park Ave, New York, NY 10166, United States
Cafe Centro;200 Park Ave # 1;MetLife Building, 200 Park Ave #1, New York, NY 10166, USA
Cafe Centro at MetLife BLDG - Party Info;888 7th Avenue Floor 25;888 7th Avenue, Floor 25, New York, NY 10106, USA
Cafe Charbon-Epicerie;170 Orchard Street;170 Orchard St, New York, NY 10002, USA
Cafe Chin Chin;936 2nd Ave;936 2nd Ave, New York, NY 10022, USA
Cafe Classico;35 West 57th Street Frnt;35 West 57th Street Frnt
Cafe Colonial;73 East Houston Street;73 E Houston St, New York, NY 10012, USA
Cafe Con Leche;726 Amsterdam Avenue Frnt;726 Amsterdam Ave, New York, NY 10025, USA
Cafe Con Leche;424 Amsterdam Avenue;424 Amsterdam Ave, New York, NY 10024, USA
Cafe Concepts;888 7th Avenue Suite 203;888 7th Avenue, #203, New York, NY 10106, USA
Cafe Cosenza;126 W 32nd St;126 W 32nd St, New York, NY 10001, USA
Cafe Creative;100 Park Avenue Lbby;100 Park Ave, Fort Lee, NJ 07024, USA
Cafe Creole Inc;99 Macdougal St;99 MacDougal St, New York, NY 10012, USA
Cafe Crocodile;354 E 74th St;354 E 74th St, New York, NY 10021, USA
Cafe Daniello's Pizzeria Restaurant;Italian;Italian
Cafe Daniello's Pizzeria Restaurant;1072 2 Av;1072 2 Av
Cafe Del Mar;89 Macdougal;89 MacDougal St, New York, NY 10012, USA
Cafe Delbar;945 Columbus Avenue;945 Columbus Ave, New York, NY 10025, USA
Cafe Des Artistes;1 West 67th Street;1 W 67th St, New York, NY 10023, USA
Cafe Des Sports;329 W 51st St;329 W 51st St, New York, NY 10019, USA
Cafe Deville;103 3rd Ave;3rd Ave, New York, NY, USA
Cafe Dixie Rose;388 Broome Street;388 Broome St, New York, NY 10013, USA
Cafe Du Soleil;245 West 104;245 W 104th St, New York, NY 10025, USA
Cafe DuPont;1038 1st Avenue;1038 1st Avenue, New York, NY 10022, USA
Cafe Dunkin Donuts;210 E 14th St;210 E 14th St, New York, NY 10003, USA
Cafe Eighty Two;2282 Broadway;2282 Broadway, New York, NY 10024, USA
Cafe El Portal;174 Elizabeth Street;174 Elizabeth St, New York, NY 10012, USA
Cafe Espanol;172 Bleecker St;172 Bleecker St, New York, NY 10012, USA
Cafe Espanol On Carmine;78 Carmine Street;78 Carmine St, New York, NY 10014, USA
Cafe Europa;205 West 57th Street;205 W 57th St, New York, NY 10019, USA
Cafe Europa;1177 Avenue Of The Americ;Americas Tower, New York, NY 10036, USA
Cafe Europa of 57th St Inc;205 West 57th Street;205 W 57th St, New York, NY 10019, USA
Cafe Express;348 7th Avenue;348 7th Avenue
Cafe Fes;246 W 4th St;246 West 4th Street, New York, NY 10011, USA
Cafe Fonduta;120 E 57th St;120 E 57th St, New York, NY 10022, USA
Cafe Fonduta Pasta;32 Water Street;32 Water St, Brooklyn, NY 11201, USA
Cafe Fresh;1241 Amsterdam Av;1241 Amsterdam Ave, New York, NY 10027, USA
Cafe GIGI;417 East 9th Street Frnt;417 E 9th St, New York, NY 10009, USA
Cafe Giardinetto;735 2nd Avenue;735 2nd Ave, New York, NY 10016, USA
Cafe Gitane;242 Mott St;242 Mott St, New York, NY 10012, USA
Cafe Grand Marnier;211 W 56th St;211 W 56th St, New York, NY 10019, USA
Cafe Greco;1390 2 Av;1390 2 Av
Cafe Habana;229 Elizabeth Street;229 Elizabeth Street
Cafe Hanover;5 Hanover Square;5 Hanover Square, New York, NY 10004, USA
Cafe Health Exchange;2 Maiden Lane;2 Maiden Lane
Cafe Hoggar;73 Second Ave;73 2nd Ave, New York, NY 10003, USA
Cafe I Ii Iii;2 Park Ave # 1;2 Park Ave #1, New York, NY 10016, USA
Cafe Iguana;240 West 54;240 W 54th St, New York, NY 10019, USA
Cafe International;1518 1st Ave # 1;1518 1st Ave # 1
Cafe Journal;47 E 29th St;47 E 29th St, New York, NY 10016, USA
Cafe Jupiter;228 W 10th St;228 W 10th St, New York, NY 10014, USA
Cafe K;8 East 48th Street Frnt;8 E 48th St # 3E, New York, NY 10017, United States
Cafe LA Palette;50 Macdougal Street Frnt;50 MacDougal St, New York, NY 10012, USA
Cafe LALO;201 West 83rd Street Frnt;201 W 83rd St, New York, NY 10024, United States
Cafe LUKA;1319 1st Avenue;1319 1st Avenue, New York, NY 10021, USA
Cafe La Fontaine;36 E 4th St;36 E 4th St, New York, NY 10003, USA
Cafe Lin Inc;106 Delancey Street;106 Delancey St, New York, NY 10002, USA
Cafe Loon Loon;160 East 25th Street;160 E 25th St, New York, NY 10010, USA
Cafe Loup;105 West 13th Street;105 W 13th St, New York, NY 10011, USA
Cafe Luxembourg;200 West 70th Street;200 W 70th St, New York, NY 10023, USA
Cafe M;995 5th Ave;995 5th Ave, New York, NY 10028, USA
Cafe Margaux;175 Avenue B;175 Avenue B, New York, NY 10009, USA
Cafe Mark;125 East 23rd Street;125 E 23rd St, New York, NY 10010, USA
Cafe Mauriya Garden;129 East 27th Street Frnt;129 E 27th St, New York, NY 10016, USA
Cafe Medina;9 East 17th Street;9 E 17th St, New York, NY 10003, USA
Cafe Metro;75 Rockefeller Plz;75 Rockefeller Plz
Cafe Metro;127 East 60th Street Frnt;127 E 60th St, New York, NY 10022, USA
Cafe Metro;466 Lexington Avenue;466 Lexington Ave, New York, NY 10017, USA
Cafe Metro;530 Fashion Avenue;530 7th Ave, New York, NY 10018, USA
Cafe Metro;1221 Avenue Of The Americ;1221 Avenue of the Americas, New York, NY 10020, USA
Cafe Metro Express;400 Madison Avenue;400 Madison Ave, New York, NY 10017, USA
Cafe Metropolitian;14 E 53rd St;14 E 53rd St, New York, NY 10022, USA
Cafe Mingala;1393B 2nd Avenue;1393B 2nd Ave, New York, NY 10021, USA
Cafe Mogador;101 Saint Marks Place;101 St Marks Pl, New York, NY 10009, USA
Cafe Mona Lisa;122 Christopher;122 Christopher
Cafe Monas Place;344 Lexington Ave;344 Lexington Ave, New York, NY 10016, USA
Cafe Monte;58 2 Av;58 2 Av
Cafe Mozart;154 W 70th St Off Broadway;154 W 70th St #200, New York, NY 10023, United States
Cafe Napoleon;365 West 50th Street Frnt;365 W 50th St, New York, NY 10019, USA
Cafe Napoli;191 Hester Street;191 Hester St, New York, NY 10013, USA
Cafe Napoli;191 Hester St;191 Hester St, New York, NY 10013, USA
Cafe Nicholson Inc;323 East 58th Street;323 E 58th St, New York, NY 10022, USA
Cafe Noir;32 Grand St;32 Grand St, New York, NY 10013, USA
Cafe Nosidam;768 Madison Avenue;768 Madison Ave, New York, NY 10065, USA
Cafe Ole;453 West 54th Street;453 W 54th St, New York, NY 10019, USA
Cafe On Broadway;2350 Broadway;2350 Broadway, New York, NY 10024, USA
Cafe Opaline;580 Madison Av;580 Madison Ave, New York, NY 10022, USA
Cafe Orlin;41 St Marks Pl;39 St Marks Inc, 41 St Marks Pl, New York, NY 10003, USA
Cafe Pappagallo;891 8th Ave;891 8th Ave, New York, NY 10019, USA
Cafe Rakka;(212) 982-9166;(212) 982-9166
Cafe Rakka;81 Saint Marks Place;81 St Marks Pl, New York, NY 10003, USA
Cafe Restaurant Du Cervin;13 S William St;13 S William St, New York, NY 10004, USA
Cafe Restaurant El International Inc;616 Amsterdam Avenue;616 Amsterdam Ave, New York, NY 10024, USA
Cafe Risque;2 Bank Street Frnt;2 Bank St, New York, NY 10014, USA
Cafe Roma;175 West 90th Street Apt 3K;175 W 90th St #3K, New York, NY 10024, USA
Cafe Roma Pizzeria;459 Park Ave S;459 Park Ave S, New York, NY 10016, USA
Cafe Ronda;249 Columbus Avenue;249 Columbus Ave, New York, NY 10023, USA
Cafe Rustico East Trattoria Pizza & Past;230 East 29;230 E 29th St, New York, NY 10016, USA
Cafe Sabarsky;1048 5th Avenue;1048 5th Ave, New York, NY 10028, USA
Cafe Sage;108 John;108 John St, Greenwich, CT 06831, USA
Cafe San Martin;143 East 49th Street;143 E 49th St, New York, NY 10017, USA
Cafe Sorrento;132 Mulberry St;132 Mulberry St, New York, NY 10013, USA
Cafe Spice;109 East 42nd Street;109 E 42nd St, New York, NY 10017, USA
Cafe Spice Inc;72 University Pl;72 University Pl, New York, NY 10003, USA
Cafe St John;1018 Amsterdam Ave;1018 Amsterdam Ave, New York, NY 10025, USA
Cafe St. Bart's;109 E 50th St;109 E 50th St, New York, NY 10022, USA
Cafe Stromboli;30 E 13th St;30 E 13th St, New York, NY 10003, USA
Cafe Tal;11 W 47th St;11 W 47th St, New York, NY 10036, USA
Cafe Tartufo;1081 3rd Ave;1081 3rd Ave
Cafe Thirty-First;220 West 31st Street;220 W 31st St, New York, NY 10001, USA
Cafe Tina;184 Prince Street Apt 1;184 Prince St #1, New York, NY 10012, USA
Cafe Tina;287 Bleecker St;287 Bleecker St, New York, NY 10014, USA
Cafe Topsy;575 Hudson Street;575 Hudson St, New York, NY 10014, USA
Cafe Trend Inc;596 3rd Avenue;596 3rd Avenue
Cafe Trevi;1570 1st Avenue;1570 1st Avenue, New York, NY 10028, USA
Cafe Un Deux Trois;123 W 44th St;123 W 44th St, New York, NY 10036, USA
Cafe Usa;220 E 42nd St # 16;220 E 42nd St Fl 16, New York, NY 10017, USA
Cafe Variety;118 3rd Ave;118 3rd Ave
Cafe Venezia;56 E 41st St;56 E 41st St, New York, NY 10017, USA
Cafe Viva Natural Pizza;179 2nd Ave;179 2nd Ave
Cafe WHA;115 Macdougal Street;115 MacDougal St, New York, NY 10012, USA
Cafe Wall St;80 Wall Street Ph;80 Wall St, New York, NY 10005, USA
Cafe Word Of Mouth;1012 Lexington Ave;1012 Lexington Ave, New York, NY 10021, USA
Cafe Yola;337 E 10th St # 1;337 E 10th St #1, New York, NY 10009, USA
Cafe de Milan;54 East 59th Street;54 E 59th St, New York, NY 10022, USA
Cafe de Paris;924 Second Avenue;924 2nd Ave, New York, NY 10022, USA
Cafe'o;622 3rd Avenue;622 3rd Ave, New York, NY 10017, USA
Cafecito;185 Avenue Centre;185 Avenue Centre
Cafeteria;119 7th Avenue;119 7th Ave, New York, NY 10010, USA
Cafeteria Corporate Office;54 West 21st Street;54 W 21st St, New York, NY 10010, USA
Caffe Bacio;1223 3rd Avenue;1223 3rd Avenue
Caffe Bianco Inc;1486 2nd Avenue;1486 2nd Ave, New York, NY 10075, USA
Caffe Buon Giorno Inc;162 E 55th St;162 E 55th St, New York, NY 10022, USA
Caffe Buon Gusto;1009 Second Ave;1009 2nd Ave, New York, NY 10022, USA
Caffe Buon Gusto;236 E. 77th Street;236 E 77th St, New York, NY 10075, USA
Caffe Cielo;881 8th Avenue;881 8th Ave, New York, NY 10019, USA
Caffe Dante Inc;79 Macdougal Street Frnt;79 MacDougal St, New York, NY 10012, USA
Caffe Del Corso;19 West 55;19 W 55th St, New York, NY 10019, USA
Caffe Del Corso;19 W 55th St;19 W 55th St, New York, NY 10019, USA
Caffe Dell'artista;46 Greenwich Avenue;46 Greenwich Ave, New York, NY 10011, USA
Caffe Della Pace;48 East 7th Street Frnt;48 E 7th St, New York, NY 10003, United States
Caffe Forte Inc;754 9th Ave;754 9th Ave, New York, NY 10019, USA
Caffe Grazie;26 East 84th Street Frnt;26 E 84th St, New York, NY 10028, USA
Caffe Linda;145 East 49th Street;145 E 49th St, New York, NY 10017, USA
Caffe Medical;1268 2nd Avenue;1268 2nd Ave, New York, NY 10065, USA
Caffe Palermo;148 Mulberry St;148 Mulberry St
Caffe Popolo;351 Columbus Ave;351 Columbus Ave, Boston, MA 02116, USA
Caffe Reggio;119 Macdougal Street;119 MacDougal St, New York, NY 10012, USA
Caffe Rellini;206 Thompson Street;206 Thompson St, New York, NY 10012, USA
Caffe Rosso;284 West 12;284 W 12th St, New York, NY 10014, USA
Caffe Torino;139 W. 10th St;139 W 10th St, New York, NY 10014, USA
Caffe Tosca;260 E 72nd St;260 E 72nd St, New York, NY 10021, USA
Caffe Valdino Inc;225 Sullivan Street Frnt;225 Sullivan St, New York, NY 10012, USA
Caffe Vivaldi;32 Jones Street Frnt;32 Jones St, New York, NY 10014, USA
Caffe Vivaldi;32 Jones St;32 Jones St, New York, NY 10014, USA
Caffe' Rafaella;134 7th Avenue South;134 7th Ave, San Francisco, CA 94118, USA
Cajun Cafe;901 Avenue Of The Americ;901 Avenue Of The Americ
Cajun Cafe & Grill;901 Avenue Of The Americas;901 6th Ave, New York, NY 10001, USA
Cajun Restaurant;129 8th Ave;129 8th Ave, New York, NY 10011, USA
Cal's;55 W 21st St;55 W 21st St, New York, NY 10010, USA
Calcutta Cafe;2735 Broadway;2735 Broadway
Calcutta Cuisine Of India;175 East 83;175 E 83rd St, New York, NY 10028, USA
Calcutta Restaurant Inc;324 East 6th Street Frnt;324 E 6th St, New York, NY 10003, USA
Caliban;360 3rd Avenue Frnt;360 3rd Ave, Brooklyn, NY 11215, USA
Calico Jack's Cantina;800 2nd Avenue;800 2nd Ave, New York, NY 10017, USA
Calidad Latina Restaurant;132 9 Av;132 9 Ave SW, High River, AB T1V 1A4, Canada
Caliente Cab CO;61 7th Avenue South Frnt;61 7th Ave S, New York, NY 10014, United States
Caliente Cab CO;21 Waverly Place;21 Waverly Pl, New York, NY 10003, USA
California Burrito;750 7th Ave;750 7th Avenue, New York, NY 10019, USA
California Burrito;100 W 33rd St # 7;100 W 33rd St #7, New York, NY 10001, USA
California Burrito;172 7th Ave;172 7th Ave, New York, NY 10011, USA
California Burrito CO;250 Vesey Street;250 Vesey Street
California Burrito Co;295 Park Ave S;295 Park Ave S, New York, NY 10010, USA
California Lovers Corporation;38 Union Square East;38 Union Square E, New York, NY 10003, USA
California Pizza Kitchen;201 E 60th St;201 E 60th St, Los Angeles, CA 90003, USA
California Pizza Oven;122 University Place;122 University Pl, New York, NY 10003, USA
Calle OCHO;446 Columbus Av;446 Columbus Ave, New York, NY 10024, USA
Calo & Co;18 E 41stst Grround;18 E 41st St, New York, NY 10017, USA
Camaje;85 Macdougal;85 MacDougal St, New York, NY 10012, USA
Camaradas El Barrio;2241 1 Av;2241 1st Avenue, New York, NY 10029, USA
Camba Lache;406 East 64;406 E 64th St, New York, NY 10065, USA
Camel Cafe;28 West 33rd Street;28 W 33rd St, New York, NY 10001, USA
Camel Cafe;5 E 19th St;5 E 19th St, New York, NY 10003, USA
Camilles Restaurants;1135 Amsterdam Av;1135 Amsterdam Ave, New York, NY 10025, USA
Camino Sur;336 West 37;336 W 37th St, New York, NY 10018, USA
Campagna;24 East 21st Street;24 E 21st St, New York, NY 10010, USA
Campagnola Restaurant;1382 1st Avenue Frnt;1382 1st Avenue, New York, NY 10021, USA
Campanile Restaurant Inc;30 East 29th Street;30 E 29th St, New York, NY 10016, USA
Campus Eatery;31 West 4th Street;31 West 4th Street, New York, NY 10012, USA
Campus Eatery;31 W 4th St # 1;31 W 4th St #1, New Castle, DE 19720, USA
Can Restaurant;482 W Broadway;482 W Broadway, New York, NY 10012, USA
Canaan Japanese Restaurant;154 West 29th Street;154 W 29th St, New York, NY 10001, USA
Canal House;310 W Broadway;310 W Broadway, New York, NY 10013, USA
