0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Salmon River;Murray Hill;3 East 40th Street;3 E 40th St;New York;NY;Seafood;$$;;Salmon River;Midtown East; 3 E 40th St-between Fifth and Madison Aves;3 E 40th St;New York;NY;Seafood;;
Salmon River;Midtown East;;nan;;;;;;Salmon River;Midtown East; 3 E 40th St-between Fifth and Madison Aves;3 E 40th St;New York;NY;Seafood;;
Salt;SOHO;58 Macdougal St;58 MacDougal St;New York;NY;American;$$$;;Salt;Soho; 58 MacDougal St-between Houston and Prince Sts;58 MacDougal St;New York;NY;American;;
Salt;SoHo;;;;;;;;Salt;Soho; 58 MacDougal St-between Houston and Prince Sts;58 MacDougal St;New York;NY;American;;
Salt Bar;Lower East Side;29 Clinton St;29 Clinton St;New York;NY;American;$$$;;Salt Bar;Lower East Side; 29A Clinton St-between Houston and Stanton Sts;29a Clinton St;New York;NY;American;;
Sardi's;Midtown West;234 West 44th Street;234 W 44th St;New York;NY;Continental;$$$;;Sardi's;Midtown West; 234 W 44th St-between Broadway and Eighth Ave;234 W 44th St;New York;NY;American;;
Saucy;Upper East Side;1409 York Avenue;1409 York Ave;New York;NY;International;$$;;Saucy;Upper East Side; 1409 York Ave-at 75th St;1409 York Ave;New York;NY;Eclectic;;
Scaletta;Midtown West;50 W 77th St;50 W 77th St;New York;NY;Italian;$$$;;Scaletta;nan;50 W 77th St-Btwn Columbus Ave & CPW;50 W 77th St;New York;NY;;;nan
Scarlatto;Midtown West;250 W 47th St;250 W 47th St;New York;NY;Italian;$$;;Scarlatto;Midtown West; 250 W 47th St-between Broadway and Eighth Ave;250 W 47th St;New York;NY;Italian;;
Scarpetta;Meatpacking District;355 W 14th St;355 W 14th St;New York;NY;Italian;$$$$;;Scarpetta;Meatpacking District; 355 W 14th St-at Ninth Ave;355 W 14th St;New York;NY;Italian;;
Sea;East Village;75 Second Ave;75 2nd Ave;New York;NY;Asian;$;;Sea;;75 2nd Avenue;75 2nd Ave;New York, NY, 10003;NY;;;
Sea Grill;Midtown West;19 West 49th Street;19 W 49th St;New York;NY;Seafood;$$$$;;Sea Grill;;19 West 49th Street;19 W 49th St;;NY;;;
Sequoia;Wall Street;Pier 17;89 South St;New York;NY;Seafood;$$;;Sequoia;;0south street Seaport Pier 17 0-;89 South St;;NY;;;
Serendipity 3;Upper East Side;225 E 60th St;225 E 60th St;New York;NY;American;$;;Serendipity 3;Upper East Side; 225 E 60th St-between Second and Third Aves;225 E 60th St;New York;NY;American;;
Sezz Medi';Harlem;1260 Amsterdam Ave;1260 Amsterdam Ave;New York;NY;Mediterranean;$$;;Sezz Medi';Columbia University–City College;1260 Amsterdam Avenue;1260 Amsterdam Ave;New York;NY;;;Mediterranean
Shake Shack;Upper West Side;366 Columbus Ave;366 Columbus Ave;New York;NY;American;$$;;Shake Shack;Upper West Side; 366 Columbus Ave-at 77th St;366 Columbus Ave;New York;NY;American;;
Sip Sak;Midtown East;928 Second Ave;928 2nd Ave;New York;NY;Middle Eastern;$;;Sip Sak;Midtown East; 928 Second Ave-between 49th and 50th Sts;928 2nd Ave;New York;NY;Turkish;;
Slane;West Village;102 MacDougal St;102 MacDougal St;New York;NY;Irish;$$;;Slane;;102 MacDougal St-At Bleecker St;102 MacDougal St;;NY;;;
Smorgas Chef;Midtown East;;;;;;;;Smorgas Chef;Midtown East; 924 Second Ave-at 49th St;924 2nd Ave;New York;NY;Scandinavian;;
Snack;SOHO;105 Thompson St;105 Thompson St;New York;NY;Greek;$;;Snack;Soho; 105 Thompson St-between Prince and Spring Sts;105 Thompson St;New York;NY;Greek;;
Snack;SoHo;;nan;;;;;;Snack;Soho; 105 Thompson St-between Prince and Spring Sts;105 Thompson St;New York;NY;Greek;;
Sofrito;;400 E. 57th St.;400 E 57th St;New York;NY;Nuevo Latino;$$;;Sofrito;Midtown East; 400 E 57th St-between First Ave and Sutton Pl;400 E 57th St;New York;NY;Caribbean: Puerto Rican;;
Sofrito;Midtown East;;;;;;;;Sofrito;Midtown East; 400 E 57th St-between First Ave and Sutton Pl;400 E 57th St;New York;NY;Caribbean: Puerto Rican;;
Solera;Midtown East;216 E 53rd St;216 E 53rd St;New York;NY;Spanish;$$$;;Solera;Midtown East; 216 E 53rd St-between Second and Third Aves;216 E 53rd St;New York;NY;Spanish;;
Soto;Greenwich Village;357 Sixth;357 6th Ave;New York;NY;Sushi;$$$;;Soto;West Village; 357 Sixth Ave-at Washington Pl;357 6th Ave;New York;NY;Japanese;;
Soto;West Village;;;;;;;;Soto;West Village; 357 Sixth Ave-at Washington Pl;357 6th Ave;New York;NY;Japanese;;
Southside Cafe;Theater;252 W 47th Street;252 W 47th St;New York;NY;Italian;$$;;Southside Cafe;;252 W 47th St;252 W 47th St;New York;NY;;;
Spice Market;Meatpacking District;403 W 13th St;403 W 13th St;New York;NY;Malaysian;$$$;;Spice Market;Meatpacking District; 403 W 13th St-at Ninth Ave;403 W 13th St;New York;NY;Indian;;
Spotlight Live;Theater;1604 Broadway;1604 Broadway;New York;NY;American;$$$$;;Spotlight Live;Midtown West; 1604 Broadway-between 48th and 49th Sts;1604 Broadway;New York;NY;American;;
Spotted Pig;West Village;The, 314 W 11th St;314 W 11th St;New York;NY;British;$$$;;Spotted Pig;West Village;314 W 11th St.;314 W 11th St;New York;NY;;;
Stand;Greenwich Village;24 E. 12th Street;24 E 12th St;New York;NY;American;$;;Stand;Greenwich Village; 24 E 12th St-between Fifth Ave and University Pl;24 E 12th St;New York;NY;American;;
Stanton Social;Lower East Side;99 Stanton St;99 Stanton St;New York;NY;International;$$$;;Stanton Social;;99 Stanton Street;99 Stanton St;New York, NY, 10002;NY;;;
Sugiyama;Midtown West;251 W 55th St;251 W 55th St;New York;NY;Japanese;$$$$;;Sugiyama;Midtown West; 251 W 55th St-between Broadway and Eighth Ave;251 W 55th St;New York;NY;Japanese;;
Swagat Indian Cuisine;;411a Amsterdam Ave;411A Amsterdam Ave;New York;NY;;;;Swagat Indian Cuisine;nan;411A Amsterdam Avenue;411A Amsterdam Ave;New York;NY;;;nan
Swizz;Midtown West;310 W 53rd St;310 W 53rd St;New York;NY;Swiss;$$;;Swizz;Midtown West;310 W 53rd St-At 8th Ave;310 W 53rd St;New York;NY;;;Eclectic
Taboon;Midtown West;773 10th Ave;773 10th Ave;New York;NY;Mediterranean;$$$;;Taboon;Midtown West; 773 Tenth Ave-at 52nd St;773 10th Ave;New York;NY;Middle Eastern;;
Tailor;;525 Broome St.;525 Broome St;New York;NY;;;;Tailor;Soho; 525 Broome St-between Thompson and Sullivan Sts;525 Broome St;New York;NY;Cafés & diners;;
Tailor;SoHo;;525 Broome St;;;;;;Tailor;Soho; 525 Broome St-between Thompson and Sullivan Sts;525 Broome St;New York;NY;Cafés & diners;;
Tang Pavilion;Midtown West;65 W 55th St;65 W 55th St;New York;NY;Chinese;$$;;Tang Pavilion;Midtown West; 65 W 55th St-between Fifth and Sixth Aves;65 W 55th St;New York;NY;Chinese;;
Tao;Midtown East;42 E 58th Street;42 E 58th St;New York;NY;Asian;$$$;;Tao;Midtown East; 42 E 58th St-between Madison and Park Aves;42 E 58th St;New York;NY;Asian: Pan-Asian;;
Taormina;Little Italy;147 Mulberry St;147 Mulberry St;New York;NY;Italian;$$;;Taormina;nan;147 Mulberry Street;147 Mulberry St;New York;NY;;;nan
Tavern on the Green;;Central Park W.;Central Park West;New York;NY;;;;Tavern on the Green;Upper West Side; Central Park West-at 67th St;Central Park West;New York;NY;American;;
Tavern on the Green;Upper West Side;;Central Park West & W 67th St;;;;;;Tavern on the Green;Upper West Side; Central Park West-at 67th St;Central Park West;New York;NY;American;;
Tavern on the Green;Upper West Side;;Central Park West & W 67th St;;;;;;Tavern on the Green;Upper West Side; Central Park West-at 67th St;Central Park West;New York;NY;American;;
Tavern on the Green;Upper W. Side;;nan;;;;;;Tavern on the Green;Upper West Side; Central Park West-at 67th St;Central Park West;New York;NY;American;;
Telepan;Midtown West;72 West 69th Street;72 W 69th St;New York;NY;American;$$$$;;Telepan;Upper West Side; 72 W 69th St-at Columbus Ave;72 W 69th St;New York;NY;American;;
Telepan;Upper W. Side;;nan;;;;;;Telepan;Upper West Side; 72 W 69th St-at Columbus Ave;72 W 69th St;New York;NY;American;;
The American;NoLita;235 Mulberry St.;235 Mulberry St;New York;NY;American;$;;The American;;235 Mulberry Street;235 Mulberry St;New York, NY, 10012;NY;;;
The Cafe Carlyle;;35 E 76 St;35 E 76th St;New York;NY;;;;The Cafe Carlyle;;35 East 76th Street;35 E 76th St;;NY;;;
The New French;Greenwich Village;522 Hudson St;522 Hudson St;New York;NY;French;$$$;;The New French;West Village; 522 Hudson St-at 10th St;522 Hudson St;New York;NY;Eclectic;;
The New French;West Village;;;;;;;;The New French;West Village; 522 Hudson St-at 10th St;522 Hudson St;New York;NY;Eclectic;;
The Redhead;East Village;349 E. 13th Street;349 E 13th St;New York;NY;American;$$$;;The Redhead;East Village; 349 E 13th St-between First and Second Aves;349 E 13th St;New York;NY;American;;
Three Of Cups;East Village;83 First Ave;83 1st Avenue;New York;NY;Italian;$;;Three Of Cups;;83 1st Ave;83 1st Avenue;New York;NY;;;
Tia Pol;Chelsea;205 Tenth Ave;205 Amsterdam Ave;New York;NY;Spanish;$$;;Tia Pol;Chelsea; 205 Tenth Ave-between 22nd and 23rd Sts;205 Amsterdam Ave;New York;NY;Spanish;;
Tocqueville;Union Square;1 E 15th St;1 E 15th St;New York;NY;American;$$$$;;Tocqueville;Gramercy/Flatiron; 1 E 15th St-between Fifth Ave and Union Sq West;1 E 15th St;New York;NY;American Creative;;
Tomoe Sushi;Greenwich Village;172 Thompson St;172 Thompson St;New York;NY;Sushi;$$;;Tomoe Sushi;Greenwich Village; 172 Thompson St-between Bleecker and Houston Sts;172 Thompson St;New York;NY;Japanese;;
Troy Turkish Grill;Midtown West;539 9th Ave;539 9th Ave;New York;NY;Turkish;$;;Troy Turkish Grill;Midtown West;539 9th Ave-At 40th St;539 9th Ave;New York;NY;;;Turkish
Turkish Cuisine;Midtown West;631 9th Ave;631 9th Ave;New York;NY;Middle Eastern;$$;;Turkish Cuisine;;631 9th Avenue Frnt;631 9th Ave;New York;NY;;;
Turkish Kitchen;Midtown East;386 Third Ave;386 3rd Ave;New York;NY;Turkish;$$$$;;Turkish Kitchen;Gramercy/Flatiron; 386 Third Ave-between 27th and 28th Sts;386 3rd Ave;New York;NY;Turkish;;
Turkish Kitchen;Gramercy;;;;;;;;Turkish Kitchen;Gramercy/Flatiron; 386 Third Ave-between 27th and 28th Sts;386 3rd Ave;New York;NY;Turkish;;
Utsav;Midtown West;1185 Sixth Ave, 2nd Fl;1185 6th Ave 2nd Fl;New York;NY;Indian;$$$;;Utsav;Midtown West;1185 Sixth Ave -between 46th and 47th Stsentrance on 46th St;;New York;NY;Indian;;
Varietal;Chelsea;138 W. 25th Street;138 W 25th St;New York;NY;American;$$$$;;Varietal;;138 West 25th Street;138 W 25th St;New York, NY, 10001;NY;;;
Veniero's;East Village;342 E 11th St;342 E 11th St;New York;NY;American;$;;Veniero's;;342 E 11th St-Btwn 1st & 2nd Ave;342 E 11th St;;NY;;;
Veritas;Union Square;43 E 20th St;43 E 20th St;New York;NY;American;$$$$;;Veritas;Gramercy/Flatiron; 43 E 20th St-between Broadway and Park Ave South;43 E 20th St;New York;NY;American Creative;;
Veritas;Gramercy / Flatiron;;;;;;;;Veritas;Gramercy/Flatiron; 43 E 20th St-between Broadway and Park Ave South;43 E 20th St;New York;NY;American Creative;;
Vintage Irving;Union Square;118A E. 15th St.;118A E 15th St;New York;NY;Small Plates;$$$;;Vintage Irving;Gramercy/Flatiron; 118A E 15th St-between Union Sq East and Irving Pl;118A E 15th St;New York;NY;Mediterranean;;
Waikiki Wally's;East Village;101 East 2nd Street;101 E 2nd St;New York;NY;Hawaiian;$$$;;Waikiki Wally's;;101 East 2nd Street;101 E 2nd St;;NY;;;
Wd-50;Murray Hill;50 Clinton St;50 Clinton St;New York;NY;American;$$$$;;Wd-50;;50 Clinton Street;50 Clinton St;New York, NY, 10002;NY;;;
Whym;;889 Ninth Ave.;889 9th Ave;New York;NY;;;;Whym;Midtown West; 889 Ninth Ave-at 58th St;889 9th Ave;New York;NY;American;;
Whym;Midtown West;;;;;;;;Whym;Midtown West; 889 Ninth Ave-at 58th St;889 9th Ave;New York;NY;American;;
Wild Ginger;;51 Grove St.;51 Grove St;New York;NY;Thai;$$$;;Wild Ginger;West Village; 51 Grove St-between Seventh Ave South and Bleecker St;51 Grove St;New York;NY;Asian: Pan-Asian;;
Wild Ginger;West Village;;;;;;;;Wild Ginger;West Village; 51 Grove St-between Seventh Ave South and Bleecker St;51 Grove St;New York;NY;Asian: Pan-Asian;;
Wo Hop Restaurant;;17 Mott St;17 Mott St;New York;NY;;;;Wo Hop Restaurant;;17 Mott St;17 Mott St;New York;NY;;;
Won Jo;Midtown West;23 W 32nd St;23 W 32nd St;New York;NY;Korean;$$;;Won Jo;Midtown West; 23 W 32nd St-between Fifth Ave and Broadway;23 W 32nd St;New York;NY;Korean;;
Woo Lae Oak;SOHO;148 Mercer St;148 Mercer St;New York;NY;Korean;$$$;;Woo Lae Oak;Soho; 148 Mercer St-between Houston and Prince Sts;148 Mercer St;New York;NY;Korean;;
Woo Lae Oak;SoHo;;148 Mercer St;;;;;;Woo Lae Oak;Soho; 148 Mercer St-between Houston and Prince Sts;148 Mercer St;New York;NY;Korean;;
Yuka;;1557 2nd Ave;1557 2nd Ave;New York;NY;;;;Yuka;nan;1557 2nd Ave-Btwn 80th & 81st St;1557 2nd Ave;New York;NY;;;nan
Yuki Sushi;Upper West Side;656 Amsterdam Ave;656 Amsterdam Ave;New York;NY;Sushi;$;;Yuki Sushi;;656 Amsterdam Ave-At 92nd St;656 Amsterdam Ave;;NY;;;
Zen Palate;Midtown West;;;;;;;;Zen Palate;Midtown West; 663 Ninth Ave-at 46th St;663 9th Ave;New York;NY;Vegetarian & Organic;;
Zeytin;Upper West Side;519 Columbus Ave;519 Columbus Ave;New York;NY;Turkish;$$;;Zeytin;Upper West Side; 519 Columbus Ave-at 85th St;519 Columbus Ave;New York;NY;Turkish;;
Zoe;SOHO;90 Prince St;90 Prince St;New York;NY;American;$$$;;Zoe;;90 Prince St-Btwn Bway & Mercer St;90 Prince St;;NY;;;
Zoma;Harlem;2084 Frederick Douglass Blvd.;2084 Frederick Douglass Blvd;New York;NY;Ethiopian;$$;;Zoma;Harlem; 2084 Frederick Douglass Blvd (Eighth Ave)-at 113th St;2084 Frederick Douglass Blvd;New York;NY;African: Ethiopian;;
Zona Rosa;;40 W 56th St;40 W 56th St;New York;NY;;;;Zona Rosa;Midtown West; 40 W 56th St-between Fifth and Sixth Aves;40 W 56th St;New York;NY;Mexican;;
Zuni;Theater;598 Ninth Ave;598 9th Ave;New York;NY;American;$$;;Zuni;Midtown West; 598 Ninth Ave-between 42nd and 43rd Sts;598 9th Ave;New York;NY;American Regional;;
Zuni;Midtown West;;;;;;;;Zuni;Midtown West; 598 Ninth Ave-between 42nd and 43rd Sts;598 9th Ave;New York;NY;American Regional;;
p*ong;Greenwich Village;150 W. 10th Street;150 W 10th St;New York;NY;Dessert;$$;;p*ong;;150 W 10th St-At Waverly Pl;150 W 10th St;;NY;;;
41 Greenwich Avenue;West Village;;;;;;;;41 Greenwich Avenue;West Village;41 Greenwich Avenue;41 Greenwich Ave;New York;NY;;;
508;SoHo;508 Greenwich St at Spring St;508 Greenwich St;;;;;;508;Soho; 508 Greenwich St-between Canal and Spring Sts;508 Greenwich St;New York;NY;Mediterranean;;
88 Orchard;Lower East Side;;;;;;;;88 Orchard;Lower East Side; 88 Orchard St-between Broome and Grand Sts;88 Orchard St;New York;NY;Cafés;;
Aburiya Kinnosuke;Midtown East;;;;;;;;Aburiya Kinnosuke;Midtown East; 213 E 45th St-between Second and Third Aves;213 E 45th St;New York;NY;Japanese;;
Adä;Midtown East;;;;;;;;Adä;Midtown East; 208 E 58th St-between Second and Third Aves;208 E 58th St;New York;NY;Indian;;
Ago;Tribeca;;;;;;;;Ago;Tribeca; 377 Greenwich St-at North Moore St;377 Greenwich St;New York;NY;Italian;;
Alcala;Midtown East;;;;;;;;Alcala;Midtown East; 342 E 46th St-between First and Second Aves;342 E 46th St;New York;NY;Spanish;;
Alfanoose;Financial/Battery Pk;;;;;;;;Alfanoose;Financial District; 8 Maiden Lane-between Broadway and Nassau Sts;8 Maiden Ln;New York;NY;Middle Eastern;;
Aloe;East Village;;;;;;;;Aloe;East Village;406 E 9th St-At Ave A;406 E 9th St;New York;NY;;;American Creative
American Grill;East Village;;;;;;;;American Grill;East Village;117 2nd Ave.;117 2nd Ave;New York;NY;;;nan
Arium;Meatpacking District;;;;;;;;Arium;Meatpacking District; 31 Little West 12th St-between Greenwich and Washington Sts;31 Little W 12th St;New York;NY;Cafés & diners;;
Ariyoshi;East Village;806 Broadway btwn 11th and 12th Sts;806 Broadway btwn 11th and 12th Sts;;;;;;Ariyoshi;East Village; 806 Broadway-between 11th and 12th Sts;806 Broadway;New York;NY;Japanese;;
At Vermilion;Midtown East;;;;;;;;At Vermilion;Midtown East; 480 Lexington Ave-at 46th St;480 Lexington Ave;New York;NY;Eclectic;;
BXL Cafe;Midtown West;;;;;;;;BXL Cafe;Midtown West; 125 W43rd St-between Sixth and Seventh Ave;125 W 43rd St;New York;NY;Belgian;;
Bacaro;Lower East Side;;;;;;;;Bacaro;Lower East Side; 136 Division St-between Ludlow and Orchard Sts;136 Division St;New York;NY;Italian;;
Back Forty;East Village;;;;;;;;Back Forty;East Village; 190 Ave B-between 11th and 12th Sts;190 Avenue B;New York;NY;American;;
Bamboo 52;Midtown West;;;;;;;;Bamboo 52;Midtown West; 344 W 52nd St-between Eighth and Ninth Aves;344 W 52nd St;New York;NY;Asian: Pan-Asian;;
Bamiyan;Gramercy;;;;;;;;Bamiyan;Gramercy/Flatiron; 358 Third Ave-at 26th St;358 3rd Ave;New York;NY;Afghan;;
Bao Noodles;Gramercy;;;;;;;;Bao Noodles;Gramercy/Flatiron; 391 Second Ave-between 22nd and 23rd Sts;391 2nd Ave;New York;NY;Vietnamese;;
Baoguette;Gramercy;;;;;;;;Baoguette;Gramercy/Flatiron; 61 Lexington Ave-between 25th and 26th Sts;61 Lexington Ave;New York;NY;Vietnamese;;
Bar 6;Greenwich Village;502 Sixth Ave btwn 12th and 13th Sts;502 Sixth Ave btwn 12th and 13th Sts;;;;;;Bar 6;Greenwich Village; 502 Sixth Ave-between 12th and 13th Sts;502 6th Ave;New York;NY;French;;
Bar Blanc;West Village;;;;;;;;Bar Blanc;West Village; 142 W 10th St-between Greenwich Ave and Waverly Pl;142 W 10th St;New York;NY;French;;
Bar Blanc;Greenwich Village;142 W 10th St btwn Greenwich Ave and...;142 W 10th St;;;;;;Bar Blanc;West Village; 142 W 10th St-between Greenwich Ave and Waverly Pl;142 W 10th St;New York;NY;French;;
Bar Milano;Gramercy;;;;;;;;Bar Milano;Gramercy/Flatiron;323 3rd Ave-At 24th St;323 3rd Ave;New York;NY;;;Italian
Bar Stuzzichini;Gramercy / Flatiron;;;;;;;;Bar Stuzzichini;Gramercy/Flatiron; 928 Broadway-between 21st and 22nd Sts;928 Broadway;New York;NY;Italian;;
Bar Veloce;Chelsea;;;;;;;;Bar Veloce;Chelsea; 176 Seventh Ave-between 20th and 21st Sts;176 7th Ave;New York;NY;Italian;;
Barbarini Alimentari;Financial/Battery Pk;;;;;;;;Barbarini Alimentari;Financial District; 225 Front St-between Beekman St and Peck Slip;225 Front St;New York;NY;Italian;;
Barna;Gramercy;;;;;;;;Barna;Gramercy/Flatiron; 365 Park Ave South-at 26th St;365 Park Ave S;New York;NY;Spanish;;
Basta Pasta;Chelsea;;;;;;;;Basta Pasta;Chelsea; 37 W 17th St-between Fifth and Sixth Aves;37 W 17th St;New York;NY;Italian;;
Belcourt;East Village;;;;;;;;Belcourt;East Village; 84 E 4th St-at Second Ave;84 E 4th St;New York;NY;Mediterranean;;
Bistro Desaret;Midtown East;;;;;;;;Bistro Desaret;Midtown East; 227 E 56th St-between Second and Third Aves;227 E 56th St;New York;NY;French;;
Bistro Le Steak;Upper East Side;;;;;;;;Bistro Le Steak;Upper East Side; 1309 Third Ave-at 75th St;1309 3rd Ave;New York;NY;French;;
Bistro Ten 18;Upper W. Side;;nan;;;;;;Bistro Ten 18;Upper West Side; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;NY;American;;
Bistro Ten 18;Upper W. Side;1018 Amsterdam Ave;1018 Amsterdam Ave;New York;NY;;$$;American;Bistro Ten 18;Upper West Side; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;NY;American;;
Bistrouge;East Village;;;;;;;;Bistrouge;East Village; 432 E 13th St-between First Ave and Ave A;432 E 13th St;New York;NY;Eclectic;;
Bocca di Bacco;Midtown West;;;;;;;;Bocca di Bacco;Midtown West; 828 Ninth Ave-between 54th and 55th Sts;828 9th Ave;New York;NY;Italian;;
Bongo;Chelsea;;;;;;;;Bongo;Chelsea; 299 Tenth Ave-between 27th and 28th Sts;299 10th Ave;New York;NY;Seafood;;
Brasserie 360;Upper East Side;;;;;;;;Brasserie 360;Upper East Side; 200 E 60th St-at Third Ave;200 E 60th St;New York;NY;French;;
Brasserie 52;Midtown West;;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 52;Midtown West; 772 Ninth Ave-between 51st and 52nd Sts;772 9th Ave;New York;NY;French;;
Brasserie 52;Midtown West;9 W 57th St;772 Ninth Ave btwn 51st and 52nd Sts;New York;NY;;$$$$;French;Brasserie 52;Midtown West; 772 Ninth Ave-between 51st and 52nd Sts;772 9th Ave;New York;NY;French;;
Brasserie 52;Midtown West;;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 52;Midtown West; 772 Ninth Ave-between 51st and 52nd Sts;772 9th Ave;New York;NY;French;;
Bruschetteria;Lower East Side;;;;;;;;Bruschetteria;Lower East Side; 92 Rivington St-between Ludlow and Orchard Sts;92 Rivington St;New York;NY;Cafés;;
Bubby’s;Tribeca;;;;;;;;Bubby’s;Tribeca; 120 Hudson St-at North Moore St;120 Hudson St;New York;NY;American;;
Butcher Bay;East Village;415 Lafayette St;511 E 5th St btwn Avenues A and B;New York;NY;;$$$;American;Butcher Bay;East Village; 511E 5th St-between Aves A and B;511E 5th St;New York;NY;American Regional;;
Buzina Pop;Upper East Side;;;;;;;;Buzina Pop;Upper East Side; 1022A Lexington Ave-at 73rd St;1022A Lexington Ave;New York;NY;Brazilian;;
Cabo Rojo;Chelsea;;;;;;;;Cabo Rojo;Chelsea; 254 Tenth Ave-between 24th and 25th Sts;254 10th Ave;New York;NY;Caribbean: Puerto Rican;;
Cafe Edison;Midtown West;;;;;;;;Cafe Edison;Midtown West;Hotel Edison -228 W 47th Stbetween Broadway and Eighth Ave;;New York;NY;American;;
Cafetasia;Greenwich Village;;;;;;;;Cafetasia;Greenwich Village; 38 E 8th St-between Greene St and University Pl;38 E 8th St;New York;NY;Asian: Pan-Asian;;
Café Condesa;West Village;;;;;;;;Café Condesa;West Village; 183 W 10th St-at W 4th St;183 W 10th St;New York;NY;American Creative;;
Café Grumpy;Chelsea;;;;;;;;Café Grumpy;Chelsea; 224 W 20th St-between Seventh and Eighth Aves;224 W 20th St;New York;NY;Cafés & diners;;
Café Loup;West Village;;;;;;;;Café Loup;West Village;105 W 13th St.;105 W 13th St;New York;NY;;;
