0_restaurant;0_neighborhood;0_address;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_address;1_country;1_neighborhood;1_type;1_phone;1_type_r
Josie's;Upper West Side;300 Amsterdam Avenue;New York;NY;International;$$;;Josie's;300 Amsterdam Avenue;New York, NY, 10023;;;;
Jules;East Village;65 St Marks Pl;New York;NY;French;$$;;Jules; 65 St Marks Pl-between First and Second Aves;New York;East Village;French;(212-477-5560);
Jules;E. Village;;;;;;;Jules; 65 St Marks Pl-between First and Second Aves;New York;East Village;French;(212-477-5560);
Kai;Upper East Side;822 Madison Ave;New York;NY;Japanese;$$$$;;Kai; 822 Madison Ave-between 68th and 69th Sts;New York;Upper East Side;Japanese;(212-988-7277);
Kai;Upper E. Side;;;;;;;Kai; 822 Madison Ave-between 68th and 69th Sts;New York;Upper East Side;Japanese;(212-988-7277);
Kaijou;Financial District;21 South End Street;New York;NY;Japanese;$$;;Kaijou;21 South End Ave-At W Thames St;;;;;
Kanoyama;East Village;175 Second Ave;New York;NY;Sushi;$$;;Kanoyama; 175 Second Ave-at 11th St;New York;East Village;Japanese;(212-777-5266);
Keens Steakhouse;Midtown West;72 W 36th St;New York;NY;Steakhouse;$$$;;Keens Steakhouse; 72 W 36th St-between Fifth and Sixth Aves;New York;Midtown West;Steakhouses;(212-947-3636);
Kefi;Upper West Side;222 W. 79th St.;New York;NY;Greek;$$$;;Kefi; 505 Columbus Ave-between 84th and 85th Sts;New York;Upper West Side;Greek;(212-873-0200);
Kefi;Upper W. Side;;;;;;;Kefi; 505 Columbus Ave-between 84th and 85th Sts;New York;Upper West Side;Greek;(212-873-0200);
Kellari Taverna;Midtown West;19 W 44th St;New York;NY;Greek;$$;;Kellari Taverna;19 West 44th Street;New York;;;;
Kelley & Ping;SOHO;127 Greene St;New York;NY;Asian;$;;Kelley & Ping;127 Greene Street;New York, NY, 10012;;;;
Kin Khao;SOHO;171 Spring Street;New York;NY;Asian;$$;;Kin Khao;171 Spring Street;New York, NY, 10012;;;;
Kittichai;Soho;;;;;;;Kittichai;60 Thompson Hotel -60 Thompson Stbetween Broome and Spring Sts;New York;Soho;Thai;(212-219-2000);
Kittichai;SoHo;;;;;;;Kittichai;60 Thompson Hotel -60 Thompson Stbetween Broome and Spring Sts;New York;Soho;Thai;(212-219-2000);
Klee Brasserie;Chelsea;200 9th Avenue;New York;NY;American;$$$;;Klee Brasserie; 200 Ninth Ave-between 22nd and 23rd Sts;New York;Chelsea;Eclectic;(212-633-8033);
Klong;East Village;7 St Marks Pl;New York;NY;Asian;$;;Klong; 7 St. Marks Pl-between Second and Third Aves;New York;East Village;Thai;(212-505-9955);
Knickerbocker Bar & Grill;Greenwich Village;33 University Pl;New York;NY;American;$$$;;Knickerbocker Bar & Grill;33 University Pl;New York;;;;
Koi;Midtown West;40 W 40th St;New York;NY;Asian;$$$$;;Koi;Bryant Park Hotel -40 W 40th Stbetween Fifth and Sixth Aves;New York;Midtown West;Japanese;(212-642-2100);
Kori;TriBeCa;253 Church St;New York;NY;Korean;$$;;Kori; 253 Church St-between Franklin and Leonard Sts;New York;Tribeca;Korean;(212-334-0908);
Kori;Tribeca;;;;;;;Kori; 253 Church St-between Franklin and Leonard Sts;New York;Tribeca;Korean;(212-334-0908);
Kum Gang San;Midtown West;49 W 32nd St;New York;NY;Korean;$$;;Kum Gang San; 49 W 32nd St-at Broadway;New York;Midtown West;Korean;(212-967-0909);
Kuma Inn;Lower East Side;113 Ludlow St;New York;NY;Southeast Asian;$$;;Kuma Inn; 113 Ludlow St-between Delancey and Rivington Sts;New York;Lower East Side;Asian: Pan-Asian;(212-353-8866);
Kuma Inn;Lower E. Side;;;;;;;Kuma Inn; 113 Ludlow St-between Delancey and Rivington Sts;New York;Lower East Side;Asian: Pan-Asian;(212-353-8866);
Kuruma Zushi;Midtown East;7 E 47th St, 2nd Fl;New York;NY;Sushi;$$$$$;;Kuruma Zushi;7 E 47th St -between Fifth and Madison Avessecond floor;New York;Midtown East;Japanese;(212-317-2802);
Kyma;Midtown West;300 W 46th St;New York;NY;Greek;$$$;;Kyma;300 West 46th Street;New York, NY, 10036;;;;
Kyo Ya;East Village;94 E 7th St;New York;NY;Japanese;$$$$;;Kyo Ya; 94 E 7th St-between First Ave and Ave A;New York;East Village;Japanese;(212-982-4140);
L'Ecole;SoHo;462 Broadway at Grand St;;;;;;L'Ecole;462 Broadway-At Grand St -;;;;;
La Belle Vie;Chelsea;184 Eighth Ave;New York;NY;French;$$;;La Belle Vie;184 8th Avenue;;;;;
La Bergamote;Chelsea;169 Ninth Ave;New York;NY;French;$;;La Bergamote;169 9th Avenue;New York, NY, 10011;;;;
La Goulue;Upper East Side;746 Madison Ave;New York;NY;French;$$$;;La Goulue; 746 Madison Ave-between 64th and 65th Sts;New York;Upper East Side;French;(212-988-8169);
La Goulue;Upper E. Side;;;;;;;La Goulue; 746 Madison Ave-between 64th and 65th Sts;New York;Upper East Side;French;(212-988-8169);
La Grenouille;Midtown East;3 E 52nd St;New York;NY;French;$$$$;;La Grenouille; 3 E 52nd St-between Fifth and Madison Aves;New York;Midtown East;French;(212-752-1495);
La Grenouille;Midtown West;;;;;;;La Grenouille; 3 E 52nd St-between Fifth and Madison Aves;New York;Midtown East;French;(212-752-1495);
La Grolla;;413 Amsterdam Ave;New York;NY;;;;La Grolla;413 Amsterdam Avenue;New York, NY, 10024;;;;
La Mela Ristorante;Little Italy;167 Mulberry St;New York;NY;Italian;$$;;La Mela Ristorante;167 Mulberry St;New York;;;;
La Paella;East Village;214 E Ninth St;New York;NY;Spanish;$$;;La Paella; 214 E 9th St-between Second and Third Aves;New York;East Village;Spanish;(212-598-4321);
La Paella;E. Village;;;;;;;La Paella; 214 E 9th St-between Second and Third Aves;New York;East Village;Spanish;(212-598-4321);
La Palapa;East Village;;;;;;;La Palapa; 77 St. Marks Pl-between First and Second Aves;New York;East Village;Mexican;(212-777-2537);
La Palapa;E. Village;;;;;;;La Palapa; 77 St. Marks Pl-between First and Second Aves;New York;East Village;Mexican;(212-777-2537);
La Tour;;1319 3rd Ave.;New York;NY;French;$$$$;;La Tour;1319 3rd Avenue;New York, NY, 10021;;;;
La Vineria;Midtown West;;;;;;;La Vineria; 727 Ninth Ave-between 49th and 50th Sts;New York;Midtown West;Italian;(212-258-2900);
Lan;East Village;56 Third Ave;New York;NY;Sushi;$$;;Lan; 56 Third Ave-between 10th and 11th Sts;New York;East Village;Japanese;(212-254-1959);
Lan;E. Village;;;;;;;Lan; 56 Third Ave-between 10th and 11th Sts;New York;East Village;Japanese;(212-254-1959);
Land;;450 Amsterdam Ave;New York;NY;;;;Land;450 Amsterdam Avenue;New York, NY, 10024;;;;
Land Thai Kitchen;Upper West Side;450 Amsterdam Ave;New York;NY;Thai;$$;;Land Thai Kitchen; 450 Amsterdam Ave-at 82nd St;New York;Upper West Side;Thai;(212-501-8121);
Land Thai Kitchen;Upper W. Side;;;;;;;Land Thai Kitchen; 450 Amsterdam Ave-at 82nd St;New York;Upper West Side;Thai;(212-501-8121);
Landmarc;Upper West Side;10 Columbus Circle, 3rd floor;New York;NY;French;$$$;;Landmarc;10 Columbus Circle-At 60th St;;;;;
Lavagna;East Village;;;;;;;Lavagna; 545 E 5th St-between Aves A and B;New York;East Village;Italian;(212-979-1005);
Lavagna;E. Village;;;;;;;Lavagna; 545 E 5th St-between Aves A and B;New York;East Village;Italian;(212-979-1005);
Le Bernardin;Midtown West;155 W 51st St;New York;NY;Seafood;$$$$$;;Le Bernardin; 155 W 51st St-between Sixth and Seventh Aves;New York;Midtown West;French;(212-489-1515);
Le Bilboquet;Upper East Side;25 E 63rd St;New York;NY;French;$$$;;Le Bilboquet; 25 E 63rd St-between Madison and Park Aves;New York;Upper East Side;French;(212-751-3036);
Le Bilboquet;Upper E. Side;;;;;;;Le Bilboquet; 25 E 63rd St-between Madison and Park Aves;New York;Upper East Side;French;(212-751-3036);
Le Gamin;West Village;522 Hudson St;New York;NY;French;$;;Le Gamin;132 Houston Street;New York, NY, 10012;;;;
Le Gigot;Greenwich Village;18 Cornelia St;New York;NY;French;$$$;;Le Gigot; 18 Cornelia St-between Bleecker and W 4th Sts;New York;West Village;French;(212-627-3737);
Le Gigot;West Village;;;;;;;Le Gigot; 18 Cornelia St-between Bleecker and W 4th Sts;New York;West Village;French;(212-627-3737);
Le Gigot;W. Village;;;;;;;Le Gigot; 18 Cornelia St-between Bleecker and W 4th Sts;New York;West Village;French;(212-627-3737);
Le Madeleine;Midtown West;403 W 43rd Street;New York;NY;French;$$$;;Le Madeleine;403 W 43rd St.;New York;West 40s;;;
Le Miu;East Village;;;;;;;Le Miu; 107 Ave A-between 6th and 7th Sts;New York;East Village;Japanese;(212-473-3100);
Le Monde;Upper W. Side;;;;;;;Le Monde; 2885 Broadway-between 112th and 113th Sts;New York;Upper West Side;French;(212-531-3939);
Le Monde;Upper West Side;2885 Broadway btwn 112th and 113th Sts;;;;;;Le Monde; 2885 Broadway-between 112th and 113th Sts;New York;Upper West Side;French;(212-531-3939);
Le Souk;East Village;;;;;;;Le Souk; 47 Ave B-between 3rd and 4th Sts;New York;East Village;Moroccan;(212-777-5454);
Le Souk;E. Village;;;;;;;Le Souk; 47 Ave B-between 3rd and 4th Sts;New York;East Village;Moroccan;(212-777-5454);
Le Zie 2000;Chelsea;172 Seventh Ave;New York;NY;Italian;$$;;Le Zie 2000; 172 Seventh Ave-between 20th and 21st Sts;New York;Chelsea;Italian;(212-206-8686);
Leela Lounge;Greenwich Village;;;;;;;Leela Lounge; 1 W 3rd St-between Broadway and Mercer St;New York;Greenwich Village;Indian;(212-529-2059);
Les Halles;Gramercy Park;411 Park Ave S;New York;NY;French;$$$;;Les Halles; 411 Park Ave South-between 28th and 29th Sts;New York;Gramercy/Flatiron;French;(212-679-4111);
Lima's Taste;West Village;122 Christopher St;New York;NY;South American;$;;Lima's Taste;122 Christopher St-At Bedford St;New York;West Village;;(212-242-0010);Peruvian
Lima's Taste;W. Village;;;;;;;Lima's Taste;122 Christopher St-At Bedford St;New York;West Village;;(212-242-0010);Peruvian
Lime Leaf;;2799 Broadway;New York;NY;;;;Lime Leaf; 2799 Broadway-at 108th St;New York;Upper West Side;Thai;(212-864-5000);
Lime Leaf;Upper West Side;;;;;;;Lime Leaf; 2799 Broadway-at 108th St;New York;Upper West Side;Thai;(212-864-5000);
Lisca;;660 Amsterdam Ave;New York;NY;;;;Lisca; 660 Amsterdam Ave-at 92 St;New York;Upper West Side;Italian;(212-799-3987);
Lisca;Upper W. Side;;;;;;;Lisca; 660 Amsterdam Ave-at 92 St;New York;Upper West Side;Italian;(212-799-3987);
Lisca;Upper West Side;;;;;;;Lisca; 660 Amsterdam Ave-at 92 St;New York;Upper West Side;Italian;(212-799-3987);
Little Giant;Lower East Side;85 Orchard St;New York;NY;American;$$$$;;Little Giant; 85 Orchard St-at Broome St;New York;Lower East Side;Cafés & diners;(212-226-5047);
Little Giant;Lower E. Side;;;;;;;Little Giant; 85 Orchard St-at Broome St;New York;Lower East Side;Cafés & diners;(212-226-5047);
Little Owl;West Village;90 Bedford Street;New York;NY;American;$$$;;Little Owl;90 Bedford;New York;West Village;;;
Lombardi's;NoLita;32 Spring St;New York;NY;Pizza;$;;Lombardi's;32 Spring St-At Mott St;;;;;
Lomito;SOHO;300 Spring St;New York;NY;Argentinean;$$$;;Lomito;300 Spring Street;;;;;
Londel's Supper Club;Harlem;2620 Frederick Douglas Blvd;New York;NY;Southern;$$;;Londel's Supper Club;2620 Frederick Douglass Blvd;New York, NY, 10030;;;;
Loreley;Lower E. Side;;;;;;;Loreley; 7 Rivington St-between Bowery and Chrystie St;New York;Lower East Side;German;(212-253-7077);
Loreley;Lower East Side;7 Rivington St btwn Bowery and Chrystie...;;;;;;Loreley; 7 Rivington St-between Bowery and Chrystie St;New York;Lower East Side;German;(212-253-7077);
Los Dos Molinos;Gramercy Park;119 E 18th St;New York;NY;Southwestern;$$;;Los Dos Molinos; 119 E 18th St-between Park Ave South and Irving Pl;New York;Gramercy/Flatiron;American Regional;(212-505-1574);
Loside;Lower East Side;157 E Houston Street;New York;NY;American;$;;Loside;157 East Houston Street;New York, NY, 10002;;;;
Lucien;East Village;14 1st Ave;New York;NY;French;$$;;Lucien; 14 First Ave-between 1st and 2nd Sts;New York;East Village;French;(212-260-6481);
Lucien;E. Village;;;;;;;Lucien; 14 First Ave-between 1st and 2nd Sts;New York;East Village;French;(212-260-6481);
Lucy Latin Kitchen;Flatiron;35 E 18th St;New York;NY;Nuevo Latino;$$$;;Lucy Latin Kitchen;35 East 18th Street;;;;;
Lupa;Greenwich Village;170 Thompson St;New York;NY;Italian;$$$$;;Lupa; 170 Thompson St-between Bleecker and Houston Sts;New York;Greenwich Village;Italian;(212-982-5089);
Macelleria;Meatpacking District;48 Gansevoort St;New York;NY;Italian;$$$;;Macelleria; 48 Gansevoort St-between Greenwich and Washington Sts;New York;Meatpacking District;Italian;(212-741-2555);
Mai House;TriBeCa;186 Franklin Street;New York;NY;Vietnamese;$$$;;Mai House; 186 Franklin St-between Greenwich and Hudson Sts;New York;Tribeca;Vietnamese;(212-431-0606);
Mai House;Tribeca;;;;;;;Mai House; 186 Franklin St-between Greenwich and Hudson Sts;New York;Tribeca;Vietnamese;(212-431-0606);
Malatesta Trattoria;West Village;649 Washington St;New York;NY;Italian;$$;;Malatesta Trattoria; 649 Washington St-at Christopher St;New York;West Village;Italian;(212-741-1207);
Malatesta Trattoria;W. Village;;;;;;;Malatesta Trattoria; 649 Washington St-at Christopher St;New York;West Village;Italian;(212-741-1207);
Malatesta Trattoria;Greenwich Village;;;;;;;Malatesta Trattoria; 649 Washington St-at Christopher St;New York;West Village;Italian;(212-741-1207);
Mama Mexico;Midtown East;2672 Broadway;New York;NY;;$$;Mexican;Mama Mexico;2672 Broadway;New York;;;;
Mamlouk;East Village;211 East 4th St;New York;NY;Middle Eastern;$$$;;Mamlouk;211 E. Fourth St.;New York;East Village;;;
Mamlouk;E. Village;;;;;;;Mamlouk;211 E. Fourth St.;New York;East Village;;;
Mandoo Bar;Midtown West;2 W 32nd St;New York;NY;Korean;$;;Mandoo Bar; 2 W 32nd St-between Fifth Ave and Broadway;New York;Midtown West;Korean;(212-279-3075);
Mara's Homemade;East Village;342 E Sixth St;New York;NY;Creole-Cajun;$$;;Mara's Homemade;342 East 6th Street;;;;;
Mare;Chelsea;198 Eighth Ave;New York;NY;Seafood;$$;;Mare; 198 Eighth Ave-at 20th St;New York;Chelsea;Seafood;(212-675-7522);
Maremma;West Village;228 W 10th St;New York;NY;Italian;$$$;;Maremma;228 W 10th St.;New York;West Village;;;
MarkJoseph Steakhouse;Financial District;261 Water St;New York;NY;Steakhouse;$$$$;;MarkJoseph Steakhouse; 261 Water St-at Peck Slip;New York;Financial District;Steakhouses;(212-277-0020);
MarkJoseph Steakhouse;Financial/Battery Pk;;;;;;;MarkJoseph Steakhouse; 261 Water St-at Peck Slip;New York;Financial District;Steakhouses;(212-277-0020);
Market Table;West Village;;;;;;;Market Table; 54 Carmine St-at Bedford St;New York;West Village;American;(212-255-2100);
Market Table;Greenwich Village;;;;;;;Market Table; 54 Carmine St-at Bedford St;New York;West Village;American;(212-255-2100);
Markt;Chelsea;;;;;;;Markt; 676 Sixth Ave-at 21st St;New York;Chelsea;Belgian;(212-727-3314);
Maroons;Chelsea;244 W 16th St;New York;NY;Southern;$$;;Maroons; 244 W 16th St-between Seventh and Eighth Aves;New York;Chelsea;Caribbean: Jamaican;(212-206-8640);
Marseille;Midtown West;630 Ninth Ave;New York;NY;French;$$$;;Marseille; 630 Ninth Ave-at 44th St;New York;Midtown West;French;(212-333-3410);
Mary's Fish Camp;West Village;64 Charles St;New York;NY;Seafood;$$;;Mary's Fish Camp;64 Charles Street;;;;;
Mary's Fish Camp;Greenwich Village;64 Charles St at 4th St;;;;;;Mary's Fish Camp;64 Charles Street;;;;;
Masa;Midtown West;10 Columbus Circle at 60th St;;;;;;Masa;Time Warner Center -10 Columbus Circleat 60th St;New York;fourth floor;(212-823-9800);Upper West Side;
Matsuri;Chelsea;;;;;;;Matsuri;Maritime Hotel -369 W 16th Stat Ninth Ave;New York;Chelsea;Japanese;(212-243-6400);
Max;East Village;1274 Amsterdam Ave;New York;NY;Italian;$;;Max; 51 Ave B-between 3rd and 4th Sts;New York;East Village;Italian;(212-539-0111);
Max;E. Village;;;;;;;Max; 51 Ave B-between 3rd and 4th Sts;New York;East Village;Italian;(212-539-0111);
Maya;Upper East Side;;;;;;;Maya; 1191 First Ave-between 64th and 65th Sts;New York;Upper East Side;Mexican;(212-585-1818);
Maya;Upper E. Side;;;;;;;Maya; 1191 First Ave-between 64th and 65th Sts;New York;Upper East Side;Mexican;(212-585-1818);
Megu;TriBeCa;62 Thomas St;New York;NY;Japanese;$$$$$;;Megu; 62 Thomas St-between Church St and West Broadway;New York;Tribeca;Japanese;(212-964-7777);
Megu;Tribeca;;;;;;;Megu; 62 Thomas St-between Church St and West Broadway;New York;Tribeca;Japanese;(212-964-7777);
Meltemi;Midtown East;905 First Ave;New York;NY;Greek;$$$;;Meltemi;905 1st Avenue;New York, NY, 10022;;;;
Mercadito;East Village;179 Ave B;New York;NY;Mexican;$$;;Mercadito; 179 Ave B-between 11th and 12th Sts;New York;East Village;Mexican;(212-529-6493);
Mercadito;West Village;;;;;;;Mercadito; 179 Ave B-between 11th and 12th Sts;New York;East Village;Mexican;(212-529-6493);
Mercadito;E. Village;;;;;;;Mercadito; 179 Ave B-between 11th and 12th Sts;New York;East Village;Mexican;(212-529-6493);
Mercadito Grove;West Village;100 Seventh Ave S;New York;NY;Mexican;$$;;Mercadito Grove; 100 Seventh Ave South-at Grove St;New York;West Village;Mexican;(212-647-0830);
Mercadito Grove;W. Village;;;;;;;Mercadito Grove; 100 Seventh Ave South-at Grove St;New York;West Village;Mexican;(212-647-0830);
Mercadito Grove;Greenwich Village;100 Seventh Ave So at Grove St;;;;;;Mercadito Grove; 100 Seventh Ave South-at Grove St;New York;West Village;Mexican;(212-647-0830);
Mercat;East Village;;;;;;;Mercat; 45 Bond St-between Bowery and Lafayette St;New York;East Village;Spanish;(212-529-8600);
Mercer Kitchen;SOHO;99 Prince Street;New York;NY;American;$$$$;;Mercer Kitchen;99 Prince Street;;;;;
Mesa Grill;Gramercy / Flatiron;;;;;;;Mesa Grill; 102 Fifth Ave-between 15th and 16th Sts;New York;Gramercy/Flatiron;American Regional;(212-807-7400);
Mexicana Mama;West Village;525 Hudson St;New York;NY;Mexican;$$;;Mexicana Mama; 525 Hudson St-between Charles and W 10th Sts;New York;West Village;Mexican;(212-924-4119);
Mexicana Mama;W. Village;;;;;;;Mexicana Mama; 525 Hudson St-between Charles and W 10th Sts;New York;West Village;Mexican;(212-924-4119);
Mexicana Mama;Greenwich Village;;;;;;;Mexicana Mama; 525 Hudson St-between Charles and W 10th Sts;New York;West Village;Mexican;(212-924-4119);
Mezzaluna;Upper East Side;1295 3rd Ave;New York;NY;American;$$;;Mezzaluna; 1295 Third Ave-between 74th and 75th Sts;New York;Upper East Side;Italian;(212-535-9600);
Mezzaluna;Upper E. Side;;;;;;;Mezzaluna; 1295 Third Ave-between 74th and 75th Sts;New York;Upper East Side;Italian;(212-535-9600);
Mi Cocina;West Village;57 Jane St;New York;NY;Mexican;$$$;;Mi Cocina;57 Jane St;New York;;;;
Michael's;Midtown West;24 W 55th St;New York;NY;Californian;$$$$;;Michael's;24 West 55th Street;;;;;
Mickey Mantle's;Midtown East;42 Central Park South;New York;NY;American;$$$;;Mickey Mantle's;42 Central Park S-Btwn 5th & 6th Ave;;;;;
Mill Korean;Harlem;2895 Broadway;New York;NY;Korean;$;;Mill Korean;2895 Broadway;New York, NY, 10025;;;;
Minetta Tavern;Greenwich Village;113 Macdougal Street;New York;NY;Italian;$$$;;Minetta Tavern; 113 MacDougal St-between Bleecker and W 3rd Sts;New York;Greenwich Village;Eclectic;(212-475-3850);
Mingala Burmese;Upper East Side;;;;;;;Mingala Burmese; 1393B Second Ave-between 72nd and 73rd Sts;New York;Upper East Side;Asian: Burmese;(212-744-8008);
Miracle Bar & Grill;West Village;415 Bleecker St;New York;NY;Southwestern;$$;;Miracle Bar & Grill;415 Bleecker St;New York;;;;
Miss Maude's Spoonbread Too;Harlem;547 Lenox Ave;New York;NY;Southern;$;;Miss Maude's Spoonbread Too;547 Lenox Avenue;New York;;;;
Mofongo Depot;Upper West Side;931 Amsterdam Ave;New York;NY;Nuevo Latino;$$;;Mofongo Depot; 931 Amsterdam Ave-between 105th and 106th Sts;New York;Upper West Side;Caribbean;(646-707-3904);
