restaurant;neighborhood;address;addressGoogle;country;country_code;type;cost;type_r
David Burke at Bloomingdale’s;Upper East Side;;;;;;;
Daydream;;;;;;;;
De Santos;West Village;;;;;;;
Dean's Family Style Restaurant and Pizzeria;Upper West Side;;;;;;;
Dean's Family Style Restaurant and Pizzeria;Midtown East;;;;;;;
Dean's Family Style Restaurant and Pizzeria;Tribeca;;;;;;;
Deborah—Life Love Food;West Village;;;;;;;
Defonte's;;;;;;;;
Degustation Wine & Tasting Bar;East Village;;;;;;;
Del Frisco's Double Eagle Steak House;Times Square;;;;;;;
Delectica;Murray Hill/Kips Bay;;;;;;;
Delicatessen;Nolita;;;;;;;
Delicia Brazil;West Village;;;;;;;
Delmonico Gourmet;Midtown East;;;;;;;
Delmonico Gourmet;Upper East Side;;;;;;;
Delmonico's;Financial/Battery Pk;;;;;;;
Demarchelier;Upper East Side;;;;;;;
Dennis Foy;Tribeca;;;;;;;
Dessert Delivery;Midtown East;;;;;;;
Destino;Midtown East;;;;;;;
DiFiore Marquet;West Village;;;;;;;
Diablo Royale;West Village;;;;;;;
Diamond Dairy;Midtown West;;;;;;;
Dieci;East Village;;;;;;;
Dil-e Punjab;Chelsea;;;;;;;
Dim Sum Go Go;Lower East Side;;;;;;;
Dirt Candy;East Village;;;;;;;
Dirty Bird To-Go;West Village;;;;;;;
Dishes;Midtown East;;;;;;;
District;Times Square;;;;;;;
Ditch Plains;West Village;;;;;;;
Diwan;Midtown East;;;;;;;
Dizzy's Club Coca-Cola;Midtown West;;;;;;;
Djerdan;Midtown West;;;;;;;
Do Hwa;West Village;;;;;;;
DoSirak;West Village;;;;;;;
Docks Oyster Bar & Seafood Grill;Midtown East;;;;;;;
Docks Oyster Bar & Seafood Grill;Upper West Side;;;;;;;
Dogmatic Dogs;;;;;;;;
Dojo;West Village;;;;;;;
Dok Suni's;East Village;;;;;;;
Dolcino;Murray Hill/Kips Bay;;;;;;;
Doma;West Village;;;;;;;
Domenico's;Midtown East;;;;;;;
Don Giovanni Ristorante;Hell's Kitchen;;;;;;;
Donald Sacks;Battery Park City;;;;;;;
Donburiya;Midtown East;;;;;;;
Donut Pub;Chelsea;;;;;;;
Doo Zo;West Village;;;;;;;
Double Crown;East Village;;;;;;;
Dovetail;Upper West Side;;;;;;;
Downtown Cipriani;Soho;;;;;;;
Doyers Vietnamese Restaurant;Chinatown;;;;;;;
Druids;Hell's Kitchen;;;;;;;
Duane Park;Tribeca;;;;;;;
Dublin 6;West Village;;;;;;;
Due;Upper East Side;;;;;;;
Due Amici;West Village;;;;;;;
Duke's;Murray Hill/Kips Bay;;;;;;;
Dumpling House;Lower East Side;;;;;;;
Dumpling Man;East Village;;;;;;;
Dylan Prime;Tribeca;;;;;;;
Dylan's Candy Bar;Upper East Side;;;;;;;
Dévi;Union Square;;;;;;;
EN Japanese Brasserie;West Village;;;;;;;
ETATS-UNIS;Upper East Side;;;;;;;
East Ocean Seafood Restaurant;Chinatown;;;;;;;
East Village Thai Restaurant;East Village;;;;;;;
East of Eighth;Chelsea;;;;;;;
Eat Here Now;Upper East Side;;;;;;;
Eat-pisode;Lower East Side;;;;;;;
Eatery;Hell's Kitchen;;;;;;;
Ecco!;Tribeca;;;;;;;
Ed's Lobster Bar;Soho;;;;;;;
Edgar's Cafe;Upper West Side;;;;;;;
Edward's;Tribeca;;;;;;;
Egg Custard King Two Cafe;Chinatown;;;;;;;
Eight Mile Creek;Nolita;;;;;;;
Eighty One;Upper West Side;;;;;;;
Eisenberg's Sandwich Shop;Flatiron;;;;;;;
El Castillo de Jagua Restaurant;Lower East Side;;;;;;;
El Centro;Hell's Kitchen;;;;;;;
El Charro Español;West Village;;;;;;;
El Cid;Chelsea;;;;;;;
El Cocotero;Chelsea;;;;;;;
El Maguey y La Tuna;Lower East Side;;;;;;;
El Malecón Restaurant;Upper West Side;;;;;;;
El Parador Café;Murray Hill/Kips Bay;;;;;;;
El Paso;West Village;;;;;;;
El Paso Taqueria;Spanish Harlem;;;;;;;
El Pote Español;Murray Hill/Kips Bay;;;;;;;
El Presidente;Wash Hts/Inwood;;;;;;;
El Quinto Pino;Chelsea;;;;;;;
El Rey Del Sol;West Village;;;;;;;
El Rinconcito;East Village;;;;;;;
El Rincón del Sabor;Midtown West;;;;;;;
El Sombrero (The Hat);Lower East Side;;;;;;;
Elaine’s;Upper East Side;;;;;;;
Elephant & Castle;West Village;;;;;;;
Elettaria;West Village;;;;;;;
Eleven Madison Park;Flatiron;;;;;;;
Eli's Vinegar Factory;Upper East Side;;;;;;;
Elio's;Upper East Side;;;;;;;
Elixir;West Village;;;;;;;
Ellen's Stardust Diner;Times Square;;;;;;;
Elvie's Turo-Turo;East Village;;;;;;;
Empanada Mama;Hell's Kitchen;;;;;;;
Empire Diner;Chelsea;;;;;;;
Empire Szechuan Village;West Village;;;;;;;
Emporium Brasil;Midtown West;;;;;;;
Ennio & Michael;West Village;;;;;;;
Epicerie Café Charbon;Lower East Side;;;;;;;
Epices du Traiteur;Upper West Side;;;;;;;
Esca;Hell's Kitchen;;;;;;;
Esperanto Cafe;West Village;;;;;;;
Estancia 460;Tribeca;;;;;;;
Etcetera Etcetera;Hell's Kitchen;;;;;;;
Ethos;Murray Hill/Kips Bay;;;;;;;
Etrusca;Midtown West;;;;;;;
Euro Corner Restaurant;Harlem;;;;;;;
Eva's;West Village;;;;;;;
Evergreen Shanghai;Murray Hill/Kips Bay;;;;;;;
Excellent Dumpling House;Chinatown;;;;;;;
Excellent Pork Chop House;Chinatown;;;;;;;
Express Cafe;West Village;;;;;;;
F&B güdtfood;Chelsea;;;;;;;
F. Illi Ponte Ristorante;Tribeca;;;;;;;
FR.OG;Soho;;;;;;;
Falai Panetteria;Lower East Side;;;;;;;
Famiglia;West Village;;;;;;;
Famous Ben’s Pizza;Soho;;;;;;;
Famous Ray’s of Greenwich Village;West Village;;;;;;;
Famous Seafood;Harlem;;;;;;;
Farinella;;;;;;;;
Fat Annie's Truck Stop;East Village;;;;;;;
Fatty Crab;West Village;;;;;;;
Fatty Crab;Upper West Side;;;;;;;
Fedora Restaurant;West Village;;;;;;;
Felice Wine Bar;Upper East Side;;;;;;;
Felix;Soho;;;;;;;
Ferro's;Midtown East;;;;;;;
Festival Mexicano Restaurant;Lower East Side;;;;;;;
Fiddlesticks Pub & Grill;West Village;;;;;;;
Fig & Olive;Meatpacking District;;;;;;;
Fig & Olive;Upper East Side;;;;;;;
Fig & Olive;Midtown East;;;;;;;
Figaro;Midtown West;;;;;;;
Fika;Midtown West;;;;;;;
Film Center Cafe;Hell's Kitchen;;;;;;;
Fino;Murray Hill/Kips Bay;;;;;;;
Fino Wall Street;Financial/Battery Pk;;;;;;;
Fiorini;Midtown East;;;;;;;
FireBird Russian Restaurant;Hell's Kitchen;;;;;;;
Firenze Ristorante;Upper East Side;;;;;;;
Fireside;Midtown East;;;;;;;
First Hungarian Literary Society;Upper East Side;;;;;;;
Fish;West Village;;;;;;;
Fishers of Men;Harlem;;;;;;;
Fishtail by David Burke;Midtown West;;;;;;;
Five Luck Restaurant;Upper East Side;;;;;;;
Five Napkin Burger;;;;;;;;
Five Points;East Village;;;;;;;
Fives;Midtown East;;;;;;;
Flex Mussels;Upper East Side;;;;;;;
Flor de Sol;Tribeca;;;;;;;
Flordita Tapas;Harlem;;;;;;;
Florencia 13;West Village;;;;;;;
Flowers Cafe;Lower East Side;;;;;;;
Focacceria;West Village;;;;;;;
Focolare;Little Italy;;;;;;;
Food Merchants Cafe & Market;Midtown East;;;;;;;
Food Merchants Cafe & Market;Times Square;;;;;;;
Food Merchants Cafe & Market;Murray Hill/Kips Bay;;;;;;;
Food Merchants Market & Cafe;Times Square;;;;;;;
Food Sing 88 Corp.;Chinatown;;;;;;;
Franchia;Murray Hill/Kips Bay;;;;;;;
Francisco's Centro Vasco;Chelsea;;;;;;;
Frank;East Village;;;;;;;
Frankie & Johnnie's Steakhouse;Times Square;;;;;;;
Frankies Spuntino 17 Clinton Street;Lower East Side;;;;;;;
Fraunces Tavern;Financial/Battery Pk;;;;;;;
Fred's;Upper West Side;;;;;;;
Fred's at Barneys New York;Upper East Side;;;;;;;
Frederick's Downtown;West Village;;;;;;;
FreeFoods NYC;Midtown West;;;;;;;
French Roast;West Village;;;;;;;
Fresco;Midtown East;;;;;;;
Fresco on the Go;Midtown East;;;;;;;
Fresh Basil's Trattoria;Midtown East;;;;;;;
Fresh Tortilla Express;Soho;;;;;;;
FreshCo Burrito Taco;West Village;;;;;;;
Fried Dumpling;Lower East Side;;;;;;;
Friend House 2;Gramercy;;;;;;;
Friend of a Farmer;Gramercy;;;;;;;
Friend's Cafe & Deli;West Village;;;;;;;
Fuleen Seafood Restaurant;Lower East Side;;;;;;;
Funayama;West Village;;;;;;;
Gaam;Midtown West;;;;;;;
Gabriela's Restaurante y Tequila Bar;Upper West Side;;;;;;;
Gaetana's;West Village;;;;;;;
Gahm Mi Oak;Midtown West;;;;;;;
Galanga;West Village;;;;;;;
Gallagher's Steak House;Times Square;;;;;;;
Gallo Nero Wine Bar & Grill;Hell's Kitchen;;;;;;;
Gama;East Village;;;;;;;
Gandhi;East Village;;;;;;;
Garage Restaurant & Café;West Village;;;;;;;
Garden Court Café;Upper East Side;;;;;;;
Gate House;Battery Park City;;;;;;;
Gauchas Empanadas;Upper East Side;;;;;;;
Gemini Diner;Murray Hill/Kips Bay;;;;;;;
Gemma;East Village;;;;;;;
Gena's Grill;East Village;;;;;;;
Gene's;West Village;;;;;;;
Genesis;Wash Hts/Inwood;;;;;;;
George's;Financial/Battery Pk;;;;;;;
Georgia's Eastside BBQ;Lower East Side;;;;;;;
Georgio's Country Grill;Hell's Kitchen;;;;;;;
Ghandi Cafe;West Village;;;;;;;
Ghenet;Nolita;;;;;;;
Giambelli 50th Restaurant;Midtown East;;;;;;;
Giano;East Village;;;;;;;
Gigino Trattoria;Tribeca;;;;;;;
Gigino at Wagner Park;Financial/Battery Pk;;;;;;;
Gilt;Midtown East;;;;;;;
Ginger;East Village;;;;;;;
Gino;Upper East Side;;;;;;;
Giorgio's;Upper East Side;;;;;;;
Giorgio's of Gramercy;Flatiron;;;;;;;
Giorgione;Soho;;;;;;;
Giovanni;Midtown West;;;;;;;
Giovanni Venti Cinque;Upper East Side;;;;;;;
Girasole;Upper East Side;;;;;;;
Go!Go! Curry;Midtown West;;;;;;;
Gobo;Upper East Side;;;;;;;
Gobo;West Village;;;;;;;
Gold St.;Financial/Battery Pk;;;;;;;
Golden Krust Caribbean Bakery & Grill;Midtown West;;;;;;;
Golden Unicorn Restaurant;Lower East Side;;;;;;;
Golden Woks;West Village;;;;;;;
Gonzalez y Gonzalez;East Village;;;;;;;
Gonzo;West Village;;;;;;;
Good Burger;Midtown East;;;;;;;
Good Health;Upper East Side;;;;;;;
Good Portions;Murray Hill/Kips Bay;;;;;;;
Gotham Bar and Grill;West Village;;;;;;;
Gottino;West Village;;;;;;;
Grace;Tribeca;;;;;;;
Grace's Trattoria;Upper East Side;;;;;;;
Gradisca;West Village;;;;;;;
Graffiti;East Village;;;;;;;
Gramercy Tavern;Flatiron;;;;;;;
Grand Bar & Lounge;Soho;;;;;;;
Grand Central Oyster Bar & Restaurant;Midtown East;;;;;;;
Grand Harmony Restaurant;Little Italy;;;;;;;
Grand Sichuan;West Village;;;;;;;
Grand Sichuan International;Chelsea;;;;;;;
Grand Sichuan International;East Village;;;;;;;
Grand Sichuan NY;Murray Hill/Kips Bay;;;;;;;
Grano Trattoria;West Village;;;;;;;
Grape and Grain;East Village;;;;;;;
Great Burrito;Flatiron;;;;;;;
Great Jones Cafe;East Village;;;;;;;
Great N.Y. Noodletown;Lower East Side;;;;;;;
Green Tea Café;Chinatown;;;;;;;
Greenwich Grill;Tribeca;;;;;;;
Greenwich Steak & Burger;Tribeca;;;;;;;
Grey Dog Coffee;West Village;;;;;;;
Grifone;Midtown East;;;;;;;
Grill 21;Gramercy;;;;;;;
Grill 44;Midtown East;;;;;;;
Grom;Upper West Side;;;;;;;
Grom;West Village;;;;;;;
Grotta Azzurra;Little Italy;;;;;;;
Grotto;Lower East Side;;;;;;;
Guantanamera;Midtown West;;;;;;;
Guastavino's;Upper East Side;;;;;;;
Gus's Place;West Village;;;;;;;
Gusto Organics;West Village;;;;;;;
Gusto Ristorante e Bar Americano;West Village;;;;;;;
Gyu-Kaku;East Village;;;;;;;
HK;Hell's Kitchen;;;;;;;
HSF;Chinatown;;;;;;;
Hacienda de Argentina;Upper East Side;;;;;;;
Hakata Grill;Times Square;;;;;;;
Haku Sushi;Upper West Side;;;;;;;
Hakubai;Murray Hill/Kips Bay;;;;;;;
Halal Chicken and Gyro;Midtown West;;;;;;;
Hallo Berlin;Midtown West;;;;;;;
Hallo Berlin;Hell's Kitchen;;;;;;;
Hampton Chutney Co.;Soho;;;;;;;
Hampton Chutney Co.;Upper West Side;;;;;;;
Han Bat;Midtown West;;;;;;;
HanGawi;Murray Hill/Kips Bay;;;;;;;
Hanami;West Village;;;;;;;
Hane Sushi;Murray Hill/Kips Bay;;;;;;;
Harbour Lights;Financial/Battery Pk;;;;;;;
Hard Rock Café;Times Square;;;;;;;
Harriet's Kitchen;Upper West Side;;;;;;;
Harry Cipriani;Midtown West;;;;;;;
Harry's Steak;Financial/Battery Pk;;;;;;;
Haru;Financial/Battery Pk;;;;;;;
Hasaki Restaurant;East Village;;;;;;;
Havana Central;Times Square;;;;;;;
Havana Central;Union Square;;;;;;;
Hawaiian Tropic Zone;Times Square;;;;;;;
Heartbeat;Midtown East;;;;;;;
Hector's Cafe;Meatpacking District;;;;;;;
Heidelberg Restaurant;Upper East Side;;;;;;;
Hell's Kitchen;Hell's Kitchen;;;;;;;
Henry's;Upper West Side;;;;;;;
Hi-Life Bar and Grill;0;;;;;;;
Hi-Life Restaurant & Lounge;Upper East Side;;;;;;;
Hill Country;Flatiron;;;;;;;
Hiro;East Village;;;;;;;
Hiroko's Place;Soho;;;;;;;
Hispaniola;Wash Hts/Inwood;;;;;;;
Hoi An;Tribeca;;;;;;;
Hokkaido Sushi;Upper East Side;;;;;;;
Hollywood Diner;Union Square;;;;;;;
Home Restaurant;West Village;;;;;;;
Hong Kong Station;Lower East Side;;;;;;;
Hong Kong Station;Chinatown;;;;;;;
Hookah Cafe;Upper East Side;;;;;;;
Hoomoos Asli;Nolita;;;;;;;
Hop Kee;Chinatown;;;;;;;
Horus Café;East Village;;;;;;;
House of Vegetarian;Chinatown;;;;;;;
Houston's;Flatiron;;;;;;;
Houston's;Midtown East;;;;;;;
Huan Ji Rice Noodles;Lower East Side;;;;;;;
Hudson Cafeteria;Hell's Kitchen;;;;;;;
Hudson Diner;West Village;;;;;;;
Hudson Falafel;West Village;;;;;;;
Hudson Place;Murray Hill/Kips Bay;;;;;;;
Hudson Yards Cafe;Hell's Kitchen;;;;;;;
Hummus Place;West Village;;;;;;;
Hummus Place;East Village;;;;;;;
Hunan Park;Upper West Side;;;;;;;
Hundred Acres;Soho;;;;;;;
Hurley’s;Midtown West;;;;;;;
I Sodi;West Village;;;;;;;
I Tre Merli;Soho;;;;;;;
I Tre Merli Bistro;West Village;;;;;;;
ING Direct Café;Midtown East;;;;;;;
Icon;Murray Hill/Kips Bay;;;;;;;
Ideya;Soho;;;;;;;
Ikeno Hana;Upper East Side;;;;;;;
Il Brigante;Financial/Battery Pk;;;;;;;
Il Buco;East Village;;;;;;;
Il Cantinori;West Village;;;;;;;
Il Corallo Trattoria;Soho;;;;;;;
Il Fornaio;Little Italy;;;;;;;
Il Giglio;Financial/Battery Pk;;;;;;;
Il Mattone;Tribeca;;;;;;;
Il Melograno;Hell's Kitchen;;;;;;;
Il Menestrello;Midtown East;;;;;;;
Il Mulino;West Village;;;;;;;
Il Nido;Midtown East;;;;;;;
Il Palazzo;Little Italy;;;;;;;
Il Postino;Midtown East;;;;;;;
Il Riccio;Upper East Side;;;;;;;
Il Tinello Ristorante;Midtown West;;;;;;;
Il Vagabondo;Upper East Side;;;;;;;
In Vino;East Village;;;;;;;
Indian Bread Co.;West Village;;;;;;;
Indian Curry Mahal;East Village;;;;;;;
Indian Taj;West Village;;;;;;;
Indian Tandoor Oven Restaurant;Upper East Side;;;;;;;
Indigo Indian Bistro;Midtown East;;;;;;;
Indo Munch;Murray Hill/Kips Bay;;;;;;;
Industria Argentina;Tribeca;;;;;;;
Insieme;Times Square;;;;;;;
Intermezzo;Chelsea;;;;;;;
Ippudo NY;East Village;;;;;;;
Irving Mill;Union Square;;;;;;;
Ise Japanese Restaurant;Financial/Battery Pk;;;;;;;
Ishikura Restaurant;East Village;;;;;;;
Island;Upper East Side;;;;;;;
Island Burgers and Shakes;Hell's Kitchen;;;;;;;
Isle of Capri;Upper East Side;;;;;;;
Islero;Midtown East;;;;;;;
Istana;Midtown East;;;;;;;
Istanbul Grill;West Village;;;;;;;
Italianissimo Ristorante;Upper East Side;;;;;;;
Itzocan Bistro;Spanish Harlem;;;;;;;
Itzocan Cafe;East Village;;;;;;;
Ivo & Lulu;Soho;;;;;;;
Ivy's Bistro;Tribeca;;;;;;;
Izakaya Ten;Chelsea;;;;;;;
J.M. Family Noodle;Chinatown;;;;;;;
JG Melon;Upper East Side;;;;;;;
Jack Bistro;West Village;;;;;;;
Jack's Stir Brew Coffee;West Village;;;;;;;
Jack’s Luxury Oyster Bar;East Village;;;;;;;
Jacques;Nolita;;;;;;;
Jacques Brasserie;Upper East Side;;;;;;;
Jacques Torres Chocolate Haven;Soho;;;;;;;
Jaiya;Murray Hill/Kips Bay;;;;;;;
Jane;West Village;;;;;;;
Japonais;Gramercy;;;;;;;
Japonica;West Village;;;;;;;
Jasmine Thai;Upper East Side;;;;;;;
Java Girl;Upper East Side;;;;;;;
Jazzy's;Soho;;;;;;;
Je'Bon Noodle House;East Village;;;;;;;
Jean Claude;Soho;;;;;;;
Jeeb Thai Tapas;Lower East Side;;;;;;;
Jeollado;East Village;;;;;;;
Jesse's Place;Wash Hts/Inwood;;;;;;;
Jewel Bako;East Village;;;;;;;
Jiannetto's Pizza & Catering;Midtown East;;;;;;;
Jimmy's No. 43;East Village;;;;;;;
Jin;Lower East Side;;;;;;;
Jing Fong;Chinatown;;;;;;;
Joanna's Restaurant;Upper East Side;;;;;;;
Joe;West Village;;;;;;;
Joe Allen Restaurant;Hell's Kitchen;;;;;;;
Joe Jr. Restaurant;West Village;;;;;;;
Joe's Dairy;Soho;;;;;;;
Joe's Ginger;Chinatown;;;;;;;
Joe's Pizza;West Village;;;;;;;
John's of 12th Street;East Village;;;;;;;
Johnny Utah's;Midtown West;;;;;;;
Josie's Restaurant;Murray Hill/Kips Bay;;;;;;;
Josie's West;Upper West Side;;;;;;;
Juan Valdez Café;Midtown East;;;;;;;
Jubilee;Midtown East;;;;;;;
Junior's;Midtown East;;;;;;;
Just Salad;Midtown East;;;;;;;
KUTA;Lower East Side;;;;;;;
Kaleidoscope;East Village;;;;;;;
Kam Cheuh;Chinatown;;;;;;;
Kami Sushi;Midtown East;;;;;;;
Kampuchea Restaurant;Lower East Side;;;;;;;
Kang Suh;Midtown West;;;;;;;
Kao Sushi;Upper East Side;;;;;;;
Karahi;West Village;;;;;;;
Karavas Pizza 'n' Pita;West Village;;;;;;;
Karavas Place;West Village;;;;;;;
Kasadela;East Village;;;;;;;
Kate's Joint;East Village;;;;;;;
Kati Roll Company;Times Square;;;;;;;
Kati Roll Company;West Village;;;;;;;
Katsu-Hama;Midtown East;;;;;;;
Kawa Sushi;West Village;;;;;;;
Kebab Garden;East Village;;;;;;;
Kellari’s Parea;Flatiron;;;;;;;
Kelley & Ping;Soho;;;;;;;
Kenka;East Village;;;;;;;
Kennedy's;Hell's Kitchen;;;;;;;
Key West Diner;Upper West Side;;;;;;;
Khushie Indian Kitchen;Lower East Side;;;;;;;
Khyber Pass;East Village;;;;;;;
Kim's Aunt;Midtown West;;;;;;;
King Food;West Village;;;;;;;
King Wok;West Village;;;;;;;
Kingswood;West Village;;;;;;;
Kismat Indian Restaurant;Wash Hts/Inwood;;;;;;;
Kitchen Club;Nolita;;;;;;;
Kitchenette;Tribeca;;;;;;;
Kitchenette Uptown;Morningside Hts;;;;;;;
Kittichai;Soho;;;;;;;
Kiva Café;Soho;;;;;;;
Kión;East Village;;;;;;;
Klatch Coffee Bar;Financial/Battery Pk;;;;;;;
Knickerbocker Bar & Grill;West Village;;;;;;;
Knife + Fork;East Village;;;;;;;
Ko Sushi;Upper East Side;;;;;;;
Kobe Club;Midtown West;;;;;;;
Kobma Thai;West Village;;;;;;;
Kool Bloo;Soho;;;;;;;
Korea Palace;Midtown East;;;;;;;
Korean Temple Cuisine;East Village;;;;;;;
Kori;Tribeca;;;;;;;
Koryodang;Midtown West;;;;;;;
Krik Krak;Upper West Side;;;;;;;
Krunch Pizza Bar;Midtown East;;;;;;;
Kunjip;Midtown West;;;;;;;
Kurio;Upper East Side;;;;;;;
Kurve;East Village;;;;;;;
KushiQ;Midtown East;;;;;;;
Kwik Meal #1;Times Square;;;;;;;
Kyotofu;Hell's Kitchen;;;;;;;
L and L Hawaiian Barbecue;Financial/Battery Pk;;;;;;;
L'Absinthe;Upper East Side;;;;;;;
L'Annam;West Village;;;;;;;
L'Arte Del Gelato;West Village;;;;;;;
L'Arte Del Gelato;Chelsea;;;;;;;
L'Atelier de Joël Robuchon;Midtown East;;;;;;;
L'Ecole at The French Culinary Institute;Soho;;;;;;;
L'Express;Gramercy;;;;;;;
L'Orange Bleue;Soho;;;;;;;
L'asso;Nolita;;;;;;;
La Barra;;;;;;;;
La Bonbonniere;West Village;;;;;;;
La Bottega;Chelsea;;;;;;;
La Boîte en Bois;Upper West Side;;;;;;;
La Caridad 78;Upper West Side;;;;;;;
La Carne Grill;Murray Hill/Kips Bay;;;;;;;
La Casa Del Mofongo;Wash Hts/Inwood;;;;;;;
La Colombe Torrefaction;Tribeca;;;;;;;
La Dinastia;Upper West Side;;;;;;;
La Esquina;Little Italy;;;;;;;
La Focaccia;West Village;;;;;;;
La Fonda Boricua;Spanish Harlem;;;;;;;
La Fonda del Sol;;;;;;;;
La Giara;Murray Hill/Kips Bay;;;;;;;
La Gioconda;Midtown East;;;;;;;
La Grolla Ristorante;Upper West Side;;;;;;;
La Hacienda;Spanish Harlem;;;;;;;
La Houppa;Upper East Side;;;;;;;
La Lanterna di Vittorio;West Village;;;;;;;
La Mangeoire;Midtown East;;;;;;;
La Masseria;Times Square;;;;;;;
La Mirabelle;Upper West Side;;;;;;;
La Nacional;Chelsea;;;;;;;
La Nueva Conquista;Soho;;;;;;;
La Palapa;East Village;;;;;;;
La Palapa West;West Village;;;;;;;
La Palette Bar & Restaurant;West Village;;;;;;;
La Petite Auberge;Gramercy;;;;;;;
La Pizza Fresca Ristorante;Flatiron;;;;;;;
La Ripaille;West Village;;;;;;;
La Rivista;Hell's Kitchen;;;;;;;
La Rural;Upper West Side;;;;;;;
La Tina’s Comida Latina;Gramercy;;;;;;;
La Vineria;Hell's Kitchen;;;;;;;
La Zarza;East Village;;;;;;;
Lady Mendl's;Gramercy;;;;;;;
Lahore Deli;Soho;;;;;;;
Lamarca;Gramercy;;;;;;;
Lan Cafe;East Village;;;;;;;
Landmarc;Tribeca;;;;;;;
Landmark Tavern;Hell's Kitchen;;;;;;;
Lantern;Gramercy;;;;;;;
Lanza Restaurant;East Village;;;;;;;
Las Ramblas;West Village;;;;;;;
Lasagna Ristorante;Midtown East;;;;;;;
Lassi;West Village;;;;;;;
Lattanzi;Hell's Kitchen;;;;;;;
Lavagna;East Village;;;;;;;
Le Bateau Ivre;Midtown East;;;;;;;
Le Bernardin;Times Square;;;;;;;
Le Caire Lounge;East Village;;;;;;;
Le Cirque;Midtown East;;;;;;;
Le Colonial;Midtown East;;;;;;;
Le Gigot;West Village;;;;;;;
Le Jardin Bistro;Nolita;;;;;;;
Le Lupanar;Lower East Side;;;;;;;
Le Marais;Times Square;;;;;;;
Le Miu;East Village;;;;;;;
Le Monde;Morningside Hts;;;;;;;
Le Petit Belge;West Village;;;;;;;
Le Père Pinard;Lower East Side;;;;;;;
Le Périgord;Midtown East;;;;;;;
Le Refuge;Upper East Side;;;;;;;
Le Rivage;Hell's Kitchen;;;;;;;
Le Singe Vert;Chelsea;;;;;;;
Le Souk;East Village;;;;;;;
Le Train Bleu;Upper East Side;;;;;;;
Le Veau d'Or;Upper East Side;;;;;;;
Le Zie;Chelsea;;;;;;;
Lenox Lounge;Harlem;;;;;;;
Leo's Bagels;;;;;;;;
Leonardo da Vinci Ristorante & Wine Bar;Upper East Side;;;;;;;
Les Ambassades Boulangerie-Patisserie-Cafe;Harlem;;;;;;;
Levana;Upper West Side;;;;;;;
Lever House Restaurant;Midtown East;;;;;;;
Lexington Candy Shop;Upper East Side;;;;;;;
Li Hua;Little Italy;;;;;;;
Liberty View;Battery Park City;;;;;;;
Life Cafe;East Village;;;;;;;
Likitsakos Market;Upper East Side;;;;;;;
Lil' Frankie's Big Cheech;East Village;;;;;;;
Lil' Frankie's Pizza;East Village;;;;;;;
Lili's Noodle Shop & Grill;Battery Park City;;;;;;;
Lily's Bar;Midtown East;;;;;;;
Lips;West Village;;;;;;;
Little Atlas Café;West Village;;;;;;;
Little Havana Restaurant;West Village;;;;;;;
Little Italy Pizza;Financial/Battery Pk;;;;;;;
Little Italy Pizza;Midtown West;;;;;;;
Little Poland;East Village;;;;;;;
Live Bait;Flatiron;;;;;;;
Lobby Lounge;Upper West Side;;;;;;;
Lola;Soho;;;;;;;
Lombardi's;Nolita;;;;;;;
Loreley Restaurant & Biergarten;Lower East Side;;;;;;;
Los Dados;West Village;;;;;;;
Los Dos Molinos;Gramercy;;;;;;;
Lotus;Chelsea;;;;;;;
Lovely Day;Nolita;;;;;;;
Lucky Cheng's;East Village;;;;;;;
Lucky Strike;Soho;;;;;;;
Lucy of Gramercy;Flatiron;;;;;;;
Lulu;Nolita;;;;;;;
Lumi;Upper East Side;;;;;;;
Luna Piena Ristorante Italiano;Midtown East;;;;;;;
Lunetta;Flatiron;;;;;;;
Lupa Osteria Romana;West Village;;;;;;;
Lupe's East L.A. Kitchen;Soho;;;;;;;
Lure Fishbar;Soho;;;;;;;
Luxor Lounge;West Village;;;;;;;
Luzia's;Upper West Side;;;;;;;
Luzzo's;East Village;;;;;;;
L’Artusi;West Village;;;;;;;
M. Rohrs' House of Fine Teas & Coffees;Upper East Side;;;;;;;
Ma Ma Buddha;West Village;;;;;;;
Macao Trading Co.;Tribeca;;;;;;;
Macchiato Espresso Bar;Midtown East;;;;;;;
Macelleria;West Village;;;;;;;
Macondo;;;;;;;;
Mad Dog & Beans Mexican Cantina;Financial/Battery Pk;;;;;;;
Madison & Vine;Midtown East;;;;;;;
Madison Bistro;Murray Hill/Kips Bay;;;;;;;
Madras Mahal;Gramercy;;;;;;;
Mae Mae Cafe;Soho;;;;;;;
Mai House;Tribeca;;;;;;;
Make My Cake;Harlem;;;;;;;
Malecon;Wash Hts/Inwood;;;;;;;
Mama's Mudsliders;West Village;;;;;;;
Mamajuana Cafe;Wash Hts/Inwood;;;;;;;
Mambi Lounge;Midtown East;;;;;;;
Mamoun's;West Village;;;;;;;
Mamá Mexico;Upper West Side;;;;;;;
Mamá Mexico;Midtown East;;;;;;;
Manatus Restaurant;West Village;;;;;;;
Mancora;East Village;;;;;;;
Mandler's: The Original Sausage Co.;Union Square;;;;;;;
Mandler's: The Original Sausage Co.;Hell's Kitchen;;;;;;;
Mandoo Bar;Murray Hill/Kips Bay;;;;;;;
Manganaro's Hero Boy;Hell's Kitchen;;;;;;;
Mangez Avec Moi;Financial/Battery Pk;;;;;;;
Mangia e Bevi;Hell's Kitchen;;;;;;;
Mangiami;Lower East Side;;;;;;;
