0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r
Antonio Veniero Pastries;E. Village;;;;;;;
Apollo Restaurant;Flatiron/U. Sq.;;;;;;;
Apolo Restaurant;Lower E. Side;;;;;;;
Applause Chinese Restaurant;Murray Hill;;;;;;;
Applejack Diner;Midtown West;;;;;;;
Aquagrill;TriBeCa/SoHo;;;;;;;
Arezzo;Chelsea;;;;;;;
Argentine Pavillion;Midtown West;;;;;;;
Ariana Afghan Kebab Restaurant;Midtown West;;;;;;;
Around The Clock 24 Hour;E. Village;;;;;;;
Arriba Arriba;Midtown West;;;;;;;
Art Cafe Restaurant;Midtown West;;;;;;;
Arturo's;Upper E. Side;;;;;;;
Ashton's Bar & Restaurant;Midtown East;;;;;;;
Assenzio;E. Village;;;;;;;
Atomic Wings;Upper E. Side;;;;;;;
Atomic Wings;W. Village;;;;;;;
Aveda Institute;TriBeCa/SoHo;;;;;;;
Azusa of Japan;Midtown West;;;;;;;
BLT Fish;Chelsea;;;;;;;
BLT Prime;Flatiron/U. Sq.;;;;;;;
BXL Cafe;Midtown West;;;;;;;
Baby Bo's Burritos;Murray Hill;;;;;;;
Back Porch;Murray Hill;;;;;;;
Balcony Cafe;Midtown West;;;;;;;
Baldo Vino;E. Village;;;;;;;
Balducci's;Upper W. Side;;;;;;;
Bali Nusa Indah;Midtown West;;;;;;;
Ballato's;Lower E. Side;;;;;;;
Balthazar;TriBeCa/SoHo;;;;;;;
Baltic Restaurant;Murray Hill;;;;;;;
Baluchi's;TriBeCa/SoHo;;;;;;;
Baluchi's;W. Village;;;;;;;
Baluchi's;Midtown West;;;;;;;
Bamiyan;Flatiron/U. Sq.;;;;;;;
Bangkok Cafe;Flatiron/U. Sq.;;;;;;;
Bangkok Grand Palace;Midtown East;;;;;;;
Bank Cafe;Murray Hill;;;;;;;
Bann;Midtown West;;;;;;;
Bao Noodles;Flatiron/U. Sq.;;;;;;;
Bar 89;TriBeCa/SoHo;;;;;;;
Bar Centrale;Midtown West;;;;;;;
Bar Jamon;Flatiron/U. Sq.;;;;;;;
Bar Room at the Modern;Midtown West;;;;;;;
BarBossa;Lower E. Side;;;;;;;
Barbes;Murray Hill;;;;;;;
Bardolino;Upper E. Side;;;;;;;
Bari;TriBeCa/SoHo;;;;;;;
Barmarche;TriBeCa/SoHo;;;;;;;
Barna;Flatiron/U. Sq.;;;;;;;
Barolo;TriBeCa/SoHo;;;;;;;
Barrymore's Restaurant;Midtown West;;;;;;;
Basera Northern Indian Cuisine;Midtown East;;;;;;;
Basilica;Midtown West;;;;;;;
Basso Est;Lower E. Side;;;;;;;
Baxter Pub;Chinatown;;;;;;;
Bayard's;Lower Manhattan;;;;;;;
Beach Cafe;Upper E. Side;;;;;;;
Beatrice Inn;W. Village;;;;;;;
Becketts Bar & Grill;Lower Manhattan;;;;;;;
Beema Grill Inc;Midtown West;;;;;;;
Bella Napoli;Midtown West;;;;;;;
Bellizzi's Restaurant (CLOSED);Midtown West;;;;;;;
Bello;Midtown West;;;;;;;
Bengal Cafe;Upper W. Side;;;;;;;
Bengal Express;Midtown West;;;;;;;
Benjamin Restaurant & Bar;Murray Hill;;;;;;;
Bennie's Thai Cafe;Lower Manhattan;;;;;;;
Bice;Midtown East;;;;;;;
Big Apple Diner;Murray Hill;;;;;;;
Big Enchilada;Murray Hill;;;;;;;
Bimmy's;W. Village;;;;;;;
Bingo Seafood Restaurant;Chinatown;;;;;;;
Biricchino;Midtown West;;;;;;;
Bistro 43;Midtown West;;;;;;;
Blarney Stone Restaurant;Lower Manhattan;;;;;;;
Blockheads;Murray Hill;;;;;;;
Blue Moon Mexican Cafe;Upper E. Side;;;;;;;
Blue Ribbon;TriBeCa/SoHo;;;;;;;
Blue Ribbon Sushi;TriBeCa/SoHo;;;;;;;
Blue Smoke;Flatiron/U. Sq.;;;;;;;
Blue Water Grill;Flatiron/U. Sq.;;;;;;;
Bo-Ky Restaurant;Chinatown;;;;;;;
Boat Basin Cafe;Upper W. Side;;;;;;;
Bonafides Restaurant;E. Village;;;;;;;
Boom Restaurant;TriBeCa/SoHo;;;;;;;
Boonthai Restaurant;Upper E. Side;;;;;;;
Borobudur Cafe;E. Village;;;;;;;
Bos Noodle Shop;Midtown West;;;;;;;
Branzini;Midtown East;;;;;;;
Braque;W. Village;;;;;;;
Bread;TriBeCa/SoHo;;;;;;;
Bread Soul;Upper W. Side;;;;;;;
Breeze;Midtown West;;;;;;;
Bridge Cafe;Lower Manhattan;;;;;;;
Broadway Cottage;Upper W. Side;;;;;;;
Broadway Restaurant;Upper W. Side;;;;;;;
BroomeDoggs;Lower E. Side;;;;;;;
Brother Jimmy's Bait Shack;Upper E. Side;;;;;;;
Brown;Chinatown;;;;;;;
Brown's;Upper E. Side;;;;;;;
Brunelli Ristorante - Italian Restaurant;Upper E. Side;;;;;;;
Bruno Bakery;W. Village;;;;;;;
Bruno Ristorante;Midtown East;;;;;;;
Buddakan New York;W. Village;;;;;;;
Bukhara Grill;Upper E. Side;;;;;;;
Bull Run;Lower Manhattan;;;;;;;
Burger At Its Best;Flatiron/U. Sq.;;;;;;;
Burrito Bar;TriBeCa/SoHo;;;;;;;
C S Barrington's;Midtown East;;;;;;;
C00kie's Fine Foods;Chelsea;;;;;;;
Cactus Cafe;W. Village;;;;;;;
Caesars Restaurant;Murray Hill;;;;;;;
Cafe 18 Giovi;Flatiron/U. Sq.;;;;;;;
Cafe 2 and Terrace 5;Midtown West;;;;;;;
Cafe 2000;Upper W. Side;;;;;;;
Cafe Anytime;Chelsea;;;;;;;
Cafe Avenue;Upper W. Side;;;;;;;
Cafe Axum;Midtown West;;;;;;;
Cafe Biondo;Chinatown;;;;;;;
Cafe Borgia Ii;TriBeCa/SoHo;;;;;;;
Cafe Botanica;Midtown West;;;;;;;
Cafe Carlyle;Upper E. Side;;;;;;;
Cafe Cento Sette;E. Village;;;;;;;
Cafe Colonial;TriBeCa/SoHo;;;;;;;
Cafe Du Cervin;Lower Manhattan;;;;;;;
Cafe Edison;Midtown West;;;;;;;
Cafe Eighty Two;Upper W. Side;;;;;;;
Cafe Espanol;W. Village;;;;;;;
Cafe Europa;Midtown West;;;;;;;
Cafe Express;Midtown West;;;;;;;
Cafe Giaradinetto;Murray Hill;;;;;;;
Cafe Gigi;E. Village;;;;;;;
Cafe Gitane;TriBeCa/SoHo;;;;;;;
Cafe Habana;TriBeCa/SoHo;;;;;;;
Cafe La Fontaine;E. Village;;;;;;;
Cafe Milou;W. Village;;;;;;;
Cafe Mona Lisa;W. Village;;;;;;;
Cafe New Yorker;Murray Hill;;;;;;;
Cafe Noir;TriBeCa/SoHo;;;;;;;
Cafe Orlin;E. Village;;;;;;;
Cafe Palermo;Chinatown;;;;;;;
Cafe Riazor;Chelsea;;;;;;;
Cafe Trevi;Upper E. Side;;;;;;;
Cafe Venezia;Murray Hill;;;;;;;
Cafe Veronica;Midtown West;;;;;;;
Cafe de Bruxelles;W. Village;;;;;;;
Cafeteria at the Metropolitan Museum of Art;Upper E. Side;;;;;;;
Caffe Buon Gusto;Midtown East;;;;;;;
Caffe Cielo;Midtown West;;;;;;;
Caffe Del Corso;Midtown West;;;;;;;
Caffe Della Pace;E. Village;;;;;;;
Caffe Falai;TriBeCa/SoHo;;;;;;;
Caffe Med;Upper E. Side;;;;;;;
Caffe Taci;Upper W. Side;;;;;;;
Caffe Tosca;Upper E. Side;;;;;;;
Caffe Vivaldi;W. Village;;;;;;;
Cajun Cafe & Grill;Chelsea;;;;;;;
Calcutta Cafe;Upper W. Side;;;;;;;
Calcutta Restaurant Inc;E. Village;;;;;;;
Calidad Latina;Chelsea;;;;;;;
California Burrito;Chelsea;;;;;;;
California Burrito Co;Flatiron/U. Sq.;;;;;;;
California Burrito Co;Lower Manhattan;;;;;;;
California Burrito Co.;Upper E. Side;;;;;;;
California Burritos;Midtown East;;;;;;;
California Pizza Kitchen;Midtown East;;;;;;;
California Pizza Oven;E. Village;;;;;;;
Call Cuisine;Midtown East;;;;;;;
Camaje;W. Village;;;;;;;
Cambio Restaurant;Lower Manhattan;;;;;;;
Camille's Restaurant;Upper W. Side;;;;;;;
Canal House;TriBeCa/SoHo;;;;;;;
Cancun Mexican Restaurant;Midtown West;;;;;;;
Capri;Midtown West;;;;;;;
Caprice Cafe;Upper W. Side;;;;;;;
Captain's Table;Midtown East;;;;;;;
Capucine's Restaurant;Flatiron/U. Sq.;;;;;;;
Cara Mia;Midtown West;;;;;;;
Caracello;Lower Manhattan;;;;;;;
Carino Ristorante Italiano;Upper E. Side;;;;;;;
Carmine's Italian Seafood;Lower Manhattan;;;;;;;
Carnegie Hill Brewing Co;Upper E. Side;;;;;;;
Carnegie Restaurant;Upper E. Side;;;;;;;
Carpos Cafe;W. Village;;;;;;;
Casa Bella Restaurant;Chinatown;;;;;;;
Casa De Meglio Inc;Midtown West;;;;;;;
Casa Di Pre Restaurant;W. Village;;;;;;;
Casa Mono;Flatiron/U. Sq.;;;;;;;
Casa North;Upper E. Side;;;;;;;
Casa Victoria Cafe;W. Village;;;;;;;
Casa la Femme North;Upper E. Side;;;;;;;
Cascina;Midtown West;;;;;;;
Caterina's Restaurant Corp;Murray Hill;;;;;;;
Ceasar's Falafel;E. Village;;;;;;;
Cedar's Of Lebanon;Midtown West;;;;;;;
Century Cafe;Chinatown;;;;;;;
Champ Gourmet Croissant Shop;Lower Manhattan;;;;;;;
Champagne's;Midtown West;;;;;;;
Chandra;Upper W. Side;;;;;;;
Chang Mi Restaurant;Midtown West;;;;;;;
Chanpen Thai;Midtown West;;;;;;;
Chantale's Cajun Kitchen;Midtown West;;;;;;;
Charles's Southern-Style Kitchen;Harlem;;;;;;;
Charlie Mom;Upper E. Side;;;;;;;
Chat 'n Chew;Flatiron/U. Sq.;;;;;;;
Checkerboard Gourmet;Midtown East;;;;;;;
Cheetah;Flatiron/U. Sq.;;;;;;;
Chef 93;Upper E. Side;;;;;;;
Chef Ho's Chinese Restaurant;Upper E. Side;;;;;;;
Chelsea Cottage Chinese Rstrnt;Chelsea;;;;;;;
Chen Express Kitchen;Chelsea;;;;;;;
Chenab Pakistani & Indian;Midtown West;;;;;;;
Chennai Garden;Murray Hill;;;;;;;
Chester Fried Chicken;Lower E. Side;;;;;;;
Cheung Hing Chinese Restaurant;Lower E. Side;;;;;;;
Cheung Shing Restaurant;Upper W. Side;;;;;;;
Chez Josephine;Midtown West;;;;;;;
Chez Laurence Patisserie;Murray Hill;;;;;;;
Chez Napoleon;Midtown West;;;;;;;
Chez Olga;Upper E. Side;;;;;;;
Chez Paris Cafe;Midtown West;;;;;;;
Chez le Chef;Murray Hill;;;;;;;
Chick Chack Chicken;E. Village;;;;;;;
Chicken Delight;Chelsea;;;;;;;
Chicky's On 86;Upper E. Side;;;;;;;
Chihuahua Mexican Place;Upper E. Side;;;;;;;
China 99 Restaurant;Lower Manhattan;;;;;;;
China Boy Kitchen Inc;Midtown East;;;;;;;
China Chalet Restaurant;Lower Manhattan;;;;;;;
China Kings Kitchen;Upper W. Side;;;;;;;
China Kitchen;Harlem;;;;;;;
China Peace;Midtown West;;;;;;;
China Red Restaurant;Lower Manhattan;;;;;;;
China Woks;E. Village;;;;;;;
Chinar India Sweets & Rstrnt;Midtown West;;;;;;;
Chinatown Brasserie;TriBeCa/SoHo;;;;;;;
Chinatown Ice Cream Factory;Chinatown;;;;;;;
Chinatown Restaurant;W. Village;;;;;;;
Chinese Chicken Inc;Chelsea;;;;;;;
Chirping Chicken;Flatiron/U. Sq.;;;;;;;
Chocolate Bar (CLOSED);W. Village;;;;;;;
Chopstick On First Ave;Flatiron/U. Sq.;;;;;;;
Choshi;Flatiron/U. Sq.;;;;;;;
Christina's;Murray Hill;;;;;;;
Christine's;E. Village;;;;;;;
Chu Garden;E. Village;;;;;;;
Chung Moo Ro;Midtown West;;;;;;;
Chung Wah Restaurant;Upper W. Side;;;;;;;
Church & Dey;Lower Manhattan;;;;;;;
Churchill's;Upper E. Side;;;;;;;
Churrascaria Plataforma Tribeca;TriBeCa/SoHo;;;;;;;
Ciao;W. Village;;;;;;;
Ciao Soho;TriBeCa/SoHo;;;;;;;
Cibar;Flatiron/U. Sq.;;;;;;;
Cibo;Murray Hill;;;;;;;
Ciccio & Tony's East;Murray Hill;;;;;;;
Cinema Diner;Murray Hill;;;;;;;
Circus;Midtown East;;;;;;;
Ciro Trattoria;Midtown West;;;;;;;
Citron 47;Midtown West;;;;;;;
City Cafe;Upper E. Side;;;;;;;
City Crab & Seafood Co;Flatiron/U. Sq.;;;;;;;
City Grill;Midtown West;;;;;;;
City Grill;Upper W. Side;;;;;;;
Clancy's;Midtown East;;;;;;;
Classic Burrito;Midtown East;;;;;;;
Cleopatra's Needle Restaurant;Upper W. Side;;;;;;;
Cody's Bar & Grill;TriBeCa/SoHo;;;;;;;
Coffee Shop;Flatiron/U. Sq.;;;;;;;
Cola's;Chelsea;;;;;;;
Colbeh Restaurant;Midtown West;;;;;;;
Columbia Cottage;Upper W. Side;;;;;;;
Columbine;TriBeCa/SoHo;;;;;;;
Congee;Chinatown;;;;;;;
Cool Breeze;Harlem;;;;;;;
Cooper Square Restaurant;E. Village;;;;;;;
Cordatos Deli & Bar;Lower Manhattan;;;;;;;
Corfu Diner;Chelsea;;;;;;;
Cornerstone Grill;TriBeCa/SoHo;;;;;;;
Cornucopia On Park Ave;Murray Hill;;;;;;;
Corrado Cafe;Midtown East;;;;;;;
Corrado Cafe;Upper E. Side;;;;;;;
Corrado Restaurant and Bakery;Flatiron/U. Sq.;;;;;;;
Cosmos Restaurant;Flatiron/U. Sq.;;;;;;;
Costa Azzurra Restaurant Inc;Chinatown;;;;;;;
Costa Del Sol Restaurant;Midtown West;;;;;;;
Cotan Restaurant;W. Village;;;;;;;
Cottage;Flatiron/U. Sq.;;;;;;;
Cottage Restaurant;Upper W. Side;;;;;;;
Country;Flatiron/U. Sq.;;;;;;;
Country Cafe;Lower Manhattan;;;;;;;
Country Cafe;TriBeCa/SoHo;;;;;;;
Cove Restaurant;Lower Manhattan;;;;;;;
Cozy Soup & Burger Inc;E. Village;;;;;;;
Cremcaffe;E. Village;;;;;;;
Cronies Restaurant;Upper E. Side;;;;;;;
Crowne Plaza;Murray Hill;;;;;;;
Crudo;Lower E. Side;;;;;;;
Crystal Fountain;Murray Hill;;;;;;;
Cub Room;TriBeCa/SoHo;;;;;;;
Cubana Cafe;TriBeCa/SoHo;;;;;;;
Cucina Gourmet;Midtown West;;;;;;;
Cucina Vivolo;Upper E. Side;;;;;;;
Cupcake Cafe;Midtown West;;;;;;;
Cupping Room Cafe;TriBeCa/SoHo;;;;;;;
Curry & Curry India Restaurant;Murray Hill;;;;;;;
Curry Curry Inc;W. Village;;;;;;;
Curry In A Hurry;Murray Hill;;;;;;;
Curry Leaf;Flatiron/U. Sq.;;;;;;;
Curry Mahal Indian Restaurant;E. Village;;;;;;;
D J Reynolds Restaurant;Midtown West;;;;;;;
Da Marino;Midtown West;;;;;;;
Da Nico;Chinatown;;;;;;;
Da Rosina;Midtown West;;;;;;;
Da Tommaso;Midtown West;;;;;;;
Da Valentino Pizzeria;Midtown West;;;;;;;
Daikichi Sushi;Lower Manhattan;;;;;;;
Daikichi Sushi;Flatiron/U. Sq.;;;;;;;
Daikichi Sushi;Chelsea;;;;;;;
Daikichi Sushi Inc;E. Village;;;;;;;
Daisy May's BBQ USA;Midtown West;;;;;;;
Dan Tempura House;Upper W. Side;;;;;;;
Danal;Flatiron/U. Sq.;;;;;;;
Dancin In The Moonlight Inc;TriBeCa/SoHo;;;;;;;
Danny's Grand Sea Palace Rstrt;Midtown West;;;;;;;
Dano 254;Murray Hill;;;;;;;
Dano Restaurant & Bar;Murray Hill;;;;;;;
Dante Trattoria Ltd;W. Village;;;;;;;
Daphne's Caribbean Express;E. Village;;;;;;;
Dash Dogs;Lower E. Side;;;;;;;
David's Chicken;Upper E. Side;;;;;;;
Dean & Deluca Cafe;E. Village;;;;;;;
Dean & Deluca Cafe;Midtown West;;;;;;;
Deb's;TriBeCa/SoHo;;;;;;;
Deborah;W. Village;;;;;;;
Del Posto;W. Village;;;;;;;
Del Valle;Midtown West;;;;;;;
Delightful Restaurant Inc;Harlem;;;;;;;
Delizia Pizzeria & Restaurant;Upper E. Side;;;;;;;
Delmonico's;Lower Manhattan;;;;;;;
Delphi Restaurant Corp;TriBeCa/SoHo;;;;;;;
Delphini Restaurant;Upper W. Side;;;;;;;
Den Restaurant & Cafe;Upper E. Side;;;;;;;
Desmond's Tavern;Murray Hill;;;;;;;
Dillon's Bar & Grill;Upper E. Side;;;;;;;
Diner On The Square;Chelsea;;;;;;;
District;Midtown West;;;;;;;
Dixie Rose;Chinatown;;;;;;;
Doaba Diner;Upper E. Side;;;;;;;
Doc Watson's;Upper E. Side;;;;;;;
Docks Oyster Bar;Murray Hill;;;;;;;
Dolce;Midtown East;;;;;;;
Dolci On Park Cafe;Murray Hill;;;;;;;
Domenico;Murray Hill;;;;;;;
Don Giovanni;Midtown West;;;;;;;
Don's Bogam BBQ & Wine Bar;Murray Hill;;;;;;;
Donahue's Bar & Restaurant;Murray Hill;;;;;;;
Donohue's Cafe Inc;Upper E. Side;;;;;;;
Doori Club;Chelsea;;;;;;;
Doozo Japanese Restaurant;W. Village;;;;;;;
Dos Caminos;Flatiron/U. Sq.;;;;;;;
Dos Caminos SoHo;TriBeCa/SoHo;;;;;;;
Dosanko;Midtown East;;;;;;;
Double Star Restaurant;Midtown West;;;;;;;
Doughnut Plant;Lower E. Side;;;;;;;
Dougie's Bbq & Grill;Upper W. Side;;;;;;;
Downtown Cipriani;TriBeCa/SoHo;;;;;;;
Downtown Food Svc;Lower Manhattan;;;;;;;
Dragon Gold;Murray Hill;;;;;;;
Dresner's Restaurant;Upper E. Side;;;;;;;
Dumpling King Ii;Midtown East;;;;;;;
Ear Inn;TriBeCa/SoHo;;;;;;;
East;Murray Hill;;;;;;;
East 53 Teriyaki House;Midtown East;;;;;;;
East Bay Restaurant;Murray Hill;;;;;;;
East Boat Restaurant Inc;Chinatown;;;;;;;
East In The West;Murray Hill;;;;;;;
East Japanese Restaurant;Murray Hill;;;;;;;
East Japanese Restaurant;Flatiron/U. Sq.;;;;;;;
East River Cafe;Midtown East;;;;;;;
East Side Diner;Flatiron/U. Sq.;;;;;;;
Eastern Noodles;Chinatown;;;;;;;
Easyway Communications Tech;W. Village;;;;;;;
Eat & Run;Lower Manhattan;;;;;;;
Eat Again Deli;Chelsea;;;;;;;
Eat with Your Bear Hands Cafe;Midtown East;;;;;;;
Ecco;Lower Manhattan;;;;;;;
Ecco L'italia Ristorante;W. Village;;;;;;;
Ecco-La Restaurant;Upper E. Side;;;;;;;
Eddie's;E. Village;;;;;;;
Edge;E. Village;;;;;;;
Edo;Lower Manhattan;;;;;;;
Edo Japanese Restaurant;Flatiron/U. Sq.;;;;;;;
Eight Mile Creek;TriBeCa/SoHo;;;;;;;
Eileen's Special Cheesecake;TriBeCa/SoHo;;;;;;;
El Azteca Mexican Restaurant;Midtown West;;;;;;;
El Cantinero;E. Village;;;;;;;
El Centro;Midtown West;;;;;;;
El Cid;W. Village;;;;;;;
El Deportivo Restaurant;Midtown West;;;;;;;
El Paso Taqueria;Harlem;;;;;;;
El Rincón Boricua;Harlem;;;;;;;
El Rio Grande;Murray Hill;;;;;;;
El Sabor Latino;Harlem;;;;;;;
El Vesuvo Restaurant;Harlem;;;;;;;
Elite Cafe Restaurant;Upper W. Side;;;;;;;
Ellen's Cafe;Lower Manhattan;;;;;;;
Emerald Pub;TriBeCa/SoHo;;;;;;;
Empanada Mama;Midtown West;;;;;;;
Empire Szechuan Greenwich;W. Village;;;;;;;
Empire Szechuan Kyoto Sushi;Upper W. Side;;;;;;;
Encore;Midtown West;;;;;;;
Enoteca I Trulli;Flatiron/U. Sq.;;;;;;;
Equinox;Midtown East;;;;;;;
Ess-a-Bagel;Midtown East;;;;;;;
Ess-a-Bagel;Flatiron/U. Sq.;;;;;;;
Essen West Inc;Upper W. Side;;;;;;;
Est Est Est;W. Village;;;;;;;
Estia Greek Restaurant;Upper E. Side;;;;;;;
Estihana;Upper W. Side;;;;;;;
Estoril Sol Restaurant;Midtown West;;;;;;;
Etcetera Etcetera;Midtown West;;;;;;;
Eureka Luncheonette;TriBeCa/SoHo;;;;;;;
Eva's Restaurant Corp;W. Village;;;;;;;
Excellent Dumpling House;TriBeCa/SoHo;;;;;;;
F&B;Chelsea;;;;;;;
F.Illi Ponte;TriBeCa/SoHo;;;;;;;
Fa Choy Inc;E. Village;;;;;;;
Factory Cafe;W. Village;;;;;;;
Fagiolini Restaurant Inc;Murray Hill;;;;;;;
Falafel Express;Harlem;;;;;;;
Falafel House;Upper E. Side;;;;;;;
Falafel Hudson Restaurant;W. Village;;;;;;;
Family Garden Restaurant;Flatiron/U. Sq.;;;;;;;
Fanelli's;TriBeCa/SoHo;;;;;;;
Fantasia;Lower Manhattan;;;;;;;
Fantastic;Harlem;;;;;;;
Fast Wok;Chelsea;;;;;;;
Fat Ming Restaurant;Upper W. Side;;;;;;;
Favia Lite Cafe;Upper E. Side;;;;;;;
Federico's;Upper W. Side;;;;;;;
Felix;TriBeCa/SoHo;;;;;;;
Feng Shui;Midtown East;;;;;;;
Ferrara Pastries;Chinatown;;;;;;;
Fiamma (CLOSED);TriBeCa/SoHo;;;;;;;
Fiddlers Green;Midtown West;;;;;;;
Filli Pointe Ristorante;TriBeCa/SoHo;;;;;;;
Fine & Schapiro;Upper W. Side;;;;;;;
Fiona's Bar & Restaurant;Upper E. Side;;;;;;;
Fiori;Murray Hill;;;;;;;
First Ave. Pierogi and Deli Co.;E. Village;;;;;;;
First Avenue Coffee Shop;Upper E. Side;;;;;;;
First Avenue Pub;Flatiron/U. Sq.;;;;;;;
First Punjabi Dhabha Inc;Chelsea;;;;;;;
First Taste;Chinatown;;;;;;;
First Wok;Upper E. Side;;;;;;;
Fitzer's;Midtown East;;;;;;;
Fitzgerald Edibles;Midtown West;;;;;;;
Flor De Sol;TriBeCa/SoHo;;;;;;;
Flor's Kitchen;E. Village;;;;;;;
Florida Fried Chicken;Harlem;;;;;;;
Floridita Restaurant Inc;Harlem;;;;;;;
Florio's Pizzeria & Restaurant;Chinatown;;;;;;;
Flute;Midtown West;;;;;;;
Flying Burrito Brothers;W. Village;;;;;;;
Focaccia Fiorentina;Midtown East;;;;;;;
Foley's Fish House;Midtown West;;;;;;;
Food King Chinese Restaurant;Harlem;;;;;;;
Forlini's Restaurant;Chinatown;;;;;;;
Foro-italico Restaurant;Chelsea;;;;;;;
Four Seasons;Midtown East;;;;;;;
Four Winds Japanese Restaurant;Midtown East;;;;;;;
Franklin Station Cafe;TriBeCa/SoHo;;;;;;;
Franks Papaya Inc;Lower Manhattan;;;;;;;
Franks Trattoria;Flatiron/U. Sq.;;;;;;;
Fratelli Ristorante;Chinatown;;;;;;;
Fraunces Tavern;Lower Manhattan;;;;;;;
Freddie & Pepper's;Upper W. Side;;;;;;;
Fresco Tortilla;Chelsea;;;;;;;
Fresco Tortilla;Flatiron/U. Sq.;;;;;;;
Fresh & Fat Tortillas;E. Village;;;;;;;
Fresh Tortillas;Upper E. Side;;;;;;;
Friar's Coffee Shop;Midtown East;;;;;;;
Friend of a Farmer;Flatiron/U. Sq.;;;;;;;
Frutti di Mare;E. Village;;;;;;;
Fu Wah Restaurants;Upper W. Side;;;;;;;
Fuji Restaurant;Midtown West;;;;;;;
Fujii;W. Village;;;;;;;
Fujiyama-mama Restaurant;Upper W. Side;;;;;;;
Fuleen Seafood Restaurant;Chinatown;;;;;;;
Fumei;Harlem;;;;;;;
GRANVILLE RESTAURANT & LOUNGE;Flatiron/U. Sq.;;;;;;;
Galaxy;Flatiron/U. Sq.;;;;;;;
Galaxy Cafe;Chelsea;;;;;;;
Galaxy Cafe;Midtown West;;;;;;;
Galaxy Deli Restaurant;Upper W. Side;;;;;;;
Galicia;W. Village;;;;;;;
Galil Restaurant Inc;Upper E. Side;;;;;;;
Gam Mee Oak;Midtown West;;;;;;;
Garden Cafe;Midtown East;;;;;;;
Garden Tavern Restaurant;Midtown West;;;;;;;
Gavroche;Chelsea;;;;;;;
Geba Pavilion;Murray Hill;;;;;;;
Gee Whiz Restaurant;Lower Manhattan;;;;;;;
Gene's Coffee Shop;Midtown East;;;;;;;
Genia Deli Coffee Shop Inc;TriBeCa/SoHo;;;;;;;
George O'Neill's;Midtown East;;;;;;;
Ghenet;TriBeCa/SoHo;;;;;;;
Ghion Ethiopian Restaurant;Upper W. Side;;;;;;;
Giambone Restaurant Inc;Chinatown;;;;;;;
Giggles Restaurant;Midtown West;;;;;;;
Gigino;TriBeCa/SoHo;;;;;;;
Ginga Chinese Restaurant;Chelsea;;;;;;;
Ginger;Harlem;;;;;;;
Ginger House;Chelsea;;;;;;;
Gingertoon;W. Village;;;;;;;
Gino's Village Pizza;Lower Manhattan;;;;;;;
Giovanni's Atrium;Lower Manhattan;;;;;;;
Gold Dish;Upper E. Side;;;;;;;
Gold Vin Cafe;Lower Manhattan;;;;;;;
Golden Chopstick Chinese Rstnt;Lower Manhattan;;;;;;;
Golden Garden;E. Village;;;;;;;
Golden Unicorn;Lower Manhattan;;;;;;;
Golden Wok;Upper E. Side;;;;;;;
Good Noodle Shop;Murray Hill;;;;;;;
Good World Bar and Grill;Lower E. Side;;;;;;;
Good and Plenty to Go;Midtown West;;;;;;;
Goodburger;Midtown East;;;;;;;
Goodies;Lower Manhattan;;;;;;;
Gourmet Taste;Upper E. Side;;;;;;;
Gourmet Wok;Midtown West;;;;;;;
Grand Saloon;Flatiron/U. Sq.;;;;;;;
Grand Sichuan;Chinatown;;;;;;;
Grand Sichuan Eastern;Midtown East;;;;;;;
Grand Sichuan St. Marks;E. Village;;;;;;;
Gray's Papaya;W. Village;;;;;;;
Great Burrito;Upper W. Side;;;;;;;
Great India Restaurant;Upper E. Side;;;;;;;
Great Steak & Fry;Midtown West;;;;;;;
Greek Corner;Chelsea;;;;;;;
Green Garden Chinese;Murray Hill;;;;;;;
Green Kitchen Restaurant;Upper E. Side;;;;;;;
Green Table;Chelsea;;;;;;;
Greenwich Cafe;W. Village;;;;;;;
Grove St. Brasserie;W. Village;;;;;;;
Gulshan Restaurant;E. Village;;;;;;;
HSF (CLOSED);Chinatown;;;;;;;
Halal Indo Pak Restaurant;Upper E. Side;;;;;;;
Half King;Chelsea;;;;;;;
Hamachi;Flatiron/U. Sq.;;;;;;;
Hamaya;Midtown East;;;;;;;
Hampton Chutney Company;TriBeCa/SoHo;;;;;;;
Hanami Restaurant;Midtown East;;;;;;;
Hang Cheng Restaurant;Harlem;;;;;;;
Hanratty's Restaurant;Harlem;;;;;;;
Happy Burger Ii Inc;Upper W. Side;;;;;;;
Happy Garden Chinese Restrnt;Harlem;;;;;;;
Happy Wok Restaurant;Lower E. Side;;;;;;;
Harbour Lights;Lower Manhattan;;;;;;;
Hard Rock Cafe;Midtown West;;;;;;;
Harlem Fried Chicken;Harlem;;;;;;;
Harlem Tea Room;Harlem;;;;;;;
Harmony Palace Restaurant;Chinatown;;;;;;;
Harries Cafe;Midtown West;;;;;;;
Harry's Burrito Junction;Upper W. Side;;;;;;;
Harry's Burritos;W. Village;;;;;;;
Harry's Cafe and Steak;Lower Manhattan;;;;;;;
Haru Restaurant;Upper W. Side;;;;;;;
Hasta La Pasta Restaurant;W. Village;;;;;;;
Hatsune Inc;Upper E. Side;;;;;;;
Havana Central;Flatiron/U. Sq.;;;;;;;
Havana Chelsea;Chelsea;;;;;;;
Havana NY;Midtown West;;;;;;;
Health Exchange;Lower Manhattan;;;;;;;
Health Stop;Midtown East;;;;;;;
