0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Ivo & Lulu;SOHO;558 Broome St;558 Broome St;New York;NY;Caribbean;$;;Ivo & Lulu;Soho; 558 Broome St-at Varick St;558 Broome St;New York;NY;French;;
Ivo & Lulu;Soho;;;;;;;;Ivo & Lulu;Soho; 558 Broome St-at Varick St;558 Broome St;New York;NY;French;;
Jacques-Imo's;Upper West Side;366 Columbus Ave;366 Columbus Ave;New York;NY;Creole-Cajun;$$;;Jacques-Imo's;West 70s;366 Columbus Ave.;366 Columbus Ave;New York;NY;;;nan
Jane;Greenwich Village;100 W Houston St;100 W Houston St;New York;NY;American;$$$;;Jane;Greenwich Village; 100 W Houston St-between La Guardia Pl and Thompson St;100 W Houston St;New York;NY;American;;
Jekyll & Hyde Club;Greenwich Village;1409 Ave Of The Americas;1409 6th Ave;New York;NY;American;$$;;Jekyll & Hyde Club;;1409 6th Ave-Btwn 57th & 58th St;1409 6th Ave;;NY;;;
Jezebel;Midtown West;630 Ninth Ave;630 9th Ave;New York;NY;Southern;$$$;;Jezebel;;630 9th Ave;630 9th Ave;New York;NY;;;
Joe's Pizza;Greenwich Village;7 Carmine St;7 Carmine St;New York;NY;Pizza;$;;Joe's Pizza;;7 Carmine St-At 6th Ave;7 Carmine St;;NY;;;
Johnny Utah's;;25 W. 51st St.;25 W 51st St;New York;NY;;;;Johnny Utah's;;25 W 51st St-Btwn 5th & 6th Ave;25 W 51st St;;NY;;;
Kabab Factory;Murray Hill;101 Lexington Avenue;101 Lexington Ave;New York;NY;Indian;$$;;Kabab Factory;;101 Lexington Ave-Btwn 27th & 28th St;101 Lexington Ave;;NY;;;
Kaijou;Financial District;21 South End Street;21 South End Ave;New York;NY;Japanese;$$;;Kaijou;;21 South End Ave-At W Thames St;21 South End Ave;;NY;;;
Kanoyama;East Village;175 Second Ave;175 2nd Ave;New York;NY;Sushi;$$;;Kanoyama;East Village; 175 Second Ave-at 11th St;175 2nd Ave;New York;NY;Japanese;;
Kellari Taverna;Midtown West;19 W 44th St;19 W 44th St;New York;NY;Greek;$$;;Kellari Taverna;Midtown West;19 West 44th Street;19 W 44th St;New York;NY;;;Greek
Kelley & Ping;SOHO;127 Greene St;127 Greene St;New York;NY;Asian;$;;Kelley & Ping;nan;127 Greene Street;127 Greene St;New York;NY;;;nan
Kin Khao;SOHO;171 Spring Street;171 Spring St;New York;NY;Asian;$$;;Kin Khao;Soho;171 Spring Street;171 Spring St;New York;NY;;;Thai
Kittichai;SoHo;;nan;;;;;;Kittichai;Soho;60 Thompson Hotel -60 Thompson Stbetween Broome and Spring Sts;;New York;NY;Thai;;
Klong;East Village;7 St Marks Pl;7 St Marks Pl;New York;NY;Asian;$;;Klong;East Village; 7 St. Marks Pl-between Second and Third Aves;7 St Marks Pl;New York;NY;Thai;;
Koi;Midtown West;40 W 40th St;40 W 40th St;New York;NY;Asian;$$$$;;Koi;Midtown West;Bryant Park Hotel -40 W 40th Stbetween Fifth and Sixth Aves;;New York;NY;Japanese;;
Kyma;Midtown West;300 W 46th St;300 W 46th St;New York;NY;Greek;$$$;;Kyma;;300 West 46th Street;300 W 46th St;New York, NY, 10036;NY;;;
Kyo Ya;East Village;94 E 7th St;94 E 7th St;New York;NY;Japanese;$$$$;;Kyo Ya;East Village; 94 E 7th St-between First Ave and Ave A;94 E 7th St;New York;NY;Japanese;;
L'Allegria;Theater;623 9th Ave;623 9th Ave;New York;NY;Italian;$$;;L'Allegria;;623 9th Ave-Corner of 44th St;623 9th Ave;;NY;;;
L'Ecole;SOHO;462 Broadway;462 Broadway;New York;NY;French;$$$;;L'Ecole;;462 Broadway-At Grand St -;462 Broadway;;NY;;;
La Belle Vie;Chelsea;184 Eighth Ave;184 8th Ave;New York;NY;French;$$;;La Belle Vie;;184 8th Avenue;184 8th Ave;;NY;;;
La Bergamote;Chelsea;169 Ninth Ave;169 9th Ave;New York;NY;French;$;;La Bergamote;;169 9th Avenue;169 9th Ave;New York, NY, 10011;NY;;;
La Grolla;;413 Amsterdam Ave;413 Amsterdam Ave;New York;NY;;;;La Grolla;nan;413 Amsterdam Avenue;413 Amsterdam Ave;New York;NY;;;nan
La Palapa;Greenwich Village;77 St Marks Pl;77 St Marks Pl;New York;NY;Mexican;$$;;La Palapa;East Village; 77 St. Marks Pl-between First and Second Aves;77 St Marks Pl;New York;NY;Mexican;;
La Palapa;E. Village;;nan;;;;;;La Palapa;East Village; 77 St. Marks Pl-between First and Second Aves;77 St Marks Pl;New York;NY;Mexican;;
La Palapa;E. Village;214 E Ninth St;214 E 9th St;New York;NY;;$$;Spanish;La Palapa;East Village; 77 St. Marks Pl-between First and Second Aves;77 St Marks Pl;New York;NY;Mexican;;
La Palapa;East Village;214 E Ninth St;214 E 9th St;New York;NY;;$$;Spanish;La Palapa;East Village; 77 St. Marks Pl-between First and Second Aves;77 St Marks Pl;New York;NY;Mexican;;
La Palapa;E. Village;;nan;;;;;;La Palapa;East Village; 77 St. Marks Pl-between First and Second Aves;77 St Marks Pl;New York;NY;Mexican;;
La Tour;;1319 3rd Ave.;1319 3rd Ave;New York;NY;French;$$$$;;La Tour;;1319 3rd Avenue;1319 3rd Ave;New York, NY, 10021;NY;;;
La Vineria;Midtown West;;nan;;;;;;La Vineria;Midtown West; 727 Ninth Ave-between 49th and 50th Sts;727 9th Ave;New York;NY;Italian;;
Land;;450 Amsterdam Ave;450 Amsterdam Ave;New York;NY;;;;Land;;450 Amsterdam Avenue;450 Amsterdam Ave;New York, NY, 10024;NY;;;
Land Thai Kitchen;Upper W. Side;450 Amsterdam Ave;450 Amsterdam Ave;New York;NY;;$$;Thai;Land Thai Kitchen;Upper West Side; 450 Amsterdam Ave-at 82nd St;450 Amsterdam Ave;New York;NY;Thai;;
Lavagna;;545 E. Fifth St.;545 E 5th St;New York;NY;Italian;$$$;;Lavagna;East Village; 545 E 5th St-between Aves A and B;545 E 5th St;New York;NY;Italian;;
Lavagna;E. Village;;nan;;;;;;Lavagna;East Village; 545 E 5th St-between Aves A and B;545 E 5th St;New York;NY;Italian;;
Le Gigot;Greenwich Village;18 Cornelia St;18 Cornelia St;New York;NY;French;$$$;;Le Gigot;West Village; 18 Cornelia St-between Bleecker and W 4th Sts;18 Cornelia St;New York;NY;French;;
Le Gigot;W. Village;;nan;;;;;;Le Gigot;West Village; 18 Cornelia St-between Bleecker and W 4th Sts;18 Cornelia St;New York;NY;French;;
Le Gigot;West Village;522 Hudson St;522 Hudson St;New York;NY;;$;French;Le Gigot;West Village; 18 Cornelia St-between Bleecker and W 4th Sts;18 Cornelia St;New York;NY;French;;
Le Miu;;107 Ave. A;107 Avenue A;New York;NY;Sushi;$$$;;Le Miu;East Village; 107 Ave A-between 6th and 7th Sts;107 Avenue A;New York;NY;Japanese;;
Le Monde;Harlem;2885 Broadway;2885 Broadway;New York;NY;French;$$;;Le Monde;Upper West Side; 2885 Broadway-between 112th and 113th Sts;2885 Broadway;New York;NY;French;;
Le Monde;Upper West Side;;2885 Broadway;;;;;;Le Monde;Upper West Side; 2885 Broadway-between 112th and 113th Sts;2885 Broadway;New York;NY;French;;
Le Souk;Midtown East;47 Ave B;47 Avenue B;New York;NY;African;$$;;Le Souk;East Village; 47 Ave B-between 3rd and 4th Sts;47 Avenue B;New York;NY;Moroccan;;
Le Souk;E. Village;;nan;;;;;;Le Souk;East Village; 47 Ave B-between 3rd and 4th Sts;47 Avenue B;New York;NY;Moroccan;;
Les Enfants Terribles;Lower East Side;37 Canal St;37 Canal St;New York;NY;African;$$;;Les Enfants Terribles;Chinatown/Little Italy; 37 Canal St-at Ludlow St;37 Canal St;New York;NY;African: Pan-African;;
Les Halles;Gramercy Park;411 Park Ave S;411 Park Ave S;New York;NY;French;$$$;;Les Halles;Gramercy/Flatiron; 411 Park Ave South-between 28th and 29th Sts;411 Park Ave S;New York;NY;French;;
Lime Leaf;;2799 Broadway;2799 Broadway;New York;NY;;;;Lime Leaf;Upper West Side; 2799 Broadway-at 108th St;2799 Broadway;New York;NY;Thai;;
Lime Leaf;Upper West Side;;;;;;;;Lime Leaf;Upper West Side; 2799 Broadway-at 108th St;2799 Broadway;New York;NY;Thai;;
Lisca;;660 Amsterdam Ave;660 Amsterdam Ave;New York;NY;;;;Lisca;Upper West Side; 660 Amsterdam Ave-at 92 St;660 Amsterdam Ave;New York;NY;Italian;;
Lisca;Upper West Side;;nan;;;;;;Lisca;Upper West Side; 660 Amsterdam Ave-at 92 St;660 Amsterdam Ave;New York;NY;Italian;;
Little Owl;West Village;90 Bedford Street;90 Bedford St;New York;NY;American;$$$;;Little Owl;West Village;90 Bedford;Apartment Building from the TV Show Friends;New York;NY;;;
Lomito;SOHO;300 Spring St;300 Spring St;New York;NY;Argentinean;$$$;;Lomito;Soho;300 Spring Street;300 Spring St;New York;NY;;;Argentine
Londel's Supper Club;Harlem;2620 Frederick Douglas Blvd;2620 Frederick Douglass Blvd;New York;NY;Southern;$$;;Londel's Supper Club;nan;2620 Frederick Douglass Blvd;2620 Frederick Douglass Blvd;New York;NY;;;nan
Loside;Lower East Side;157 E Houston Street;157 E Houston St;New York;NY;American;$;;Loside;;157 East Houston Street;157 E Houston St;New York, NY, 10002;NY;;;
Lupa;Greenwich Village;170 Thompson St;170 Thompson St;New York;NY;Italian;$$$$;;Lupa;Greenwich Village; 170 Thompson St-between Bleecker and Houston Sts;170 Thompson St;New York;NY;Italian;;
Luzia's;;429 Amsterdam Ave.;429 Amsterdam Ave;New York;NY;;;;Luzia's;;429 Amsterdam Ave-Btwn 80th & 81st St;429 Amsterdam Ave;;NY;;;
Macelleria;Meatpacking District;48 Gansevoort St;48 Gansevoort St;New York;NY;Italian;$$$;;Macelleria;Meatpacking District; 48 Gansevoort St-between Greenwich and Washington Sts;48 Gansevoort St;New York;NY;Italian;;
Mama Mexico;Midtown East;2672 Broadway;2672 Broadway;New York;NY;;$$;Mexican;Mama Mexico;;2672 Broadway;2672 Broadway;New York;NY;;;
Mandarin Court;Chinatown;61 Mott St;61 Mott St;New York;NY;Chinese;$;;Mandarin Court;nan;61 Mott St-Btwn Bayard & Canal St;61 Mott St;New York;NY;;;nan
Mandoo Bar;Midtown West;2 W 32nd St;2 W 32nd St;New York;NY;Korean;$;;Mandoo Bar;Midtown West; 2 W 32nd St-between Fifth Ave and Broadway;2 W 32nd St;New York;NY;Korean;;
Mara's Homemade;East Village;342 E Sixth St;342 E 6th St;New York;NY;Creole-Cajun;$$;;Mara's Homemade;;342 East 6th Street;342 E 6th St;;NY;;;
Mare;Chelsea;198 Eighth Ave;198 8th Ave;New York;NY;Seafood;$$;;Mare;Chelsea; 198 Eighth Ave-at 20th St;198 8th Ave;New York;NY;Seafood;;
Maremma;West Village;228 W 10th St;228 W 10th St;New York;NY;Italian;$$$;;Maremma;West Village;228 W 10th St.;228 W 10th St;New York;NY;;;nan
Market Table;;54 Carmine St;54 Carmine St;New York;NY;American;$$$$;;Market Table;West Village; 54 Carmine St-at Bedford St;54 Carmine St;New York;NY;American;;
Market Table;West Village;;;;;;;;Market Table;West Village; 54 Carmine St-at Bedford St;54 Carmine St;New York;NY;American;;
Markt;Flatiron;676 6th Avenue;676 6th Ave;New York;NY;Belgian;$$$;;Markt;Chelsea; 676 Sixth Ave-at 21st St;676 6th Ave;New York;NY;Belgian;;
Markt;Chelsea;;;;;;;;Markt;Chelsea; 676 Sixth Ave-at 21st St;676 6th Ave;New York;NY;Belgian;;
Matsuri;Chelsea;;;;;;;;Matsuri;Chelsea;Maritime Hotel -369 W 16th Stat Ninth Ave;;New York;NY;Japanese;;
Maya;Midtown East;1191 First Avenue;1191 1st Avenue;New York;NY;Mexican;$$$$;;Maya;Upper East Side; 1191 First Ave-between 64th and 65th Sts;1191 1st Avenue;New York;NY;Mexican;;
Maya;Upper E. Side;;nan;;;;;;Maya;Upper East Side; 1191 First Ave-between 64th and 65th Sts;1191 1st Avenue;New York;NY;Mexican;;
Meltemi;Midtown East;905 First Ave;905 1st Avenue;New York;NY;Greek;$$$;;Meltemi;nan;905 1st Avenue;905 1st Avenue;New York;NY;;;nan
Meskerem;;468 W. 47th St.;468 W 47th St;New York;NY;Ethiopian;;;Meskerem;;468 W 47th St-Btwn 9th & 10th Ave;468 W 47th St;;NY;;;
Mill Korean;Harlem;2895 Broadway;2895 Broadway;New York;NY;Korean;$;;Mill Korean;nan;2895 Broadway;2895 Broadway;New York;NY;;;nan
Minetta Tavern;Greenwich Village;113 Macdougal Street;113 MacDougal St;New York;NY;Italian;$$$;;Minetta Tavern;Greenwich Village; 113 MacDougal St-between Bleecker and W 3rd Sts;113 MacDougal St;New York;NY;Eclectic;;
Mofongo Depot;Upper West Side;931 Amsterdam Ave;931 Amsterdam Ave;New York;NY;Nuevo Latino;$$;;Mofongo Depot;Upper West Side; 931 Amsterdam Ave-between 105th and 106th Sts;931 Amsterdam Ave;New York;NY;Caribbean;;
Momoya;Chelsea;;;;;;;;Momoya;Chelsea; 85 Seventh Ave-at 21st St;85 7th Ave;New York;NY;Japanese;;
Mon Petit Cafe;Upper East Side;801 Lexington Ave;801 Lexington Ave;New York;NY;French;$$;;Mon Petit Cafe;nan;801 Lexington Ave-At 62nd St;801 Lexington Ave;New York;NY;;;nan
Monster Sushi;Midtown West;;;;;;;;Monster Sushi;Midtown West; 22 W 46th St-between Fifth and Sixth Aves;22 W 46th St;New York;NY;Japanese;;
Morandi;Greenwich Village;211 Waverly Place;211 Waverly Pl;New York;NY;Italian;$$$;;Morandi;West Village; 211 Waverly Pl-between Seventh Ave South and Charles St;211 Waverly Pl;New York;NY;Italian;;
Morandi;W. Village;;nan;;;;;;Morandi;West Village; 211 Waverly Pl-between Seventh Ave South and Charles St;211 Waverly Pl;New York;NY;Italian;;
Mr. Chow;Midtown East;324 E 57th St;324 E 57th St;New York;NY;Chinese;$$$$;;Mr. Chow;Midtown East; 324 E 57th St-between First and Second Aves;324 E 57th St;New York;NY;Chinese;;
Mrs Lee & Shabu Shabu Wok;West Village;121 University Pl;121 University Pl;New York;NY;Asian;$;;Mrs Lee & Shabu Shabu Wok;;121 University Pl;121 University Pl;New York;NY;;;
Neo Sushi;Upper West Side;2298 Broadway;2298 Broadway;New York;NY;Sushi;$$$$;;Neo Sushi;nan;2298 Broadway;2298 Broadway;New York;NY;;;nan
New York Noodle Town;SOHO;28 Bowery at Bayard Street;28 Bowery;New York;NY;Asian;$;;New York Noodle Town;Chinatown/Little Italy; 28 Bowery-at Bayard St;28 Bowery;New York;NY;Chinese;;
New York Noodle Town;Chinatown;;;;;;;;New York Noodle Town;Chinatown/Little Italy; 28 Bowery-at Bayard St;28 Bowery;New York;NY;Chinese;;
Nice;Chinatown;35 E Broadway;35 E Broadway;New York;NY;Chinese;$;;Nice;;35 East Broadway;35 E Broadway;New York, NY, 10002;NY;;;
Nick's;Upper East Side;1814 Second Ave;1814 2nd Ave;New York;NY;Italian;$;;Nick's;;1814 2nd Ave-At 94th St;1814 2nd Ave;;NY;;;
Nicky's Vietnamese Sandwiches;East Village;150 E 2nd St;150 E 2nd St;New York;NY;American;$;;Nicky's Vietnamese Sandwiches;East Village;150 E 2nd St-At Ave A;150 E 2nd St;New York;NY;;;Vietnamese
Nicole's;Midtown East;10 East 60th Street;10 E 60th St;New York;NY;British;$$;;Nicole's;nan;10 East 60th Street;10 E 60th St;New York;NY;;;nan
Nino's Bellissima Pizza;Midtown East;890 Second Ave.;890 2nd Ave;New York;NY;Italian;$$$;;Nino's Bellissima Pizza;;890 2nd Ave-Btwn 47th & 48th St;890 2nd Ave;;NY;;;
Nobu Fifty Seven;Midtown West;40 W 57th St;40 W 57th St;New York;NY;Japanese;$$$$$;;Nobu Fifty Seven;;40 W 57th St-Btwn 5th & 6th Ave;40 W 57th St;;NY;;;
Nocello;Midtown West;257 West 55th St;257 W 55th St;New York;NY;Italian;$$$;;Nocello;;257 W 55th St;257 W 55th St;New York;NY;;;
Nocello;Theater;257 West 55th Street;257 W 55th St;New York;NY;Italian;$$$$;;Nocello;;257 W 55th St;257 W 55th St;New York;NY;;;
Nonna;;520 Columbus Ave;520 Columbus Ave;New York;NY;;;;Nonna;Upper West Side; 520 Columbus Ave-at 85th St;520 Columbus Ave;New York;NY;Italian;;
Nonna;Upper W. Side;;nan;;;;;;Nonna;Upper West Side; 520 Columbus Ave-at 85th St;520 Columbus Ave;New York;NY;Italian;;
Nougatine;;1 Central Park West;1 Central Park West;New York;NY;American;$$$$;;Nougatine;;1 Central Park West-At 60th St;1 Central Park West;;NY;;;
Novecento;SOHO;343 W Broadway;343 W Broadway;New York;NY;South American;$$$;;Novecento;Soho; 343 West Broadway-between Broome and Grand Sts;343 W Broadway;New York;NY;Argentine;;
Novecento;SoHo;;343 W Broadway btwn Broome and Grand Sts;;;;;;Novecento;Soho; 343 West Broadway-between Broome and Grand Sts;343 W Broadway;New York;NY;Argentine;;
Novecento;SoHo;;343 W Broadway btwn Broome and Grand Sts;;;;;;Novecento;Soho; 343 West Broadway-between Broome and Grand Sts;343 W Broadway;New York;NY;Argentine;;
One;Meatpacking District;1 Little West 12th St;1 Little W 12th St;New York;NY;American;$$$;;One;Meatpacking District; 1 Little West 12th St-at Ninth Ave;1 Little W 12th St;New York;NY;Eclectic;;
Ono;Meatpacking District;18 Ninth Ave;18 9th Ave;New York;NY;Sushi;$$$$;;Ono;Meatpacking District;Hotel Gansevoort -18 Ninth Aveat 13th St;;New York;NY;Japanese;;
Open the Sesame;Lower East Side;198A Orchard St.;198 Orchard St;New York;NY;Thai;$;;Open the Sesame;Lower East Side; 198A Orchard St-at Houston St;198 Orchard St;New York;NY;Thai;;
Oriental Garden;Chinatown;14 Elizabeth St;14 Elizabeth St;New York;NY;Chinese;$;;Oriental Garden;Chinatown/Little Italy; 14 Elizabeth St-between Bayard and Canal Sts;14 Elizabeth St;New York;NY;Chinese;;
Outback Steakhouse;Flatiron;60 W 23rd St;60 W 23rd St;New York;NY;Steakhouse;$$;;Outback Steakhouse;;60 W 23rd St-Btwn 5th & 6th Ave;60 W 23rd St;;NY;;;
P.J. Clarke's;;915 Third Ave;915 3rd Ave;New York;NY;;;;P.J. Clarke's;;915 3rd Ave-At 55th St;915 3rd Ave;;NY;;;
Pam Real Thai Food;Midtown West;404 W 49th St;404 W 49th St;New York;NY;Asian;$;;Pam Real Thai Food;Midtown West; 404 W 49th St-between Ninth and Tenth Aves;404 W 49th St;New York;NY;Thai;;
Pampa;Upper West Side;768 Amsterdam Avenue;768 Amsterdam Ave;New York;NY;South American;$$;;Pampa;West 90s;768 Amsterdam Ave.;768 Amsterdam Ave;New York;NY;;;
Paradou;Meatpacking District;8 Little W 12th St;8 Little W 12th St;New York;NY;French;$$;;Paradou;West Village; 8 Little West 12th St-between Greenwich and Washington Sts;8 Little W 12th St;New York;NY;French;;
Paradou;W. Village;;;;;;;;Paradou;West Village; 8 Little West 12th St-between Greenwich and Washington Sts;8 Little W 12th St;New York;NY;French;;
Park Avenue Cafe;Upper East Side;100 East 63rd St (@ Park Avenue);100 E 63rd St;New York;NY;American;$$$$;;Park Avenue Cafe;;100 E 63rd St;100 E 63rd St;New York;NY;;;
Park East Grill;Upper East Side;1564 2nd Avenue;1564 2nd Ave;New York;NY;Jewish;$;;Park East Grill;;1564 2nd Avenue;1564 2nd Ave;;NY;;;
Parlor Steakhouse;Upper East Side;1600 3rd Ave;1600 3rd Ave;New York;NY;Steakhouse;$$$$;;Parlor Steakhouse;Upper East Side; 1600 Third Ave-at 90th St;1600 3rd Ave;New York;NY;Steakhouses;;
Pastis;Meatpacking District;9 Ninth Ave;9 9th Ave;New York;NY;French;$$$;;Pastis;Meatpacking District; 9 Ninth Ave-at Little W 12th St;9 9th Ave;New York;NY;French;;
Peep;SoHo;;nan;;;;;;Peep;Soho; 177 Prince St-between Sullivan and Thompson Sts;LOFTS AT PRINCE (WEDDING);New York;NY;Thai;;
Pepe Giallo;;253 10th Ave;253 10th Ave;New York;NY;;;;Pepe Giallo;Chelsea;253 10th Ave. Frnt;253 10th Ave;New York;NY;;;nan
Pepe Giallo;Chelsea;;;;;;;;Pepe Giallo;Chelsea;253 10th Ave. Frnt;253 10th Ave;New York;NY;;;nan
Peri Ela;Upper East Side;1361 Lexington Avenue;1361 Lexington Ave;New York;NY;Turkish;$$;;Peri Ela;Upper East Side; 1361 Lexington Ave-between 90th and 91st Sts;1361 Lexington Ave;New York;NY;Turkish;;
Piadina;Greenwich Village;57 W 10th St;57 W 10th St;New York;NY;Italian;$$;;Piadina;Greenwich Village; 57 W 10th St-between Fifth and Sixth Aves;57 W 10th St;New York;NY;Italian;;
Piano Due;Midtown West;151 W 51st St;151 W 51st St;New York;NY;Italian;$$$$;;Piano Due;Midtown West; 151 W 51st St-between Sixth and Seventh Aves;151 W 51st St;New York;NY;Italian;;
Piccolo Angolo;West Village;621 Hudson St;621 Hudson St;New York;NY;Italian;$$;;Piccolo Angolo;West Village; 621 Hudson St-at Jane St;621 Hudson St;New York;NY;Italian;;
Ping's Seafood;Chinatown;22 Mott St;22 Mott St;New York;NY;Chinese;$;;Ping's Seafood;nan;22 Mott Street;22 Mott St;New York;NY;;;nan
Pisticci;Harlem;125 La Salle St;125 La Salle St;New York;NY;Italian;$;;Pisticci;Columbia University–City College; 125 La Salle St-between Broadway and Claremont Ave;125 La Salle St;New York;NY;Italian;;
Po;Greenwich Village;31 Cornelia St;31 Cornelia St;New York;NY;Italian;$$$;;Po;;31 Cornelia Street;31 Cornelia St;New York, NY, 10014;NY;;;
Pongal;Gramercy;;;;;;;;Pongal;Gramercy/Flatiron; 1154 First Ave-between 63rd and 64th Sts;1154 1st Avenue;New York;NY;Indian;;
Porchetta;East Village;110 East 7th Street;110 E 7th St;New York;NY;Italian;$$$;;Porchetta;East Village; 110 E 7th St-between First Ave and Ave A;110 E 7th St;New York;NY;Italian;;
Positano;Little Italy;122 Mulberry St;122 Mulberry St;New York;NY;Italian;$$;;Positano;nan;122 Mulberry Street;122 Mulberry St;New York;NY;;;nan
Prime Grill;Midtown East;60 E 49th St;60 E 49th St;New York;NY;Jewish;$$$$;;Prime Grill;;60 E 49th St-Btwn Madison & Park Ave;60 E 49th St;;NY;;;
Provence;SOHO;38 Macdougal Street;38 MacDougal St;New York;NY;French;$$;;Provence;nan;38 MacDougal Street;38 MacDougal St;New York;NY;;;nan
Pukk;East Village;71 First Ave;71 1st Avenue;New York;NY;Thai;$;;Pukk;East Village; 71 First Ave-between 4th and 5th Sts;71 1st Avenue;New York;NY;Thai;;
Quality Meats;Midtown West;57 W 58th St;57 W 58th St;New York;NY;Steakhouse;$$$$;;Quality Meats;Midtown West; 57 W 58th St-between Fifth and Sixth Aves;57 W 58th St;New York;NY;Steakhouses;;
Rao's;Harlem;455 East 114th St;455 E 114th St;New York;NY;Italian;$$$$;;Rao's;;455 East 114th Street;455 E 114th St;New York, NY, 10029;NY;;;
Raoul's;SOHO;180 Prince St;180 Prince St;New York;NY;French;$$$;;Raoul's;;180 Prince St-Btwn Sullivan & Thompson St;180 Prince St;;NY;;;
Redeye Grill;Midtown West;890 Seventh Ave;890 7th Ave;New York;NY;American;$$$;;Redeye Grill;Midtown West; 890 Seventh Ave-at 56th St;890 7th Ave;New York;NY;Seafood;;
Republic;Union Square;37 Union Square W;37 Union Square W;New York;NY;Asian;$;;Republic;Gramercy/Flatiron; 37 Union Sq West-between 16th and 17th Sts;37 Union Square W;New York;NY;Asian: Pan-Asian;;
