level_0;level_1;ristorante;indirizzo;Score;restaurant_x;address_x;addressGoogle_x;country_x;neighborhood_x;type_x;phone_x;restaurant_y;address_y;addressGoogle_y;country_y;neighborhood_y;type_y;phone_y
11839;2241;0,981;1;1,981;Sura: The King's Meal;105 E 9th St-Btwn 3rd & 4th Ave;105 E 9th St;;;;;Sura: The King’s Meal; 105 E 9th St-between Third and Fourth Aves;105 E 9th St;New York;East Village;Korean;(212-982-6390)
11846;7367;0,960;1;1,960;Sushi Generation;1571 2nd Ave-Btwn 81st & 82nd St;1571 2nd Ave;;;;;Sushi Generation Inc;1571 2nd Ave;1571 2nd Ave;New York;;;
11869;7381;0,877;1;1,877;Suspenders;111 Broadway-At Thames St;111 Broadway;;;;;Suspenders Of Wall St Rest;111 Broadway;111 Broadway;New York;;;
11886;2264;0,950;1;1,950;Swifty's;1007 Lexington Ave-Btwn 72nd & 73rd St;1007 Lexington Ave;;;;;Swifty’s; 1007 Lexington Ave-between 72nd and 73rd Sts;1007 Lexington Ave;New York;Upper East Side;American;(212-535-6000)
11891;2266;0,837;1;1,837;Swizz;310 W 53rd St-At 8th Ave;310 W 53rd St;;;;;Swizz Restaurant & Wine Bar; 310 W 53rd St-between Eighth and Ninth Aves;310 W 53rd St;New York;Midtown West;Eclectic;(212-810-4444)
13761;2266;0,965;1;1,965;Swizz Restaurant Wine Bar;310 West 53rd Street;310 W 53rd St;New York, NY, 10019;;;;Swizz Restaurant & Wine Bar; 310 W 53rd St-between Eighth and Ninth Aves;310 W 53rd St;New York;Midtown West;Eclectic;(212-810-4444)
11940;7444;0,956;1;1,956;Tandoor Palace;88 Fulton St-At Gold St;88 Fulton St;;;;;Tandoor Palace Inc;88 Fulton St;88 Fulton St;New York;;;
11944;7447;0,875;1;1,875;Tang Tang;1328 3rd Ave-At 76th St;1328 3rd Ave;;;;;Tang Tang Noodles & More;1328 3rd Ave;1328 3rd Ave;New York;;;
11961;7469;0,846;1;1,846;Tataki;3 Lispenard St-Btwn Church St & W Broadway;3 Lispenard St;;;;;Tataki Japanese Restaurant;3 Lispenard St;3 Lispenard St;New York;;;
11974;2317;0,879;1;1,879;Tehuitzingo;695 10th Ave-Btwn 47th & 48th St;695 10th Ave;;;;;Tehuitzingo Deli and Grocery; 695 Tenth Ave-between 47th and 48th Sts;695 10th Ave;New York;Midtown West;Mexican;(212-397-5956)
11998;7504;0,840;1;1,840;Tevere;155 E 84th St-Btwn Lexington & 3rd Ave;155 E 84th St;;;;;Tevere 84 Italian Glatt Kosher;155 E 84th St;155 E 84th St;New York;;;
12034;2342;0,900;1;1,900;The Carlyle;35 E 76th St-At Madison Ave;35 E 76th St;;;;;The Carlyle Restaurant; 35 E 76th St-at Madison Ave;35 E 76th St;New York;Upper East Side;French;(212-744-1600)
12058;2350;0,919;1;1,919;The Four Seasons;99 E 52nd St-Btwn Park & Lexington Ave;99 E 52nd St;;;;;The Four Seasons Restaurant; 99 E 52nd St-between Park and Lexington Aves;99 E 52nd St;New York;Midtown East;American Creative;(212-754-9494)
12067;2355;0,897;1;1,897;The Green Room;0south street Seaport Pier 17-;89 South St;;;;;The Green Room at Spiegeltent; Pier 17-at Fulton St;89 South St;New York;Financial District;American;(212-730-0160)
12093;2377;0,847;1;1,847;The Morgan Cafe;225 Madison Ave-At 36th St;225 Madison Ave;;;;;The Morgan Dining Room; 225 Madison Ave-at 36th St;225 Madison Ave;New York;Midtown East;American;(212-683-2130)
12118;2402;0,963;1;1,963;The Shoreham Restaurant & Bar;33 W 55th St-Btwn 5th & 6th Ave;33 W 55th St;;;;;The Shoreham Restaurant and Bar; 33 W 55th St-between Fifth and Sixth Aves;33 W 55th St;New York;Midtown West;American Creative;(212-247-6700)
12126;2409;0,873;1;1,873;The Tea Box At Takashimaya;693 5th Ave-Btwn 54th & 55th St;693 5th Ave;;;;;The Tea Box Restaurant at Takashimaya NY; 693 Fifth Ave-between 54th and 55th Sts;693 5th Ave;New York;Midtown East;Cafés & diners;(212-350-0180)
12154;2430;0,985;1;1,985;Tiny's Giant Sandwich Shop;129 Rivington St-At Norfolk St;129 Rivington St;;;;;Tiny’s Giant Sandwich Shop; 129 Rivington St-at Norfolk St;129 Rivington St;New York;Lower East Side;Cafés;(212-982-1690)
12189;7581;0,950;1;1,950;Tops Food;139 E Broadway-Btwn Pike & Rutgers St;139 E Broadway;;;;;Tops Food Co;139 E Broadway;139 E Broadway;New York;;;
12194;2450;0,918;1;1,918;Totally Baked;8 W 18th St-Btwn 5th & 6th Ave;8 W 18th St;;;;;Totally Baked (CLOSED); 8 W 18th St-between Fifth and Sixth Aves;8 W 18th St;New York;Chelsea;American;(646-336-6118)
12195;7590;0,871;1;1,871;Totoya;1144 1st Ave-At 63rd St;1144 1st Avenue;;;;;Totoya Restaurant;1144 1st Ave;1144 1st Avenue;New York;;;
12211;7603;0,968;1;1,968;Trattoria Dell'Arte;900 7th Ave-At 57th St;900 7th Ave;;;;;Trattoria Dellarte;900 7th Ave;900 7th Ave;New York;;;
12218;7619;0,900;1;1,900;Triangolo;345 E 83rd St-Btwn 1st & 2nd Ave;345 E 83rd St;;;;;Triangolo Catering;345 E 83rd St;345 E 83rd St;New York;;;
12221;7622;0,941;1;1,941;Tribeca Park;1 Walker St-At Beach St;1 Walker St;;;;;Tribeca Park Deli;1 Walker St;1 Walker St;New York;;;
12242;2481;0,924;1;1,924;Turks & Frogs;458 Greenwich St-Btwn Watts & Desbrosses St;458 Greenwich St;;;;;Turks & Frogs Tribeca; 458 Greenwich St-between Desbrosses and Watts Sts;458 Greenwich St;New York;Tribeca;Turkish;(212-966-4774)
12244;2484;0,921;1;1,921;Turquoise Seafood;240 E 81st St-Btwn 2nd & 3rd Ave;240 E 81st St;;;;;Turquoise Seafood Restaurant; 240 E 81st St-between Second and Third Aves;240 E 81st St;New York;Upper East Side;Seafood;(212-988-8222)
12262;7663;0,831;1;1,831;Tycoon;252 W 43rd St-Btwn Bway & 8th Ave;252 W 43rd St;;;;;Tycoon (Inside Cheetas Gentlemans Club);252 West 43rd Street;252 W 43rd St;New York;;;
12267;7669;0,917;1;1,917;Ukrainian East Village Restaurant;140 2nd Ave-Btwn E 9th St & St Marks Pl;140 2nd Ave;;;;;Ukrainian East Vlg Restaurant Inc;140 2nd Ave;140 2nd Ave;New York;;;
12267;2490;0,933;1;1,933;Ukrainian East Village Restaurant;140 2nd Ave-Btwn E 9th St & St Marks Pl;140 2nd Ave;;;;;Ukrainian East Village; 140 Second Ave-between 8th and 9th Sts;140 2nd Ave;New York;East Village;Eastern European;(212-614-3283)
12269;2491;0,990;1;1,990;Umbertos Clam House;386 Broome St-Btwn Mott & Mulberry St;386 Broome St;;;;;Umberto’s Clam House; 386 Broome St-at Mulberry St;386 Broome St;New York;Chinatown/Little Italy;Italian;(212-431-7545)
12276;7677;0,878;1;1,878;Unicorn;2170 3rd Ave-Btwn 118th & 119th St;2170 3rd Ave;;;;;Unicorn Restaurant;2170 3rd Ave;2170 3rd Ave;New York;;;
12291;2509;0,900;1;1,900;V & T Pizza;1024 Amsterdam Ave-Btwn 110th & 111th St;1024 Amsterdam Ave;;;;;V & T Pizza Restaurant; 1024 Amsterdam Ave-between 110th and 111th Sts;1024 Amsterdam Ave;New York;Columbia University–City College;Italian;(212-663-1708)
7693;2509;0,895;1;1,895;V & T Restaurant;1024 Amsterdam Ave;1024 Amsterdam Ave;New York;;;;V & T Pizza Restaurant; 1024 Amsterdam Ave-between 110th and 111th Sts;1024 Amsterdam Ave;New York;Columbia University–City College;Italian;(212-663-1708)
12293;7694;0,878;1;1,878;Va Bene;1589 2nd Ave-Btwn 82nd & 83rd St;1589 2nd Ave;;;;;Va Bene Restaurant;1589 2nd Ave;1589 2nd Ave;New York;;;
12337;7740;0,908;1;1,908;Villa Mosconi;69 MacDougal St-Btwn Bleecker & Houston St;69 MacDougal St;;;;;Villa Mosconi Restaurant;69 Macdougal St;69 MacDougal St;New York;;;
12340;7743;0,947;1;1,947;Village Den;225 W 12th St-At Greenwich Ave;225 W 12th St;;;;;Village Den Inc;225 W 12th St;225 W 12th St;New York;;;
12343;2542;0,973;1;1,973;Vince & Eddie's;70 W 68th St-Btwn Columbus Ave & CPW;70 W 68th St;;;;;Vince & Eddie’s; 70 W 68th St-between Central Park West and Columbus Ave;70 W 68th St;New York;Upper West Side;American;(212-721-0068)
7749;2542;0,959;1;1,959;Vince & Ediies;70 W 68th St;70 W 68th St;New York;;;;Vince & Eddie’s; 70 W 68th St-between Central Park West and Columbus Ave;70 W 68th St;New York;Upper West Side;American;(212-721-0068)
12344;7750;0,872;1;1,872;Vincent's;119 Mott St-At Hester St;119 Mott St;;;;;Vincents Clam Bar;119 Mott St;119 Mott St;New York;;;
12355;2546;0,892;1;1,892;Virgil's Real Barbecue;152 W 44th St-Btwn 6th Ave & Bway;152 W 44th St;;;;;Virgil’s Real BBQ; 152 W 44th St-between Sixth Ave and Broadway;152 W 44th St;New York;Midtown West;Barbeque;(212-921-9494)
12355;8336;0,913;1;1,913;Virgil's Real Barbecue;152 W 44th St-Btwn 6th Ave & Bway;152 W 44th St;;;;;Virgil's Real BBQ;152 West 44th Street;152 W 44th St;;;;
12362;7758;0,855;1;1,855;Volare;147 W 4th St-Btwn MacDougal St & 6th Ave;147 West 4th Street;;;;;Volare Restaurant Corp;147 W 4th St;147 West 4th Street;New York;;;
12378;7768;0,853;1;1,853;Walker's;16 N Moore St-At Varick St;16 N Moore St;;;;;Walkers Restaurant;16 N Moore St;16 N Moore St;New York;;;
12384;2559;0,917;1;1,917;Washoku;9 E 37th St-;9 E 37th St;;;;;Washoku Café; 9 E 37th St-between Fifth and Madison Aves;9 E 37th St;New York;Midtown East;Japanese;(212-686-2233)
12387;8339;0,877;1;1,877;Wave Sushi;538 Madison Ave-At 54th St;538 Madison Ave;;;;;Wave Sushi At Caviar Russe;538 Madison Avenue;538 Madison Ave;;;;
12395;7797;0,987;1;1,987;West Side Chef;315 W 57th St-Btwn 8th & 9th Ave;315 W 57th St;;;;;West Side Chefs;315 W. 57th;315 W 57th St;New York;;;
12408;2564;0,876;1;1,876;Whistlin' Dixie's Texas Tavern;714 11th Ave-At 51st St;714 11th Ave;;;;;Whistlin’ Dixie’s; 714 Eleventh Ave-between 50th and 51st Sts;714 11th Ave;New York;Midtown West;Mexican;(212-349-4370)
12409;7810;0,989;1;1,989;White Horse Tavern;567 Hudson St-At W 11th St;567 Hudson St;;;;;White Hourse Tavern;567 Hudson St;567 Hudson St;New York;;;
12418;7825;0,989;1;1,989;Willy's Bar & Grill;1538 2nd Ave-At 80th St;1538 2nd Ave;;;;;Willys Bar & Grill;1538 2nd Ave;1538 2nd Ave;New York;;;
12421;7827;0,864;1;1,864;Win Hop;51 Bayard St-Btwn Elizabeth St & Bowery;51 Bayard St;;;;;Win Hop Restaurant Inc;51 Bayard St;51 Bayard St;New York;;;
12423;7829;0,878;1;1,878;Win Won;10 Liberty Pl-Btwn Maiden Ln & Liberty St;10 Liberty Pl;;;;;Win Won Restaurant;10 Liberty Pl;10 Liberty Pl;New York;;;
12424;8342;0,967;1;1,967;Windfall Lounge & Grill;23 W 39th St-Btwn 5th & 6th Ave;23 W 39th St;;;;;Windfall Lounge and Grill;23 West 39th Street;23 W 39th St;;;;
12424;7830;0,870;1;1,870;Windfall Lounge & Grill;23 W 39th St-Btwn 5th & 6th Ave;23 W 39th St;;;;;Windfall;23 W. 39th Street;23 W 39th St;New York;;;
12431;7837;0,864;1;1,864;Wing Sing;1863 Lexington Ave-Btwn 116th & 115th St;1863 Lexington Ave;;;;;Wing Sing Chinese Restaurant;1863 Lexington Ave;1863 Lexington Ave;New York;;;
12435;2579;0,989;1;1,989;Wogies Bar & Grill;39 Greenwich Ave-At Charles St;39 Greenwich Ave;;;;;Wogie’s Bar & Grill; 39 Greenwich Ave-at Charles St;39 Greenwich Ave;New York;West Village;American;(212-229-2171)
12435;7850;0,867;1;1,867;Wogies Bar & Grill;39 Greenwich Ave-At Charles St;39 Greenwich Ave;;;;;Wogies;39 Greenwich Avenue;39 Greenwich Ave;New York;;;
13930;7850;0,971;1;1,971;Wogie's;39 Greenwich Avenue at Charles Street;39 Greenwich Ave;New York, NY, 10014;;;;Wogies;39 Greenwich Avenue;39 Greenwich Ave;New York;;;
12441;7854;0,988;1;1,988;Wollensky's Grill;201 E 49th St-At 3rd Ave;201 E 49th St;;;;;Wollenskys Grill;201 E 49th St;201 E 49th St;New York;;;
12448;2590;0,971;1;1,971;Woody McHale's;234 W 14th St-Btwn 7th & 8th Ave;234 W 14th St;;;;;Woody McHale’s; 234 W 14th St-between Seventh and Eighth Aves;234 W 14th St;New York;Chelsea;American;(212-206-0430)
12457;2597;0,852;1;1,852;Xicala;151B Elizabeth St-At Kenmare St;151B Elizabeth St;;;;;Xicala Wine & Tapas Bar; 151B Elizabeth St-between Broome and Kenmare Sts;151B Elizabeth St;New York;Chinatown/Little Italy;Spanish;(212-219-0599)
12488;7911;0,877;1;1,877;Young Chow;145 4th Ave-At 13th St;145 4th Ave;;;;;Young Chow Restaurant Corp;145 4th Ave;145 4th Ave;New York;;;
12492;7913;0,853;1;1,853;Yuka;1557 2nd Ave-Btwn 80th & 81st St;1557 2nd Ave;;;;;Yuka Restaurant;1557 2nd Ave;1557 2nd Ave;New York;;;
12525;2627;0,953;1;1,953;Zebu Grill;305 E 92nd St-Btwn 1st & 2nd Ave;305 E 92nd St;;;;;Zebú Grill; 305 E 92nd St-between First and Second Aves;305 E 92nd St;New York;Upper East Side;Brazilian;(212-426-7500)
12533;7932;0,907;1;1,907;Zesty Pizza & Deli;1693 3rd Ave-At 95th St;1693 3rd Ave;;;;;Zesty Pizzeria;1693 3rd Ave;1693 3rd Ave;New York;;;
12550;7952;0,838;1;1,838;Zutto;77 Hudson St-Btwn Jay & Harrison St;77 Hudson St;;;;;Zutto Restaurant Of Ny Inc;77 Hudson St;77 Hudson St;New York;;;
12573;2652;0,967;1;1,967;daBhang Cafe;45 W 8th St-Btwn 6th Ave & MacDougal St;45 W 8th St;;;;;daBhang Café; 45 W 8th St-between Fifth and Sixth Aves;45 W 8th St;New York;Greenwich Village;Cafés & diners;(212-475-1711)
12622;2716;0,878;1;1,878;17 Murray;17 Murray Street;17 Murray Street;New York, NY, 10038;;;;17 Murray St Restaurant;17 Murray Street;17 Murray Street;New York;;;
12623;2725;0,859;1;1,859;2 Rivers;10 Murray Street;10 Murray Street;New York, NY, 10007;;;;2 Rivers Restaurant and Bar;10 Murray Street;10 Murray Street;New York;;;
12636;2835;0,894;1;1,894;71 Irving Place;71 Irving Place;71 Irving Pl;New York, NY, 10003;;;;71 Irving Place Coffee & Tea Bar;71 Irving Place Frnt;71 Irving Pl;New York;;;
12643;36;0,922;1;1,922;A.O.C. Bedford;14 Bedford Street;14 Bedford St;New York, NY, 10014;;;;A.O.C. Bedford (CLOSED); 14 Bedford St-between Sixth Ave and Downing St;14 Bedford St;New York;West Village;Spanish;(212-414-4764)
12657;2977;0,900;1;1,900;Ah Chihuahua;330 East 53RD Street;330 E 53rd St;New York, NY, 10022;;;;Ah Chihuahua Chihuahua's;330 East 53rd Street;330 E 53rd St;New York;;;
8413;2977;0,871;1;1,871;Ah! Chihuahua's;330 E 53rd St-Btwn 1st & 2nd Ave;330 E 53rd St;;;;;Ah Chihuahua Chihuahua's;330 East 53rd Street;330 E 53rd St;New York;;;
12685;3117;0,937;1;1,937;Angon On The Sixth;320 East 6th Street;320 E 6th St;New York, NY, 10003;;;;Angon On the Sixth;320 East 6th Street Frnt;320 E 6th St;New York;;;
12691;3148;0,977;1;1,977;Apple Restaurant & Bom Bar;17 Waverly Place;17 Waverly Pl;New York, NY, 10003;;;;Apple Restaurant & Bombar;17 Waverly Pl;17 Waverly Pl;New York;;;
12692;3168;0,957;1;1,957;Argentine Pavilion;32 West 46th Street;32 W 46th St;New York, NY, 10036;;;;Argentine Pavillion Inc;32 W 46th St;32 W 46th St;New York;;;
12695;3211;0,833;1;1,833;Arturo's Pizzeria;106 West Houston Street;106 W Houston St;New York, NY, 10012;;;;Arturos Restaurant;106 West Houston Street;106 W Houston St;New York;;;
12710;173;0,894;1;1,894;Ayza Cafe & Wine Bar;11 West 31st Street;11 W 31st St;New York, NY, 10001;;;;Ayza Café and Wine Bar; 11 W 31st St-between Fifth Ave and Broadway;11 W 31st St;New York;Midtown East;Eclectic;(212-714-2992)
3261;173;0,861;1;1,861;Ayza Wine And Chocolate Bar;11 West 31st;11 W 31st St;New York;;;;Ayza Café and Wine Bar; 11 W 31st St-between Fifth Ave and Broadway;11 W 31st St;New York;Midtown East;Eclectic;(212-714-2992)
12710;3260;0,867;1;1,867;Ayza Cafe & Wine Bar;11 West 31st Street;11 W 31st St;New York, NY, 10001;;;;Ayza Bar Wine And Chocolate;11 West 31st Street;11 W 31st St;New York;;;
12713;8565;0,865;1;1,865;B & H Dairy Restaurant;127 2nd Avenue;127 2nd Ave;New York, NY, 10003;;;;B & H Vegetarian Restaurant;127 2nd Ave-Btwn 7th & 8th St;127 2nd Ave;;;;
12721;3303;0,957;1;1,957;Baden Baden;28 West 32nd Street;28 W 32nd St;New York, NY, 10001;;;;Baden Baden NY;28 West 32nd Street;28 W 32nd St;New York;;;
12726;8598;0,960;1;1,960;Bagels On The Square;7 Carmine Street;7 Carmine St;New York, NY, 10014;;;;Bagels on the Square;7 Carmine St-At 6th Ave;7 Carmine St;;;;
12730;210;0,960;1;1,960;Bamn;37 St. Marks Place;37 St Marks Pl;New York, NY, 10003;;;;Bamn!; 37 St. Marks Pl-at Second Ave;37 St Marks Pl;New York;East Village;Eclectic;(888-400-2266)
12731;214;0,892;1;1,892;Bandol;181 East 78th Street;181 E 78th St;New York, NY, 10021;;;;Bandol Bistro; 181 E 78th St-between Lexington and Third Aves;181 E 78th St;New York;Upper East Side;French;(212-744-1800)
12738;3358;0,933;1;1,933;Barbaluc;135 East 65th Street;135 E 65th St;New York, NY, 10021;;;;Barbaluc Inc;135 E 65th St;135 E 65th St;New York;;;
12739;3362;0,866;1;1,866;Barbes Manhattan;21 East 36th Street;21 E 36th St;New York, NY, 10016;;;;Barbes Restaurant;21 East 36;21 E 36th St;New York;;;
12739;242;0,875;1;1,875;Barbes Manhattan;21 East 36th Street;21 E 36th St;New York, NY, 10016;;;;Barbes; 21 E 36th St-between Fifth and Madison Aves;21 E 36th St;New York;Midtown East;Moroccan;(212-684-0215)
12743;3384;0,929;1;1,929;Basilica Restaurant;676 9th Avenue;676 9th Ave;New York, NY, 10036;;;;Basilico Restaurant;676 9th Avenue;676 9th Ave;New York;;;
12743;8632;0,884;1;1,884;Basilica Restaurant;676 9th Avenue;676 9th Ave;New York, NY, 10036;;;;Basilica;676 9th Ave-Btwn 46th & 47th St;676 9th Ave;;;;
12752;8660;0,975;1;1,975;Ben & Jack's Steak House;219 East 44th Street;219 E 44th St;New York, NY, 10017;;;;Ben & Jack's Steakhouse;219 E 44th St-Btwn 2nd & 3rd Ave;219 E 44th St;;;;
12753;269;0,983;1;1,983;Ben Benson's Steakhouse;123 West 52nd Street;123 W 52nd St;New York, NY, 10019;;;;Ben Benson’s Steakhouse; 123 W 52nd St-between Sixth and Seventh Aves;123 W 52nd St;New York;Midtown West;Steakhouses;(212-581-8888)
12756;271;0,989;1;1,989;Bennies Thai Cafe;88 Fulton Street at Gold Street;88 Fulton St;New York, NY, 10038;;;;Bennie’s Thai Cafe; 88 Fulton St-at Gold St;88 Fulton St;New York;Financial District;Thai;(212-587-8930)
12756;3457;0,989;1;1,989;Bennies Thai Cafe;88 Fulton Street at Gold Street;88 Fulton St;New York, NY, 10038;;;;Bennie's Thai Cafe;88 Fulton Street;88 Fulton St;New York;;;
14005;3457;0,889;1;1,889;Bennie's;88 Fulton St.;88 Fulton St;New York;Financial District;;;Bennie's Thai Cafe;88 Fulton Street;88 Fulton St;New York;;;
12758;3490;0,857;1;1,857;Big Al's;9 Thames Street,;9 Thames St;New York, NY, 10006;;;;Big Al's Chicago Style Pizza;9 Thames Street;9 Thames St;New York;;;
12764;3543;0,844;1;1,844;Black Duck (Park South Hotel);122 East 28th Street;122 E 28th St;New York, NY, 10016;;;;Black Duck Restaurant;122 East 28th Street;122 E 28th St;New York;;;
12767;3590;0,893;1;1,893;Blossom Restaurant & Cafe;187 9th Avenue;187 9th Ave;New York, NY, 10011;;;;Blossom Vegan Restaurant & Cafe;187 9 Av;187 9th Ave;New York;;;
12767;8718;0,830;1;1,830;Blossom Restaurant & Cafe;187 9th Avenue;187 9th Ave;New York, NY, 10011;;;;Blossom Gourmet Vegan;187 9th Ave-Btwn 21st & 22nd St;187 9th Ave;;;;
12768;313;0,892;1;1,892;Blue 9;92 3rd Avenue at 12th Street;92 3rd Ave;New York, NY, 10003;;;;Blue 9 Burger; 92 Third Ave-between 12th and 13th Sts;92 3rd Ave;New York;East Village;Cafés & diners;(212-979-0053)
12771;8731;0,987;1;1,987;Boat Basin Cafe;West 79th Street;W 79th St;New York, NY, 10024;;;;Boat Basin CafeW;79th St & Hudson River 0-;W 79th St;;;;
12777;3647;0,890;1;1,890;Boughalem;14 Bedford Street;14 Bedford St;New York, NY, 10014;;;;Boughalem Restaurant;14 Bedford Street;14 Bedford St;New York;;;
12779;3650;0,884;1;1,884;Bouterin;420 East 59th Street;420 E 59th St;New York, NY, 10022;;;;Bouterin Restaurant;420 East 59th Street;420 E 59th St;New York;;;
12784;8791;0,974;1;1,974;Broadway's Jerusalem;1375 Broadway;1375 Broadway;New York, NY, 10018;;;;Broadway's Jerusalem II;1375 Broadway-Btwn 37th & 38th St;1375 Broadway;;;;
12786;393;0,962;1;1,962;Brouwers Of Stone Street;45 Stone Street;45 Stone St;New York, NY, 10004;;;;Brouwers of Stone Street; 45 Stone St-between Coenties Alley and Hanover Sq;45 Stone St;New York;Financial District;American;(212-785-5400)
12815;443;0,976;1;1,976;Cafe Habana To Go;229 Elizabeth Street;229 Elizabeth St;New York, NY, 10012;;;;Cafe Habana to Go; 229 Elizabeth St-between Houston and Prince Sts;229 Elizabeth St;New York;Chinatown/Little Italy;Caribbean: Cuban;(212-625-2002)
12820;8894;0,945;1;1,945;Cafe S.F.A.;Saks 5th Avenue -- 611 5th Avenue, 8th floor;611 5th Ave;New York, NY, 10022;;;;Cafe SFA;611 5th Ave-Btwn 49th & 50th Ave;611 5th Ave;;;;
12823;3968;0,938;1;1,938;Caffe Med;1268 2nd Avenue;1268 2nd Ave;New York, NY, 10021;;;;Caffe Medical;1268 2nd Avenue;1268 2nd Ave;New York;;;
12833;478;0,916;1;1,916;Café Pierre;2 East 61st Street;2 E 61st St;New York, NY, 10021;;;;Café Pierre (CLOSED; 2 E 61st St-at Fifth Ave;2 E 61st St;New York;Upper East Side;slated to reopen in 2009);(212-940-8195)
12836;497;0,933;1;1,933;CamaJe;85 MacDougal Street;85 MacDougal St;New York, NY, 10012;;;;Camaje; 85 MacDougal St-between Bleecker and Houston Sts;85 MacDougal St;New York;Greenwich Village;French;(212-673-8184)
12841;4018;0,871;1;1,871;Canton;45 Division Street;45 Division St;New York, NY, 10002;;;;Canton Restaurant;45 Division Street;45 Division St;New York;;;
12843;4022;0,884;1;1,884;Capitale;130 Bowery;130 Bowery;New York, NY, 10013;;;;Capitale Restaurant;130 Bowery;130 Bowery;New York;;;
12844;508;0,976;1;1,976;Caravan Of Dreams;405 East 6th Street;405 E 6th St;New York, NY, 10009;;;;Caravan of Dreams; 405 E 6th St-between First Ave and Ave A;405 E 6th St;New York;East Village;Vegetarian & Organic;(212-254-1613)
12853;542;0,982;1;1,982;Cento Pizze;201 East 10th Street;201 E 10th St;New York, NY, 10003;;;;CentoPizze; 201 E 10th St-between First and Second Aves;201 E 10th St;New York;East Village;Italian;(212-420-5933)
12854;4113;0,956;1;1,956;Central Buffet;195 centre Street;195 Centre St;New York, NY, 10013;;;;Central Buffet Inc;195 Centre Street;195 Centre St;New York;;;
12859;4163;0,953;1;1,953;Chat 'N Chew;10 East 16th Street;10 E 16th St;New York, NY, 10003;;;;Chat 'n' Chew;10 E 16th St;10 E 16th St;New York;;;
12861;4183;0,940;1;1,940;Chelsea Bistro;358 West 23rd Street;358 W 23rd St;New York, NY, 10011;;;;Chelsea Bistro & Bar;358 West 23rd Street;358 W 23rd St;New York;;;
14034;4183;0,947;1;1,947;Chelsea Bistro and Bar;358 W 23rd St.;358 W 23rd St;New York;Chelsea;;;Chelsea Bistro & Bar;358 West 23rd Street;358 W 23rd St;New York;;;
12868;4225;0,844;1;1,844;Chez Brigitte (CLOSED);77 Greenwich Avenue;77 Greenwich Ave;New York, NY, 10014;;;;Chez Brigitte Restaurant;77 Greenwich Avenue;77 Greenwich Ave;New York;;;
12869;4228;0,893;1;1,893;Chez Laurence;245 Madison Avenue;245 Madison Ave;New York, NY, 10016;;;;Chez Laurence Patisserie Inc;245 Madison Avenue;245 Madison Ave;New York;;;
