0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r;1_phone
;;;;;;;;;The Valrhona Boutique;;"Mon–Sat 9am–9pm; Sun 9am–7pm -";;New York;NY;;;;
;;;;;;;;;The Viceroy;Chelsea; 160 Eighth Ave-at 18th St;160 8th Ave;New York;NY;American;;;(212-633-8484)
;;;;;;;;;The Volstead;Midtown East; 125 E 54th St-between Park and Lexington Aves;125 E 54th St;New York;NY;American;;;(212-583-0411)
;;;;;;;;;The Water Club;Midtown East; 500 E 30th St-at FDR Drive;500 E 30th St;New York;NY;Seafood;;;(212-683-3333)
;;;;;;;;;The West Branch;Upper West Side; 2178 Broadway-at 77th St;2178 Broadway;New York;NY;Eclectic;;;(212-777-6764)
;;;;;;;;;The Yard;Soho;SoHo Grand Hotel -310 West Broadwaybetween Canal and Grand Sts;;New York;NY;American;;;(212-965-3000)
;;;;;;;;;Think Coffee;East Village; 1 Bleecker St-at Bowery;1 Bleecker St;New York;NY;Cafés & diners;;;(212-533-3366)
;;;;;;;;;Thor;Lower East Side;Hotel on Rivington -107 Rivington Stbetween Essex and Ludlow Sts;;New York;NY;American;;;(646-253-6700)
;;;;;;;;;Three Tarts Bakery + Boutique;;164 Ninth Ave -;;New York;NY;;;;
;;;;;;;;;Three of Cups;East Village; 83 First Ave-at 5th St;83 1st Avenue;New York;NY;Italian;;;(212-388-0059)
;;;;;;;;;Tia Pol;Chelsea; 205 Tenth Ave-between 22nd and 23rd Sts;205 Amsterdam Ave;New York;NY;Spanish;;;(212-675-8805)
;;;;;;;;;Tiffin Wallah;Gramercy/Flatiron; 127 E 28th St-at Lexington Ave;127 E 28th St;New York;NY;Indian;;;(212-685-7301)
;;;;;;;;;Tigerland;East Village; 85 Ave A-between 5th and 6th Sts;85 Avenue A;New York;NY;Asian: Pan-Asian;;;(212-477-9887)
;;;;;;;;;Tini Ristorante Italiano;Upper East Side; 1562 Second Ave-at 81st St;1562 2nd Ave;New York;NY;Italian;;;(212-628-3131)
;;;;;;;;;Tintol (CLOSED);Midtown West; 155 W 46th St-between Sixth and Seventh Aves;155 W 46th St;New York;NY;Portuguese;;;(212-354-3838)
;;;;;;;;;Tiny Thai Cafe;Midtown West; 693 Ninth Ave-between 47th and 48th Sts;693 9th Ave;New York;NY;Thai;;;(212-265-2229)
;;;;;;;;;Tisserie;Soho; 420 West Broadway-at Spring St;420 W Broadway;New York;NY;Cafés;;;(646-613-8650)
;;;;;;;;;Tisserie (CLOSED);Gramercy/Flatiron; 857 Broadway-at 17th St;857 Broadway;New York;NY;Cafés;;;(212-463-0850)
;;;;;;;;;Toast;Upper West Side; 2737 Broadway-at 105th St;2737 Broadway;New York;NY;American;;;(212-663-7010)
;;;;;;;;;Tocqueville;Gramercy/Flatiron; 1 E 15th St-between Fifth Ave and Union Sq West;1 E 15th St;New York;NY;American Creative;;;(212-647-1515)
;;;;;;;;;Tokyo Bar;Tribeca; 277 Church St-between Franklin and White Sts;277 Church St;New York;NY;Japanese;;;(212-966-2787)
;;;;;;;;;Toloache;Midtown West; 251 W 50th St-between Broadway and Eighth Ave;251 W 50th St;New York;NY;Mexican;;;(212-581-1818)
;;;;;;;;;Tomoe Sushi;Greenwich Village; 172 Thompson St-between Bleecker and Houston Sts;172 Thompson St;New York;NY;Japanese;;;(212-777-9346)
;;;;;;;;;Tong Thai Brasserie;Greenwich Village; 39 E 13th St-between Broadway and University Pl;39 E 13th St;New York;NY;Thai;;;(212-253-2696)
;;;;;;;;;Tony Luke’s;Midtown West; 576 Ninth Ave-at 41st St;576 9th Ave;New York;NY;American;;;(212-967-3055)
;;;;;;;;;Tony “The Dragon” Dragonas;Upper East Side; E 62nd St-at Madison Ave;E 62nd St;New York;NY;Eclectic;;;
;;;;;;;;;Tony’s di Napoli;Upper East Side; 1606 Second Ave-between 83rd and 84th Sts;1606 2nd Ave;New York;NY;Italian;;;(212-861-8686)
;;;;;;;;;Top of the Tower;Midtown East;Beekman Tower -3 Mitchell Plat First Ave;;New York;NY;American;;;(212-980-4796)
;;;;;;;;;Tossed;Gramercy/Flatiron; 295 Park Ave South-between 22nd and 23rd Sts;295 Park Ave S;New York;NY;American;;;(212-674-6700)
;;;;;;;;;Tout Va Bien;Midtown West; 311 W 51st St-between Eighth and Ninth Aves;311 W 51st St;New York;NY;French;;;(212-265-0190)
;;;;;;;;;Town;Midtown West;Chambers Hotel -15 W 56th Stbetween Fifth and Sixth Aves;;New York;NY;American Creative;;;(212-582-4445)
;;;;;;;;;Tracy Stern SALONTEA TeaBar;;501 E 75th St -;;New York;NY;;;;
;;;;;;;;;Trader Joe’s;Gramercy/Flatiron; 142 E 14th St-between Irving Pl and Third Ave;142 E 14th St;New York;NY;Food or Beverage Shop;;;(212-529-4612)
;;;;;;;;;Trattoria Anna Maria;Upper East Side; 1592 First Ave-at 83rd St;1592 1st Avenue;New York;NY;Italian;;;(212-734-8800)
;;;;;;;;;Trattoria Dante;Greenwich Village; 79 MacDougal St-between Bleecker and Houston Sts;79 MacDougal St;New York;NY;Italian;;;(212-673-7540)
;;;;;;;;;Trattoria Spaghetto;West Village; 232 Bleecker St-at Carmine St;232 Bleecker St;New York;NY;Italian;;;(212-255-6752)
;;;;;;;;;Trattoria dell’Arte;Midtown West; 900 Seventh Ave-between 56th and 57th Sts;900 7th Ave;New York;NY;Italian;;;(212-245-9800)
;;;;;;;;;Trattoria la Tradizionale;Midtown West; 41 W 57th St-between Fifth and Sixth Aves;41 W 57th St;New York;NY;Italian;;;(212-245-2422)
;;;;;;;;;Tre;Lower East Side; 173 Ludlow St-between Houston and Stanton Sts;173 Ludlow St;New York;NY;Italian;;;(212-353-3353)
;;;;;;;;;Tre Amici Ristorante;Midtown East; 206 E 58th St-between Second and Third Aves;206 E 58th St;New York;NY;Italian;;;(212-826-6241)
;;;;;;;;;Tre Dici;Chelsea; 128 W 26th St-between Sixth and Seventh Aves;128 W 26th St;New York;NY;Italian;;;(212-243-8183)
;;;;;;;;;Tre Dici Steak;second Floor;128 W 26th St -between Sixth and Seventh Aves;;New York;NY;(212-243-2085);;;Chelsea
;;;;;;;;;Tree;East Village; 190 First Ave-between 11th and 12th Sts;190 1st Avenue;New York;NY;French;;;(212-358-7171)
;;;;;;;;;Treichville;East Harlem; 339 E 118th St-;339 E 118th St;New York;NY;African: West African;;;(212-369-7873)
;;;;;;;;;Trestle on Tenth;Chelsea; 242 Tenth Ave-at 24th St;242 Amsterdam Ave;New York;NY;American Creative;;;(212-645-5659)
;;;;;;;;;Tribeca Max;Tribeca; 181 Duane St-at Greenwich St;181 Duane St;New York;NY;Italian;;;(212-966-5939)
;;;;;;;;;Trigo;Soho; 268 West Broadway-at Sixth Ave;268 W Broadway;New York;NY;Mediterranean;;;(212-925-1600)
;;;;;;;;;Trinity Place;Financial District; 115 Broadway (entrance on Cedar St-between Broadway and Trinity Pl;115 Broadway Street;New York;NY;American;;;(212-964-0939)
;;;;;;;;;Triomphe;Midtown West;The Iroquois -49 W 44th Stbetween Fifth and Sixth Aves;;New York;NY;French;;;(212-453-4233)
;;;;;;;;;Truffette;East Village; 104 Ave B-at 6th St;104 Avenue B;New York;NY;Food or Beverage Shop;;;(212-505-5813)
;;;;;;;;;Tsampa;East Village; 212 E 9th St-between Second and Third Aves;212 E 9th St;New York;NY;Asian: Tibetan;;;(212-614-3226)
;;;;;;;;;Tuck Shop;East Village; 68 E 1st St-between First and Second Aves;68 E 1st St;New York;NY;Australian & New Zealand;;;(212-979-5200)
;;;;;;;;;Turkish Kitchen;Gramercy/Flatiron; 386 Third Ave-between 27th and 28th Sts;386 3rd Ave;New York;NY;Turkish;;;(212-679-1810)
;;;;;;;;;Turquoise;Upper East Side; 958 Lexington Ave-at 70th St;958 Lexington Ave;New York;NY;Middle Eastern;;;(212-774-1991)
;;;;;;;;;Two Little Red Hens;Upper East Side; 1652 Second Ave-at 86th St;1652 2nd Ave;New York;NY;Food or Beverage Shop;;;(212-452-0476)
;;;;;;;;;Txikito;Chelsea; 240 Ninth Ave-between 24th and 25th Sts;240 9th Ave;New York;NY;Spanish;;;(212-242-4730)
;;;;;;;;;Typhoon Lounge;East Village; 79 St. Marks Pl-between First and Second Aves;79 St Marks Pl;New York;NY;Japanese;;;(212-979-2680)
;;;;;;;;;Udon West;Midtown East; 150 E 46th St-between Lexington and Third Aves;150 E 46th St;New York;NY;Japanese;;;(212-922-9677)
;;;;;;;;;Uguale;West Village; 396 West St-at 10th St;396 West St;New York;NY;Italian;;;(212-229-0606)
;;;;;;;;;Umi Sushi;Midtown East; 118 E 31st St-between Park and Lexington Aves;118 E 31st St;New York;NY;Japanese;;;(212-686-3308)
;;;;;;;;;Una Pizza Napoletana;East Village; 349 E 12th St-between First and Second Aves;349 E 12th St;New York;NY;Italian: Pizza;;;(212-477-9950)
;;;;;;;;;Uncle Nick’s;Midtown West; 747 Ninth Ave-between 50th and 51st Sts;747 9th Ave;New York;NY;Greek;;;(212-245-7992)
;;;;;;;;;Uncle Nick’s Ouzaria;Midtown West; 749 Ninth Ave-between 50th and 51st Sts;749 9th Ave;New York;NY;Greek;;;(212-397-2892)
;;;;;;;;;Union Prime;Gramercy/Flatiron; 9 E 16th St-between Fifth Ave and Union Sq West;9 E 16th St;New York;NY;Steakhouses;;;(212-675-4700)
;;;;;;;;;Union Square Cafe;Gramercy/Flatiron; 21 E 16th St-between Fifth Ave and Union Sq West;21 E 16th St;New York;NY;American;;;(212-243-4020)
;;;;;;;;;United Noodles;East Village; 349 E 12th St-between First and Second Aves;349 E 12th St;New York;NY;Thai;;;(212-614-0155)
;;;;;;;;;Upstairs;;130 West Broadway -;;New York;NY;;;;
;;;;;;;;;Upstairs Bouley Bakery & Market;Tribeca; 130 West Broadway-at Duane St;130 W Broadway;New York;NY;American Creative;;;(212-608-5829)
;;;;;;;;;Upstairs at ‘21’;Midtown West; 21 W 52nd St-between Fifth and Sixth Aves;21 W 52nd St;New York;NY;American;;;(212-265-1900)
;;;;;;;;;Urban Lobster Shack;Financial District; 15 Stone St-at Broad St;15 Stone St;New York;NY;Seafood;;;(212-809-2626)
;;;;;;;;;Ushi Wakamaru;Greenwich Village; 136 W Houston St-between MacDougal and Sullivan Sts;136 W Houston St;New York;NY;Japanese;;;(212-228-4181)
;;;;;;;;;Utsav;Midtown West;1185 Sixth Ave -between 46th and 47th Stsentrance on 46th St;;New York;NY;Indian;;;(212-575-2525)
;;;;;;;;;Uva;Upper East Side; 1486 Second Ave-at 77th St;1486 2nd Ave;New York;NY;Italian;;;(212-472-4552)
;;;;;;;;;Vai;Upper West Side; 225 W 77th St-between Broadway and Amsterdam Ave;225 W 77th St;New York;NY;Italian;;;(212-362-4500)
;;;;;;;;;Valbella;Meatpacking District; 421 W 13th St-between Ninth Ave and Washington St;421 W 13th St;New York;NY;Italian;;;(212-645-7777)
;;;;;;;;;Van Leeuwen Artisan Ice Cream;Soho; For route and schedule-visit vanleeuwenicecream.com;625 8th Ave;New York;NY;American;;;(No phone)
;;;;;;;;;Vanessa’s Dumpling House;Lower East Side; 118 Eldridge St-between Broome and Grand Sts;118 Eldridge St;New York;NY;Chinese;;;(212-625-8008)
;;;;;;;;;Vanessa’s Dumplings;Gramercy/Flatiron; 220 E 14th St-between Second and Third Aves;220 E 14th St;New York;NY;Chinese;;;(212-529-1328)
;;;;;;;;;Vegetarian Dim Sum House;Chinatown/Little Italy; 24 Pell St-between Bowery and Mott St;24 Pell St;New York;NY;Vegetarian & Organic;;;(212-577-7176)
;;;;;;;;;Vento;Meatpacking District; 675 Hudson St-between 13th and 14th St;675 Hudson St;New York;NY;Italian;;;(212-699-2400)
;;;;;;;;;VereChocolate;;12 W 27th St -;;New York;NY;;;;
;;;;;;;;;Veritas;Gramercy/Flatiron; 43 E 20th St-between Broadway and Park Ave South;43 E 20th St;New York;NY;American Creative;;;(212-353-3700)
;;;;;;;;;Vertigo;Gramercy/Flatiron; 354 Third Ave-at 26th St;354 3rd Ave;New York;NY;American;;;(212-696-1011)
;;;;;;;;;Vestry Wines;Tribeca; 65 Vestry St-at Washington St;65 Vestry St;New York;NY;Food or Beverage Shop;;;(212-810-2899)
;;;;;;;;;Via;Chelsea; 16 W 21st St-between Fifth and Sixth Aves;16 W 21st St;New York;NY;Italian;;;(212-645-5032)
;;;;;;;;;Via Della Pace;East Village; 48 E 7th St-between First and Second Aves;48 E 7th St;New York;NY;Italian;;;(212-253-5803)
;;;;;;;;;Via Emilia;Gramercy/Flatiron; 47 E 21st St-between Broadway and Park Ave South;47 E 21st St;New York;NY;Italian;;;(212-505-3072)
;;;;;;;;;Via dei Mille;Soho; 357 West Broadway-between Broome and Grand Sts;357 W Broadway;New York;NY;Italian;;;(212-431-0080)
;;;;;;;;;ViceVersa;Midtown West; 325 W 51st St-between Eighth and Ninth Aves;325 W 51st St;New York;NY;Italian;;;(212-399-9265)
;;;;;;;;;Victor’s Café;Midtown West; 236 W 52nd St-between Broadway and Eighth Ave;236 W 52nd St;New York;NY;Caribbean: Cuban;;;(212-586-7714)
;;;;;;;;;Viet Café;Tribeca; 345 Greenwich St-between Harrison and Jay Sts;345 Greenwich St;New York;NY;Vietnamese;;;(212-431-5888)
;;;;;;;;;Villa Pazzo;West Village; 296 Bleecker St-at Seventh Ave South;296 Bleecker St;New York;NY;Italian;;;(212-488-2700)
;;;;;;;;;Village;Greenwich Village; 62 W 9th St-between Fifth and Sixth Aves;62 W 9th St;New York;NY;French;;;(212-505-3355)
;;;;;;;;;Village Mingala;East Village; 21 E 7th St-between Second and Third Aves;21 E 7th St;New York;NY;Asian: Burmese;;;(212-529-3656)
;;;;;;;;;Village Natural;West Village; 46 Greenwich Ave-between Sixth and Seventh Aves;46 Greenwich Ave;New York;NY;Vegetarian & Organic;;;(212-727-0968)
;;;;;;;;;Village Yokocho;East Village;8 Stuyvesant St -between Third Ave and 9th Stsecond floor;;New York;NY;Japanese;;;(212-598-3041)
;;;;;;;;;Vino 313;Midtown East; 201 E 31st St-between Second and Third Aves;201 E 31st St;New York;NY;Italian;;;(212-725-8466)
;;;;;;;;;Vintage Irving;Gramercy/Flatiron; 118A E 15th St-between Union Sq East and Irving Pl;118A E 15th St;New York;NY;Mediterranean;;;(212-677-6300)
;;;;;;;;;Visconti;Midtown East; 39 E 58th St-between Madison and Park Aves;39 E 58th St;New York;NY;Italian;;;(212-758-8600)
;;;;;;;;;Vittorio Cucina (CLOSED);West Village; 308 Bleecker St-between Barrow and Grove Sts;308 Bleecker St;New York;NY;Italian;;;(212-463-0730)
;;;;;;;;;Vong;Midtown East; 200 E 54th St-at Third Ave;200 E 54th St;New York;NY;Thai;;;(212-486-9592)
;;;;;;;;;Vosges Haut-Chocolat;Upper East Side; 1100 Madison Ave-at 83rd St;1100 Madison Ave;New York;NY;Food or Beverage Shop;;;(212-717-2929)
;;;;;;;;;Vynl;Midtown West; 754 Ninth Ave-between 50th and 51st Sts;754 9th Ave;New York;NY;Eclectic;;;(212-974-2003)
;;;;;;;;;Wakiya;Gramercy/Flatiron;Gramercy Park Hotel -2 Lexington Aveat 21st St;;New York;NY;Chinese;;;(212-995-1330)
;;;;;;;;;Waldy’s Woodfired Pizza and Penne;Chelsea; 800 Sixth Ave-between 27th and 28th Sts;800 6th Ave;New York;NY;Italian;;;(212-213-5042)
;;;;;;;;;Walker’s;Tribeca; 16 North Moore St-at Varick St;16 N Moore St;New York;NY;American;;;(212-941-0142)
;;;;;;;;;Wall Street Burger Shoppe;Financial District; 30 Water St-between Broad St and Coenties Slip;30 Water St;New York;NY;American;;;(212-425-1000)
;;;;;;;;;Wallsé;West Village; 344 W 11th St-at Washington St;344 W 11th St;New York;NY;Austrian;;;(212-352-2300)
;;;;;;;;;Wawa Canteen;Greenwich Village; 289 Mercer St-at Waverly Pl;289 Mercer St;New York;NY;Korean;;;(212-473-6162)
;;;;;;;;;Westside Sushi;Midtown West; 717 Ninth Ave-between 48th and 49th Sts;717 9th Ave;New York;NY;Japanese;;;(212-581-2366)
;;;;;;;;;Westville;West Village; 210 W 10th St-at Bleecker St;210 W 10th St;New York;NY;American;;;(212-741-7971)
;;;;;;;;;Westville East;East Village; 173 Ave A-at 11th St;173 Avenue A;New York;NY;American;;;(212-677-2033)
;;;;;;;;;White Slab Palace;;77 Delancey St -;;New York;NY;;;;
;;;;;;;;;Whole Foods Market;Tribeca; 270 Greenwich St-at Warren St;270 Greenwich St;New York;NY;Food or Beverage Shop;;;(212-349-6555)
;;;;;;;;;Whole Foods Market Union Square;Gramercy/Flatiron; 40 E 14th St-between Broadway and University Pl;40 E 14th St;New York;NY;Food or Beverage Shop;;;(212-673-5388)
;;;;;;;;;Whym;Midtown West; 889 Ninth Ave-at 58th St;889 9th Ave;New York;NY;American;;;(212-315-0088)
;;;;;;;;;Wicker Park;Upper East Side; 1469 Third Ave-at 83rd St;1469 3rd Ave;New York;NY;American;;;(212-734-5600)
;;;;;;;;;Wild Edibles;Midtown East;Grand Central Market -Lexington Aveat 43rd St;;New York;NY;Food or Beverage Shop;;;(212-687-4255)
;;;;;;;;;Wild Ginger;West Village; 51 Grove St-between Seventh Ave South and Bleecker St;51 Grove St;New York;NY;Asian: Pan-Asian;;;(212-367-7200)
;;;;;;;;;Wildwood Barbeque;Gramercy/Flatiron; 225 Park Ave South-between 18th and 19th Sts;AMERICAN WOOLEN BUILDING;New York;NY;Barbeque;;;(212-533-2500)
;;;;;;;;;Wilfie & Nell;;228 W 4th St -;;New York;NY;;;;
;;;;;;;;;William Greenberg Jr. Desserts;Upper East Side; 1100 Madison Ave-between 82nd and 83rd Sts;1100 Madison Ave;New York;NY;Cafés & diners;;;(212-744-0304)
;;;;;;;;;Wimp’s Sky Café and Martini Bar;Harlem; 29 W 125 St-between Malcolm X Blvd (Lenox Ave) and Fifth Ave;29 W 125th St;New York;NY;American Regional;;;(212-410-2296)
;;;;;;;;;Win49 (CLOSED);Lower East Side; 205 Allen St-between Houston and Stanton Sts;205 Allen St;New York;NY;Japanese;;;(212-353-9494)
;;;;;;;;;Winebar;East Village; 65 Second Ave-between 3rd and 4th Sts;65 2nd Ave;New York;NY;Mediterranean;;;(212-777-1608)
;;;;;;;;;Wok to Walk;Greenwich Village; 106 University Pl-between 12th and 13th Sts;106 University Pl;New York;NY;Asian: Pan-Asian;;;(212-206-8584)
;;;;;;;;;Wolf & Lamb Steakhouse;;10 E 48th St -;;New York;NY;;;;
;;;;;;;;;Won Jo;Midtown West; 23 W 32nd St-between Fifth Ave and Broadway;23 W 32nd St;New York;NY;Korean;;;(212-695-5815)
;;;;;;;;;Wondee Siam;Midtown West; 792 Ninth Ave-between 52nd and 53rd Sts;792 9th Ave;New York;NY;Thai;;;(212-459-9057)
;;;;;;;;;Wondee Siam II;Midtown West; 813 Ninth Ave-between 53rd and 54th Sts;813 9th Ave;New York;NY;Thai;;;(917-286-1726)
;;;;;;;;;Wondee Siam III;Midtown West; 641 Tenth Ave-between 45th and 46th Sts;641 Amsterdam Ave;New York;NY;Thai;;;(212-245-4601)
;;;;;;;;;Woo Chon;Midtown West; 8–10 W 36th St-between Fifth and Sixth Aves;8 W 36th St;New York;NY;Korean;;;(212-695-0676)
;;;;;;;;;Woo Lae Oak;Soho; 148 Mercer St-between Houston and Prince Sts;148 Mercer St;New York;NY;Korean;;;(212-925-8200)
;;;;;;;;;Woolworth Tower Kitchen;Financial District; 233 Broadway-at Barclay St;233 Broadway;New York;NY;American;;;(212-571-2930)
;;;;;;;;;World Cafe;Upper West Side; 201 Columbus Ave-at 69th St;201 Columbus Ave;New York;NY;American;;;(212-799-8090)
;;;;;;;;;Wu Liang Ye;Midtown West; 36 W 48th St-between Fifth and Sixth Aves;36 W 48th St;New York;NY;Chinese;;;(212-398-2308)
;;;;;;;;;XO Cafe;Chinatown/Little Italy; 96 Walker St-between Centre and Lafayette Sts;96 Walker St;New York;NY;Chinese;;;(212-343-8625)
;;;;;;;;;XO Kitchen;Chinatown/Little Italy; 148 Hester St-between Bowery and Elizabeth St;148 Hester St;New York;NY;Chinese;;;(212-965-8645)
;;;;;;;;;Xai Xai;Midtown West; 365 W 51st St-between Eighth and Ninth Aves;365 W 51st St;New York;NY;African: South African;;;(212-541-9241)
;;;;;;;;;Xinjiang Kebabs;Chinatown/Little Italy; Division St-at Forsyth St;Division St;New York;NY;Chinese;;;(no phone)
;;;;;;;;;Xunta;East Village; 174 First Ave-between 10th and 11th Sts;174 1st Avenue;New York;NY;Spanish;;;(212-614-0620)
;;;;;;;;;Yaffa’s T-Room;Tribeca; 19 Harrison St-at Greenwich St;19 Harrison St;New York;NY;Eclectic;;;(212-274-9403)
;;;;;;;;;Yakitori Taisho;East Village; 5 St. Marks Pl-between Second and Third Aves;5 St Marks Pl;New York;NY;Japanese;;;(212-228-5086)
;;;;;;;;;Yakitori Totto;Midtown West; 251 W 55th St-between Broadway and Eighth Ave;251 W 55th St;New York;NY;Japanese;;;(212-245-4555)
;;;;;;;;;Yama;West Village; 40 Carmine St-between Bedford and Bleecker Sts;40 Carmine St;New York;NY;Japanese;;;(212-989-9330)
;;;;;;;;;Yama 49;Midtown East; 308 E 49th St-at Second Ave;308 E 49th St;New York;NY;Japanese;;;(212-355-3370)
;;;;;;;;;Yatagan Kebab House;West Village; 104 MacDougal St-at Bleecker St;104 MacDougal St;New York;NY;Middle Eastern;;;(212-677-0952)
;;;;;;;;;Yerba Buena;East Village; 23 Ave A-between 1st and 2nd Sts;23 Avenue A;New York;NY;Latin American;;;(212-529-2919)
;;;;;;;;;Yi Mei Gourmet Food Inc.;Chinatown/Little Italy; 51 Division St-between Catherine and Market Sts;51 Division St;New York;NY;Chinese;;;(212-925-1921)
;;;;;;;;;Yo In Yo Out;;1569 Lexington Ave -;;New York;NY;;;;
;;;;;;;;;Yogurtland;West Village; 267 Bleecker St-at Morton St;267 Bleecker St;New York;NY;Eclectic;;;(212-206-1824)
;;;;;;;;;Yorganic;Financial District; 3 Hanover Sq-at Beaver St;3 Hanover Square;New York;NY;Food or Beverage Shop;;;(212-968-9700)
;;;;;;;;;York Grill;Upper East Side; 1690 York Ave-between 88th and 89th Sts;1690 York Ave;New York;NY;American;;;(212-772-0261)
;;;;;;;;;Yoshi Sushi;East Village; 131 Ave A-between St. Marks Pl and 9th St;131 Avenue A;New York;NY;Japanese;;;(212-420-5909)
;;;;;;;;;Yozakura;Lower East Side; 168 Ludlow St-between E Houston and Stanton Sts;168 Ludlow St;New York;NY;Japanese;;;(212-260-2066)
;;;;;;;;;Yuen Yuen;Chinatown/Little Italy; 61 Bayard St-between Elizabeth and Mott Sts;61 Bayard St;New York;NY;Chinese;;;(212-406-2100)
;;;;;;;;;Yum Yum 3;Midtown West; 658 Ninth Ave-at 46th St;658 9th Ave;New York;NY;Thai;;;(212-956-0639)
;;;;;;;;;Yum Yum Bangkok;Midtown West; 650 Ninth Ave-between 45th and 46th Sts;650 9th Ave;New York;NY;Thai;;;(212-262-7244)
;;;;;;;;;Yuva;Midtown East; 230 E 58th St-between Second and Third Aves;230 E 58th St;New York;NY;Indian;;;(212-339-0090)
;;;;;;;;;Yvonne Yvonne;Harlem; 301 W 135th St-between Frederick Douglass Blvd (Eighth Ave) and St. Nicholas Ave;301 W 135th St;New York;NY;Caribbean: Jamaican;;;(212-862-1223)
;;;;;;;;;Yvonne’s Mobile Jamaican Restaurant;Upper East Side; 71st St-at York Ave;E 71st St;New York;NY;Caribbean: Jamaican;;;(no phone)
;;;;;;;;;Zaitzeff;Financial District; 72 Nassau St-at John St;72 Nassau St;New York;NY;American;;;(212-571-7272)
;;;;;;;;;Zakuro;East Village; 143 Second Ave-at 9th St;143 2nd Ave;New York;NY;Japanese;;;(212-505-5625)
;;;;;;;;;Zen Palate;Midtown West; 663 Ninth Ave-at 46th St;663 9th Ave;New York;NY;Vegetarian & Organic;;;(212-582-1276)
;;;;;;;;;Zen Palate (Closed);Gramercy/Flatiron; 34 Union Sq East-at 16th St;34 Union Square E;New York;NY;Vegetarian & Organic;;;(212-614-9291)
