;0_restaurant;0_address;0_country
3780;Lins Chinese Restaurant;32 E 23rd St;New York
3781;Lins Dumpling House;25 Pell St;New York
3782;Lins Dumpling House;141 Fulton St;New York
3783;Lipstick Cafe;885 3rd Ave;New York
3784;Lisa Pizzeria;76 Fulton St;New York
3785;Lite Delights;532 Columbus Av;New York
3786;Little Charlies Clam Bar;19 Kenmare St;New York
3787;Little Havana Restaurant;30 Cornelia St;New York
3788;Little Jezebel;529 Columbus Ave # 80;New York
3789;Little Place;61 Warren St.;New York
3790;Little Robins Pza & Restaurant;453 E 78th St;New York
3791;Little Saigon;59 1st Ave # 1;New York
3792;Little Sonny Corp;558 7th Ave;New York
3793;Little Tokyo;252 W 47th St;New York
3794;Live Bait;14 E 23rd St;New York
3795;Lizards Tortilla;275 Greenwich St;New York
3796;Local;224 West 47th Street;New York
3797;Local Cafe & Cocktails;1004 2nd Avenue;New York
3798;Lok Ting Chinese Restaurant;26 E Broadway;New York
3799;Lokfing Chinese Restaurant;290 Grand St;New York
3800;Lola;15 Watts Street;New York
3801;Lola Bowla;30 W 22nd St # 30;New York
3802;Lombardis;32 Spring St;New York
3803;Londels Restaurant;2620 8th Ave;New York
3804;London Underground Gourmet Inc;18 E 33rd St # 18;New York
3805;Long Fat Corp;18 W 25th St # 1;New York
3806;Long Island Glatt Kosher Meat & Poultry;829 West 181st Street;New York
3807;Long Man Shanghai Rest;1 E Broadway;New York
3808;Long Shine Restaurant;47 E Broadway # 1;New York
3809;Longwood Gourmet Inc;500 Lexington Ave;New York
3810;Lookout;890 2nd Ave;New York
3811;Lorange Bleue;430 Broome St;
3812;Lord & Taylor;424 5th Ave # 11;New York
3813;Lords Deli;94 Greenwich Ave;New York
3814;Loro Di Napoli;206 Sullivan St;New York
3815;Los Angeles Restaurant;1336 Saint Nicholas Ave;New York
3816;Los Cheveres Restaurant;450 9th Ave # 1;New York
3817;Los Manantiales;405 Amsterdam Ave;New York
3818;Los Paisas Deli Mexican;898 Amsterdam Avenue;New York
3819;Lot 61;550 W 21st St;New York
3820;Lotfis;358 W 46th St;New York
3821;Lotus;409 West 14th Street;
3822;Lotus Eaters Fifth;182 5th Ave;New York
3823;Lou G Siegel Restaurant;240 W 14th St;New York
3824;Loui Loui Inc;1311 3rd Ave;New York
3825;Louies West Side Cafe;441 Amsterdam Ave;New York
3826;Lous Cafe Inc;1301 Avenue Of The Americas;New York
3827;Lowell Restaurant;274 Madison Ave # 1;New York
3828;Lowes Carribean Restaurant;164 W 116th St;New York
3829;Luca Lounge;220 Avenue B;New York
3830;Luca Restaurant;1712 First Avenue;New York
3831;Lucky 1 Candy Store;21 Eldridge St;New York
3832;Lucky 301;301 W 36th St;New York
3833;Lucky Chengs;24 First Avenue;New York
3834;Lucky Enterprises Inc;16 Pell St;New York
3835;Lucky Fluke Corporation;813 9th Ave;New York
3836;Lucky Garden Restaurant;34 Pell St;New York
3837;Lucky Land Chinese Restaurant;329 Greenwich St;New York
3838;Lucky Restaurant;355 Bowery;New York
3839;Lucky Wok;630 10th Ave;New York
3840;Luckys Chengs;24 1st Ave;New York
3841;Luckys Juice Joint Ltd;75 W Houston St;New York
3842;Luckys Restaurant;95 Allen St;New York
3843;Ludlow Bar;165 Ludlow St;New York
3844;Luigis Pizza;63 W 23rd St;New York
3845;Luigis Pizza;Italian;
3846;Luigis Pizza;910 8th Ave # 1900;New York
3847;Luigis Pizzeria;1701 1st Ave;New York
3848;Lukes Bar & Grill;1394 3rd Ave;New York
3849;Lulus Fried Chicken;American;
3850;Lulus Fried Chicken;2488 7th Ave;New York
3851;Luma Restaurant;200 9th Ave;New York
3852;Lumi Restaurant;963 Lexington Ave;New York
3853;Luna Park Restaurant;1 Union Sq E;New York
3854;Lunas Restaurant;112 Mulberry St;New York
3855;Lunch Box;886 9th Avenue;New York
3856;Lunch Box Cafe Inc;251 E 14th St;New York
3857;Lunch Box Food Company;357 West Street;New York
3858;Lunch Boy Inc;150 E 46th St;New York
3859;Lung Sheng Restaurant;906 Columbus Ave;New York
3860;Lupes East L A Kitchen Inc;110 Avenue Of The Americas;New York
3861;Lusardis Restaurant;1494 2nd Ave;New York
3862;Lutece Restaurant;249 E 50th St;New York
3863;Luxia Restaurant;315 W 48th St;New York
3864;Luzias;429 Amsterdam Ave;New York
3865;Lyns Cafe;12 W 55th St;New York
3866;Lyric Restaurant;283 3rd Ave;New York
3867;M & G Diner;383 W 125th St;New York
3868;M & R Bar Dining Room;264 Elizabeth St;New York
3869;M C Exchange;28 Trinity Pl;New York
3870;M K Restaurant;440 9th Ave;New York
3871;MCDonalds;3794 Broadway;New York
3872;MCDonalds;4259 Broadway;New York
3873;MCDonalds;541 6th Ave;New York
3874;MCDonalds;480 3rd Ave;New York
3875;MCDonalds;946 8th Ave;New York
3876;MCDonalds;6 Water St;New York
3877;MCDonalds;729 2nd Ave;New York
3878;MCDonalds;1109 Avenue Of The Americas;New York
3879;MCDonalds;427 10th Ave;New York
3880;MCDonalds;809 6th Ave # 3833;New York
3881;MCDonalds;136 W 3rd St;New York
3882;MCDonalds;160 Broadway;New York
3883;MCDonalds;167 Chambers St;New York
3884;MCDonalds;22 E 23rd St;New York
3885;MCDonalds;2549 Broadway;New York
3886;MCDonalds;262 Canal St;New York
3887;MCDonalds;113 Nassau St;New York
3888;Ma Ma Buddha;578 Hudson St;New York
3889;Ma Po To Fu Inc;222 E 53rd St;New York
3890;Ma Wong Inc;1217 1st Ave;New York
3891;Mac Dougals Restaurant;89 Macdougal St;New York
3892;Mac Menamins Pub;89 South St # 17;New York
3893;Macdougal St Ale House;122 Macdougal St;New York
3894;Macies Mad Dog Cafe;51 Bank St;New York
3895;Macys East;151 W 34th St;New York
3896;Mad 28;72 Madison Ave # 1;New York
3897;Mad Hatter Of 2 Av Pub;1485 2nd Ave;
3898;Madame X;94 W Houston St;New York
3899;Madison Avenue Burger Corp;922 Madison Ave;New York
3900;Madison Restaurant Inc;207 Madison St;New York
3901;Madonna Restaurant;1288 Amsterdam Ave;New York
3902;Madras Cafe;79 2nd Ave;New York
3903;Madras Mahal;104 Lexington Avenue Frnt;New York
3904;Maggies Place;21 E 47th St;New York
3905;Magic Carpet Restaurant;54 Carmine St;New York
3906;Magnet Sandwich Shop Inc;141 Greenwich St;New York
3907;Maharaja Fine Indian Restaurant;1113 1st Ave At 61st St;New York
3908;Maharaja Indian Restaurant;E 230 44th St;New York
3909;Mai Thai Restaurant;2262 Broadway;New York
3910;Maiden Heaven Gourmet;9 Maiden Ln;New York
3911;Majestic Pizza Corp;8 Cortlandt St;New York
3912;Makita Restaurant;1171 2nd Ave;New York
3913;Malachys Donegal Inn;103 W 72nd St;New York
3914;Malaga Restaurant;406 E 73rd St;New York
3915;Malaysia & Indonesia;18 Doyers St;New York
3916;Malaysia Restaurant Inc;48 Bowery;New York
3917;Maliba Restaurant;218 W 116th St;New York
3918;Malibu Restaurant;163 W 23rd St;New York
3919;Malika Indian Restaurant;210 E 43rd St;New York
3920;Maloney & Porcelli Restaurant;37 E 50th St;New York
3921;Mama Mexico;2672 Broadway;New York
3922;Mama Mexico -;214 East 49th Street;New York
3923;Mama-brava;40 E 14th St;New York
3924;Mamas Famous Restaurant;168 Amsterdam Ave;New York
3925;Mamas Fresh Tortillas;857 9th Ave # 1;New York
3926;Mamas Fried Chicken;145 E 125th St;New York
3927;Mamas Fried Chicken;2059 Amsterdam Ave;New York
3928;Mammalinda;344 W 52nd St;New York
3929;Man Hoi Chan Restaurant;175 3rd Ave;New York
3930;Man Ray Restaurant;169 8th Ave;New York
3931;Manana Restaurant Inc;1136 1st Ave;New York
3932;Manatus Restaurant;340 Bleecker St;New York
3933;Manchester Ny Inc;920 2nd Ave;New York
3934;Manchester Pub;920 Second Avenue at 49th;New York
3935;Mandarin Court Restaurant Inc;61 Mott St;New York
3936;Mandarin Grill & Coffee House;188 1st Ave # 188;New York
3937;Manessis Restaurant Brokers;211 E 43rd St;New York
3938;Manganaro Foods & Restrnt;488 9th Ave;New York
3939;Manganaro Hero-Boy Restaurant & Catering;492 9 Av Suite 200;New York
3940;Mangia;40 Wall St;New York
3941;Mangia Caterers;50 W 57th St;New York
3942;Mangia E Bevi;800 9th Ave;New York
3943;Mangia Mangia;1297 Lexington Ave;New York
3944;Mangia Restaurant;50 W 57th St # 1;New York
3945;Manhattan Bistro Inc;129 Spring St;New York
3946;Manhattan Cafe;1161 1st Ave # 1;New York
3947;Manhattan Chill Co;1500 Broadway;New York
3948;Manhattan Country Club;65 W 55th St;New York
3949;Manhattan Diner;2180 Broadway;New York
3950;Manhattan East Suite Hotels;500 W 37th St;New York
3951;Manhattan Heroes Corporation;168 West 27th Street;New York
3952;Manhattan Indian Restaurant;762 Columbus Ave;New York
3953;Manhattan Ocean Club;57 W 58th St;New York
3954;Manik Restrnt Corp;184 E 116th St;New York
3955;Manila Gardens Restaurant;325 E 14th St;New York
3956;Manna Bento Restaurant;11 Waverly Pl;New York
3957;Mannas;2331 8th Ave;New York
3958;Manpolo King Corp;300 Grand St;New York
3959;Mansion Restaurant;1634 York Ave;New York
3960;Mao Mao Restaurant;143 Chambers St;New York
3961;Maple Garden Duckhouse Rstrnt;236 E 53rd St;New York
3962;Mappamondo Due Restaurant;11 Abingdon Sq;New York
3963;Maracas Mexican Bar & Grill;33 Greenwich avenue;New York
3964;Marbi Food Corp;301 W 19th St;New York
3965;Marcel Cafe;3803 10th Ave;New York
3966;Marcellino Reyes Restaurant;130 W-29;New York
3967;March Restaurant;405 E 58th St;New York
3968;Marchis Restaurant;251 E 31st St;New York
3969;Marco Cha Cha Restaurant;131 Lafayette St # 129;New York
3970;Marco Pierre Restaurant;323 E 79th St;New York
3971;Mare Chiaro Restaurant;176 Mulberry St;New York
3972;Margon Restaurant;136 W 46th St # 1;New York
3973;Margot Restaurant;3822 Broadway;New York
3974;Maria Elena Restaurant & Grdn;133 W 13th St;New York
3975;Marichu Restaurant;342 E 46th St # 1;New York
3976;Mariella Pizza;960 8th Ave;New York
3977;Marinella Restaurant;49 Carmine St;New York
3978;Marions Continental Rest & Lng;354 Bowery # 1;New York
3979;Maristella;69 W 55th St;New York
3980;Maristella Restaurant;69 W 55 St;
3981;Market Bar & Grill Inc;40 Peck Slip;New York
3982;Market Cafe;496 9th Ave;New York
3983;Market Coffee Shop;153 E 53rd St;New York
3984;Market Diner;572 11th Ave;New York
3985;Markjoseph Steakhouse;261 Water Street;New York
3986;Marks Restaurant & Bar;Marks Restaurant & Bar;
3987;Marks Restaurant & Bar;25 E 77th St;New York
3988;Marlowe Restaurant;328 W 46th St;New York
3989;Marriott Hotels & Resorts;1535 Broadway;New York
3990;Martells Restaurant;1469 3rd Ave;New York
3991;Marti Restaurant;238 E 24th St;New York
3992;Martinique Cafe;1260 Broadway;New York
3993;Martinis Restaurant;810 7th Ave # 1;New York
3994;Martinos Restaurant;230 E 58th St;New York
3995;Maru Sushi;609 2nd Ave # 1;New York
3996;Maruchan;160 W 54th St;New York
3997;Marumi Restaurant;546 Laguardia Pl;New York
3998;Maruzzella;1483 1st Ave;New York
3999;Mary Anns Chelsea Mex Restaurant;116 8th Ave # Grnd;New York
4000;Mary Anns DF;86 2nd Ave;New York
4001;Mary Anns DF Mexican Restaurant;1803 2nd Avenue;New York
4002;Mary Anns Mexican Restaurant;2454 Broadway;
4003;Maryann's Mexican Restaurant;1503 2nd Avenue Suite 20;New York
4004;Maryland Gourmet Chicken;2581 Broadway;New York
4005;Marylous Restaurant;21 W 9th St;New York
4006;Marys Restaurant;42 Bedford St;New York
4007;Masala Restaurant & Bar;239 3rd Ave;New York
4008;Masaryk Cake Box;321 E Houston;New York
4009;Massawa Restaurant;1239 Amsterdam Ave;New York
4010;Master Wok East;1003 2nd Ave;New York
4011;Matador;57 Greenwich Avenue;
4012;Match Inc;160 Mercer St;New York
4013;Match Management;33 E 60th St;New York
4014;Match Uptown Restaurant;33 E 60th St;New York
4015;Matsuri;154 W 72nd St;New York
4016;Matsuya Inc;134 W Broadway;New York
4017;Matthews Restaurant;1030 3rd Ave;New York
4018;Matts Grill;932 8th Ave;New York
4019;Maurice Restaurant;118 W 57th St;New York
4020;Mavalli Palace Indian Restaurant;46 E 29th St;New York
4021;Maxims New York Restaurant;680 Madison Ave;New York
4022;May Luck Kitchen;492 Lenox Ave;New York
4023;May Wah Fast Food;190 Hester St # 1;New York
4024;Maya;1191 First Ave;
4025;Maya Palace;60 2nd Ave;New York
4026;Mayfair Cafe & Sweet Shoppe;225 W 34th St;New York
4027;Mayfair Restaurant;964 1st Ave;New York
4028;Mayrose;920 Broadway;New York
4029;Maz Mezcal Mexican Restrnt;316 East 86;New York
4030;Mazzei Restaurant;1564 2nd Ave;New York
4031;Mbj Food Corp;213 Sherman Ave;New York
4032;Mc Anns Bar & Restaurant;14 E 58th St;New York
4033;Mc Anns Bar & Restaurant;43 Park Pl;New York
4034;Mc Carthys Bar & Grill;345 2nd Ave;New York
4035;Mc Cormacks Pub & Restaurant;365 3rd Ave;New York
4036;Mc Donald's;972 Avenue Of The Americ;New York
4037;Mc Donald's;3549 Broadway;New York
4038;Mc Donald's;14 East 47th Street;New York
4039;Mc Donald's;102 1st Avenue;New York
4040;Mc Donald's;404 East 14th Street Frnt;New York
4041;Mc Donald's Restaurant;688 8th Avenue Frnt;New York
4042;Mc Donald's Restaurant;541 Avenue Of The Americ;New York
4043;Mc Donald's Restaurant;1499 3rd Avenue;
4044;Mc Dooleys Restaurant;127 W 33rd St;New York
4045;Mc Garden Restaurant;133 W 33rd St;New York
4046;Mc Gee Bar & Grill;240 W 55th St;New York
4047;Mc Stones Pub;11 Stone St;New York
4048;McDonald's;686 Avenue Of The Americas;New York
4049;McDonald's;85 45th Street;New York
4050;Mcdonald;47 W 57th St # 2;New York
4051;Mcdonald's;26 Bowery;New York
4052;Mcdonald's;39 Union Square West;New York
4053;Mcdonald's;154 7th Avenue;New York
4054;Mcdonald's;2271 Broadway;New York
4055;Mcdonald's;3410 Broadway;New York
4056;Mcdonald's;600 West 125th Street;New York
4057;Mcdonald's;401 Park Avenue South Lbby;New York
4058;Mcdonald's;1083 2nd Avenue;New York
4059;Mcdonald's;4036 Broadway;New York
4060;Mcdonald's Free Delivery Service;134 West 26th Street Rm 603;New York
4061;Mcdonald's Restaurant;638 Columbus Avenue;New York
4062;Mcdonald's Restaurant;824 3rd Ave;New York
4063;Mcdonald's Restaurant;451 Lexington Avenue;New York
4064;Mcdonald's Restaurant;556 Fashion Avenue;New York
4065;Mcdonald's Restaurant;1188 Avenue Of The Americ;New York
4066;Mcdonald's Restaurant;686 Avenue Of The Americ;New York
4067;Mcdonald's Restaurant;336 East 23rd Street;New York
4068;Mcdonald's Restaurant;1286 1st Avenue;New York
4069;Mcdonald's Restaurant;2049 Broadway;New York
4070;Mcdonald's Restaurant;208 Dyckman Street;New York
4071;Mcdonald's Restaurant;2142 3rd Avenue;New York
4072;Mcdonalds;335 8th Ave;New York
4073;Mcdonalds;90 Maiden Ln;New York
4074;Mcdonalds;966 3rd Ave;New York
4075;Mcdonalds;;New York
4076;Mcdonalds;27 3rd Ave;New York
4077;Mcdonalds;969 1st Ave;New York
4078;Mcdonalds;444 Lenox Ave;New York
4079;Mcdonalds;317 Broadway;New York
4080;Mcdonalds;602 W 207th St;New York
4081;Mcdonalds;1560 Broadway;New York
4082;Mcdonalds;1872 3rd Ave;New York
4083;Mcdonalds 40 Street;556 7th Ave;New York
4084;Mchales Restaurant;750 8th Ave;New York
4085;Mcquaids;589 11th Ave;New York
4086;Mdo Development Corp;500 E 30th St;New York
4087;Mdo Development Corp;40 Waterside Plz;New York
4088;Meades Restaurant;22 Peck Slip;New York
4089;Med Grill;725 5th Ave;New York
4090;Medieval Times Dinner Tournament;2 Times Square Plz;New York
4091;Mediterranean;1260 2nd Ave;New York
4092;Mee Ihn Corp;6 E 32nd St;New York
4093;Mee Noodle;922 2nd Ave;New York
4094;Mee Noodle Shop & Grill;547 2nd Ave;New York
4095;Mee Noodle Shop & Grill Inc;219 1st Ave;New York
4096;Mee Sum Coffee Shop;26 Pell St;New York
4097;Mega Cafe Diner Restaurant;455 2nd Avenue;New York
4098;Mei Lai Wah Coffee House;64 Bayard St;New York
4099;Mekka;14 Avenue A;New York
4100;Mekong Restuarant Corp;44 Prince St;New York
4101;Meler Food Shop Inc;612 W 207th St;New York
4102;Meli Melo;110 Madison Ave;New York
4103;Meltemi Restaurant;905 1st Ave;New York
4104;Menchanko;43 W 55th St;New York
4105;Menchanko Tei;257 World Trade Cnt Concours;New York
4106;Menchanko Tei Restaurant;131 E 45th St # 1;New York
4107;Mendys Restaurant;61 E 34th St;New York
4108;Mendys Restaurant Inc;208 W 70th St;New York
4109;Menufone;838 Broadway;New York
4110;Mercantile Grill;126 Pearl St;New York
4111;Merchants New York;112 7th Ave;New York
4112;Merchants Ny;1125 1st Ave;New York
4113;Merchants Ny;525 Columbus Ave;New York
4114;Mercury Bar;Continental;
4115;Mercury Bar;659 9th Avenue;New York
4116;Mercury Bar;493 3rd Ave;New York
4117;Mercury Lounge;217 E Houston St;New York
4118;Meridiana Restaurant;2756 Broadway;
4119;Meriken Restaurant;162 W 21st St;New York
4120;Merlot Bar & Grill;48 W 63rd St;New York
4121;Mesa De Espana Restaurant Inc;45 E 28th St;New York
4122;Mesa Grill;102 5th Ave;
4123;Meskerem Ethiopean Restaurant;682 11th Ave;New York
4124;Meskerem Restaurant;468 W 47th St;New York
4125;Meson Sevilla;344 W 46th St # 3;New York
4126;Metisse French Bistro;239 W 105th St;New York
4127;Metro Delicatessens;790 8th Ave;New York
4128;Metro Diner;2641 Broadway;New York
4129;Metronome;915 Broadway # 1;New York
4130;Metropolitan Cafe;959 1st Ave;New York
4131;Metropolitan Food Svc;139 Convent Ave;New York
4132;Metropolitan Improvement Compa;3 Madison St;New York
4133;Mexe Burrito Express;251 E 45th St;New York
4134;Mexican Radio;19 Cleveland Place Frnt;
4135;Mexican Village;118 Macdougal Street Frnt;New York
4136;Mexico City Cafe;322 W 50th St;New York
4137;Mexico Lindo Restrnt;459 2nd Ave;New York
4138;Mezzaluna Restaurants;1295 3rd Ave # 1;New York
4139;Mezze;10 E 44th St;New York
4140;Mezzogiorno;195 Spring St;New York
4141;Mi Cocina;57 Jane St;New York
4142;Mi Floridita Restaurant Inc;3219 Broadway;New York
4143;Mi Nidito;852 8th Ave;New York
4144;Mi Nidito East;1240 Lexington Ave;New York
4145;Mi Nido Tavern Inc Lii;5060 Broadway;New York
4146;Mi Pequena Espana;606 W 207th St;New York
4147;Mi Piace Restaurant;1426 3rd Ave;New York
4148;Mi Tierra #2;3485 Broadway;New York
4149;Mi Tierra Cafeteria Restaurant;3569 Broadway # 131;New York
4150;Miami Subs;114 Liberty St;New York
4151;Mica Bar;252 E 51st St # 1;New York
4152;Michael & Zoes Cafe & Bakery;101 2nd Ave;New York
4153;Michael Jordans Steak House;23 Vanderbilt Ave;New York
4154;Michael Sakele Inc;5 Dey St;New York
4155;Michaels Cafe;469 W 57th St;New York
4156;Michaels Of Bway;65 Broadway;New York
4157;Michaels Pub Inc;57 E 54th St;New York
4158;Michaels Restaurant;24 W 55th St;New York
4159;Micheal's Cafe;951 1st Ave;New York
4160;Mickey Mantles Restaurant & Spts;42 Central Park S;New York
4161;Midnite Express Restaurant;1715 2nd Ave;New York
4162;Midtown Diner;1026 3rd Ave;New York
4163;Midtown Pizza Inc;1157 Broadway;New York
4164;Mie Japanese Restaurant;196 2nd Ave;New York
4165;Mighty Melvin Wonder Dog;366 W 52nd St;New York
4166;Mikes American Bar & Grill;650 10th Ave;New York
4167;Mikes Papaya;2832 Broadway;New York
4168;Mikes Sandwiches;300 W 155th St;New York
4169;Miladys Restaurant;162 Prince St;New York
4170;Milagros Restaurant;136 Nagle Ave;New York
4171;Milan Cafe & Coffee Bar;120 W 23rd St;New York
4172;Milanese Coffee Shop;162 W 25th St;New York
4173;Miledy Perez Restaurant;144 W 83rd St;New York
4174;Milieu;601 West 26;New York
4175;Millers Tea Room;113 Christopher St;New York
4176;Mills Korean Restaurant;2895 Broadway;New York
4177;Milon Restaurant;93 1st Ave;New York
4178;Milton Fry Chicken;1880 Park Ave;New York
4179;Mimi Lee;830 8th Ave;New York
4180;Mimis Macaroni;718 Amsterdam Ave;New York
4181;Mimis Pizza & Family Restaurant;1248 Lexington Ave;New York
4182;Mimis Restaurant;984 2nd Ave;New York
4183;Mimmos Pizza;314 5th Ave # 1;New York
4184;Minars Taj;9 W 31st St # G;New York
4185;Mindys Restaurant;212 E 42nd St;New York
4186;Minera Mexico Intl;712 5th Ave # 39;New York
4187;Minetta Tavern;113 Macdougal St;New York
4188;Mingala Burmese Restaurant;21 E 7th St;New York
4189;Mings Chinese Restaurant;413 9th Ave;New York
4190;Mings Court Inc;2656 Broadway;New York
4191;Mings Delight Inc;594 3rd Ave # 1;New York
4192;Mini Thai Cafe;105 Avenue A;New York
4193;Minners Designs;641 Lexington Ave # 31;New York
