;restaurant;address;country;addressGoogle
1161;F&B;269 West 23rd Street;New York, NY, 10011;269 W 23rd St
1162;F. Illi Ponte;39 Desbrosses Street;New York, NY, 10013;39 Desbrosses St
1163;Fabio Piccolo Fiore;230 East 44th Street;New York, NY, 10017;230 E 44th St
1164;Fagiolini;334 Lexington Avenue;New York, NY, 10016;334 Lexington Ave
1165;Faicco's Pork Store;260 Bleecker Street;New York, NY, 10014;260 Bleecker St
1166;Fairway;2328 12th Avenue;New York, NY, 10027;2328 12th Ave
1167;Fairway Cafe;2127 Broadway;New York, NY, 10023;2127 Broadway
1168;Fake Orchid;440 East 9TH;New York, NY, 10009;440 E 9th St
1169;Falai;68 Clinton;New York, NY, 10002;68 Clinton St
1170;Falai Panetteria;79 Clinton Street;New York, NY, 10002;79 Clinton St
1171;Family Noodle;19 Henry Street,;New York, NY, 10002;19 Henry St
1172;Famous Famiglia;1630 Broadway;New York, NY, 10019;1630 Broadway
1173;Famous Famiglia;1398 Madison Avenue;New York, NY, 10029;1398 Madison Ave
1174;Famous Famiglia;1284 1st Avenue;New York, NY, 10021;1284 1st Avenue
1175;Famous Famiglia;2859 Broadway;New York, NY, 10025;2859 Broadway
1176;Famous Famiglia;734 Amsterdam Avenue;New York, NY, 10025;734 Amsterdam Ave
1177;Famous Famiglia;61 Chelsea Piers;New York, NY, 10011;111C 11th Ave
1178;Famous Famiglia;686 8th Avenue;New York, NY, 10036;686 8th Ave
1179;Famous Fish Market;684 Saint Nicholas Avenue;New York, NY, 10030;684 Saint Nicholas Avenue
1180;Famous Original Rays Pizza;204 9th ave;new york, NY, 10011;204 9th Ave
1181;Fanelli's Cafe;94 Prince Street at Mercer Street;New York, NY, 10012;94 Prince St
1182;Fast Wok;70 7th Avenue;New York, NY, 10011;70 7th Ave
1183;Fatty Crab;643 Hudson;New York, NY, 10014;643 Hudson St
1184;Fauchon;442 Park Avenue at 56th Street;New York, NY, 10022;442 Park Ave
1185;Fedora;239 West 4th Street;New York, NY, 10014;239 West 4th Street
1186;Felidia;243 East 58th Street;New York, NY, 10022;243 E 58th St
1187;Ferrara;195 Grand Street;New York, NY, 10013;195 Grand St
1188;Ferro's Restaurant;145 East 50th Street;New York, NY, 10022;145 E 50th St
1189;Festival Mexicano;120 Rivington Street;New York, NY, 10002;120 Rivington St
1190;Fetch Bar Grill;1649 3RD Avenue;New York, NY, 10128;1649 3rd Ave
1191;Fiamma Osteria;206 Spring Street;New York, NY, 10012;206 Spring St
1192;Fig & Olive;808 Lexington Avenue;New York, NY, 10021;808 Lexington Ave
1193;Fig & Olive;420 West 13th Street;New York, NY, 10014;420 W 13th St
1194;Figaro Pizza;1469 2nd Avenue Streete 1;New York, NY, 10021;1469 2nd Avenue Streete 1
1195;Fillip's;202 7th Avenue;New York, NY, 10011;202 7th Ave
1196;Financier Patisserie;62 Stone Street;New York, NY, 10004;62 Stone St
1197;Fine & Schapiro;138 W 72nd Street;New York, NY, 10023;138 W 72nd St
1198;Fine Food Deli;411 2nd Avenue;New York, NY, 10010;411 2nd Ave
1199;Finestra;1370 York Avenue;New York, NY, 10021;1370 York Ave
1200;Finnerty's Irish Pub;221 2nd Avenue;New York, NY, 10003;221 2nd Ave
1201;Fino;1 Wall Street Ct.;New York, NY, 10005;1 Wall St
1202;Fino;4 East 36th Street;New York, NY, 10016;4 E 36th St
1203;Fiorini;209 East 56th Street;New York, NY, 10022;209 E 56th St
1204;Firefly;54 Spring Street;New York, NY, 10012;54 Spring St
1205;Firehouse;522 Columbus Avenue;New York, NY, 10024;522 Columbus Ave
1206;First Avenue Fish Market;141 1st Avenue;New York, NY, 10003;141 1st Avenue
1207;First Avenue Pierogi And Deli Co.;130 1st Avenue;New York, NY, 10009;130 1st Avenue
1208;First Wok;1374 3rd Avenue at 78th Street;New York, NY, 10021;1374 3rd Ave
1209;Fish;87 1st Avenue;New York, NY, 10014;87 1st Avenue
1210;Fish;280 Bleecker Street;New York, NY, 10014;280 Bleecker St
1211;Five Roses Pizza;173 1ST Avenue Streete 11;New York, NY, 10003;173 1ST Avenue Streete 11
1212;Fives;Peninsula Hotel 700 5th Avenue;New York, NY, 10019;700 5th Ave
1213;Flames Steakhouse;5 Gold Street;New York, NY, 10038;5 Gold St
1214;Flamingo Room;470 West 23rd Street;New York, NY, 10011;470 W 23rd St
1215;Flavored With One Love (CLOSED);1941 Madison Avenue;New York, NY, 10035;1941 Madison Ave
1216;Flea Market Cafe;131 Avenue A;New York, NY, 10009;131 Avenue A
1217;Flor De Mayo;2651 Broadway;New York, NY, 10025;2651 Broadway
1218;Flor De Mayo;484 Amsterdam Avenue;New York, NY, 10024;484 Amsterdam Ave
1219;Flor De Sol;361 Greenwich Street;New York, NY, 10014;361 Greenwich St
1220;Flor's Kitchen;149 1st Avenue;New York, NY, 10003;149 1st Avenue
1221;Flor's Kitchen;170 Waverly Place;New York, NY, 10014;170 Waverly Pl
1222;Florence Prime Meat Market;5 Jones Street;New York, NY, 10014;5 Jones St
1223;Florencia 13;185 Sullivan Street;New York, NY, 10012;185 Sullivan St
1224;Florent (CLOSED);69 Gansevoort Street;New York, NY, 10014;69 Gansevoort St
1225;Flurt;284 3rd Avenue;New York, NY, 10010;284 3rd Ave
1226;Focolare Bistro;115 Mulberry Street;New York, NY, 10013;115 Mulberry St
1227;Fong Da Bakery, Inc.;83 Essex Street;New York, NY, 10013;83 Essex St
1228;Fong Inn Too Inc.;46 Mott Street;New York, NY, 10013;46 Mott St
1229;Fontana Di Trevi;151 West 57th Street;New York, NY, 10019;151 W 57th St
1230;Food;1569 Lexington Avenue;New York, NY, 10029;1569 Lexington Ave
1231;Food Exchange;120 East 59th Street;New York, NY, 10022;120 E 59th St
1232;Food Mart Deli;12321 York Street;New York, NY, 10021;York St
1233;Food World Cafe;793 6th Avenue;New York, NY, 10001;793 6th Ave
1234;Food bar;149 8th Avenue;New York, NY, 10003;149 8th Ave
1235;Foods Of India;121 Lexington Avenue;New York, NY, 10016;121 Lexington Ave
1236;Forge;134 Reade St. nr. Hudson St.;New York, NY, 10013;134 Reade St
1237;Forum;127 4th Avenue;New York, NY, 10003;127 4th Ave
1238;Four Seasons;99 East 52nd Street;New York, NY, 10022;99 E 52nd St
1239;Four Seasons Food Market;271 1st Avenue;New York, NY, 10003;271 1st Avenue
1240;Francisco's Centro Vasco;159 West 23rd Street;New York, NY, 10011;159 W 23rd St
1241;Frank;88 2nd Avenue;New York, NY, 10003;88 2nd Ave
1242;Frank's;410 West 16th Street;New York, NY, 10011;410 W 16th St
1243;Frankies Spuntino;17 Clinton Street;New York, NY, 10002;17 Clinton St
1244;Franklin Station Cafe;222 West Broadway;New York, NY, 10013;222 W Broadway
1245;Fraunces Tavern;54 Pearl Street;New York, NY, 10004;54 Pearl St
1246;Fred's;476 Amsterdam Avenue;New York, NY, 10024;476 Amsterdam Ave
1247;Fred's At Barneys NY;Barneys NY 660 Madison Avenue, 9th fl.;New York, NY, 10021;660 Madison Ave
1248;Frederick's Bar & Lounge;8 West 58th Street;New York, NY, 10019;8 W 58th St
1249;Frederick's Downtown;673 Hudson Street;New York, NY, 10014;673 Hudson St
1250;Frederick's Madison;768 Madison Avenue;New York, NY, 10021;768 Madison Ave
1251;Freemans;Freeman Alley;New York, NY, 10002;Freeman Alley
1252;French Roast;458 5th Avenue;New York, NY, 10011;458 5th Ave
1253;French Roast;78 West 11th Street;New York, NY, 10028;78 W 11th St
1254;Fresco By Scotto;34 East 52nd Street;New York, NY, 10022;34 E 52nd St
1255;Fresco On The Go;40 East 52nd Street;New York, NY, 10022;40 E 52nd St
1256;Fresco Tortilla Grill;215 West 14th Street;New York, NY, 10001;215 W 14th St
1257;Fresco Tortilla Grill;769 5th Avenue;New York, NY, 10001;769 5th Ave
1258;Fresco Tortilla Grill;253 8th Avenue;New York, NY, 10011;253 8th Ave
1259;Fresco Tortilla Grill;36 Lexington Avenue;New York, NY, 10010;36 Lexington Ave
1260;Fresh Thyme;350 5th Avenue;New York, NY, 10018;350 5th Ave
1261;Fried Dumpling;99 Allen Street;New York, NY, 10002;99 Allen St
1262;Fried Dumpling;106 Mosco Street at Mott Street;New York, NY, 10013;106 Mosco St
1263;Fried Rice Balls! Rosario's Pizza;173 Orchard Street;New York, NY, 10002;173 Orchard St
1264;Friedman's Delicatessen;75 Ninth Ave at 16th St;New York, NY, 10011;75 9th Ave
1265;Friend House;99 3rd Avenue #105;New York, NY, 10003;99 3rd Ave #105
1266;Friend Of A Farmer;77 Irving Place;New York, NY, 10003;77 Irving Pl
1267;Fruit Loops;456 West 45th Street;New York, NY, 10036;456 W 45th St
1268;Frutti di Mare;84 East 4th Street;New York, NY, 10003;84 E 4th St
1269;Frère Jacques;13 East 37th Street;New York, NY, 10016;13 E 37th St
1270;Fu Wong;100 Bowery;New York, NY, 10013;100 Bowery
1271;Fukumatsu;212 East 52nd Street;New York, NY, 10022;212 E 52nd St
1272;Fuleen Seafood;11 Division Street;New York, NY, 10002;11 Division St
1273;Full City Coffee;409 Grand Street;New York, NY, 10002;409 Grand St
1274;Fulton Fish Market;South Street;New York, NY, 10004;South St
1275;Funayama;24 Greenwich Avenue;New York, NY, 10011;24 Greenwich Ave
1276;Funky Broome;176 Mott st at Broome Street;New York, NY,;176 Mott St
1277;Funky Diner (CLOSED);466 Columbus Avenue;New York, NY, 10024;466 Columbus Ave
1278;Fusha Asian Cuisine;1065 1st Avenue;New York, NY, 10022;1065 1st Avenue
1279;Fusia Asian Cuisine;677C Lexington Avenue on 56th Street;New York, NY, 10022;677C Lexington Avenue on 56th Street
1280;Félix;340 West Broadway;New York, NY, 10013;340 W Broadway
1281;Gabriel's;11 West 60th Street;New York, NY, 10023;11 W 60th St
1282;Gabriela's;688 Columbus Avenue;New York, NY, 10025;688 Columbus Ave
1283;Gahm Mi Oak;43 West 32nd Street;New York, NY, 10001;43 W 32nd St
1284;Gajyumaru Japanese Restaurant;1659 1st Avenue;New York, NY, 10028;1659 1st Avenue
1285;Galanga;149 West 4th Street;New York, NY, 10012;149 West 4th Street
1286;Gama;12 St. Marks Place;New York, NY, 10003;12 St Marks Pl
1287;Gandhi;345 East 6TH Street;New York, NY, 10003;345 E 6th St
1288;Garden Cafe At The Kitano New York;66 Park Avenue;New York, NY, 10016;66 Park Ave
1289;Gari;370 Columbus Avenue;New York, NY, 10024;370 Columbus Ave
1290;Garnet Wine & Liquors;929 Lexington Avenue;New York, NY, 10021;929 Lexington Ave
1291;Garrison Confections Inc.;The Chocolate Loft 119 West 23rd Street;New York, NY,;20 W 23rd St
1292;Gascogne;158 8th Avenue;New York, NY, 10011;158 8th Ave
1293;Gatehouse;301 South End Avenue;New York, AL, 10280;301 South End Ave
1294;Gauchas Empanadas;1748 1st Avenue;New York, NY, 10128;1748 1st Avenue
1295;Geisha;33 East 61st Street;New York, NY, 10021;33 E 61st St
1296;Gena's Grill;210 1st Avenue;New York, NY, 10009;210 1st Avenue
1297;Gennaro;665 Amsterdam Avenue;New York, NY, 10025;665 Amsterdam Ave
1298;Gente;153 East 45th Street;New York, NY, 10017;153 E 45th St
1299;Gentile's Market;1041 Madison Avenue;New York, NY, 10021;1041 Madison Ave
1300;George's Restaurant;89 Greenwich Street;New York, NY, 10006;89 Greenwich St
1301;Georgio'S Country Grill;801 9th Avenue at 53rd Street;New York, NY, 10019;801 9th Ave
1302;Ghandi Cafe;283 Bleecker Street Streete 1;New York, NY, 10014;283 Bleecker St
1303;Ghenet;284 Mulberry Street;New York, NY, 10012;284 Mulberry St
1304;Giambelli;46 East 50th Street;New York, NY, 10022;46 E 50th St
1305;Gibraltar;20 Princes Street;New York, NY, 10012;20 Prince St
1306;Gigino At Wagner Park;20 Battery Place;New York, NY, 10004;20 Battery Pl
1307;Gigino Trattoria;323 Greenwich Street;New York, NY, 10013;323 Greenwich St
1308;Gilileo;176 West 94th Street;New York, NY, 10025;176 W 94th St
1309;Gilt;NY Palace Hotel 455 Madison Avenue;New York, NY, 10022;455 Madison Ave
1310;Gin Lane;355 West 14th Street;New York, NY, 10011;355 W 14th St
1311;Ginger;1400 5th Avenue;New York, NY, 10026;1400 5th Ave
1312;Ginger;146 East 55th Street;New York, NY, 10022;146 E 55th St
1313;Ginger;109 1st Avenue;New York, NY, 10003;109 1st Avenue
1314;Ginger House;330 7th Avenue;New York, NY, 10011;330 7th Ave
1315;Ginger Ty;363 Greenwich Street;New York, NY, 10013;363 Greenwich St
1316;Gino;780 Lexington Avenue;New York, NY, 10021;780 Lexington Ave
1317;Ginza Japanese Restaurant;800 Lexington Avenue;New York, NY, 10021;800 Lexington Ave
1318;Giorgione;307 Spring Street;New York, NY, 10013;307 Spring St
1319;Giorgione 508;508 Greenwich Street;New York, NY, 10013;508 Greenwich St
1320;Giovanni Venticinque;25 East 83rd Street;New York, NY, 10028;25 E 83rd St
1321;Girasole;151 East 82nd Street;New York, NY, 10028;151 E 82nd St
1322;Giuliano's Pizzeria And Deli;88 Broad Street;New York, NY, 10004;88 Broad St
1323;Glaser's Bake Shop;1670 1st Avenue;New York, NY, 10128;1670 1st Avenue
1324;Gnocco Caffe;337 East 10th Street;New York, NY, 10009;337 E 10th St
1325;Go;30 Saint Mark's Place;New York, NY, 10003;30 St Marks Pl
1326;Go Noodle;1069 1st Avenue;New York, NY, 10022;1069 1st Avenue
1327;Go Sushi;982 2nd Avenue;New York, NY, 10022;982 2nd Ave
1328;Go Sushi;3 Greenwich Avenue;New York, NY, 10014;3 Greenwich Ave
1329;Go Sushi;511 3rd Avenue;New York, NY, 10016;511 3rd Ave
1330;Go Sushi;756 9th Avenue;New York, NY, 10019;756 9th Ave
1331;Go Sushi;1649 2nd Avenue;New York, NY, 10028;1649 2nd Ave
1332;Goa;306 East 6th Street;New York, NY, 10003;306 E 6th St
1333;Gobo;401 6th Avenue;New York, NY, 10014;401 6th Ave
1334;Gobo;1426 3rd Avenue;New York, NY, 10028;1426 3rd Ave
1335;Gobo Upper East;1426 3rd Avenue;New York, NY, 10028;1426 3rd Ave
1336;Gold St;2 Gold Street;New York, NY, 10038;2 Gold St
1337;Gold St.;255 West 36th Street;New York, NY, 10018;255 W 36th St
1338;Golden Bridge Restaurant;50 Bowery, 2nd floor;New York, NY, 10013;50 Bowery
1339;Golden Unicorn;18 East Broadway, 2nd fl.;New York, NY, 10002;18 E Broadway 2nd fl
1340;Gonzo;140 West 13th Street;New York, NY, 10011;140 W 13th St
1341;Good;89 Greenwich Avenue;New York, NY, 10014;89 Greenwich Ave
1342;Good & Plenty To Go;410 West 43rd Street;New York, NY, 10036;410 W 43rd St
1343;Good Enough To Eat;483 Amsterdam Avenue;New York, NY, 10024;483 Amsterdam Ave
1344;Good World Bar & Grill;3 Orchard Street;New York, NY, 10002;3 Orchard St
1345;Goodburger;800 2nd Avenue;New York, NY, 10017;800 2nd Ave
1346;Goodburger;870 Broadway;New York, NY, 10009;870 Broadway
1347;Goodies;1 East Broadway;New York, NY, 10038;1 E Broadway
1348;Googie's;1491 2nd Avenue;New York, NY, 10021;1491 2nd Ave
1349;Gotham Bar & Grill;12 East 12th Street;New York, NY, 10003;12 E 12th St
1350;Gottino;52 Greenwich Avenue;New York, NY, 10014;52 Greenwich Ave
1351;Gourmet Gal Inc;504 East 12th Street;New York, NY, 10009;504 E 12th St
1352;Gourmet Wok;597 10th Avenue;New York, NY, 10036;597 10th Ave
1353;Grace;114 Franklin Street;New York, NY, 10013;114 Franklin St
1354;Grace's Marketplace;1237 3rd Avenue;New York, NY, 10021;1237 3rd Ave
1355;Gracefully;28 Avenue A;New York, NY, 10009;28 Avenue A
1356;Gracie Mews Restaurant Corporation;1550 1ST Avenue;New York, NY, 10028;1550 1st Avenue
1357;Gracies Corner Restaurant;352 East 86th Street;New York, NY, 10028;352 East 86th St
1358;Gradisca;126 West 13th Street;New York, NY, 10011;126 W 13th St
1359;Graffiti;224 E 10th Street;New York, NY, 10009;224 E 10th St
1360;Gramercy 24;Marcel Hotel 323 3rd Avenue;New York, NY, 10010;201 E 24th St
1361;Gramercy Park Hotel Roof Club;2 Lexington Avenue;New York, NY, 10010;2 Lexington Ave
1362;Gramstand;214 Avenue A;New York, NY, 10009;214 Avenue A
1363;Grand Central Market;Lexington Avenue and 43rd Street;New York, NY, 10036;Lexington Ave & E 43rd St
1364;Grand Central Oyster Bar & Restaurant;42nd Street;New York, NY, 10017;W 42nd St
1365;Grand Eastern;1509 Lexington Avenue;New York, NY, 10029;1509 Lexington Ave
1366;Grand Sichuan;227 Lexington Avenue;New York, NY, 10016;227 Lexington Ave
1367;Grand Sichuan;15 Seventh Ave. South, nr. Leroy St.;New York, NY, 10014;15 7th Ave S
1368;Grand Sichuan;125 Canal Street;New York, NY, 10002;125 Canal St
1369;Grand Sichuan at 50th;745 9th Avenue;New York, NY, 10019;745 9th Ave
1370;Grand Sichuan at 55th;1049 2nd Avenue;New York, NY, 10022;1049 2nd Ave
1371;Grand Sichuan on 24th;229 9th Avenue;New York, NY, 10001;229 9th Ave
1372;Grand Sichuan on St. Marks;19-23 St. Marks Place;New York, NY, 10003;19-23 Saint Marks Place
1373;Grand Street Sausages;198 Grand Street;New York, NY,;198 Grand St
1374;Grandaisy Bakery;73 Sullivan Street;New York, NY, 10012;73 Sullivan St
1375;Grano;21 Greenwich Avenue;New York, NY, 10014;21 Greenwich Ave
1376;Gray's Papaya;2090 Broadway,Fl. 1;New York, NY, 10023;2090 Broadway Fl. 1
1377;Gray's Papaya;402 West 8th Street;New York, NY, 10001;W 8th St
1378;Gray's Papaya;539 8th Avenue;New York, NY, 10018;539 8th Ave
1379;Grayz;13-15 West 54th Street;New York, NY, 10019;13 W 54th St
1380;Great American Health Bar;35 West 57th Street;New York, NY, 10019;35 W 57th St
1381;Great NY Noodle Town;28½ Bowery;New York, NY, 10013;28½ Bowery
1382;Green Kitchen;1477 1st Avenue;New York, NY, 10021;1477 1st Avenue
1383;Green Pea;435 5th Avenue;New York, NY, 10016;435 5th Ave
1384;Green Symphony;255 West 43rd Street;New York, NY, 10036;255 W 43rd St
1385;Green Tea Café;45 Mott Street;New York, NY, 10013;45 Mott St
1386;Greenwich Treehouse;46 Greenwich Ave.;New York, NY, 10011;46 Greenwich Ave
1387;Greenwich Village Bistro;13 Carmine Street;New York, NY, 10014;13 Carmine St
1388;Grey Dog;90 University Place;New York, NY, 10001;90 University Pl
1389;Grey Dog;33 Carmine Street;New York, NY, 10014;33 Carmine St
1390;Grifone;244 East 46th Street;New York, NY, 10017;244 E 46th St
1391;Grill 44;160 East 44th Street;New York, NY, 10017;160 E 44th St
1392;Grill Room;World Financial Ctr.;New York, NY, 10281;230 Vesey St
1393;Grilled Cheese;168 Ludlow Street;New York, NY, 10022;168 Ludlow St
1394;Grom;2165 Broadway;New York, NY, 10024;2165 Broadway
1395;Grotta Azzurra;177 Mulberry Street;New York, NY, 10013;177 Mulberry St
1396;Grotta Del Mare;307 East 77th Street;New York, NY, 10021;307 E 77th St
1397;Gus Place;192 Bleecker Street;New York, NY, 10012;192 Bleecker St
1398;Gus's Figs;250 West 27th Street;New York, NY, 10001;250 W 27th St
1399;Guss' Pickles;85 -87 Orchard Street;New York, NY,;85 Orchard St
1400;Gusto;60 Greenwich Avenue;New York, NY, 10011;60 Greenwich Ave
1401;Gusto Va Mare;237 East 53rd Street;New York, NY, 10022;237 E 53rd St
1402;Guy and Gallard;475 Park Avenue South;New York, NY, 10016;475 Park Ave S
1403;Gyro Uno;237 East 53rd Street Basement;New York, NY, 11103;237 E 53rd St
1404;Gyu Kaku Japanese Bbq Dining;805 3rd Avenue 2nd Floor Midtown;New York, NY, 10022;805 3rd Ave 2nd Floor
1405;Gyu-Kaku;34 Cooper Square;New York, NY, 10003;34 Cooper Sq
1406;H & H Bagels;639 West 46th Street;New York, NY, 10036;639 W 46th St
1407;H & H Bagels;2239 Broadway;New York, NY, 10024;2239 Broadway
1408;HQ;90 Thompson Street;New York, NY, 10012;90 Thompson St
1409;HSF;46 Bowery;New York, NY, 10013;46 Bowery
1410;Haandi;113 Lexington Avenue;New York, NY, 10016;113 Lexington Ave
1411;Haandi Restaurant;113 Lexington Avenue;New York, NY, 10016;113 Lexington Ave
1412;Habib's Place;89 Ave. A;New York, NY, 10009;89 Avenue A
1413;Hacienda at 40C;40 Avenue C;New York, NY, 10009;40 Loisaida Ave
1414;Hahn Ah Reum;25 West32nd Street;New York, NY, 10001;25 W 32nd St
1415;Hai Thanh Seafood Co.;17B Catherine Street;New York, NY, 10002;17 Catherine St
1416;Haikara Grill;206 East 63rd Street;New York, NY, 10021;206 E 63rd St
1417;Hakata Grill;230 West 48th Street;New York, NY, 10036;230 W 48th St
1418;Halal Indo-Pak;1750 1st Avenue;New York, NY, 10128;1750 1st Avenue
1419;Halal Roti;2345 8th Avenue;New York, NY, 10027;2345 Frederick Douglass Blvd
1420;Hale & Hearty Soups;55 West 56th Street;New York, NY, 10019;55 W 56th St
1421;Hale & Hearty Soups;49 West 42nd Street;New York, NY, 10036;49 W 42nd St
1422;Hale & Hearty Soups;55 Broad Street;New York, NY, 10004;55 Broad St
1423;Hale & Hearty Soups;Chelsea Mkt. 75 9th Avenue;New York, NY, 10011;75 9th Ave
1424;Hale & Hearty Soups;685 2nd Avenue;New York, NY, 10016;685 2nd Ave
1425;Hale & Hearty Soups;Grand Central;New York, NY, 10017;89 E 42nd St
1426;Hale & Hearty Soups;30 Rockefeller Plaza;New York, NY, 10012;30 Rockefeller Plaza
1427;Hale & Hearty Soups;462 7th Avenue;New York, NY, 10018;462 7th Ave
