level_0;level_1;ristorante;indirizzoOriginale;indirizzoGoogle;Score;0_restaurant;0_address;0_addressFix;1_restaurant;1_address;1_neighborhood;1_type;1_cost;1_addressFix
536,000;;;;;;McDonald's;215 West 125th Street;215 W 125th St, New York, NY 10027, USA;;;;;;
537,000;;;;;;McDonald's;136 West 3rd Street;136 W 3rd St, New York, NY 10012, USA;;;;;;
538,000;;;;;;McDonald's;638 Columbus Avenue;638 Columbus Ave, New York, NY 10024, United States;;;;;;
539,000;;;;;;McDonald's;354 West 125th Street;354 W 125th St, New York, NY 10027, USA;;;;;;
540,000;;;;;;McDonald's;444 Lenox Avenue @ 132Nd;444 Malcolm X Blvd #132Nd, New York, NY 10037, USA;;;;;;
541,000;;;;;;McDonald's;600 West 125th;600 W 125th St, New York, NY 10027, USA;;;;;;
542,000;;;;;;McDonald's;688 8th Avenue;688 8th Ave, New York, NY 10036, USA;;;;;;
543,000;;;;;;McDonald's;79 West 125th Street;79 W 125th St, New York, NY 10027, USA;;;;;;
544,000;;;;;;Mcnulty's Tea & Coffee Company;109 Christopher Street;109 Christopher St, New York, NY 10014, USA;;;;;;
545,000;;;;;;Megu;845 UN Plaza;845 United Nations Plaza, New York, NY 10017, USA;;;;;;
547,000;;;;;;Merkato 55;55 Gansevoort Street;55 Gansevoort Street;;;;;;
548,000;;;;;;Mesa Grill Restaurant;102 Fifth Avenue;102 5th Ave, New York, NY 10011, USA;;;;;;
549,000;;;;;;Meson Sevilla Restaurant;344 West 46th Street;344 W 46th St, New York, NY 10036, USA;;;;;;
551,000;;;;;;Mia Dona;206 East 58th Street;206 E 58th St, New York, NY 10022, USA;;;;;;
552,000;;;;;;Michael Jordan's The Steakhouse N.Y.C.;23 Vanderbilt Avenue;23 Vanderbilt Avenue;;;;;;
554,000;;;;;;Mickey Mantle's Restaurant;42 Central Park South;42 Central Park S, New York, NY 10019, USA;;;;;;
555,000;;;;;;Mima's CubanFusion;2056 Second Avenue;2056 2nd Ave, New York, NY 10029, USA;;;;;;
556,000;;;;;;Mindy's Restaurant;212 East 42nd Street;212 E 42nd St, New York, NY 10017, USA;;;;;;
558,000;;;;;;Mondello;3 East 37th Street;3 E 37th St, Hamilton, ON L8V 4A7, Canada;;;;;;
559,000;;;;;;Monica's Gourmet Deli;1603 2nd Avenue;1603 2nd Ave, New York, NY 10028, USA;;;;;;
560,000;;;;;;Morton's, the Steakhouse;551 5th Avenue;551 5th Avenue;;;;;;
561,000;;;;;;Mr. Broadway Kosher Deli;1372 Broadway;1372 Broadway, New York, NY 10018, USA;;;;;;
562,000;;;;;;Murals on 54;65 West 54th Street;65 W 54th St, New York, NY 10019, USA;;;;;;
563,000;;;;;;Mustang Grill;1633 2nd Avenue;1633 2nd Ave, New York, NY 10028, United States;;;;;;
564,000;;;;;;Nacho Mama's Burritos;2867 Broadway;2867 Broadway, New York, NY 10025, USA;;;;;;
565,000;;;;;;Nathan's Famous;100 West 33rd Street;100 W 33rd St, New York, NY 10001, USA;;;;;;
566,000;;;;;;Nathan's Famous;705 8th Avenue;705 8th Ave, New York, NY 10036, USA;;;;;;
567,000;;;;;;Natsumi Restaurant;226 West 50th Street;226 W 50th St, New York, NY 10019, USA;;;;;;
569,000;;;;;;Nespresso Boutique Bar;761 Madison Avenue;761 Madison Avenue;;;;;;
570,000;;;;;;Nicole's Restaurant;10 East 60th Street;10 E 60th St, New York, NY 10022, USA;;;;;;
571,000;;;;;;Nippon;155 East 52nd Street;155 E 52nd St, New York, NY 10022, USA;;;;;;
572,000;;;;;;Nirvana;30 Central Park South;30 Central Park S, New York, NY 10019, USA;;;;;;
573,000;;;;;;Nobu;105 Hudson Street;105 Hudson St, New York, NY 10013, USA;;;;;;
574,000;;;;;;Nolia;158 Avenue C;158 Loisaida Ave, New York, NY 10009, USA;;;;;;
575,000;;;;;;North West Restaurant;392 Columbus Avenue;392 Columbus Ave, New York, NY 10024, USA;;;;;;
577,000;;;;;;ONE c.p.s.;One Central Park South;One Central Park South;;;;;;
579,000;;;;;;Old Homestead Steak House;56 9th Avenue;56 9th Ave, New York, NY 10011, USA;;;;;;
580,000;;;;;;Ole Restaurant;434 2nd Avenue;434 2nd Ave, Deptford Township, NJ 08096, USA;;;;;;
581,000;;;;;;One If by Land Two If by Sea;17 Barrow Street;17 Barrow St, New York, NY 10014, USA;;;;;;
582,000;;;;;;Osteria Gelsi;507-509 9th Ave. at 38th St.;507-509 9th Ave. at 38th St.;;;;;;
584,000;;;;;;Pala;198 Allen Street;198 Allen St, New York, NY 10002, USA;;;;;;
585,000;;;;;;Pampano Restaurant;209 East 49th Street;209 E 49th St, New York, NY 10017, USA;;;;;;
586,000;;;;;;Paola's Restaurant;245 East 84th Street;245 E 84th St, New York, NY 10028, USA;;;;;;
587,000;;;;;;Papa John's;765 8th Avenue;765 8th Ave, New York, NY 10036, USA;;;;;;
588,000;;;;;;Papillon Bistro and Bar;22 East 54th Street;22 E 54th St, New York, NY 10022, USA;;;;;;
589,000;;;;;;Paris Match;29 East 65th Street;29 E 65th St, New York, NY 10065, USA;;;;;;
590,000;;;;;;Park Avenue Cafe;100 East 63rd Street;100 E 63rd St, New York, NY 10065, USA;;;;;;
592,000;;;;;;Payard Patisserie & Bistro;1032 Lexington Avenue;1032 Lexington Ave, New York, NY 10021, USA;;;;;;
593,000;;;;;;Peacock Alley;301 Park Avenue;301 Park Ave, New York, NY 10016, USA;;;;;;
595,000;;;;;;Per Se;10 Columbus Circle;10 Columbus Cir, New York, NY 10019, USA;;;;;;
596,000;;;;;;Perilla Restaurant;9 Jones Street;9 Jones St, New York, NY 10014, USA;;;;;;
598,000;;;;;;Philippe;35 East 60th Street;35 E 60th St, New York, NY 10022, USA;;;;;;
599,000;;;;;;Picasso;303 East 56th Street;303 E 56th St, New York, NY 10022, USA;;;;;;
600,000;;;;;;Piccolino;8 East 36 Street;8 East 36 Street;;;;;;
602,000;;;;;;Pier 2110;2110 Adam Clayton Powell Jr. Blvd.;2110 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA;;;;;;
603,000;;;;;;Pipa;38 East 19th Street;38 E 19th St, New York, NY 10003, USA;;;;;;
604,000;;;;;;Plantain;20 West 38th Street;20 W 38th St, New York, NY 10018, USA;;;;;;
605,000;;;;;;Pomaire;371 West 46th Street;371 W 46th St, New York, NY 10036, USA;;;;;;
606,000;;;;;;Pongsri Thai Restaurant;244 West 48 Street;244 W 48th St, New York, NY 10036, USA;;;;;;
607,000;;;;;;Popeyes Chicken & Biscuits;1558 3rd Avenue;1558 3rd Ave, New York, NY 10128, USA;;;;;;
609,000;;;;;;Public House;140 East 41st Street;140 E 41st St, New York, NY 10017, USA;;;;;;
610,000;;;;;;Pure Food and Wine;54 Irving Place;54 Irving Place;;;;;;
611,000;;;;;;R & G Deli;348 West 36th Street;348 W 36th St, New York, NY 10018, USA;;;;;;
612,000;;;;;;Rain West;100 West 82nd Street;100 W 82nd St, New York, NY 10024, USA;;;;;;
613,000;;;;;;Rainbow Room Grill;30 Rockefeller Plaza;Rockefeller Plaza, New York, NY 10111, USA;;;;;;
614,000;;;;;;Red Lobster;5 Times Square;Five Times Square, New York, NY 10036, USA;;;;;;
615,000;;;;;;Regional;2607 Broadway;2607 Broadway, New York, NY 10025, USA;;;;;;
616,000;;;;;;Rene Pujol Restaurant;321 West 51st Street;321 W 51st St, New York, NY 10019, USA;;;;;;
617,000;;;;;;Restaurant Carlyle;35 East 76th Street;35 E 76th St, New York, NY 10021, USA;;;;;;
618,000;;;;;;Restaurant Charlotte;145 West 44th Street;145 W 44th St, New York, NY 10036, USA;;;;;;
619,000;;;;;;Rock Center Cafe;20 West 50th Street;20 W 50th St, New York, NY 10020, USA;;;;;;
620,000;;;;;;Rosa Mexicano;1063 1st Avenue;1063 1st Avenue, New York, NY 10022, USA;;;;;;
621,000;;;;;;Rosa Mexicano Lincoln Center;61 Columbus Avenue;61 Columbus Ave, New York, NY 10023, USA;;;;;;
622,000;;;;;;Rosanjin;141 Duane Street;141 Duane St, New York, NY 10013, USA;;;;;;
623,000;;;;;;Rosie O'Grady's;149 West 46th Street;149 West 46th Street;;;;;;
624,000;;;;;;Roth's Westside Steakhouse;680 Columbus Avenue;680 Columbus Ave, New York, NY 10025, USA;;;;;;
625,000;;;;;;Roy's New York;Manhattan · 130 Washington St.;130 Washington St, New York, NY 10006, USA;;;;;;
626,000;;;;;;Ruby Foo's;1626 Broadway;1626 Broadway, New York, NY 10019, USA;;;;;;
628,000;;;;;;Sable's;1489 2nd Avenue;1489 2nd Ave, New York, NY 10075, USA;;;;;;
629,000;;;;;;Sabora Mexico;1744 1st Avenue;1744 1st Avenue, New York, NY 10128, USA;;;;;;
630,000;;;;;;Sakagura Restaurant;211 East 43rd Street;211 E 43rd St, New York, NY 10017, USA;;;;;;
632,000;;;;;;San Domenico;240 Central Park South;240 Central Park S, New York, NY 10019, USA;;;;;;
633,000;;;;;;San Luigi's;311 Amsterdam Avenue;311 Amsterdam Ave, New York, NY 10023, USA;;;;;;
634,000;;;;;;San Martin Restaurant;143 East 49th Street;143 E 49th St, New York, NY 10017, USA;;;;;;
635,000;;;;;;Sangria 46;338 West 46th Street;338 W 46th St, New York, NY 10036, USA;;;;;;
637,000;;;;;;Sapphire Restaurant;1845 Broadway;1845 Broadway, New York, NY 10023, USA;;;;;;
639,000;;;;;;Saurin Parke Cafe;301 West 110th Street;301 W 110th St, New York, NY 10026, USA;;;;;;
640,000;;;;;;Scaletta Restaurant;50 West 77th Street;50 W 77th St, New York, NY 10024, USA;;;;;;
642,000;;;;;;Seppi's;123 West 56th Street;123 W 56th St, New York, NY 10019, USA;;;;;;
643,000;;;;;;Serafina's;210 West 55th Street;210 W 55th St, New York, NY 10019, USA;;;;;;
644,000;;;;;;Shinbashi;7 East 48th Street;7 E 48th St, New York, NY 10017, USA;;;;;;
645,000;;;;;;Shrimp Box;62 West 125th Street;62 W 125th St, New York, NY 10027, USA;;;;;;
646,000;;;;;;Shula's Steak House;270 W. 43rd St. at 8th Ave.;270 W 43rd St, New York, NY 10036, USA;;;;;;
650,000;;;;;;Siam Inn Too;854 Eighth Avenue;854 8th Ave, New York, NY 10019, USA;;;;;;
651,000;;;;;;Silverleaf Tavern;43 East 38th Street;43 East 38th Street;;;;;;
653,000;;;;;;Smoke Jazz Club;2751 Broadway;2751 Broadway, New York, NY 10025, USA;;;;;;
655,000;;;;;;Solo Restaurant;550 Madison Avenue;550 Madison Ave, New York, NY 10022, United States;;;;;;
656,000;;;;;;Sombrero;303 West 48th Street;303 W 48th St, New York, NY 10036, USA;;;;;;
657,000;;;;;;Sombrero Mexican;303 West 48th Street;303 W 48th St, New York, NY 10036, USA;;;;;;
658,000;;;;;;Son Cubano Restaurant;405 West 14th Street;405 W 14th St, New York, NY 10014, USA;;;;;;
659,000;;;;;;Sosa Borella;832 8th Avenue;832 8th Ave, New York, NY 10019, USA;;;;;;
660,000;;;;;;Southern Hospitality BBQ;1460 Second Avenue;1460 2nd Ave, New York, NY 10075, USA;;;;;;
661,000;;;;;;Spice Market;403 West 13th Street;403 W 13th St, New York, NY 10014, USA;;;;;;
662,000;;;;;;St. Andrews Restaurant;120 West 44th Street;120 W 44th St, New York, NY 10036, USA;;;;;;
663,000;;;;;;Stage Delicatessen;834 7th Avenue;834 7th Avenue;;;;;;
664,000;;;;;;Star Diner;839 Seventh Avenue;839 7th Ave, Longview, WA 98632, USA;;;;;;
665,000;;;;;;Starbucks;152-154 Columbus Avenue;152-154 Columbus Ave, New York, NY 10023, USA;;;;;;
666,000;;;;;;Starbucks;1460 Broadway;1460 Broadway, New York, NY 10036, USA;;;;;;
667,000;;;;;;Starbucks Coffee;875 Sixth Avenue;875 6th Ave, New York, NY 10001, USA;;;;;;
668,000;;;;;;Starbucks Coffee;21 East 8th Street;21 E 8th St, Hinsdale, IL 60521, USA;;;;;;
669,000;;;;;;Starbucks Coffee;195 Broadway;195 Broadway #2, New York, NY 10007, United States;;;;;;
670,000;;;;;;Starbucks Coffee;1128 Third Avenue;1128 3rd Ave, New York, NY 10065, USA;;;;;;
671,000;;;;;;Starbucks Coffee;10 Union Square East;10 Union Square E, New York, NY 10003, USA;;;;;;
672,000;;;;;;Starbucks Coffee;One Penn Plaza;1 Pennsylvania Plaza, New York, NY 10119, United States;;;;;;
673,000;;;;;;Starbucks Coffee;3 Park Avenue;3 Park Avenue, New York, NY 10016, USA;;;;;;
674,000;;;;;;Starbucks Coffee;540 Columbus Avenue;540 Columbus Ave, New York, NY 10024, USA;;;;;;
675,000;;;;;;Starbucks Coffee;455 Main Street;455 Main St, New York, NY 10044, USA;;;;;;
676,000;;;;;;Starbucks Coffee;233 Broadway;233 Broadway, Dobbs Ferry, NY 10522, USA;;;;;;
677,000;;;;;;Starbucks Coffee;76 9th Avenue;76 9th Ave, New York, NY 10011, USA;;;;;;
678,000;;;;;;Starbucks Coffee;750 6th Avenue;750 6th Ave, New York, NY 10010, USA;;;;;;
679,000;;;;;;Starbucks Coffee;2929 Broadway;2929 Broadway, New York, NY 10025, USA;;;;;;
680,000;;;;;;Starbucks Coffee;79 Washington Square;79 Washington Square E, New York, NY 10003, USA;;;;;;
681,000;;;;;;Starbucks Coffee;72 Grove Street;72 Grove St, New York, NY 10014, USA;;;;;;
682,000;;;;;;Starbucks Coffee;2 Broadway;2 Broadway;;;;;;
683,000;;;;;;Starbucks Coffee;725 5th Avenue;725 5th Ave, New York, NY 10022, USA;;;;;;
684,000;;;;;;Starbucks Coffee;2252 Broadway;2252 Broadway, New York, NY 10024, USA;;;;;;
685,000;;;;;;Starbucks Coffee;77-83 West 125th Street;77 W 125th St, New York, NY 10027, USA;;;;;;
686,000;;;;;;Starbucks Coffee;280 Park Avenue;280 Park Ave, New York, NY 10020, USA;;;;;;
687,000;;;;;;Starbucks Coffee;230 Park Avenue;The Helmsley Building, New York, NY 10017, USA;;;;;;
688,000;;;;;;Starbucks Coffee;125 Park Avenue;125 Park Ave, New York, NY 10017, USA;;;;;;
689,000;;;;;;Starbucks Coffee;30 Rockefeller Plaza;Rockefeller Plaza, New York, NY 10111, USA;;;;;;
690,000;;;;;;Starbucks Coffee;545 Fifth Avenue;545 5th Ave, New York, NY 10017, USA;;;;;;
691,000;;;;;;Starbucks Coffee;565 Fifth Avenue;565 5th Ave, New York, NY 10017, USA;;;;;;
692,000;;;;;;Starbucks Coffee;1021 Third Avenue;1021 3rd Ave, New York, NY 10065, USA;;;;;;
693,000;;;;;;Starbucks Coffee;41 Union Square West;41 Union Square W, New York, NY 10003, USA;;;;;;
694,000;;;;;;Starbucks Coffee;1378 Madison Avenue;1378 Madison Ave, New York, NY 10128, USA;;;;;;
695,000;;;;;;Starbucks Coffee;1642 Third Avenue;1642 3rd Ave, New York, NY 10128, USA;;;;;;
696,000;;;;;;Starbucks Coffee;120 East 87th Street;120 E 87th St, New York, NY 10128, USA;;;;;;
697,000;;;;;;Starbucks Coffee;1515 York Avenue;1515 York Ave, New York, NY 10028, USA;;;;;;
698,000;;;;;;Starbucks Coffee;1449 Second Avenue;1449 2nd Ave, New York, NY 10021, USA;;;;;;
699,000;;;;;;Starbucks Coffee;444 Columbus Avenue;444 Columbus Ave, San Francisco, CA 94133, USA;;;;;;
700,000;;;;;;Starbucks Coffee;1559 2nd Avenue;1559 2nd Ave, New York, NY 10028, USA;;;;;;
701,000;;;;;;Starbucks Coffee;684 Eighth Avenue;684 8th Ave, New York, NY 10036, USA;;;;;;
702,000;;;;;;Starwich;525 West 42nd Street;525 W 42nd St, New York, NY 10036, USA;;;;;;
703,000;;;;;;Steak & Seafood (Show All);Inside Battery Park;Inside Battery Park;;;;;;
704,000;;;;;;Steak & Seafood (Show All);885 Second Avenue;885 2nd Ave, New York, NY 10017, USA;;;;;;
705,000;;;;;;Steak & Seafood (Show All);147 West 43rd Street;147 W 43rd St, New York, NY 10036, USA;;;;;;
707,000;;;;;;Steak Frites;225 Varick Street;225 Varick St, New York, NY 10014, USA;;;;;;
708,000;;;;;;Stone Rose;10 Columbus Circle;10 Columbus Cir, New York, NY 10019, USA;;;;;;
709,000;;;;;;Stout NYC;133 West 33rd Street;133 W 33rd St, New York, NY 10001, USA;;;;;;
710,000;;;;;;Strada 57 Ristorante;315 West 57th Street;315 W 57th St, New York, NY 10019, USA;;;;;;
711,000;;;;;;Strip House - New York;13 East 12th Street;13 E 12th St, New York, NY 10003, USA;;;;;;
712,000;;;;;;Subway;112 John Street;112 John St, New York, NY 10038, USA;;;;;;
713,000;;;;;;Subway;475 Columbus Avenue;475 Columbus Ave, New York, NY 10024, USA;;;;;;
714,000;;;;;;Subway;2458 Broadway;Broadway, New York, USA;;;;;;
715,000;;;;;;Subway;124 West 72nd Street;124 W 72nd St, New York, NY 10023, USA;;;;;;
716,000;;;;;;Subway;48 West 125th Street;48 W 125th St, New York, NY 10027, USA;;;;;;
717,000;;;;;;Subway;578 West 125th Street;578 W 125th St, New York, NY 10027, USA;;;;;;
718,000;;;;;;Subway;30 Rockefeller Plaza;Rockefeller Plaza, New York, NY 10111, USA;;;;;;
719,000;;;;;;Subway;1585 3rd Avenue;1585 3rd Ave, New York, NY 10128, USA;;;;;;
720,000;;;;;;Subway;901 Avenue Of The Americas;901 6th Ave, New York, NY 10001, USA;;;;;;
721,000;;;;;;Subway;8 East 41st Street;8 E 41st St, New York, NY 10017, USA;;;;;;
722,000;;;;;;Subway;1411 2nd Avenue;1411 2nd Ave, New York, NY 10021, USA;;;;;;
723,000;;;;;;Subway;237 Park Avenue;237 Park Ave, New York, NY 10017, USA;;;;;;
724,000;;;;;;Subway;900 Main Street;900 Main St, New York, NY 10044, USA;;;;;;
725,000;;;;;;Subway;29 East 8th Street;29 East 8th Street;;;;;;
726,000;;;;;;Subway;401 8th Avenue;401 8th Avenue;;;;;;
727,000;;;;;;Subway;221 7th Avenue;221 7th Avenue;;;;;;
728,000;;;;;;Subway;765 8th Avenue;765 8th Ave, New York, NY 10036, USA;;;;;;
729,000;;;;;;Subway;106 Greenwich Street;106 Greenwich St, New York, NY 10006, USA;;;;;;
730,000;;;;;;Subway;139 East 47th Street;139 E 47th St, New York, NY 10017, USA;;;;;;
731,000;;;;;;Subway;89 Worth Street;89 Worth St, New York, NY 10013, USA;;;;;;
732,000;;;;;;Subway;705 8th Avenue;705 8th Ave, New York, NY 10036, USA;;;;;;
733,000;;;;;;Subway;165 Church Street;165 Church St, New York, NY 10007, USA;;;;;;
734,000;;;;;;Subway;561 Tenth Avenue;561 Amsterdam Ave, New York, NY 10024, USA;;;;;;
735,000;;;;;;Subway;1776 2nd Avenue;1776 2nd Ave, New York, NY 10128, USA;;;;;;
736,000;;;;;;Subway;1171 2nd Avenue;1171 2nd Ave, New York, NY 10065, USA;;;;;;
737,000;;;;;;Subway;1613 2nd Avenue;1613 2nd Ave, New York, NY 10075, USA;;;;;;
738,000;;;;;;Subway;113 Lafayette Street;113 Lafayette St, New York, NY 10013, USA;;;;;;
739,000;;;;;;Sukhothai West;411 West 42 Street;411 W 42nd St, New York, NY 10036, USA;;;;;;
740,000;;;;;;Sushi Zen;57 West 46 Street;57 W 46th St, New York, NY 10036, USA;;;;;;
741,000;;;;;;Sushisamba Park;245 Park Avenue South;245 Park Ave S, New York, NY 10003, USA;;;;;;
742,000;;;;;;Tagine Dining Gallery;537 9th Avenue;537 9th Ave, New York, NY 10018, USA;;;;;;
743,000;;;;;;Tal Bagels;977 1st Avenue;977 1st Avenue, New York, NY 10022, USA;;;;;;
744,000;;;;;;Talay Restaurant;701 West 135th Street;701 W 135th St, New York, NY 10031, USA;;;;;;
745,000;;;;;;Talia's Steakhouse & Bar;668 Amsterdam Avenue;668 Amsterdam Ave, New York, NY 10025, USA;;;;;;
747,000;;;;;;Taqueria California;3151 Broadway;3151 Broadway, New York, NY 10027, USA;;;;;;
748,000;;;;;;Taste D-lite;146 West 72nd Street;146 W 72nd St, New York, NY 10023, USA;;;;;;
749,000;;;;;;Tavern on the Green;1 West 67th Street;1 W 67th St, New York, NY 10023, USA;;;;;;
750,000;;;;;;Terrace 5;11 West 53 Street;11 W 53rd St, New York, NY 10019, USA;;;;;;
751,000;;;;;;Texas Texas;1600 Broadway;1600 Broadway, New York, NY 10019, USA;;;;;;
752,000;;;;;;Thalassa;179 Franklin Street;179 Franklin St, New York, NY 10013, USA;;;;;;
753,000;;;;;;The Cafe Carlyle;35 East 76th Street;35 E 76th St, New York, NY 10021, USA;;;;;;
754,000;;;;;;The Center Room;W. 64th St. and Columbus Ave.;20 W 64th St, New York, NY 10023, United States;;;;;;
755,000;;;;;;The Gamut Bistro & Lounge;102 East 25th Street;102 E 25th St, New York, NY 10010, USA;;;;;;
756,000;;;;;;The Mermaid Inn;96 2nd Avenue;96 2nd Ave, New York, NY 10003, USA;;;;;;
757,000;;;;;;The Modern;11 West 53 Street;11 W 53rd St, New York, NY 10019, USA;;;;;;
758,000;;;;;;The Modern Dining Room;9 West 53rd Street;9 W 53rd St, New York, NY 10019, USA;;;;;;
760,000;;;;;;The Parlour;250 W. 86th Street;250 W 86th St, New York, NY 10024, USA;;;;;;
761,000;;;;;;The Post House;28 East 63rd Street;28 E 63rd St, New York, NY 10065, USA;;;;;;
762,000;;;;;;The Pump Energy Food;113 East 31st Street;113 E 31st St, New York, NY 10016, USA;;;;;;
763,000;;;;;;The Rainbow Room;30 Rockefeller Plaza;Rockefeller Plaza, New York, NY 10111, USA;;;;;;
764,000;;;;;;The Sea Grill Restaurant;19 West 49th Street;19 W 49th St, New York, NY 10020, USA;;;;;;
766,000;;;;;;The Steakhouse at Monkey Bar;60 East 54th Street;60 E 54th St, New York, NY 10022, USA;;;;;;
767,000;;;;;;The Sugar Bar;254 West 72nd Street;254 W 72nd St, New York, NY 10023, USA;;;;;;
768,000;;;;;;The Tasting Room;264 Elizabeth Street;264 Elizabeth St, New York, NY 10012, USA;;;;;;
770,000;;;;;;The View Restaurant;1535 Broadway;1535 Broadway, New York, NY 10036, USA;;;;;;
771,000;;;;;;The Water Club;The E. River at 30th St.;The E. River at 30th St.;;;;;;
772,000;;;;;;Think Coffee;248 Mercer Street;248 Mercer St, New York, NY 10012, USA;;;;;;
774,000;;;;;;Toloache;251 West 50th Street;251 W 50th St, New York, NY 10019, USA;;;;;;
775,000;;;;;;Tony's Burger;34 East 32nd Street;34 E 32nd St, New York, NY 10016, USA;;;;;;
776,000;;;;;;Tony's Di Napoli;1606 2nd Avenue;1606 2nd Ave, New York, NY 10028, USA;;;;;;
777,000;;;;;;Tony's Di Napoli Midtown;147 West 43rd Street;147 W 43rd St, New York, NY 10036, USA;;;;;;
778,000;;;;;;Town;15 West 56th Street;15 W 56th St, New York, NY 10019, USA;;;;;;
779,000;;;;;;Trata Estiatorio;1331 2nd Avenue;1331 2nd Avenue;;;;;;
780,000;;;;;;Trattoria Dopo Teatro;125 West 44th Street;125 W 44th St, New York, NY 10036, USA;;;;;;
781,000;;;;;;Trattoria Pesce Pasta;536 Ninth Avenue;536 9th Ave, New York, NY 10018, USA;;;;;;
782,000;;;;;;Trattoria Sambuca;20 West 72nd Street;20 W 72nd St, New York, NY 10023, USA;;;;;;
786,000;;;;;;Uncle Nick's West Village;569 Hudson Street;569 Hudson St, New York, NY 10014, USA;;;;;;
788,000;;;;;;Utsav Festive India;1185 Ave. of the Americas / 6th Avenue;1185 Ave. of the Americas / 6th Avenue;;;;;;
789,000;;;;;;Vela;55 West 21st Street;55 W 21st St, New York, NY 10010, USA;;;;;;
790,000;;;;;;Veritas;45 East 20th Street;45 E 20th St, New York, NY 10003, USA;;;;;;
793,000;;;;;;Vince and Eddie's;212-580-8700 · Expensive;212-580-8700 · Expensive;;;;;;
794,000;;;;;;Vintage Irving;118 East 15th Street;118 E 15th St, New York, NY 10003, USA;;;;;;
795,000;;;;;;Virgil's Real BBQ;152 West 44th Street;152 W 44th St, New York, NY 10036, USA;;;;;;
796,000;;;;;;Viva Pancho;156 West 44th Street;156 W 44th St, New York, NY 10036, USA;;;;;;
799,000;;;;;;Wakiya;Two Lexingtron Avenue;Two Lexingtron Avenue;;;;;;
800,000;;;;;;Wave Sushi At Caviar Russe;538 Madison Avenue;538 Madison Ave, New York, NY 10022, USA;;;;;;
801,000;;;;;;Wendy's;85 Nassau Street;85 Nassau St, New York, NY 10038, USA;;;;;;
802,000;;;;;;White Castle;2092-2094 7th Avenue;2092 7th Ave, New York, NY 10036, USA;;;;;;
803,000;;;;;;Windfall Lounge and Grill;23 West 39th Street;23 W 39th St, New York, NY 10018, USA;;;;;;
804,000;;;;;;Windows Over Harlem;163 West 125th Street;Adam Clayton Powell Jr. State Office Building, 163 W 125th St, New York, NY 10027, USA;;;;;;
805,000;;;;;;Wok N' Roll;705 8th Avenue At 44 Street;705 8th Ave, New York, NY 10036, USA;;;;;;
