restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
Luca Lounge;220 Avenue B;East Village;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; ActiveDiner; NYTimes"
Lucien;14 1st Avenue;East Village;New York;NY;French;$$;(212-260-6481);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Lucky 11;11 Mott St;Chinatown;New York;NY;;;;VillageVoice
Lucky Strike;59 Grand St;Soho;New York;NY;French;;(212-941-0772);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Lucy;35 E 18th St;Flatiron;New York;NY;;;;"VillageVoice; MenuPages; OpenTable"
Lulu;235 Mulberry St;Greenwich Village;New York;NY;nan / Eclectic;;(212-966-6616);"VillageVoice; MenuPages; NYMag; FoodBuzz; TimeOut"
Lumi;963 Lexington Ave;East 70s;New York;NY;Italian;;(212-570-2335);"VillageVoice; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities; NYTimes"
Lunch Box Buffet;195 Centre St;Chinatown;New York;NY;;;;VillageVoice
Lunetta;920 Broadway;Flatiron;New York;NY;Italian;;(212-533-3663);"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; TimeOut"
Lupe’s East L.A. Kitchen;110 6th Ave;Tribeca;New York;NY;Mexican;;(212-966-1326);"VillageVoice; NYMag; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Lure Fishbar;142 Mercer St;Soho;New York;NY;Seafood;;(212-431-7676);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities; NYTimes"
Lusardi's;1494 2nd Ave;East 70s;New York;NY;Italian;$$$$;;"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; SavoryCities; NYTimes"
Lusso;331 W Broadway;Soho;New York;NY;;;;"VillageVoice; MenuPages; OpenTable; SavoryCities"
Luxee;6 Clinton St;Noho;New York;NY;Japanese;;(212-375-1796);"VillageVoice; MenuPages; TimeOut; SavoryCities"
Luzia's;429 Amsterdam Ave;West 80s;New York;NY;nan / Portuguese;;(212-595-2000);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
L‘Artusi;228 W 10th St;Greenwich Village;New York;NY;Italian;;(212-255-5757);"VillageVoice; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities"
MIracle Grill;415 Bleecker St;West Village;New York;NY;American Regional;;(212-924-1900);"VillageVoice; TasteSpace; NYMag; TimeOut"
Macao Trading Company;311 Church St;Tribeca;New York;NY;Eclectic;;(212-431-8750);"VillageVoice; MenuPages; OpenTable; DiningGuide; NYMag; TimeOut"
Macelleria;48 Gansevoort St;Meatpacking District;New York;NY;Italian;$$$;(212-741-2555);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; NYTimes"
Macondo;157 E Houston St;Lower East Side;New York;NY;Latin American;;(212-473-9900);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities"
Madaleine Mae;461 Columbus Ave;West 80s;New York;NY;American;;(212-496-3000);"VillageVoice; MenuPages; TimeOut; SavoryCities"
Madangsui;35 W 35th St;Garment District;New York;NY;;;;"VillageVoice; MenuPages"
Madison & Vine;299 Madison Avenue Entrance on;East 40s;New York;NY;;;;"VillageVoice; OpenTable; NYMag; SavoryCities"
Madison Bistro;238 Madison Ave;Murray Hill;New York;NY;French;$$$;;"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; FoodBuzz; NYTimes"
Madras Café;79 2nd Ave;East Village;New York;NY;Indian;;(212-254-8002);"VillageVoice; TasteSpace; ActiveDiner; TimeOut; NYTimes"
Madras Mahal;104 Lexington Ave;Murray Hill;New York;NY;Indian;;(212-684-4010);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; ActiveDiner; TimeOut; NYTimes"
Maffei Pizza;688 6th Ave;Flatiron;New York;NY;Italian: Pizza;;(212-929-0949);"VillageVoice; MenuPages; TimeOut"
Malatesta;649 Washington St;West Village;New York;NY;;;;VillageVoice
Mama Mexico;2672 Broadway;West 100s;New York;NY;Mexican;$$;(212-864-2323);"VillageVoice; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Mama's Food Shop;200 E 3rd St;East Village;New York;NY;American;$;(212-777-4425);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mamajuana Cafe;247 Dyckman St;Inwood;New York;NY;Latin American;;(212-304-0140);"VillageVoice; MenuPages; NYMag; TimeOut"
Mambi;4181 Broadway;Washington Heights;New York;NY;;;;"VillageVoice; MenuPages"
Mamlouk;211 E 4th St;East Village;New York;NY;Middle Eastern;$$$;;"VillageVoice; NYMag; FoodBuzz; SavoryCities; NYTimes"
Mamoun's Falafel;119 MacDougal St;Greenwich Village;New York;NY;nan / Middle Eastern;;(212-674-8685);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Mandoo Bar;2 W 32nd St;Chelsea;New York;NY;Korean;$;(212-279-3075);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mangia;22 W 23rd St;Flatiron;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; SavoryCities; NYTimes"
Mangia;50 W 57th St;West 50s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; SavoryCities; NYTimes"
Mangia;40 Wall St;Financial District;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner; SavoryCities; NYTimes"
Mangia;16 E 48th St;East 40s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; SavoryCities; NYTimes"
Manhattan Heroes;7th Ave & W 27th St;Chelsea;New York;NY;;;;"VillageVoice; NYMag; SavoryCities; NYTimes"
Mantra 986;986 2nd Ave;East 50s;New York;NY;;;;"VillageVoice; TasteSpace"
Maoz;38 Union Square E;Union Square;New York;NY;;;;"VillageVoice; TasteSpace"
Mara's Homemade;342 E 6th St;East Village;New York;NY;Creole-Cajun / American Regional;$$;(212-598-1110);"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities"
March;405 E 58th St;East 50s;New York;NY;;;;"VillageVoice; NYMag; NYTimes"
Marchi's;251 E 31st St;Murray Hill;New York;NY;;;;"VillageVoice; MenuPages; NYMag; NYTimes"
Maremma;228 W 10th St;West Village;New York;NY;Italian;$$$;;"VillageVoice; NYMag; FoodBuzz; SavoryCities"
Marfa;101 E 2nd St;East Village;New York;NY;;;;"VillageVoice; MenuPages; OpenTable; SavoryCities"
Mark Joseph;261 Water St;Financial District;New York;NY;;;;VillageVoice
Market Café;496 9th Ave;Garment District;New York;NY;American;;(212-564-7350);"VillageVoice; MenuPages; NYMag; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Market Table;54 Carmine St;West Village;New York;NY;American;$$$$;(212-255-2100);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Markt;676 6th Ave;Chelsea;New York;NY;Belgian;$$$;(212-727-3314);"VillageVoice; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Marquet Patisserie;15 E 12th St;East Village;New York;NY;Cafés & diners;;(212-229-9313);"VillageVoice; TasteSpace; TimeOut"
Marseille;630 9th Ave;West 40s;New York;NY;French;$$$;(212-333-3410);"VillageVoice; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mary's Fish Camp;64 Charles St;West Village;New York;NY;Seafood;$$;(646-486-2185);"VillageVoice; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Matsugen;241 Church St;Tribeca;New York;NY;Japanese;;(212-925-0202);"VillageVoice; TasteSpace; MenuPages; OpenTable; DiningGuide; NYMag; TimeOut"
Matsuri;396 W 16th St;Chelsea;New York;NY;Japanese;;(212-243-6400);"VillageVoice; OpenTable; NYMag; TimeOut; SavoryCities; NYTimes"
Max;1274 Amsterdam Ave;Harlem;New York;NY;Italian;$;;"VillageVoice; NYMag; FoodBuzz; SavoryCities; NYTimes"
Max;51 Avenue B;East Village;New York;NY;Italian;$;(212-539-0111);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Max Brenner;141 2nd Ave;East Village;New York;NY;Chocolate by the Bald Man / Cafés;;(212-388-0030);"VillageVoice; MenuPages; TimeOut"
Max Brenner;841 Broadway;Union Square;New York;NY;Chocolate by the Bald Man;;(212-388-0030);"VillageVoice; MenuPages; TimeOut"
Max SoHa;1274 Amsterdam Ave;Harlem;New York;NY;Italian;;(212-531-2221);"VillageVoice; TasteSpace; NYMag; TimeOut; NYTimes"
Maz Mezcal;316 East 86th St;East 80s;New York;NY;Mexican;;(212-472-1599);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities"
Maze;151 W 54th St;West 50s;New York;NY;;;;"VillageVoice; MenuPages; NYMag; SavoryCities"
McCormick & Schmick's;1285 6th Ave;West 50s;New York;NY;Seafood;$$$;(212-459-1222);"VillageVoice; MenuPages; OpenTable; DiningGuide; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Megu;62 Thomas St;Tribeca;New York;NY;Japanese;$$$$$;(212-964-7777);"VillageVoice; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; NYTimes"
Megu;845 United Nations Plaza;East 40s;New York;NY;;;;"VillageVoice; OpenTable; DiningGuide; NYMag; NYTimes"
Menchanko-Tei;43 W 55th St;West 50s;New York;NY;;;;"VillageVoice; MenuPages; NYMag; ActiveDiner; NYTimes"
Menkui-Tei;63 Cooper Sq;Noho;New York;NY;;;;"VillageVoice; NYMag"
Mercadito;179 Avenue B;East Village;New York;NY;Mexican / Spanish;$$;(212-529-6493);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mercat;45 Bond St;Greenwich Village;New York;NY;Spanish;$$$$;(212-529-8600);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mercer Kitchen;99 Prince St;Soho;New York;NY;American;$$$$;;"VillageVoice; MenuPages; OpenTable; DiningGuide; FoodBuzz; SavoryCities"
Mercury Dime;246 E 5th St;East Village;New York;NY;;;;VillageVoice
Merkato 55;55 Gansevoort St;Meatpacking District;New York;NY;African: Pan-African;;(212-255-8555);"VillageVoice; OpenTable; DiningGuide; NYMag; TimeOut"
Mermaid Inn;96 2nd Ave;East Village;New York;NY;Seafood;$$$;;"VillageVoice; TasteSpace; FoodBuzz; NYTimes"
Mesa Grill;102 5th Ave;Flatiron;New York;NY;Southwestern / American Regional;$$$$;(212-807-7400);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Meskel;199 E 3rd St;East Village;New York;NY;African: Ethiopian;;(212-254-2411);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities"
Meskerem;468 W 47th St;West 40s;New York;NY;Ethiopian;;;"VillageVoice; TasteSpace; MenuPages; FoodBuzz; NYTimes"
Metisse;230 W 105th St;West 100s;New York;NY;;;;"VillageVoice; SavoryCities; NYTimes"
Metro Marche;625 8th Ave;West 40s;New York;NY;French;;(212-239-1010);"VillageVoice; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities"
Mexican Radio;19 Cleveland Pl;Soho;New York;NY;Mexican;;(212-343-0140);"VillageVoice; MenuPages; NYMag; ActiveDiner; TimeOut; NYTimes"
Mexicana Mama;525 Hudson St;West Village;New York;NY;Mexican;$$;(212-924-4119);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mexico Lindo;459 2nd Ave;Murray Hill;New York;NY;Mexican;;(212-679-3665);"VillageVoice; TasteSpace; MenuPages; ActiveDiner; TimeOut; NYTimes"
Mezzaluna;1295 3rd Ave;East 70s;New York;NY;American / Italian;$$;(212-535-9600);"VillageVoice; TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mi Cocina;57 Jane St;West Village;New York;NY;Mexican;$$$;(212-627-8273);"VillageVoice; TasteSpace; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Mi Mexico Lindo Panaderia;2267 2nd Ave;East Harlem;New York;NY;;;;VillageVoice
Mia Dona;206 E 58th St;East 50s;New York;NY;Mediterranean;;(212-750-8170);"VillageVoice; MenuPages; OpenTable; DiningGuide; NYMag; TimeOut; SavoryCities"
Minar;138 W 46th St;West 40s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; SavoryCities; NYTimes"
Minca;536 E 5th St;East Village;New York;NY;Asian: Pan-Asian;;(212-505-8001);"VillageVoice; MenuPages; TimeOut; SavoryCities; NYTimes"
Mint;150 E 50th St;East 50s;New York;NY;Indian;;(212-644-8888);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities"
Mishima;164 Lexington Ave;Murray Hill;New York;NY;Japanese;;(212-532-9596);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Miss Mamie's Spoonbread Too;366 W 110th St;Harlem;New York;NY;Southern / American Regional;$;(212-865-6744);"VillageVoice; MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Miss Maude's;547 Lenox Ave;Harlem;New York;NY;;;;"VillageVoice; TasteSpace"
Mizu Sushi;29 E 20th St;Flatiron;New York;NY;Japanese;;(212-505-6688);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut"
Mo-Bay;17 W 125th St;Harlem;New York;NY;;;;"VillageVoice; TasteSpace; NYMag"
Moco Global Dining;516a 3rd Ave;Murray Hill;New York;NY;;;;"VillageVoice; NYMag"
Momofuku Ko;163 1st Avenue;East Village;New York;NY;Chinese / Japanese;$$$$;(no phone);"VillageVoice; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Momofuku Milk Bar and Bakery;207 2nd Ave;East Village;New York;NY;Eclectic;;(212-254-3500);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities"
Momofuku Noodle Bar;171 1st Avenue;East Village;New York;NY;Chinese / Japanese;$$$;(212-777-7773);"VillageVoice; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Momofuku Ssäm Bar;207 2nd Ave;East Village;New York;NY;Asian / Korean;$$$;(212-254-3500);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Momoya;185 7th Ave;Chelsea;New York;NY;nan / Japanese;;(212-989-4466);"VillageVoice; TasteSpace; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mon Petit Cafe;801 Lexington Ave;East 60s;New York;NY;French;$$;;"VillageVoice; TasteSpace; MenuPages; FoodBuzz; ActiveDiner; NYTimes"
Monck's Corner;644 9th Ave;West 40s;New York;NY;;;;"VillageVoice; NYTimes"
Mooncake Foods;28 Watts St;Tribeca;New York;NY;Asian: Pan-Asian;;(212-219-8888);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities"
Morandi;211 Waverly Pl;West Village;New York;NY;Italian;$$$;(212-627-7575);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Morimoto;88 10th Ave;Chelsea;New York;NY;Japanese;$$$$;(212-989-8883);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Morton's, The Steakhouse;551 5th Ave;East 40s;New York;NY;Steakhouses;;(212-972-3315);"VillageVoice; MenuPages; DiningGuide; NYMag; TimeOut"
Mott Pho Bang Restaurant;157 Mott St;Chinatown;New York;NY;;;;VillageVoice
Mottsu;285 Mott St;Soho;New York;NY;Japanese;;(212-343-8017);"VillageVoice; MenuPages; NYMag; TimeOut; NYTimes"
Moustache;1621 Lexington Ave;East Harlem;New York;NY;Middle Eastern;;(212-828-0030);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Mr. Chow;324 E 57th St;East 50s;New York;NY;Chinese;$$$$;(212-751-9030);"VillageVoice; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mr. Chow Tribeca;121 Hudson St;Tribeca;New York;NY;Chinese;;(212-965-9500);"VillageVoice; NYMag; TimeOut; SavoryCities; NYTimes"
Mr. Ginger;1572 2nd Ave;East 80s;New York;NY;;;;"VillageVoice; MenuPages"
Mr. K's;General Electric Building;East 50s;New York;NY;Chinese;;(212-583-1668);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities; NYTimes"
Mr. Skewer & Co.;43 W 14th St;Chelsea;New York;NY;Brazilian;;(212-645-0505);"VillageVoice; MenuPages; TimeOut; SavoryCities"
Mr. Tang;50 Mott St;Chinatown;New York;NY;;;;"VillageVoice; MenuPages"
Mughlai;320 Columbus Ave;West 70s;New York;NY;Indian;$$;;"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; NYTimes"
Naima;513 W 27th St;Chelsea;New York;NY;Italian;;(212-967-4392);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities"
Nam;110 Reade St;Tribeca;New York;NY;Vietnamese;;(212-267-1777);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; NYTimes"
Nam Zhaou Hand Made Noodle and Dumpling Place;144 E Broadway;Chinatown;New York;NY;;;;VillageVoice
Nanni;146 E 46th St;East 40s;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages"
Nanoosh Mediterranean Hummus Bar;1273 1st Avenue;East 60s;New York;NY;;;;"VillageVoice; NYMag"
Native;161 Lenox Ave;Harlem;New York;NY;Caribbean;;(212-665-2525);"VillageVoice; MenuPages; NYMag; TimeOut"
Natsumi;226 W 50th St;West 50s;New York;NY;;;;"VillageVoice; MenuPages; NYMag; SavoryCities"
Neary's;358 E 57th St;East 50s;New York;NY;;;;"VillageVoice; TasteSpace; NYTimes"
Nello;696 Madison Ave;East 60s;New York;NY;Italian;;(212-980-9099);"VillageVoice; TasteSpace; MenuPages; NYMag; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Nelson Blue;233 Front St;South Street Seaport;New York;NY;British / Australian & New Zealand;$$;(212-346-9090);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut"
Neo Sushi;2298 Broadway;West 80s;New York;NY;Sushi;$$$$;;"VillageVoice; MenuPages; OpenTable; DiningGuide; NYMag; FoodBuzz; SavoryCities"
Neptune Room;511 Amsterdam Ave;West 80s;New York;NY;Seafood;$$$$;;"VillageVoice; FoodBuzz; NYTimes"
Nero;46 Gansevoort St;Greenwich Village;New York;NY;Italian;$$$;(212-675-5224);"VillageVoice; TasteSpace; NYMag; FoodBuzz; TimeOut; NYTimes"
New Bai Wei Gourmet Foods;51 Division St;Chinatown;New York;NY;;;;"VillageVoice; TasteSpace"
New Bo-Ky;82 Bayard St;Chinatown;New York;NY;Asian;$;;"VillageVoice; FoodBuzz"
New Caporal;3772 Broadway;Washington Heights;New York;NY;;;;VillageVoice
New Chao Chow Restaurant;111 Mott St;Chinatown;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages; NYMag; NYTimes"
New Green Bo;66 Bayard St;Chinatown;New York;NY;Previews;;(212-625-2359);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; NYTimes"
New Malaysia Restaurant;46 Bowery #48;Chinatown;New York;NY;;;;"VillageVoice; TasteSpace; MenuPages"
New Naima Kada;124 Lexington Ave;Murray Hill;New York;NY;;;;"VillageVoice; TasteSpace"
New Pasteur Restaurant;85 Baxter St;Chinatown;New York;NY;;;;"VillageVoice; TasteSpace; NYMag; NYTimes"
New York Burger Co.;303 Park Ave S;Flatiron;New York;NY;American;;(212-254-2727);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; NYTimes"
Nha Trang;148 Centre St;Chinatown;New York;NY;Asian / Vietnamese;$;(212-941-9292);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; NYTimes"
Nha Trang;87 Baxter St;Chinatown;New York;NY;Asian / Vietnamese;$;(212-233-5948);"VillageVoice; MenuPages; NYMag; FoodBuzz; TimeOut; NYTimes"
Nicky's Vietnamese Sandwiches;150 E 2nd St;East Village;New York;NY;American / Vietnamese;$;(212-388-1088);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Nicola's;146 E 84th St;East 80s;New York;NY;;;;"VillageVoice; TasteSpace; NYMag; NYTimes"
Nicole's;10 E 60th St;East 60s;New York;NY;British;$$;;"VillageVoice; TasteSpace; NYMag; FoodBuzz; NYTimes"
Niko's Mediterranean Grill & Bistro;2161 Broadway;West 70s;New York;NY;Greek;$;;"VillageVoice; TasteSpace; NYMag; FoodBuzz; ActiveDiner; NYTimes"
Nikoniko;80 Wall St;Financial District;New York;NY;;;;"VillageVoice; MenuPages"
Niles Restrnt;371 7th Ave;Garment District;New York;NY;;;;"VillageVoice; ActiveDiner"
Nina's Argentinean Pizzeria;1750 2nd Ave;East 90s;New York;NY;Argentine;;(212-426-4627);"VillageVoice; NYMag; TimeOut"
Nino's Tuscany;117 W 58th St;West 50s;New York;NY;Italian;;(212-757-8630);"VillageVoice; MenuPages; OpenTable; NYMag; TimeOut; SavoryCities"
Nippon;155 E 52nd St;East 50s;New York;NY;Japanese;;(212-758-0226);"VillageVoice; DiningGuide; NYMag; TimeOut; SavoryCities; NYTimes"
Nirvana;218 3rd Ave;Flatiron;New York;NY;;;;"VillageVoice; OpenTable"
No 1 Chinese Restaurant;825 W 181st St;Washington Heights;New York;NY;;;;"VillageVoice; ActiveDiner; NYTimes"
Noah's Ark;399 Grand St;Lower East Side;New York;NY;Kosher;;(212-674-2200);"VillageVoice; MenuPages; NYMag; TimeOut; SavoryCities"
Noble Food & Wine;7 Spring St;Little Italy;New York;NY;American;$$$;(212-777-0877);"VillageVoice; TasteSpace; NYMag; FoodBuzz; TimeOut"
Nobu;105 Hudson St;Tribeca;New York;NY;Japanese;;(212-219-0500);"VillageVoice; TasteSpace; MenuPages; DiningGuide; NYMag; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Nobu 57;40 W 57th St;West 50s;New York;NY;Japanese;;(212-757-3000);"VillageVoice; TasteSpace; NYMag; TimeOut; SavoryCities; NYTimes"
Nobu Next Door;105 Hudson St;Tribeca;New York;NY;Japanese / Sushi;$$$$;;"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz"
Nocello;257 W 55th St;West 50s;New York;NY;Italian;$$$;;"VillageVoice; TasteSpace; MenuPages; DiningGuide; FoodBuzz; ActiveDiner"
Noche Mexicana;852 Amsterdam Ave;West 100s;New York;NY;Mexican;;(212-662-6900);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Noho Star;330 Lafayette St;Greenwich Village;New York;NY;;;;"VillageVoice; MenuPages; NYMag"
Nolita House;47 E Houston St;Little Italy;New York;NY;American;;(212-625-1712);"VillageVoice; TasteSpace; MenuPages; OpenTable; NYMag; TimeOut"
Nomad;78 2nd Ave;East Village;New York;NY;African: Pan-African;;(212-253-5410);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Noodle Bar;26 Carmine St;West Village;New York;NY;Chinese;;(212-524-6800);"VillageVoice; TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Norma's;119 W 56th St;West 50s;New York;NY;;;;"VillageVoice; NYMag; SavoryCities; NYTimes"
Novita;102 E 22nd St;Flatiron;New York;NY;Italian;$$$;(212-677-2222);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; NYTimes"
Nyonya;194 Grand St;Chinatown;New York;NY;Malaysian / Asian: Malaysian;$;(212-334-3669);"VillageVoice; TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; NYTimes"
O.G.;507 E 6th St;East Village;New York;NY;;;;"VillageVoice; SavoryCities; NYTimes"
