restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
Gascogne;158 8th Ave;Chelsea;New York, NY, 10011;NY;French;$$$;(212-675-6564);"TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Gatehouse;301 South End Ave;Battery Park City;New York, AL, 10280;NY;;;;"TasteSpace; MenuPages; NYMag"
Gauchas Empanadas;1748 1st Avenue;Upper East Side;New York, NY, 10128;NY;;;;"TasteSpace; MenuPages; NYMag"
Gena's Grill;210 1st Avenue;East Village;New York, NY, 10009;NY;;;;"TasteSpace; MenuPages; NYMag"
Gennaro;665 Amsterdam Ave;Upper West Side;New York, NY, 10025;NY;Italian;$$;(212-665-5348);"TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Gentile's Market;1041 Madison Ave;;New York, NY, 10021;NY;;;;TasteSpace
George's Restaurant;89 Greenwich St;;New York, NY, 10006;NY;;;;TasteSpace
Georgio'S Country Grill;801 9th Ave;Hell's Kitchen;New York, NY, 10019;NY;;;;"TasteSpace; MenuPages; NYMag"
Ghandi Cafe;283 Bleecker St;West Village;New York, NY, 10014;NY;;;;"TasteSpace; MenuPages; NYMag; NYTimes"
Ghenet;284 Mulberry St;Nolita;New York, NY, 10012;NY;African: Ethiopian;;(212-343-1888);"TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut; NYTimes"
Giambelli;46 E 50th St;Midtown East;New York, NY, 10022;NY;;;;"TasteSpace; ActiveDiner; SavoryCities; NYTimes"
Gibraltar;20 Prince St;;New York, NY, 10012;NY;;;;TasteSpace
Gigino At Wagner Park;20 Battery Pl;Financial/Battery Pk;New York, NY, 10004;NY;Italian;;(212-528-2228);"TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut"
Gigino Trattoria;323 Greenwich St;Tribeca;New York, NY, 10013;NY;Italian;;(212-431-1112);"TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut"
Gilileo;176 W 94th St;Upper West Side;New York, NY, 10025;NY;Cafés;;(646-403-3215);"TasteSpace; TimeOut"
Gin Lane;355 W 14th St;;New York, NY, 10011;NY;;;;"TasteSpace; ActiveDiner"
Ginger;1400 5th Ave;East Village;New York, NY, 10026;NY;Chinese;$;;"TasteSpace; NYMag; FoodBuzz; VillageVoice; NYTimes"
Ginger;146 E 55th St;East Village;New York, NY, 10022;NY;Chinese;$;;"TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; NYTimes"
Ginger;109 1st Avenue;East Village;New York, NY, 10003;NY;Chinese;$;;"TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; NYTimes"
Ginger House;330 7th Ave;East Village;New York, NY, 10011;NY;Chinese;$;;"TasteSpace; MenuPages; NYMag; FoodBuzz; NYTimes"
Ginger Ty;363 Greenwich St;East Village;New York, NY, 10013;NY;Chinese;$;;"TasteSpace; NYMag; FoodBuzz; NYTimes"
Gino;780 Lexington Ave;Upper East Side;New York, NY, 10021;NY;Italian;;(212-758-4466);"TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Ginza Japanese Restaurant;800 Lexington Ave;;New York, NY, 10021;NY;;;;"TasteSpace; MenuPages"
Giovanni Venticinque;25 E 83rd St;Upper East Side;New York, NY, 10028;NY;;;;"TasteSpace; NYMag; ActiveDiner; NYTimes"
Girasole;151 E 82nd St;Upper East Side;New York, NY, 10028;NY;Italian;;(212-772-6690);"TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Giuliano's Pizzeria And Deli;88 Broad St;;New York, NY, 10004;NY;;;;TasteSpace
Glaser's Bake Shop;1670 1st Avenue;;New York, NY, 10128;NY;;;;TasteSpace
Gnocco Caffe;337 E 10th St;;New York, NY, 10009;NY;;;;"TasteSpace; MenuPages"
Go;30 St Marks Pl;East Village;New York, NY, 10003;NY;;;;"TasteSpace; VillageVoice"
Go Noodle;1069 1st Avenue;;New York, NY, 10022;NY;;;;"TasteSpace; MenuPages"
Go Sushi;982 2nd Ave;;New York, NY, 10022;NY;;;;"TasteSpace; MenuPages"
Go Sushi;3 Greenwich Ave;;New York, NY, 10014;NY;;;;"TasteSpace; MenuPages; ActiveDiner"
Go Sushi;511 3rd Ave;;New York, NY, 10016;NY;;;;TasteSpace
Go Sushi;756 9th Ave;;New York, NY, 10019;NY;;;;"TasteSpace; MenuPages"
Go Sushi;1649 2nd Ave;;New York, NY, 10028;NY;;;;"TasteSpace; MenuPages"
Goa;306 E 6th St;;New York, NY, 10003;NY;;;;TasteSpace
Gobo;401 6th Ave;Upper East Side;New York, NY, 10014;NY;Vegetarian;$$;(212-288-4686);"TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Gobo;1426 3rd Ave;Upper East Side;New York, NY, 10028;NY;Vegetarian;$$;(212-288-4686);"TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Gold St;2 Gold St;Financial/Battery Pk;New York, NY, 10038;NY;Cafés & diners;;(212-747-0797);"TasteSpace; MenuPages; NYMag; TimeOut"
Gold St.;255 W 36th St;Financial/Battery Pk;New York, NY, 10018;NY;Cafés & diners;;(212-747-0797);"TasteSpace; NYMag; TimeOut"
Golden Bridge Restaurant;50 Bowery;Chinatown/Little Italy;New York, NY, 10013;NY;Chinese;;(212-227-8831);"TasteSpace; MenuPages; TimeOut"
Golden Unicorn;18 E Broadway 2nd fl;Lower East Side;New York, NY, 10002;NY;nan / Chinese;;(212-941-0911);"TasteSpace; NYMag; FoodBuzz; VillageVoice; TimeOut; NYTimes"
Good;89 Greenwich Ave;West Village;New York, NY, 10014;NY;American;$$;(212-691-8080);"TasteSpace; NYMag; FoodBuzz; TimeOut; SavoryCities"
Good & Plenty To Go;410 W 43rd St;;New York, NY, 10036;NY;;;;"TasteSpace; MenuPages"
Good Enough To Eat;483 Amsterdam Ave;Upper West Side;New York, NY, 10024;NY;American;$;(212-496-0163);"TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Good World Bar & Grill;3 Orchard St;Chinatown;New York, NY, 10002;NY;Eclectic;;(212-925-9975);"TasteSpace; MenuPages; VillageVoice; TimeOut; NYTimes"
Goodburger;800 2nd Ave;East 40s;New York, NY, 10017;NY;American;;(212-922-1700);"TasteSpace; MenuPages; VillageVoice; TimeOut; SavoryCities; NYTimes"
Goodburger;870 Broadway;East 40s;New York, NY, 10009;NY;American;;(212-922-1700);"TasteSpace; VillageVoice; TimeOut; SavoryCities; NYTimes"
Goodies;1 E Broadway;Chinatown;New York, NY, 10038;NY;Chinese;$;;"TasteSpace; FoodBuzz; NYTimes"
Googie's;1491 2nd Ave;Chinatown;New York, NY, 10021;NY;Chinese;$;;"TasteSpace; FoodBuzz; NYTimes"
Gottino;52 Greenwich Ave;West Village;New York, NY, 10014;NY;Italian;;(212-633-2590);"TasteSpace; NYMag; VillageVoice; TimeOut; SavoryCities"
Gourmet Gal Inc;504 E 12th St;;New York, NY, 10009;NY;;;;TasteSpace
Gourmet Wok;597 10th Ave;Midtown East;New York, NY, 10036;NY;Cafés & diners;;(212-207-8888);"TasteSpace; ActiveDiner; TimeOut; NYTimes"
Grace;114 Franklin St;Tribeca;New York, NY, 10013;NY;;;;"TasteSpace; MenuPages; NYMag; NYTimes"
Grace's Marketplace;1237 3rd Ave;Upper East Side;New York, NY, 10021;NY;Food or Beverage Shop;;(212-737-0600);"TasteSpace; TimeOut"
Gracefully;28 Avenue A;Tribeca;New York, NY, 10009;NY;;;;"TasteSpace; MenuPages; NYMag; NYTimes"
Gracie Mews Restaurant Corporation;1550 1st Avenue;Upper E. Side;New York, NY, 10028;NY;;;;"TasteSpace; ActiveDiner; NYTimes"
Gracies Corner Restaurant;352 East 86th St;Upper E. Side;New York, NY, 10028;NY;;;;"TasteSpace; MenuPages; ActiveDiner; NYTimes"
Gradisca;126 W 13th St;West Village;New York, NY, 10011;NY;Italian;;(212-691-4886);"TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Graffiti;224 E 10th St;East Village;New York, NY, 10009;NY;Eclectic;;(212-464-7743);"TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities"
Gramercy 24;201 E 24th St;;New York, NY, 10010;NY;;;;TasteSpace
Gramercy Park Hotel Roof Club;2 Lexington Ave;;New York, NY, 10010;NY;;;;TasteSpace
Gramstand;214 Avenue A;East Village;New York, NY, 10009;NY;Cafés;;(917-915-3102);"TasteSpace; TimeOut"
Grand Eastern;1509 Lexington Ave;;New York, NY, 10029;NY;;;;"TasteSpace; MenuPages"
Grand Sichuan;227 Lexington Ave;Murray Hill/Kips Bay;New York, NY, 10016;NY;Chinese;;(212-625-9212);"TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut; SavoryCities; NYTimes"
Grand Sichuan;15 7th Ave S;Murray Hill/Kips Bay;New York, NY, 10014;NY;Chinese;;(212-625-9212);"TasteSpace; NYMag; VillageVoice; TimeOut; SavoryCities; NYTimes"
Grand Sichuan;125 Canal St;Murray Hill/Kips Bay;New York, NY, 10002;NY;Chinese;;(212-625-9212);"TasteSpace; NYMag; VillageVoice; TimeOut; SavoryCities; NYTimes"
Grand Sichuan at 50th;745 9th Ave;Murray Hill/Kips Bay;New York, NY, 10019;NY;Chinese;;(212-625-9212);"TasteSpace; NYMag; VillageVoice; TimeOut; SavoryCities; NYTimes"
Grand Sichuan at 55th;1049 2nd Ave;Murray Hill/Kips Bay;New York, NY, 10022;NY;Chinese;;(212-625-9212);"TasteSpace; MenuPages; NYMag; VillageVoice; TimeOut; SavoryCities; NYTimes"
Grand Sichuan on 24th;229 9th Ave;Murray Hill/Kips Bay;New York, NY, 10001;NY;Chinese;;(212-625-9212);"TasteSpace; NYMag; VillageVoice; TimeOut; SavoryCities"
Grand Sichuan on St. Marks;19-23 Saint Marks Place;East Village;New York, NY, 10003;NY;Chinese;;(212-625-9212);"TasteSpace; VillageVoice; TimeOut; SavoryCities; NYTimes"
Grand Street Sausages;198 Grand St;;New York, NY,;NY;;;;TasteSpace
Grandaisy Bakery;73 Sullivan St;Upper West Side;New York, NY, 10012;NY;Cafés / nan;;(212-334-9435);"TasteSpace; MenuPages; TimeOut"
Grano;21 Greenwich Ave;West Village;New York, NY, 10014;NY;;;;"TasteSpace; VillageVoice"
Gray's Papaya;2090 Broadway Fl. 1;Hell's Kitchen;New York, NY, 10023;NY;Fast Food / American;$;(212-904-1588);"TasteSpace; FoodBuzz; TimeOut; NYTimes"
Gray's Papaya;W 8th St;Hell's Kitchen;New York, NY, 10001;NY;Fast Food / American;$;(212-904-1588);"TasteSpace; FoodBuzz; TimeOut; NYTimes"
Gray's Papaya;539 8th Ave;Hell's Kitchen;New York, NY, 10018;NY;Fast Food / American;$;(212-904-1588);"TasteSpace; MenuPages; DiningGuide; FoodBuzz; TimeOut; NYTimes"
Grayz;13 W 54th St;Midtown East;New York, NY, 10019;NY;Eclectic;;(212-262-4600);"TasteSpace; MenuPages; DiningGuide; TimeOut"
Great American Health Bar;35 W 57th St;Midtown West;New York, NY, 10019;NY;;;;"TasteSpace; MenuPages; ActiveDiner; NYTimes"
Great NY Noodle Town;28½ Bowery;Lower East Side;New York, NY, 10013;NY;Chinese;$;;"TasteSpace; NYMag; FoodBuzz; VillageVoice"
Green Kitchen;1477 1st Avenue;Upper E. Side;New York, NY, 10021;NY;;;;"TasteSpace; MenuPages; ActiveDiner; NYTimes"
Green Pea;435 5th Ave;Greenwich Village;New York, NY, 10016;NY;Thai;;(212-253-5469);"TasteSpace; MenuPages; TimeOut"
Green Symphony;255 W 43rd St;Midtown West;New York, NY, 10036;NY;Vegetarian & Organic / nan;;(212-391-4747);"TasteSpace; MenuPages; TimeOut"
Green Tea Café;45 Mott St;Chinatown;New York, NY, 10013;NY;;;;"TasteSpace; MenuPages; NYMag"
Greenwich Treehouse;46 Greenwich Ave;;New York, NY, 10011;NY;;;;"TasteSpace; MenuPages"
Greenwich Village Bistro;13 Carmine St;West Village;New York, NY, 10014;NY;American;;(212-206-9777);"TasteSpace; MenuPages; TimeOut"
Grey Dog;90 University Pl;West Village;New York, NY, 10001;NY;Cafés & diners;;(212-414-4739);"TasteSpace; MenuPages; NYMag; TimeOut"
Grey Dog;33 Carmine St;West Village;New York, NY, 10014;NY;Cafés & diners;;(212-414-4739);"TasteSpace; MenuPages; NYMag; TimeOut"
Grifone;244 E 46th St;Midtown East;New York, NY, 10017;NY;;;;"TasteSpace; NYMag; NYTimes"
Grill 44;160 E 44th St;Midtown East;New York, NY, 10017;NY;;;;"TasteSpace; NYMag; NYTimes"
Grill Room;230 Vesey St;;New York, NY, 10281;NY;;;;TasteSpace
Grilled Cheese;168 Ludlow St;;New York, NY, 10022;NY;;;;TasteSpace
Grom;2165 Broadway;Upper West Side;New York, NY, 10024;NY;Italian;;(646-290-7233);"TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities"
Grotta Azzurra;177 Mulberry St;Little Italy;New York, NY, 10013;NY;Italian;$$$;;"TasteSpace; MenuPages; NYMag; FoodBuzz"
Grotta Del Mare;307 E 77th St;Upper East Side;New York, NY, 10021;NY;Italian;;(212-535-2866);"TasteSpace; TimeOut"
Gus Place;192 Bleecker St;West Village;New York, NY, 10012;NY;Greek;$;(212-777-1660);"TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut"
Gus's Figs;250 W 27th St;;New York, NY, 10001;NY;;;;TasteSpace
Guss' Pickles;85 Orchard St;;New York, NY,;NY;;;;TasteSpace
Gusto;60 Greenwich Ave;;New York, NY, 10011;NY;;;;TasteSpace
Gusto Va Mare;237 E 53rd St;;New York, NY, 10022;NY;;;;"TasteSpace; MenuPages"
Guy and Gallard;475 Park Ave S;;New York, NY, 10016;NY;;;;TasteSpace
Gyro Uno;237 E 53rd St;;New York, NY, 11103;NY;;;;TasteSpace
Gyu Kaku Japanese Bbq Dining;805 3rd Ave 2nd Floor;;New York, NY, 10022;NY;;;;TasteSpace
Gyu-Kaku;34 Cooper Sq;Midtown East;New York, NY, 10003;NY;Japanese;$$;(212-475-2989);"TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities"
H & H Bagels;639 W 46th St;;New York, NY, 10036;NY;;;;TasteSpace
H & H Bagels;2239 Broadway;;New York, NY, 10024;NY;;;;"TasteSpace; MenuPages"
HQ;90 Thompson St;;New York, NY, 10012;NY;;;;"TasteSpace; FoodBuzz"
HSF;46 Bowery;Chinatown;New York, NY, 10013;NY;Chinese;$;;"TasteSpace; NYMag; FoodBuzz"
Haandi;113 Lexington Ave;Murray Hill;New York, NY, 10016;NY;;;;"TasteSpace; VillageVoice"
Haandi Restaurant;113 Lexington Ave;;New York, NY, 10016;NY;;;;"TasteSpace; MenuPages"
Habib's Place;89 Avenue A;East Village;New York, NY, 10009;NY;;;;"TasteSpace; VillageVoice"
Hacienda at 40C;40 Loisaida Ave;;New York, NY, 10009;NY;;;;TasteSpace
Hahn Ah Reum;25 W 32nd St;;New York, NY, 10001;NY;;;;TasteSpace
Hai Thanh Seafood Co.;17 Catherine St;;New York, NY, 10002;NY;;;;TasteSpace
Haikara Grill;206 E 63rd St;Midtown East;New York, NY, 10021;NY;;;;"TasteSpace; NYTimes"
Hakata Grill;230 W 48th St;Times Square;New York, NY, 10036;NY;;;;"TasteSpace; DiningGuide; NYMag; ActiveDiner; NYTimes"
Halal Indo-Pak;1750 1st Avenue;East 90s;New York, NY, 10128;NY;;;;"TasteSpace; VillageVoice"
Halal Roti;2345 Frederick Douglass Blvd;;New York, NY, 10027;NY;;;;TasteSpace
Hale & Hearty Soups;55 W 56th St;;New York, NY, 10019;NY;;;;"TasteSpace; MenuPages; ActiveDiner"
Hale & Hearty Soups;49 W 42nd St;;New York, NY, 10036;NY;;;;"TasteSpace; MenuPages"
Hale & Hearty Soups;55 Broad St;;New York, NY, 10004;NY;;;;"TasteSpace; MenuPages"
Hale & Hearty Soups;75 9th Ave;;New York, NY, 10011;NY;;;;"TasteSpace; MenuPages"
Hale & Hearty Soups;685 2nd Ave;;New York, NY, 10016;NY;;;;TasteSpace
Hale & Hearty Soups;89 E 42nd St;;New York, NY, 10017;NY;;;;"TasteSpace; MenuPages; DiningGuide"
Hale & Hearty Soups;30 Rockefeller Plaza;;New York, NY, 10012;NY;;;;"TasteSpace; MenuPages"
Hale & Hearty Soups;462 7th Ave;;New York, NY, 10018;NY;;;;"TasteSpace; MenuPages"
Hale And Hearty Soups;75 9th Ave;;New York, NY, 10011;NY;;;;"TasteSpace; MenuPages"
Hale And Hearty Soups;849 Lexington Ave;;New York, NY, 10021;NY;;;;"TasteSpace; MenuPages"
Hale And Hearty Soups;22 E 47th St;;New York, NY, 10017;NY;;;;"TasteSpace; MenuPages"
Hallo Berlin;626 10th Ave;Midtown West;New York, NY, 10036;NY;German;$;(212-977-1944);"TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Hallo Berlin Cart;W 54th St;Midtown West;New York, NY, 10019;NY;German;$;(212-977-1944);"TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Hamachi Japanese Restaurant Sushi Bar;34 E 20th St;;New York, NY, 10003;NY;;;;"TasteSpace; ActiveDiner"
Hampton Chutney Co.;68 Prince St;Soho;New York, NY, 10012;NY;Indian;;(212-362-5050);"TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Hampton Chutney Co.;464 Amsterdam Ave;Soho;New York, NY, 10024;NY;Indian;;(212-362-5050);"TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Hamptons Gourmet;755 9th Ave;;New York, NY, 10019;NY;;;;"TasteSpace; MenuPages"
Han Bat;53 W 35th St;Midtown West;New York, NY, 10001;NY;Korean;;(212-629-5588);"TasteSpace; MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Hana Sushi;211 7th Ave;Murray Hill/Kips Bay;New York, NY, 10011;NY;;;;"TasteSpace; MenuPages; NYMag"
Hanami;525 6th Ave;West Village;New York, NY, 10011;NY;;;;"TasteSpace; MenuPages; NYMag; VillageVoice"
Hane Sushi on 20th;346 1st Avenue;Murray Hill/Kips Bay;New York, NY, 10009;NY;;;;"TasteSpace; MenuPages; NYMag"
Hane Sushi on 38th;581 3rd Ave;Murray Hill/Kips Bay;New York, NY, 10016;NY;;;;"TasteSpace; MenuPages; NYMag"
Hangawi;12 E 32nd St;Murray Hill;New York, NY, 10016;NY;Korean;$$$;(212-213-0077);"TasteSpace; MenuPages; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Hapon Japanese Restaurant;211 E 43rd St;;New York, NY, 10017;NY;;;;"TasteSpace; ActiveDiner"
Happy Shabu Shabu;54 Canal St;;New York, NY, 10002;NY;;;;TasteSpace
Harbour Caf;29 Peck Slip;;New York, NY, 10038;NY;;;;"TasteSpace; MenuPages"
Hard Rock Café;1501 Broadway;Times Square;New York, NY, 10036;NY;;;;"TasteSpace; NYMag; NYTimes"
Harlem Grill;2247 Adam Clayton Powell Jr Blvd;Harlem;New York, NY, 10027;NY;American Regional;;(212-491-0493);"TasteSpace; TimeOut"
Harlem Windows Restaurant;Adam Clayton Powell Jr. State Office Building;;New York, NY, 10027;NY;;;;TasteSpace
Harmony Palace;98 Mott St;Chinatown;New York, NY, 10013;NY;;;;"TasteSpace; NYTimes"
Harmony View Bar Grill;94 Mott St;;New York, NY, 10036;NY;;;;TasteSpace
Harriet's Kitchen;502 Amsterdam Ave;Upper West Side;New York, NY, 10024;NY;;;;"TasteSpace; MenuPages; NYMag; ActiveDiner; NYTimes"
Harry's Burrito;241 Columbus Ave;Upper W. Side;New York, NY, 10023;NY;;;;"TasteSpace; MenuPages; ActiveDiner; NYTimes"
Harry's Burritos;76 W 3rd St;Upper W. Side;New York, NY, 10012;NY;;;;"TasteSpace; ActiveDiner; NYTimes"
Harry's Cafe;1 Hanover Square;Financial/Battery Pk;New York, NY, 10004;NY;;;;"TasteSpace; MenuPages; NYMag; NYTimes"
Harry's Houdini;18 Magical Wand;;New York, NY, 10002;NY;;;;TasteSpace
Haru Sake Bar;1327 3rd Ave;;New York, NY, 10017;NY;;;;"TasteSpace; MenuPages"
Hasaki;210 E 9th St;East Village;New York, NY, 10003;NY;Sushi / Japanese;$$;(212-473-3327);"TasteSpace; MenuPages; FoodBuzz; VillageVoice; TimeOut; SavoryCities"
Hatsuhana;237 Park Ave;Midtown East;New York, NY, 10017;NY;Sushi / Japanese;$$$$;(212-355-3345);"TasteSpace; MenuPages; NYMag; FoodBuzz; ActiveDiner; VillageVoice; TimeOut; SavoryCities; NYTimes"
Hatsuhana;17 E 48th St;Midtown East;New York, NY, 10017;NY;Sushi / Japanese;$$$$;(212-355-3345);"TasteSpace; MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Havana Central;22 E 17th St;Times Square;New York, NY, 10003;NY;Cuban / Caribbean: Cuban;$$;(212-398-7440);"TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Havana Central;151 W 46th St;Times Square;New York, NY, 10036;NY;Cuban / Caribbean: Cuban;$$;(212-398-7440);"TasteSpace; MenuPages; DiningGuide; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Havana Chelsea (CLOSED);190 8th Ave;Chelsea;New York, NY, 10011;NY;;;;"TasteSpace; SavoryCities; NYTimes"
Havana Pies;219 E 23rd St;;New York, NY,;NY;;;;TasteSpace
Haveli;100 2nd Ave;East Village;New York, NY, 10003;NY;Indian;$$;(212-982-0533);"TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
Hawaii Sushi;1477 2nd Ave;;New York, NY, 10021;NY;;;;TasteSpace
Hay Wun Loy Restaurant;28 Pell St;;New York, NY, 10013;NY;;;;"TasteSpace; ActiveDiner"
Health & Harmony;470 Hudson St;;New York, NY, 10014;NY;;;;TasteSpace
Healthy Chelsea;248 W 23rd St;;New York, NY, 10011;NY;;;;TasteSpace
Healthy Choice;341 7th Ave;;New York, NY, 10001;NY;;;;"TasteSpace; MenuPages"
Heartbeat;149 East 49th Street At Lexington Avenue;Midtown East;New York, NY, 10017;NY;Vegetarian & Organic;;(212-407-2900);"TasteSpace; NYMag; TimeOut; SavoryCities; NYTimes"
Heartland Brewery Radio City;1285 6th Ave;Midtown East;New York, NY, 10019;NY;American;;(212-563-3433);"TasteSpace; MenuPages; ActiveDiner; TimeOut"
Heavenly Bamboo;10 E 39th St;;New York, NY, 10016;NY;;;;"TasteSpace; MenuPages"
Heidelberg;1648 2nd Ave;Upper East Side;New York, NY, 10028;NY;German;$$;(212-628-2332);"TasteSpace; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Heirloom;191 Orchard St;;New York, NY, 10002;NY;;;;TasteSpace
Henry's Evergreen;1288 1st Avenue;;New York, NY, 10021;NY;;;;"TasteSpace; ActiveDiner"
Herban Kitchen;290 Hudson St;;New York, NY,;NY;;;;"TasteSpace; ActiveDiner"
Highline;835 Washington St;Meatpacking District;New York, NY, 10014;NY;Asian / Thai;$$;(212-243-3339);"TasteSpace; MenuPages; NYMag; FoodBuzz; TimeOut; NYTimes"
Highpoint Gourmet;250 E 40th St;;New York, NY, 10016;NY;;;;TasteSpace
Hip Hop Chow;129 2nd Ave;East Village;New York, NY, 10003;NY;;;;"TasteSpace; SavoryCities"
Hiroshi Japanese Fusion;585 3rd Ave;;New York, NY, 10016;NY;;;;TasteSpace
Hizen Japanese Restaurant;203 E 45th St;;New York, NY, 10017;NY;;;;"TasteSpace; ActiveDiner"
Hoi An;135 W Broadway;Tribeca;New York, NY, 10013;NY;Vietnamese;;(212-233-1339);"TasteSpace; MenuPages; NYMag; TimeOut"
Hollywood Diner;574 6th Ave;Union Square;New York, NY, 10011;NY;;;;"TasteSpace; MenuPages; NYMag"
Holy Basil;149 2nd Ave 2nd fl;East Village;New York, NY, 10003;NY;Asian / Thai;$;(212-460-5557);"TasteSpace; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Holy Basil Thai Bar & Restaurant;149 2nd Ave;;New York, NY, 10003;NY;;;;"TasteSpace; ActiveDiner"
Home;20 Cornelia St;Greenwich Village;New York, NY, 10014;NY;American;$$;(212-243-9579);"TasteSpace; MenuPages; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Home On 8th;391 8th Ave;;New York, NY, 10001;NY;;;;TasteSpace
Homers;487 Amsterdam Ave;Greenwich Village;New York, NY, 10024;NY;American;$$;(212-243-9579);"TasteSpace; MenuPages; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Homes kitchen;22 E 21st St;;New York, NY, 10010;NY;;;;"TasteSpace; MenuPages"
Hon Wong Restaurant;224 Canal St;;New York, NY,;NY;;;;TasteSpace
Hong Kong Seafood And Meat Market;75 Mulberry St;;New York, NY, 10013;NY;;;;TasteSpace
Hong Kong Station;128 Hester St;Lower East Side;New York, NY, 10012;NY;;;;"TasteSpace; MenuPages; NYMag; VillageVoice"
Hong Kong Supermarket;109 E Broadway;;New York, NY, 10002;NY;;;;TasteSpace
Honmura An;170 Mercer St 2nd fl;;New York, NY, 10012;NY;;;;TasteSpace
Hoosmoos Asli;100 Kenmare St;Nolita;New York, NY, 10012;NY;Middle Eastern;;(212-966-0022);"TasteSpace; MenuPages; NYMag; TimeOut; NYTimes"
Hop Kee Restaurant;21 Mott St;;New York, NY, 10013;NY;;;;"TasteSpace; ActiveDiner"
Horus Cafe;93 Avenue B;East Village;New York, NY, 10009;NY;Middle Eastern: Egyptian / Mediterranean;;(212-777-9199);"TasteSpace; MenuPages; NYMag; TimeOut"
Hourglass Tavern;373 W 46th St;Midtown West;New York, NY, 10036;NY;;;;"TasteSpace; ActiveDiner; NYTimes"
House Of Pita;32 W 48th St;;New York, NY, 10036;NY;;;;"TasteSpace; ActiveDiner"
