restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone
Open the Sesame;198 Orchard St;Lower East Side;New York, NY, 10002;NY;Thai;$;(212-777-7009)
Ora;39 E 19th St;;New York, NY, 10003;NY;;;
Orbit East Harlem;2257 1st Avenue;;New York, NY, 10029;NY;;;
Orchid Caribbean Soul Cuisine;675 9th Ave;Midtown West;New York, NY, 10036;NY;Caribbean;;(212-582-9742)
Oren's Daily Roast;1574 1st Avenue;;New York, NY, 10128;NY;;;
Oren's Daily Roast;33 E 58th St;;New York, NY, 10022;NY;;;
Oren's Daily Roast;1144 Lexington Ave;;New York, NY, 10021;NY;;;
Oren's Daily Roast;Grand Central Cafe at Grand Central Streetation;;New York, NY, 10017;NY;;;
Oren's Daily Roast;985 Lexington Ave;;New York, NY, 10021;NY;;;
Oren's Daily Roast;434 3rd Ave;;New York, NY, 10016;NY;;;
Oren's Daily Roast;89 E 42nd St;;New York, NY, 10017;NY;;;
Oren's Daily Roast;Penn Station 34th Street;;New York, NY, 10001;NY;;;
Original SoupMan;672 Lexington Ave;;New York, NY, 10022;NY;;;
Original SoupMan;501 5th Ave;;New York, NY, 10017;NY;;;
Original SoupMan;989 3rd Ave;;New York, NY, 10022;NY;;;
Original SoupMan;2873 Broadway;;New York, NY, 10025;NY;;;
Oro Blu Ristorante;333 Hudson St;;New York, NY, 10013;NY;;;
Orologio Ristorante;162 Avenue A;;New York, NY, 10009;NY;;;
Orsay;1057 Lexington Ave;Upper East Side;New York, NY, 10021;NY;French;;(212-517-6400)
Orwasher's Bakery;308 E 78th St;;New York, NY, 10021;NY;;;
Osaka Sushi and BBQ;535 8th Ave;;New York, NY, 10018;NY;;;
Osso Buco;1662 3rd Ave;;New York, NY, 10128;NY;;;
Osso Buco;88 University Pl;;New York, NY, 10003;NY;;;
Osteria Del Sole;267 West 4th Street;Midtown West;New York, NY, 10014;NY;Italian;;(212-944-3643)
Ota Ya;1572 2nd Ave;;New York, NY, 10028;NY;;;
Ottimo;6 W 24th St;;New York, NY, 10010;NY;;;
Ottomanelli & Sons;285 Bleecker St;;New York, NY, 10014;NY;;;
Ottomanelli Ny Grill Incorporated;1424 Lexington Ave;;New York, NY, 10128;NY;;;
Ottomanellis Cafe;1626 York Ave;;New York, NY, 10028;NY;;;
Our Kitchen;520 E 14th St;;New York, NY, 10009;NY;;;
Outback Steakhouse;60 W 23rd St;Flatiron;New York, NY, 10010;NY;Steakhouse;$$;
Outback Steakhouse;919 Third Avenue;;New York, NY, 10022;NY;;;
Oxford Cafe;375 5th Ave;;New York, NY, 10016;NY;;;
Ozu;566 Amsterdam Ave;Upper West Side;New York, NY, 10024;NY;Asian: Pan-Asian;;(212-787-8316)
P.J. Carney's (CLOSED);591 3rd Ave;;New York, NY, 10016;NY;;;
PJ Carney's East;133 E 56th St;;New York, NY, 10022;NY;;;
PJ Clarke's On The Hudson;250 Vesey St;;New York, NY, 10281;NY;;;
Paesano;136 Mulberry St;;New York, NY, 10013;NY;;;
Pak Panjab;40 E 3rd St;;New York, NY, 10003;NY;;;
Pakistani Restaurant;478 9th Ave;;New York, NY, 10018;NY;;;
Palma;28 Cornelia St;West Village;New York, NY, 10014;NY;Italian;;(212-691-2223)
Pam Real Thai Food;402 W 47th St;Midtown West;New York, NY, 10036;NY;Thai;;(212-315-4441)
Pamir (CLOSED);1437 2nd Ave;;New York, NY, 10021;NY;;;
Pan Latin Cafe;400 Chambers St;Tribeca;New York, NY, 10282;NY;Latin American;;(212-571-3860)
Panade;129 Eldridge St;Lower East Side;New York, NY, 10002;NY;Cafés;;(212-219-9923)
Panca;92 7th Ave S;East Village;New York, NY, 10014;NY;;;
Pancho Magico Restaurant;213 Pearl St #2;;New York, NY, 10038;NY;;;
Panda;987 1st Avenue;Lower East Side;New York, NY, 10022;NY;Cafés;;(212-219-9923)
Pangea;178 2nd Ave;East Village;New York, NY, 10003;NY;Mediterranean;;(212-995-0900)
Panna II Garden Indian Restaurant;93 1st Avenue;;New York, NY, 10003;NY;;;
Panorama Cafe;1640 2nd Ave;;New York, NY, 10028;NY;;;
Panya;10 Stuyvesant St;;New York, NY, 10003;NY;;;
Pao;322 Spring St;;New York, NY, 10013;NY;;;
Papa John's Pizza;594 Amsterdam Ave;;New York, NY, 10024;NY;;;
Papaya King;121 W 125th St;Upper East Side;New York, NY, 10027;NY;American;;(212-369-0648)
Paper Moon Express;54 E 59th St;;New York, NY, 10022;NY;;;
Papillion;22 E 54th St;Midtown East;New York, NY, 10022;NY;French;;(212-754-9006)
Papillon;22 E 54th St;Midtown East;New York, NY, 10022;NY;French;;(212-754-9006)
Pappardella;316 Columbus Ave;;New York, NY, 10023;NY;;;
Paprika;110 St Marks Pl;;New York, NY, 10009;NY;;;
Paquito's;175 3rd Ave;;New York, NY, 10003;NY;;;
Paquito's;135 E 28th St;;New York, NY, 10016;NY;;;
Paquitos;143 1st Avenue;;New York, NY, 10003;NY;;;
Paradise 1 Deli;572 9th Ave;;New York, NY, 10036;NY;;;
Parea (CLOSED);36 E 20th St;;New York, NY, 10003;NY;;;
Paris Commune;411 Bleecker St;;New York, NY, 10014;NY;;;
Paris Match;29 E 65th St;Upper East Side;New York, NY, 10021;NY;French;;(212-737-4400)
Parish & Company;202 9th Ave;;New York, NY, 10011;NY;;;
Parisi Bakery;198 Mott St;;New York, NY, 10012;NY;;;
Parisi Bakery;290 Elizabeth St;;New York, NY, 10012;NY;;;
Park Avalon;AMERICAN WOOLEN BUILDING;;New York, NY, 10013;NY;;;
Park Avenue Summer;100 E 63rd St;Upper East Side;New York, NY, 10021;NY;American / Food or Beverage Shop;$$$$;(212-685-2442)
Park Bistro;414 Park Ave S;SOHO;New York, NY, 10016;NY;French;$$$;(212-689-1360)
Park Cafe;861 7th Ave;;New York, NY, 10019;NY;;;
Parlor Steakhouse;1600 3rd Ave;Upper East Side;New York, NY, 10128;NY;Steakhouse;$$$$;(212-423-5888)
Parma;1404 3rd Ave;Upper East Side;New York, NY, 10021;NY;Italian;;(212-535-3520)
Pasta Lovers;142 W 49th St;;New York, NY, 10019;NY;;;
Pasticcio;447 3rd Ave;;New York, NY, 10016;NY;;;
Pat Pong;93 E 7th St;;New York, NY, 10009;NY;;;
Patisserie Claude;187 West 4th Street;;New York, NY, 10003;NY;;;
Patsy's;236 W 56th St;Midtown West;New York, NY, 10019;NY;Italian;$$$;
Patsy's Pizzeria;206 E 60th St;West Village;New York, NY, 10022;NY;Italian: Pizza;;(212-533-3500)
Patsy's Pizzeria;67 University Pl;West Village;New York, NY, 10003;NY;Italian: Pizza;;(212-533-3500)
Patsy's Pizzeria;1312 2nd Ave;West Village;New York, NY, 10021;NY;Italian: Pizza;;(212-533-3500)
Patsy's Pizzeria;509 3rd Ave;West Village;New York, NY, 10016;NY;Italian: Pizza;;(212-533-3500)
Patsy's Pizzeria;318 W 23rd St;West Village;New York, NY, 10011;NY;Italian: Pizza;;(212-533-3500)
Patsy's Pizzeria;61 W 74th St;West Village;New York, NY, 10023;NY;Italian: Pizza;;(212-533-3500)
Pattaya;1069 1st Avenue;;New York, NY, 10022;NY;;;
Paul & Jimmy's;123 E 18th St;;New York, NY, 10003;NY;;;
Paul's Boutique;99 Rivington St;Lower East Side;New York, NY, 10002;NY;Cafés & diners;;(646-805-0384)
Paul's Palace;131 2nd Ave;;New York, NY, 10003;NY;;;
Pax Wholesome Foods;90 Broad St;;New York, NY, 10004;NY;;;
Pazza Notte;1375 6th Ave;;New York, NY, 10019;NY;;;
Peacock Alley;301 Park Ave;Midtown East;New York, NY, 10022;NY;French;;(212-872-7335)
Peanut Butter & Co.;D'Agostino Hall;Greenwich Village;New York, NY, 10012;NY;American;;(212-677-3995)
Pearl Palace Restaurant;60 Pearl St;;New York, NY, 10004;NY;;;
Pearls;796 Amsterdam Ave;;New York, NY, 10025;NY;;;
Pearlstone Chinese Restaurant;81 Pearl St;;New York, NY, 10004;NY;;;
Pearson's Texas Barbecue;170 E 81st St;;New York, NY, 10028;NY;;;
Pee Dee Steak Restaurant;2006 3rd Ave;;New York, NY, 10029;NY;;;
Peep;177 Prince St;SOHO;New York, NY, 10012;NY;Asian;$$;
Peking Duck House;236 E 53rd St;Chinatown/Little Italy;New York, NY, 10022;NY;Chinese;;(212-227-1810)
Peking Duck House;28 Mott St;Chinatown/Little Italy;New York, NY, 10013;NY;Chinese;;(212-227-1810)
Penang on 11th;64 3rd Ave;;New York, NY, 10003;NY;;;
Penang on 71st;240 Columbus Ave;;New York, NY, 10023;NY;;;
Penang on 83rd;1596 2nd Ave;;New York, NY, 10028;NY;;;
Penang on Elizabeth;41 Elizabeth St;;New York, NY, 10013;NY;;;
Penang on Spring Street (CLOSED);109 Spring St;;New York, NY, 10012;NY;;;
Penn Plaza Gourmet Deli;367 7th Ave;;New York, NY, 10001;NY;;;
Penthouse Executive Club;603 W 45th St;;New York, NY, 10036;NY;;;
Pepe Verde To Go;559 Hudson St;West Village;New York, NY, 10014;NY;Italian;;(212-255-2221)
Per Se;10 Columbus Cir;fourth floor;New York, NY, 10019;NY;;;(212-823-9335)
Pera;303 Madison Ave;Midtown East;New York, NY, 10017;NY;Mediterranean;$$$$;
Pershing Square;90 E 42nd St;Midtown East;New York, NY, 10017;NY;American;;(212-286-9600)
Petaluma;1356 1st Avenue;;New York, NY, 10021;NY;;;
Pete's -A -Place;502 E 14th St;;New York, NY, 10009;NY;;;
Petite Abeille;401 E 20th St;West Village;New York, NY, 10009;NY;Belgian;;(212-741-6479)
Petite Abeille;44 W 17th St;West Village;New York, NY, 10010;NY;Belgian;;(212-741-6479)
Petite Abelle;466 Hudson St;West Village;New York, NY, 10014;NY;Belgian;;(212-741-6479)
Petrarca Vino E Cucina;34 White St;;New York, NY, 10013;NY;;;
Petrossian;182 W 58th St;Midtown West;New York, NY, 10019;NY;Continental / Russian;$$$$;(212-245-2214)
Petrossian Patisserie & Cafe;911 7th Ave;;New York, NY, 10019;NY;;;
Pfiff;35 Grand St;;New York, NY, 10013;NY;;;
Phebe's;359 Bowery;;New York, NY, 10017;NY;;;
Pho 32 and Shabu;2 W 32nd St;;New York, NY, 10001;NY;;;
Pho Bang;3 Pike St;Chinatown/Little Italy;New York, NY, 10002;NY;Vietnamese;;(212-587-0870)
Pho Bang;157 Mott St;Chinatown/Little Italy;New York, NY, 10013;NY;Vietnamese;;(212-587-0870)
Pho Grand;227 Grand St;;New York, NY, 10002;NY;;;
Pho Pasteur (New Pasteur);85 Baxter St;;New York, NY, 10013;NY;;;
Piada;3 Clinton St;;New York, NY, 10002;NY;;;
Piano Due;Equitable Center Arcade 151 West 51st Street, 2nd fl.;;New York, NY, 10019;NY;;;
Picasso Restaurant;303 E 56th St;;New York, NY, 10022;NY;;;
Piccolo;226 3rd Ave;;New York, NY, 10003;NY;;;
Picholine;35 W 64th St;Upper West Side;New York, NY, 10023;NY;Mediterranean / French;$$$$;(212-724-8585)
Pick -A- Pita;247 W 38th St;Midtown West;New York, NY, 10018;NY;Middle Eastern;;(212-730-7482)
Pick A Bagel On Third;297 3rd Ave;;New York, NY, 10010;NY;;;
Piemonte Ravioli Company;190 Grand St;;New York, NY, 10013;NY;;;
Pier 2110;2110 Adam Clayton Powell Jr Blvd;Harlem;New York, NY, 10027;NY;Seafood;;(212-280-7437)
Pierre Hotel;2 E 61st St;;New York, NY, 10021;NY;;;
Pietrasanta;683 9th Ave;Midtown West;New York, NY, 10036;NY;Italian;;(212-265-9471)
Pietro's;232 E 43rd St;Midtown East;New York, NY, 10017;NY;;;
Pig Heaven Restaurant;1540 2nd Ave;;New York, NY, 10028;NY;;;
Pig Whistle Tribeca;365 Greenwich St;;New York, NY, 10013;NY;;;
Pinch, Pizza by the Inch;416 Park Ave S;Gramercy/Flatiron;New York, NY, 10016;NY;Italian: Pizza;;(212-686-5222)
Pink Pony;176 Ludlow St;Lower East Side;New York, NY, 10002;NY;French;;(212-253-1922)
Pinkberry;170 8th Ave;Gramercy/Flatiron;New York, NY, 10011;NY;American;;(212-685-4301)
Pinkberry;177 Bleecker St;Gramercy/Flatiron;New York, NY, 10012;NY;American;;(212-685-4301)
Pinkberry;41 Spring St;Gramercy/Flatiron;New York, NY, 10012;NY;American;;(212-685-4301)
Pinkberry;1577 2nd Ave;Gramercy/Flatiron;New York, NY, 10028;NY;American;;(212-685-4301)
Pinkberry;7 W 32nd St;Gramercy/Flatiron;New York, NY, 10001;NY;American;;(212-685-4301)
Pinnacle;2937 Broadway;;New York, NY, 10025;NY;;;
Pino Prime Meats;149 Sullivan St;;New York, NY, 10012;NY;;;
Pinocchio;1748 1st Avenue;;New York, NY, 10128;NY;;;
Pintaile's Pizza;1577 York Ave;;New York, NY, 10028;NY;;;
Pintaile's Pizza;26 E 91st St;;New York, NY, 10128;NY;;;
Pintaile's Pizza;1443 York Ave;;New York, NY, 10021;NY;;;
Pinto Restaurant;118 Christopher St;;New York, NY, 10014;NY;;;
Pio Maya (CLOSED);40 W 8th St #42;Greenwich Village;New York, NY, 10011;NY;;;
Pio Pio;1746 1st Avenue;Upper East Side;New York, NY, 10128;NY;Peruvian;;(212-426-5800)
Pita City Falafel;180 7th Ave;;New York, NY, 10011;NY;;;
Pita Express;15 Ann St;;New York, NY, 10038;NY;;;
Pita Hut;225 W 23rd St;;New York, NY, 10011;NY;;;
Pita Pan Cafe;273 8th Ave;;New York, NY, 10011;NY;;;
Pizza Booth Inc;165 Bleecker St;;New York, NY, 10012;NY;;;
Pizza Gruppo;186 Avenue B;East Village;New York, NY, 10009;NY;Italian: Pizza;;(212-995-2100)
Pizza Park;1233 1st Avenue;;New York, NY, 10021;NY;;;
Pizza Plus Incorporated;642 9th Ave;;New York, NY, 10036;NY;;;
Pizza Suprema;413 8th Ave;;New York, NY, 10001;NY;;;
Pizzabolla;654 Amsterdam Ave;;New York, NY, 10025;NY;;;
Pizzeria 123;2288 Frederick Douglass Blvd;;New York, NY,;NY;;;
Pizzeria De Santo;173 Ludlow St;Lower East Side;New York, NY, 10002;NY;Pizza;$;
Place, The;310 West 4th Street;;New York, NY, 10014;NY;;;
Planet Sushi;380 Amsterdam Ave;;New York, NY, 10024;NY;;;
Playwright;27 W 35th St;;New York, NY, 10001;NY;;;
Plaza Diner;1066 2nd Ave;;New York, NY, 10022;NY;;;
Plaza Garden;303 E 44th St;;New York, NY, 10017;NY;;;
Pluck U;230 Thompson St;;New York, NY, 10012;NY;;;
Pluck U;768 9th Ave;;New York, NY, 10019;NY;;;
Po;31 Cornelia St;Greenwich Village;New York, NY, 10014;NY;Italian;$$$;
Poetessa;92 2nd Ave;;New York, NY, 10003;NY;;;
Poke;305 E 85th St;;New York, NY, 10028;NY;;;
Pollos Bravo;227 E 116th St;;New York, NY, 10029;NY;;;
Pom Pom Diner;610 11th Ave;;New York, NY, 10036;NY;;;
Pomme -Pomme;191 E Houston St;;New York, NY, 10002;NY;;;
Pomodoro;51 Spring St;;New York, NY, 10012;NY;;;
Pomodoro Rosso;229 Columbus Ave;;New York, NY, 10023;NY;;;
Pongal;1154 1st Avenue;Gramercy/Flatiron;New York, NY, 10021;NY;Indian;;(212-355-4600)
Pongsri Thai;106 Bayard St;;New York, NY, 10013;NY;;;
Pongsri Thai;244 W 48th St;;New York, NY, 10036;NY;;;
Pongsri Thai;311 2nd Ave #18th;;New York, NY, 10003;NY;;;
Pongsri Thai;165 W 23rd St;;New York, NY, 10011;NY;;;
Pooket Thai Restaurant;945 2nd Ave;;New York, NY, 10022;NY;;;
Pop (CLOSED);127 4th Ave;;New York, NY, 10003;NY;;;
Pop's Pierogi;190 Bleecker St;;New York, NY, 10012;NY;;;
Porgy & Bass;321 Malcolm X Blvd;;New York, NY,;NY;;;
Porta Rossa;176 Lexington Ave;;New York, NY, 10016;NY;;;
Porter House New York;10 Columbus Cir;fourth floor;New York, NY, 10019;NY;;;(212-823-9500)
Porto Bello Restaurant;208 Thompson St;;New York, NY, 10012;NY;;;
Porto Rico Importing Co;201 Bleecker St;;New York, NY, 10012;NY;;;
Porto Rico Importing Co;40 1/2 St Marks Pl;;New York, NY, 10003;NY;;;
Porto Rico Importing Co;107 Thompson St;;New York, NY, 10012;NY;;;
Portofino Pasta and Pizza;1091 2nd Ave;;New York, NY, 10022;NY;;;
Poseidon Bakery;629 E 14th St;;New York, NY, 10036;NY;;;
Positano;122 Mulberry St;Little Italy;New York, NY, 10013;NY;Italian;$$;
Post House;28 E 63rd St;Upper East Side;New York, NY, 10021;NY;Steakhouse;$$$$;(212-935-2888)
Poy Laung;210 Thompson St;;New York, NY, 10012;NY;;;
Pozzo Pastry;690 9th Ave;;New York, NY, 10036;NY;;;
Pre:Post;547 W 27th St;Chelsea;New York, NY, 10001;NY;;;
Prem-On Thai;138 W Houston St;Greenwich Village;New York, NY, 10012;NY;Thai;$$;(212-353-2338)
Premium Gourmet Deli;434 E 72nd St;;New York, NY, 10021;NY;;;
Pret A Manger;287 Madison Ave;;New York, NY, 10017;NY;;;
Pret A Manger;6 E 46th St;;New York, NY, 10017;NY;;;
Pret A Manger;530 7th Ave;;New York, NY, 10018;NY;;;
Pret A Manger;1350 5th Ave;;New York, NY, 10019;NY;;;
Pret A Manger;11 W 42nd St;;New York, NY, 10036;NY;;;
Pret A Manger;60 Broad St;;New York, NY, 10004;NY;;;
Primavera;1578 1st Avenue;;New York, NY, 10028;NY;;;
Prime Grill;60 E 49th St;Midtown East;New York, NY, 10017;NY;Jewish;$$$$;
Primehouse;381 Park Ave S;Gramercy/Flatiron;New York, NY, 10016;NY;Steakhouses;;(212-824-2600)
Primitivo Osteria;202 W 14th St;West Village;New York, NY, 10011;NY;Italian;$$$;
Primola;1226 2nd Ave;;New York, NY, 10021;NY;;;
Prince Street Cafe;26 Prince St;Chinatown/Little Italy;New York, NY, 10012;NY;Cafés & diners;;(212-343-7310)
Produce Cafe 765;765 2nd Ave;;New York, NY, 10017;NY;;;
Protein Bakery;309 W 20th St;;New York, NY, 10011;NY;;;
Proton Saga;11 Allen St;;New York, NY, 10002;NY;;;
Provence;38 MacDougal St;SOHO;New York, NY, 10012;NY;French;$$;
Providence Restaurant;311 W 57th St;;New York, NY, 10019;NY;;;
Puff Pao;105 Christopher St;;New York, NY, 10014;NY;;;
Pump Energy Food;31 E 21st St;;New York, NY, 10010;NY;;;
Pump Energy Food;805 3rd Ave;;New York, NY, 10022;NY;;;
Pump Energy Food;40 W 55th St;Midtown West;New York, NY, 10019;NY;International;$;
Pump Energy Food;113 E 31st St;;New York, NY, 10016;NY;;;
Pump Energy Food;112 W 38th St;;New York, NY, 10001;NY;;;
Punch;913 Broadway;;New York, NY, 10010;NY;;;
Punjabi Grocery And Deli;141 E 1st St;;New York, NY, 10003;NY;;;
Pure Juice And Take Away;1 E 17th St #125;;New York, NY, 10003;NY;;;
Push Cafe;294 3rd Ave;;New York, NY, 10010;NY;;;
Puttanesca;859 9th Ave;Midtown West;New York, NY, 10019;NY;Italian;$$;(212-581-4177)
Pyramida;401 East 78th Street at 1st Avenue;Upper East Side;New York, NY, 10021;NY;Middle Eastern;;(212-472-5855)
Pyramida Foods;401 E 78th St;Upper East Side;New York, NY, 10021;NY;Middle Eastern;;(212-472-5855)
Pó;31 Cornelia St;West Village;New York, NY, 10014;NY;Italian;;(212-645-2189)
Q2 Thai;788 9th Ave;;New York, NY, 10019;NY;;;
Qasim;339 9th Ave;;New York, NY, 10001;NY;;;
Quantum Leap;88 W 3rd St;;New York, NY, 10012;NY;;;
Quantum Leap Natural Food;226 Thompson St;;New York, NY, 10012;NY;;;
Quartino;21 Peck Slip;;New York, NY, 10038;NY;;;
Quattro Gatti;205 E 81st St;;New York, NY, 10028;NY;;;
Queen Of Sheba;650 10th Ave;Midtown West;New York, NY, 10036;NY;African: Ethiopian;;(212-397-0610)
Quickly Shabu Shabu;237 Grand St;Chinatown/Little Italy;New York, NY, 10002;NY;Japanese;;(212-431-0998)
Quintessence;353 E 78th St;Upper West Side;New York, NY,;NY;Vegetarian & Organic;;(212-501-9700)
Quintessence;566 Amsterdam Ave;Upper West Side;New York, NY, 10024;NY;Vegetarian & Organic;;(212-501-9700)
Quiznos Sub;83 Maiden Ln;;New York, NY, 10038;NY;;;
Radha;173 Ludlow St;;New York, NY, 10002;NY;;;
Radio Mexico (CLOSED);259 Front St;;New York, NY, 10038;NY;;;
Rafaella On 9th;178 9th Ave;Chelsea;New York, NY, 10011;NY;Cafés;;(212-741-3230)
Raffaele;1055 1st Avenue;;New York, NY, 10022;NY;;;
Raffetto's;144 W Houston St;;New York, NY, 10012;NY;;;
Rafina;1481 York Ave;;New York, NY, 10021;NY;;;
Raga;433 E 5th St;East Village;New York, NY, 10009;NY;Indian;;(212-388-0957)
Rainbow Falafel;26 E 17th St;Gramercy/Flatiron;New York, NY, 10003;NY;Middle Eastern;;(212-691-8641)
Rainbow Gourmet;572 8th Ave;Midtown West;New York, NY, 10018;NY;Italian;;(212-632-5000)
Raj Mahal;322 E 5th St;;New York, NY, 10003;NY;;;
Rancho Cafe;570 Amsterdam Ave;;New York, NY, 10024;NY;;;
Rao's;455 E 114th St;Harlem;New York, NY, 10029;NY;Italian;$$$$;(212-722-6709)
Raoul's;180 Prince St;SOHO;New York, NY, 10012;NY;French;$$$;(212-966-3518)
Rare Bar & Grill;303 Lexington Ave;Midtown East;New York, NY, 10016;NY;American;;(212-481-1999)
Ravagh;11 E 30th St;;New York, NY, 10016;NY;;;
Ray's Pizza;250 E Houston St;;New York, NY, 10012;NY;;;
Ray's Pizza;465 5th Ave;;New York, NY, 10011;NY;;;
Ray's Pizza;195 E Houston St;;New York, NY, 10012;NY;;;
Rayuela;165 Allen St;Lower East Side;New York, NY, 10002;NY;Latin American;;(212-253-8840)
Re Sette;7 W 45th St;Midtown West;New York, NY, 10036;NY;Italian;;(212-221-7530)
ReCharge Grill;1452 2nd Ave;;New York, NY, 10021;NY;;;
Really Cool Foods (CLOSED);1059 3rd Ave;;New York, NY, 10021;NY;;;
Reboot (formerly Two Boots);37 Avenue A;;New York, NY, 10009;NY;;;
Rectangles;1431 1st Avenue;Upper East Side;New York, NY, 10021;NY;Middle Eastern;;(212-744-7470)
Red;19 Fulton St;;New York, NY, 10006;NY;;;
Red Bamboo Vegetarian Soul Café;140 West 4th Street;;New York, NY, 10012;NY;;;
Red Garlic;916 8th Ave;;New York, NY, 10019;NY;;;
Red Lion;151 Bleecker St;;New York, NY, 10012;NY;;;
Red Star Restaurant;2060 Adam Clayton Powell Jr Blvd;;New York, NY,;NY;;;
Redemption;1003 2nd Ave;;New York, NY, 10017;NY;;;
Regency;540 Park Ave;;New York, NY, 10021;NY;;;
Regional;2607 Broadway;Upper West Side;New York, NY, 10025;NY;Italian;;(212-666-1915)
Regional Restaurant;2607 Broadway;;New York, NY, 10025;NY;;;
Regional Thai Sa-Woy;1479 1st Avenue;Chelsea;New York, NY, 10021;NY;Thai;;(212-807-9872)
Regional Thai Taste;208 7th Ave;Chelsea;New York, NY, 10011;NY;Thai;;(212-807-9872)
Relish Caterers;676a 9th Ave;;New York, NY, 10036;NY;;;
Remi;145 W 53rd St;Midtown West;New York, NY, 10019;NY;Italian;$$$;(212-581-4242)
Renaissance Diner;776 9th Ave;;New York, NY, 10019;NY;;;
René Pujol (CLOSED);321 W 51st St;;New York, NY, 10019;NY;;;
Restaurant Ichimura;1026 2nd Ave;Midtown East;New York, NY, 10022;NY;Japanese;;(212-355-3557)
Restaurant Puglia;189 Hester St;;New York, NY, 10013;NY;;;
Restaurant Riki;141 E 45th St;;New York, NY, 10017;NY;;;
Restivo Ristorante;209 7th Ave;;New York, NY, 10011;NY;;;
Resto Leon;351 E 12th St;East Village;New York, NY, 10003;NY;French;;(212-375-8483)
Revel;10 Little W 12th St;Meatpacking District;New York, NY, 10014;NY;International;$$$$;
Revival Restaurant Bar Lounge;2367 Frederick Douglass Blvd;;New York, NY, 10027;NY;;;
Rialto (CLOSED);265 Elizabeth St;Midtown East;New York, NY, 10017;NY;Mediterranean;;(212-355-3700)
Ribot;780 3rd Ave;;New York, NY, 10017;NY;;;
Rice;115 Lexington Ave;Chinatown/Little Italy;New York, NY, 10016;NY;Eclectic;;(212-226-5775)
Rice & Spice;97 Bowery;Lower East Side;New York, NY,;NY;Thai;;(212-219-9955)
Rice Bar & Restaurant;158 Loisaida Ave;;New York, NY,;NY;;;
Riingo Restaurant;205 E 45th St;;New York, NY, 10017;NY;;;
Rio's Churrascaria (Porcão Churrascaria);360 Park Ave S;;New York, NY, 10010;NY;;;
Risa;47 E Houston St;;New York, NY, 10012;NY;;;
Risotteria;270 Bleecker St;;New York, NY, 10014;NY;nan / Italian;;(212-924-6664)
Ristorante 110;110 John St;;New York, NY, 10038;NY;;;
Ritz Diner;1133 1st Avenue;;New York, NY, 10021;NY;;;
River Room/Earl Monroe's;679 Riverside Dr;;New York, NY, 10031;NY;;;
Riverside Marketplace;46 Water St;;New York, NY, 10004;NY;;;
Robert's Steakhouse;603 W 45th St;Midtown West;New York, NY, 10036;NY;Steakhouses;;(212-245-0002)
Rocco;181 Thompson St;Greenwich Village;New York, NY, 10012;NY;;;
Rocco Pastry Shop;243 Bleecker St;;New York, NY, 10014;NY;;;
Rock Center Cafe;45 Rockefeller Plaza;Midtown West;New York, NY, 10020;NY;American;;(212-332-7620)
Rocking Horse;182 8th Ave;Chelsea;New York, NY, 10011;NY;Mexican;$$;(212-463-9511)
